codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion
25060,Cabanabona,Lleida,Cataluña,Cabanabona,2,1,60,14.16,4.24
15015,Cabanas,A Coruña,Galicia,Cabanas,1,3,3359,30.3,110.84
17031,Cabanelles,Girona,Cataluña,Cabanelles,1,1,266,56.04,4.75
12033,Cabanes,Girona,Cataluña,Cabanes,1,1,941,14.93,63.03
17030,Cabanes,Castellón,Comunidad Valenciana,Cabanes,1,2,3027,131.56,23.01
31062,Cabanillas,Navarra,Comunidad Foral de Navarra,Cabanillas,2,2,1335,35.66,37.44
28029,Cabanillas de la Sierra,Madrid,Comunidad de Madrid,Cabanillas de la Sierra,3,2,837,14.07,59.47
19058,Cabanillas del Campo,Guadalajara,Castilla-La Mancha,Cabanillas del Campo,0,1,10844,34.91,310.63
08027,Cabanyes (Les),Barcelona,Cataluña,Les Cabanyes,1,2,1005,1.15,873.91
50064,Cabañas de Ebro,Zaragoza,Aragón,Cabañas de Ebro,2,1,487,8.55,56.96
45025,Cabañas de la Sagra,Toledo,Castilla-La Mancha,Cabañas de la Sagra,0,2,1955,16.52,118.35
40035,Cabañas de Polendos,Segovia,Castilla y León,Cabañas de Polendos,3,1,184,26.41,6.97
49031,Cabañas de Sayago,Zamora,Castilla y León,Cabañas de Sayago,3,2,152,49.77,3.05
45026,Cabañas de Yepes,Toledo,Castilla-La Mancha,Cabañas de Yepes,0,2,301,17.97,16.75
10033,Cabañas del Castillo,Cáceres,Extremadura,Cabañas del Castillo,0,3,419,105.27,3.98
24027,Cabañas Raras,León,Castilla y León,Cabañas Raras,2,1,1331,19.11,69.64
09061,Cabañes de Esgueva,Burgos,Castilla y León,Cabañes de Esgueva,2,2,166,26.57,6.25
37063,Cabeza de Béjar (La),Salamanca,Castilla y León,La Cabeza de Béjar,0,2,60,13.91,4.31
06023,Cabeza del Buey,Badajoz,Extremadura,Cabeza del Buey,3,0,4732,475.02,9.96
37065,Cabeza del Caballo,Salamanca,Castilla y León,Cabeza del Caballo,0,2,257,44.98,5.71
06024,Cabeza la Vaca,Badajoz,Extremadura,Cabeza la Vaca,3,0,1298,64.0,20.28
10034,Cabezabellosa,Cáceres,Extremadura,Cabezabellosa,0,3,344,33.94,10.14
37062,Cabezabellosa de la Calzada,Salamanca,Castilla y León,Cabezabellosa de la Calzada,0,2,75,8.49,8.83
45027,Cabezamesada,Toledo,Castilla-La Mancha,Cabezamesada,0,2,330,59.82,5.52
13025,Cabezarados,Ciudad Real,Castilla-La Mancha,Cabezarados,3,2,307,80.36,3.82
13026,Cabezarrubias del Puerto,Ciudad Real,Castilla-La Mancha,Cabezarrubias del Puerto,3,2,465,100.59,4.62
05042,Cabezas de Alambre,Ávila,Castilla y León,Cabezas de Alambre,0,1,160,11.8,13.55
41020,Cabezas de San Juan (Las),Sevilla,Andalucía,Las Cabezas de San Juan,2,0,16335,229.7,71.11
05043,Cabezas del Pozo,Ávila,Castilla y León,Cabezas del Pozo,0,1,68,17.97,3.78
05044,Cabezas del Villar,Ávila,Castilla y León,Cabezas del Villar,0,1,257,110.07,2.33
21015,Cabezas Rubias,Huelva,Andalucía,Cabezas Rubias,1,0,716,108.65,6.59
26035,Cabezón de Cameros,La Rioja,La Rioja,Cabezón de Cameros,2,2,19,12.01,1.58
39012,Cabezón de la Sal,Cantabria,Cantabria,Cabezón de la Sal,1,1,8273,33.23,248.96
09062,Cabezón de la Sierra,Burgos,Castilla y León,Cabezón de la Sierra,2,2,40,19.83,2.02
39013,Cabezón de Liébana,Cantabria,Cantabria,Cabezón de Liébana,1,1,580,81.43,7.12
47027,Cabezón de Pisuerga,Valladolid,Castilla y León,Cabezón de Pisuerga,3,0,3747,45.4,82.53
47028,Cabezón de Valderaduey,Valladolid,Castilla y León,Cabezón de Valderaduey,3,0,41,10.3,3.98
40036,Cabezuela,Segovia,Castilla y León,Cabezuela,3,1,640,35.25,18.15
10035,Cabezuela del Valle,Cáceres,Extremadura,Cabezuela del Valle,0,3,2141,56.57,37.85
05045,Cabizuela,Ávila,Castilla y León,Cabizuela,0,1,80,19.17,4.17
25061,Cabó,Lleida,Cataluña,Cabó,2,1,94,79.18,1.19
50065,Cabolafuente,Zaragoza,Aragón,Cabolafuente,2,1,49,39.24,1.25
14013,Cabra,Córdoba,Andalucía,Cabra,2,2,20245,229.08,88.38
44048,Cabra de Mora,Teruel,Aragón,Cabra de Mora,2,1,68,34.31,1.98
43036,Cabra del Camp,Tarragona,Cataluña,Cabra del Camp,1,2,1230,26.81,45.87
23017,Cabra del Santo Cristo,Jaén,Andalucía,Cabra del Santo Cristo,2,2,1786,187.03,9.55
33008,Cabrales,Asturias,Principado de Asturias,Cabrales,1,1,1942,238.83,8.13
33009,Cabranes,Asturias,Principado de Asturias,Cabranes,1,1,1111,38.31,29.0
31063,Cabredo,Navarra,Comunidad Foral de Navarra,Cabredo,2,2,85,11.9,7.14
42044,Cabrejas del Campo,Soria,Castilla y León,Cabrejas del Campo,3,1,48,17.87,2.69
42045,Cabrejas del Pinar,Soria,Castilla y León,Cabrejas del Pinar,3,1,346,124.14,2.79
28030,Cabrera (La),Madrid,Comunidad de Madrid,La Cabrera,3,2,2782,22.4,124.17
08028,Cabrera d'Anoia,Barcelona,Cataluña,Cabrera d'Anoia,1,2,1521,17.09,89.0
08029,Cabrera de Mar,Barcelona,Cataluña,Cabrera de Mar,1,2,4787,9.02,530.71
37067,Cabrerizos,Salamanca,Castilla y León,Cabrerizos,0,2,4284,11.61,368.99
10036,Cabrero,Cáceres,Extremadura,Cabrero,0,3,323,6.63,48.75
47029,Cabreros del Monte,Valladolid,Castilla y León,Cabreros del Monte,3,0,63,28.08,2.24
24028,Cabreros del Río,León,Castilla y León,Cabreros del Río,2,1,409,24.77,16.51
24029,Cabrillanes,León,Castilla y León,Cabrillanes,2,1,731,170.45,4.29
37068,Cabrillas,Salamanca,Castilla y León,Cabrillas,0,2,355,24.85,14.28
08030,Cabrils,Barcelona,Cataluña,Cabrils,1,2,7567,6.98,1084.1
39014,Cabuérniga,Cantabria,Cantabria,Cabuérniga,1,1,985,85.76,11.49
24030,Cacabelos,León,Castilla y León,Cacabelos,2,1,4888,32.66,149.64
10037,Cáceres,Cáceres,Extremadura,Cáceres,0,3,95418,1750.23,54.52
10038,Cachorrilla,Cáceres,Extremadura,Cachorrilla,0,3,95,41.38,2.3
18034,Cacín,Granada,Andalucía,Cacín,1,1,555,39.61,14.01
10039,Cadalso,Cáceres,Extremadura,Cadalso,0,3,417,7.35,56.73
28031,Cadalso de los Vidrios,Madrid,Comunidad de Madrid,Cadalso de los Vidrios,3,2,3203,47.64,67.23
17032,Cadaqués,Girona,Cataluña,Cadaqués,1,1,2820,26.52,106.34
18035,Cádiar,Granada,Andalucía,Cádiar,1,1,1492,47.32,31.53
11012,Cádiz,Cádiz,Andalucía,Cádiz,1,0,114244,12.3,9288.05
31064,Cadreita,Navarra,Comunidad Foral de Navarra,Cadreita,2,2,2045,27.1,75.46
50066,Cadrete,Zaragoza,Aragón,Cadrete,2,1,4334,11.9,364.2
18036,Cájar,Granada,Andalucía,Cájar,1,1,5262,1.65,3190.83
21016,Cala,Huelva,Andalucía,Cala,1,0,1158,83.94,13.8
40037,Calabazas de Fuentidueña,Segovia,Castilla y León,Calabazas de Fuentidueña,3,1,27,14.79,1.83
44049,Calaceite,Teruel,Aragón,Calaceite,2,1,982,81.31,12.08
08031,Calaf,Barcelona,Cataluña,Calaf,1,2,3597,9.22,389.99
43037,Calafell,Tarragona,Cataluña,Calafell,1,2,28463,20.36,1397.99
26036,Calahorra,La Rioja,La Rioja,Calahorra,2,2,24579,93.57,262.68
18114,Calahorra (La),Granada,Andalucía,La Calahorra,1,1,664,39.45,16.83
34041,Calahorra de Boedo,Palencia,Castilla y León,Calahorra de Boedo,2,2,85,17.99,4.72
44050,Calamocha,Teruel,Aragón,Calamocha,2,1,4473,316.63,14.13
06025,Calamonte,Badajoz,Extremadura,Calamonte,3,0,6152,7.85,783.22
44051,Calanda,Teruel,Aragón,Calanda,2,1,3753,112.25,33.43
21017,Calañas,Huelva,Andalucía,Calañas,1,0,2763,237.83,11.62
30013,Calasparra,Murcia,Región de Murcia,Calasparra,1,2,10133,185.59,54.6
42046,Calatañazor,Soria,Castilla y León,Calatañazor,3,1,49,64.82,0.76
50067,Calatayud,Zaragoza,Aragón,Calatayud,2,1,19870,155.09,128.12
50068,Calatorao,Zaragoza,Aragón,Calatorao,2,1,2921,48.42,60.33
50069,Calcena,Zaragoza,Aragón,Calcena,2,1,78,64.74,1.2
36005,Caldas de Reis,Pontevedra,Galicia,Caldas de Reis,1,3,9788,68.25,143.4
22072,Caldearenas,Huesca,Aragón,Caldearenas,2,1,222,192.31,1.15
08034,Calders,Barcelona,Cataluña,Calders,1,2,1063,33.0,32.21
08032,Caldes d'Estrac,Barcelona,Cataluña,Caldes d'Estrac,1,2,3097,0.74,4206.17
17033,Caldes de Malavella,Girona,Cataluña,Caldes de Malavella,1,1,8051,56.98,141.3
08033,Caldes de Montbui,Barcelona,Cataluña,Caldes de Montbui,1,2,17797,37.41,475.73
08035,Calella,Barcelona,Cataluña,Calella,1,2,19236,7.86,2446.08
06026,Calera de León,Badajoz,Extremadura,Calera de León,3,0,946,68.38,13.83
45028,Calera y Chozas,Toledo,Castilla-La Mancha,Calera y Chozas,0,2,4641,219.04,21.19
09064,Caleruega,Burgos,Castilla y León,Caleruega,2,2,419,47.63,8.8
45029,Caleruela,Toledo,Castilla-La Mancha,Caleruela,0,2,214,9.42,22.72
18037,Calicasas,Granada,Andalucía,Calicasas,1,1,644,11.25,57.25
12034,Càlig,Castellón,Comunidad Valenciana,Càlig,1,2,2002,27.47,72.89
08037,Calldetenes,Barcelona,Cataluña,Calldetenes,1,2,2504,5.72,437.76
46079,Calles,Valencia,Comunidad Valenciana,Calles,1,0,368,64.92,5.67
03048,Callosa d'en Sarrià,Alicante,Comunidad Valenciana,Callosa d'en Sarrià,1,3,7589,34.66,218.94
03049,Callosa de Segura,Alicante,Comunidad Valenciana,Callosa de Segura,1,3,19273,24.91,773.71
08038,Callús,Barcelona,Cataluña,Callús,1,2,2098,12.39,169.33
50070,Calmarza,Zaragoza,Aragón,Calmarza,2,1,64,28.16,2.27
44052,Calomarde,Teruel,Aragón,Calomarde,2,1,78,28.18,2.77
08036,Calonge de Segarra,Barcelona,Cataluña,Calonge de Segarra,1,2,194,37.1,5.23
17034,Calonge i Sant Antoni,Girona,Cataluña,Calonge i Sant Antoni,1,1,11484,33.59,341.89
03047,Calp,Alicante,Comunidad Valenciana,Calp,1,3,23530,23.51,1000.89
42048,Caltojar,Soria,Castilla y León,Caltojar,3,1,57,84.36,0.68
37069,Calvarrasa de Abajo,Salamanca,Castilla y León,Calvarrasa de Abajo,0,2,1169,28.16,41.51
37070,Calvarrasa de Arriba,Salamanca,Castilla y León,Calvarrasa de Arriba,0,2,594,25.73,23.09
07011,Calvià,Illes Balears,Islas Baleares,Calvià,1,2,51567,145.02,355.58
32016,Calvos de Randín,Ourense,Galicia,Calvos de Randín,2,2,717,97.87,7.33
37071,Calzada de Béjar (La),Salamanca,Castilla y León,La Calzada de Béjar,0,2,91,9.46,9.62
13027,Calzada de Calatrava,Ciudad Real,Castilla-La Mancha,Calzada de Calatrava,3,2,3615,410.82,8.8
37072,Calzada de Don Diego,Salamanca,Castilla y León,Calzada de Don Diego,0,2,148,44.09,3.36
34042,Calzada de los Molinos,Palencia,Castilla y León,Calzada de los Molinos,2,2,317,25.94,12.22
45030,Calzada de Oropesa,Toledo,Castilla-La Mancha,Calzada de Oropesa,0,2,513,142.17,3.61
37073,Calzada de Valdunciel,Salamanca,Castilla y León,Calzada de Valdunciel,0,2,698,20.03,34.85
24031,Calzada del Coto,León,Castilla y León,Calzada del Coto,2,1,217,56.03,3.87
10040,Calzadilla,Cáceres,Extremadura,Calzadilla,0,3,464,76.34,6.08
06027,Calzadilla de los Barros,Badajoz,Extremadura,Calzadilla de los Barros,3,0,721,52.23,13.8
49032,Calzadilla de Tera,Zamora,Castilla y León,Calzadilla de Tera,3,2,289,27.23,10.61
39015,Camaleño,Cantabria,Cantabria,Camaleño,1,1,956,161.9,5.9
44053,Camañas,Teruel,Aragón,Camañas,2,1,140,78.67,1.78
25062,Camarasa,Lleida,Cataluña,Camarasa,2,1,807,156.59,5.15
45031,Camarena,Toledo,Castilla-La Mancha,Camarena,0,2,4243,66.22,64.08
44054,Camarena de la Sierra,Teruel,Aragón,Camarena de la Sierra,2,1,116,79.54,1.46
45032,Camarenilla,Toledo,Castilla-La Mancha,Camarenilla,0,2,588,24.35,24.15
39016,Camargo,Cantabria,Cantabria,Camargo,1,1,30497,36.98,824.69
44055,Camarillas,Teruel,Aragón,Camarillas,2,1,82,50.55,1.62
15016,Camariñas,A Coruña,Galicia,Camariñas,1,3,5224,51.6,101.24
43903,Camarles,Tarragona,Cataluña,Camarles,1,2,3220,29.85,107.87
28032,Camarma de Esteruelas,Madrid,Comunidad de Madrid,Camarma de Esteruelas,3,2,7555,35.43,213.24
49033,Camarzana de Tera,Zamora,Castilla y León,Camarzana de Tera,3,2,767,47.62,16.11
41021,Camas,Sevilla,Andalucía,Camas,2,0,27490,11.59,2371.87
36006,Cambados,Pontevedra,Galicia,Cambados,1,3,13673,23.44,583.27
23018,Cambil,Jaén,Andalucía,Cambil,2,2,2662,139.88,19.03
15017,Cambre,A Coruña,Galicia,Cambre,1,3,24616,40.74,604.23
43038,Cambrils,Tarragona,Cataluña,Cambrils,1,2,35064,35.23,995.29
10041,Caminomorisco,Cáceres,Extremadura,Caminomorisco,0,3,1161,147.24,7.89
44056,Caminreal,Teruel,Aragón,Caminreal,2,1,634,44.39,14.28
17035,Camós,Girona,Cataluña,Camós,1,1,711,15.6,45.58
41022,Campana (La),Sevilla,Andalucía,La Campana,2,0,5228,125.77,41.57
06028,Campanario,Badajoz,Extremadura,Campanario,3,0,4823,257.32,18.74
07012,Campanet,Illes Balears,Islas Baleares,Campanet,1,2,2684,34.65,77.46
47030,Campaspero,Valladolid,Castilla y León,Campaspero,3,0,1047,46.79,22.38
24032,Campazas,León,Castilla y León,Campazas,2,1,113,20.88,5.41
17036,Campdevànol,Girona,Cataluña,Campdevànol,1,1,3225,32.65,98.77
17037,Campelles,Girona,Cataluña,Campelles,1,1,149,18.71,7.96
03050,Campello (El),Alicante,Comunidad Valenciana,El Campello,1,3,29013,55.27,524.95
01017,Campezo/Kanpezu,Álava,País Vasco,Campezo/Kanpezu,2,2,1081,85.36,12.66
21018,Campillo (El),Huelva,Andalucía,El Campillo,1,0,1996,90.72,22.0
47031,Campillo (El),Valladolid,Castilla y León,El Campillo,3,0,219,32.8,6.68
16042,Campillo de Altobuey,Cuenca,Castilla-La Mancha,Campillo de Altobuey,2,2,1246,172.41,7.23
50071,Campillo de Aragón,Zaragoza,Aragón,Campillo de Aragón,2,1,132,36.9,3.58
09065,Campillo de Aranda,Burgos,Castilla y León,Campillo de Aranda,2,2,169,23.92,7.07
23019,Campillo de Arenas,Jaén,Andalucía,Campillo de Arenas,2,2,1743,116.69,14.94
37074,Campillo de Azaba,Salamanca,Castilla y León,Campillo de Azaba,0,2,155,26.03,5.96
10042,Campillo de Deleitosa,Cáceres,Extremadura,Campillo de Deleitosa,0,3,78,25.6,3.05
19059,Campillo de Dueñas,Guadalajara,Castilla-La Mancha,Campillo de Dueñas,0,1,75,60.62,1.24
45033,Campillo de la Jara (El),Toledo,Castilla-La Mancha,El Campillo de la Jara,0,2,356,88.06,4.04
06029,Campillo de Llerena,Badajoz,Extremadura,Campillo de Llerena,3,0,1333,234.04,5.7
19060,Campillo de Ranas,Guadalajara,Castilla-La Mancha,Campillo de Ranas,0,1,167,91.69,1.82
29032,Campillos,Málaga,Andalucía,Campillos,1,2,8301,187.44,44.29
16043,Campillos-Paravientos,Cuenca,Castilla-La Mancha,Campillos-Paravientos,2,2,101,54.34,1.86
16044,Campillos-Sierra,Cuenca,Castilla-La Mancha,Campillos-Sierra,2,2,32,38.03,0.84
08039,Campins,Barcelona,Cataluña,Campins,1,2,540,7.35,73.47
19061,Campisábalos,Guadalajara,Castilla-La Mancha,Campisábalos,0,1,66,54.01,1.22
17038,Campllong,Girona,Cataluña,Campllong,1,1,533,8.49,62.78
22074,Campo,Huesca,Aragón,Campo,2,1,459,22.86,20.08
13028,Campo de Criptana,Ciudad Real,Castilla-La Mancha,Campo de Criptana,3,2,13229,303.39,43.6
03051,Campo de Mirra/Camp de Mirra (El),Alicante,Comunidad Valenciana,El Campo de Mirra/Camp de Mirra,1,3,429,21.82,19.66
37077,Campo de Peñaranda (El),Salamanca,Castilla y León,El Campo de Peñaranda,0,2,249,45.2,5.51
40039,Campo de San Pedro,Segovia,Castilla y León,Campo de San Pedro,3,1,250,37.57,6.65
24033,Campo de Villavidel,León,Castilla y León,Campo de Villavidel,2,1,211,13.97,15.1
36007,Campo Lameiro,Pontevedra,Galicia,Campo Lameiro,1,3,1769,63.77,27.74
10043,Campo Lugar,Cáceres,Extremadura,Campo Lugar,0,3,824,73.06,11.28
28033,Campo Real,Madrid,Comunidad de Madrid,Campo Real,3,2,6416,61.75,103.91
21019,Campofrío,Huelva,Andalucía,Campofrío,1,0,731,46.98,15.56
09066,Campolara,Burgos,Castilla y León,Campolara,2,2,56,13.24,4.23
24034,Camponaraya,León,Castilla y León,Camponaraya,2,1,4105,29.13,140.92
39027,Campoo de Enmedio,Cantabria,Cantabria,Campoo de Enmedio,1,1,3692,91.31,40.43
39017,Campoo de Yuso,Cantabria,Cantabria,Campoo de Yuso,1,1,680,89.47,7.6
47032,Camporredondo,Valladolid,Castilla y León,Camporredondo,3,0,153,17.46,8.76
22075,Camporrélls,Huesca,Aragón,Camporrélls,2,1,123,26.68,4.61
46080,Camporrobles,Valencia,Comunidad Valenciana,Camporrobles,1,0,1204,89.5,13.45
07013,Campos,Illes Balears,Islas Baleares,Campos,1,2,11425,149.69,76.32
16901,Campos del Paraíso,Cuenca,Castilla-La Mancha,Campos del Paraíso,2,2,714,216.89,3.29
30014,Campos del Río,Murcia,Región de Murcia,Campos del Río,1,2,2061,47.0,43.85
18038,Campotéjar,Granada,Andalucía,Campotéjar,1,1,1228,35.82,34.28
17039,Camprodon,Girona,Cataluña,Camprodon,1,1,2435,103.57,23.51
26037,Camprovín,La Rioja,La Rioja,Camprovín,2,2,171,20.45,8.36
45034,Camuñas,Toledo,Castilla-La Mancha,Camuñas,0,2,1726,102.03,16.92
22076,Canal de Berdún,Huesca,Aragón,Canal de Berdún,2,1,348,133.27,2.61
47033,Canalejas de Peñafiel,Valladolid,Castilla y León,Canalejas de Peñafiel,3,0,241,32.1,7.51
16045,Canalejas del Arroyo,Cuenca,Castilla-La Mancha,Canalejas del Arroyo,2,2,170,60.95,2.79
05046,Canales,Ávila,Castilla y León,Canales,0,1,39,6.67,5.85
26038,Canales de la Sierra,La Rioja,La Rioja,Canales de la Sierra,2,2,78,54.44,1.43
46081,Canals,Valencia,Comunidad Valenciana,Canals,1,0,13257,21.86,606.45
33010,Candamo,Asturias,Principado de Asturias,Candamo,1,1,1967,71.97,27.33
22077,Candasnos,Huesca,Aragón,Candasnos,2,1,402,122.45,3.28
38011,Candelaria,Santa Cruz de Tenerife,Islas Canarias,Candelaria,1,2,28463,49.48,575.24
37078,Candelario,Salamanca,Castilla y León,Candelario,0,2,874,60.17,14.52
05047,Candeleda,Ávila,Castilla y León,Candeleda,0,1,5049,213.47,23.65
42049,Candilichera,Soria,Castilla y León,Candilichera,3,1,100,44.83,2.23
24036,Candín,León,Castilla y León,Candín,2,1,255,139.62,1.83
25063,Canejan,Lleida,Cataluña,Canejan,2,1,89,48.52,1.83
23020,Canena,Jaén,Andalucía,Canena,2,2,1822,14.36,126.88
28034,Canencia,Madrid,Comunidad de Madrid,Canencia,3,2,461,52.7,8.75
17040,Canet d'Adri,Girona,Cataluña,Canet d'Adri,1,1,749,44.66,16.77
46082,Canet d'En Berenguer,Valencia,Comunidad Valenciana,Canet d'En Berenguer,1,0,6812,3.95,1724.56
08040,Canet de Mar,Barcelona,Cataluña,Canet de Mar,1,2,14810,5.52,2682.97
12036,Canet lo Roig,Castellón,Comunidad Valenciana,Canet lo Roig,1,2,687,68.68,10.0
22078,Canfranc,Huesca,Aragón,Canfranc,2,1,599,71.56,8.37
36008,Cangas,Pontevedra,Galicia,Cangas,1,3,26708,38.08,701.29
33012,Cangas de Onís,Asturias,Principado de Asturias,Cangas de Onís,1,1,6195,213.24,29.05
33011,Cangas del Narcea,Asturias,Principado de Asturias,Cangas del Narcea,1,1,11966,823.58,14.53
09067,Canicosa de la Sierra,Burgos,Castilla y León,Canicosa de la Sierra,2,2,436,29.53,14.76
18039,Caniles,Granada,Andalucía,Caniles,1,1,4038,216.75,18.63
37079,Canillas de Abajo,Salamanca,Castilla y León,Canillas de Abajo,0,2,80,38.78,2.06
29033,Canillas de Aceituno,Málaga,Andalucía,Canillas de Aceituno,1,2,1704,42.05,40.52
29034,Canillas de Albaida,Málaga,Andalucía,Canillas de Albaida,1,2,811,33.22,24.41
47034,Canillas de Esgueva,Valladolid,Castilla y León,Canillas de Esgueva,3,0,78,23.52,3.32
26039,Canillas de Río Tuerto,La Rioja,La Rioja,Canillas de Río Tuerto,2,2,40,3.6,11.1
04030,Canjáyar,Almería,Andalucía,Canjáyar,1,2,1178,66.93,17.6
43907,Canonja (La),Tarragona,Cataluña,La Canonja,1,2,5933,7.29,813.85
08041,Canovelles,Barcelona,Cataluña,Canovelles,1,2,16872,6.8,2481.18
08042,Cànoves i Samalús,Barcelona,Cataluña,Cànoves i Samalús,1,2,3219,28.72,112.08
19064,Canredondo,Guadalajara,Castilla-La Mancha,Canredondo,0,1,76,63.52,1.2
09068,Cantabrana,Burgos,Castilla y León,Cantabrana,2,2,25,3.14,7.95
37080,Cantagallo,Salamanca,Castilla y León,Cantagallo,0,2,267,7.51,35.54
37081,Cantalapiedra,Salamanca,Castilla y León,Cantalapiedra,0,2,923,71.15,12.97
40040,Cantalejo,Segovia,Castilla y León,Cantalejo,3,1,3522,79.43,44.34
17041,Cantallops,Girona,Cataluña,Cantallops,1,1,305,19.47,15.66
19065,Cantalojas,Guadalajara,Castilla-La Mancha,Cantalojas,0,1,146,157.06,0.93
37082,Cantalpino,Salamanca,Castilla y León,Cantalpino,0,2,821,78.47,10.46
37083,Cantaracillo,Salamanca,Castilla y León,Cantaracillo,0,2,197,37.07,5.31
44059,Cantavieja,Teruel,Aragón,Cantavieja,2,1,734,124.52,5.89
41023,Cantillana,Sevilla,Andalucía,Cantillana,2,0,10755,107.03,100.49
40041,Cantimpalos,Segovia,Castilla y León,Cantimpalos,3,1,1346,26.29,51.19
05048,Cantiveros,Ávila,Castilla y León,Cantiveros,0,1,100,14.37,6.96
04031,Cantoria,Almería,Andalucía,Cantoria,1,2,3547,79.0,44.9
08043,Canyelles,Barcelona,Cataluña,Canyelles,1,2,4886,14.11,346.28
03052,Cañada,Alicante,Comunidad Valenciana,Cañada,1,3,1191,19.32,61.63
44060,Cañada de Benatanduz,Teruel,Aragón,Cañada de Benatanduz,2,1,34,34.89,0.97
13029,Cañada de Calatrava,Ciudad Real,Castilla-La Mancha,Cañada de Calatrava,3,2,105,30.13,3.48
44061,Cañada de Verich (La),Teruel,Aragón,La Cañada de Verich,2,1,101,10.86,9.3
16046,Cañada del Hoyo,Cuenca,Castilla-La Mancha,Cañada del Hoyo,2,2,224,89.75,2.5
16047,Cañada Juncosa,Cuenca,Castilla-La Mancha,Cañada Juncosa,2,2,241,42.72,5.64
41901,Cañada Rosal,Sevilla,Andalucía,Cañada Rosal,2,0,3347,25.83,129.58
44062,Cañada Vellida,Teruel,Aragón,Cañada Vellida,2,1,37,23.3,1.59
42050,Cañamaque,Soria,Castilla y León,Cañamaque,3,1,32,22.94,1.39
16048,Cañamares,Cuenca,Castilla-La Mancha,Cañamares,2,2,459,40.52,11.33
10044,Cañamero,Cáceres,Extremadura,Cañamero,0,3,1622,151.45,10.71
18040,Cáñar,Granada,Andalucía,Cáñar,1,1,388,26.35,14.73
26040,Cañas,La Rioja,La Rioja,Cañas,2,2,91,9.72,9.36
16049,Cañavate (El),Cuenca,Castilla-La Mancha,El Cañavate,2,2,140,36.1,3.88
10045,Cañaveral,Cáceres,Extremadura,Cañaveral,0,3,1024,86.48,11.84
21020,Cañaveral de León,Huelva,Andalucía,Cañaveral de León,1,0,401,34.77,11.53
16050,Cañaveras,Cuenca,Castilla-La Mancha,Cañaveras,2,2,236,73.63,3.21
16051,Cañaveruelas,Cuenca,Castilla-La Mancha,Cañaveruelas,2,2,130,33.58,3.87
16052,Cañete,Cuenca,Castilla-La Mancha,Cañete,2,2,766,86.96,8.81
14014,Cañete de las Torres,Córdoba,Andalucía,Cañete de las Torres,2,2,2888,103.52,27.9
29035,Cañete la Real,Málaga,Andalucía,Cañete la Real,1,2,1633,164.97,9.9
36009,Cañiza (A),Pontevedra,Galicia,A Cañiza,1,3,5115,105.04,48.7
49034,Cañizal,Zamora,Castilla y León,Cañizal,3,2,428,35.29,12.13
19066,Cañizar,Guadalajara,Castilla-La Mancha,Cañizar,0,1,57,15.4,3.7
44063,Cañizar del Olivar,Teruel,Aragón,Cañizar del Olivar,2,1,105,22.29,4.71
16053,Cañizares,Cuenca,Castilla-La Mancha,Cañizares,2,2,428,76.17,5.62
49035,Cañizo,Zamora,Castilla y León,Cañizo,3,2,220,41.85,5.26
43039,Capafonts,Tarragona,Cataluña,Capafonts,1,2,125,13.36,9.36
31065,Caparroso,Navarra,Comunidad Foral de Navarra,Caparroso,2,2,2784,80.82,34.45
43040,Capçanes,Tarragona,Cataluña,Capçanes,1,2,394,22.24,17.72
07014,Capdepera,Illes Balears,Islas Baleares,Capdepera,1,2,12003,54.92,218.56
22079,Capdesaso,Huesca,Aragón,Capdesaso,2,1,208,17.7,11.75
15018,Capela (A),A Coruña,Galicia,A Capela,1,3,1242,58.0,21.42
22080,Capella,Huesca,Aragón,Capella,2,1,350,60.71,5.76
08044,Capellades,Barcelona,Cataluña,Capellades,1,2,5314,2.92,1819.86
18042,Capileira,Granada,Andalucía,Capileira,1,1,580,56.9,10.19
06030,Capilla,Badajoz,Extremadura,Capilla,3,0,165,146.99,1.12
34045,Capillas,Palencia,Castilla y León,Capillas,2,2,72,18.27,3.94
17042,Capmany,Girona,Cataluña,Capmany,1,1,618,26.53,23.3
08045,Capolat,Barcelona,Cataluña,Capolat,1,2,84,34.18,2.46
42051,Carabantes,Soria,Castilla y León,Carabantes,3,1,15,16.31,0.92
28035,Carabaña,Madrid,Comunidad de Madrid,Carabaña,3,2,2142,47.58,45.02
40161,Carabias,Segovia,Castilla y León,Carabias,3,1,50,25.86,1.93
42052,Caracena,Soria,Castilla y León,Caracena,3,1,14,18.15,0.77
13030,Caracuel de Calatrava,Ciudad Real,Castilla-La Mancha,Caracuel de Calatrava,3,2,116,9.92,11.69
18043,Carataunas,Granada,Andalucía,Carataunas,1,1,200,4.66,42.9
30015,Caravaca de la Cruz,Murcia,Región de Murcia,Caravaca de la Cruz,1,2,25611,860.2,29.77
33013,Caravia,Asturias,Principado de Asturias,Caravia,1,1,507,13.25,38.26
09070,Carazo,Burgos,Castilla y León,Carazo,2,2,30,24.03,1.25
49036,Carbajales de Alba,Zamora,Castilla y León,Carbajales de Alba,3,2,491,53.69,9.15
10046,Carbajo,Cáceres,Extremadura,Carbajo,0,3,198,27.94,7.09
37085,Carbajosa de la Sagrada,Salamanca,Castilla y León,Carbajosa de la Sagrada,0,2,7368,13.6,541.76
