codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion
44001,Ababuj,Teruel,Aragón,Ababuj,2,1,76,54.3,1.4
40001,Abades,Segovia,Castilla y León,Abades,3,1,835,31.98,26.11
10001,Abadía,Cáceres,Extremadura,Abadía,0,3,359,45.08,7.96
27001,Abadín,Lugo,Galicia,Abadín,1,2,2297,195.56,11.75
48001,Abadiño,Bizkaia,País Vasco,Abadiño,1,2,7618,36.05,211.32
31001,Abáigar,Navarra,Comunidad Foral de Navarra,Abáigar,2,2,84,4.86,17.28
09001,Abajas,Burgos,Castilla y León,Abajas,2,2,29,35.07,0.83
26001,Ábalos,La Rioja,La Rioja,Ábalos,2,2,248,18.22,13.61
20001,Abaltzisketa,Gipuzkoa,País Vasco,Abaltzisketa,1,2,312,11.18,27.91
19001,Abánades,Guadalajara,Castilla-La Mancha,Abánades,0,1,55,36.08,1.52
30001,Abanilla,Murcia,Región de Murcia,Abanilla,1,2,6116,235.62,25.96
50001,Abanto,Zaragoza,Aragón,Abanto,2,1,89,63.84,1.39
48002,Abanto y Ciérvana-Abanto Zierbena,Bizkaia,País Vasco,Abanto y Ciérvana-Abanto Zierbena,1,2,9436,16.2,582.47
30002,Abarán,Murcia,Región de Murcia,Abarán,1,2,13066,115.04,113.58
34001,Abarca de Campos,Palencia,Castilla y León,Abarca de Campos,2,2,45,11.39,3.95
31002,Abárzuza/Abartzuza,Navarra,Comunidad Foral de Navarra,Abárzuza/Abartzuza,2,2,538,23.02,23.37
31003,Abaurregaina/Abaurrea Alta,Navarra,Comunidad Foral de Navarra,Abaurregaina/Abaurrea Alta,2,2,128,21.36,5.99
31004,Abaurrepea/Abaurrea Baja,Navarra,Comunidad Foral de Navarra,Abaurrepea/Abaurrea Baja,2,2,29,10.89,2.66
15001,Abegondo,A Coruña,Galicia,Abegondo,1,3,5494,83.9,65.49
42001,Abejar,Soria,Castilla y León,Abejar,3,1,273,23.43,11.65
44002,Abejuela,Teruel,Aragón,Abejuela,2,1,57,86.67,0.66
25001,Abella de la Conca,Lleida,Cataluña,Abella de la Conca,2,1,171,77.89,2.2
02001,Abengibre,Albacete,Castilla-La Mancha,Abengibre,2,2,748,30.77,24.31
13001,Abenójar,Ciudad Real,Castilla-La Mancha,Abenójar,3,2,1339,423.43,3.16
31005,Aberin,Navarra,Comunidad Foral de Navarra,Aberin,2,2,346,21.25,16.28
10002,Abertura,Cáceres,Extremadura,Abertura,0,3,400,62.71,6.38
49002,Abezames,Zamora,Castilla y León,Abezames,3,2,58,23.26,2.49
16001,Abia de la Obispalía,Cuenca,Castilla-La Mancha,Abia de la Obispalía,2,2,57,63.05,0.9
34003,Abia de las Torres,Palencia,Castilla y León,Abia de las Torres,2,2,167,27.16,6.15
22001,Abiego,Huesca,Aragón,Abiego,2,1,271,38.19,7.1
22002,Abizanda,Huesca,Aragón,Abizanda,2,1,143,44.84,3.19
04001,Abla,Almería,Andalucía,Abla,1,2,1258,45.24,27.8
19002,Ablanque,Guadalajara,Castilla-La Mancha,Ablanque,0,1,60,51.4,1.17
31006,Ablitas,Navarra,Comunidad Foral de Navarra,Ablitas,2,2,2480,77.48,32.01
08001,Abrera,Barcelona,Cataluña,Abrera,1,2,12620,19.98,631.51
04002,Abrucena,Almería,Andalucía,Abrucena,1,2,1208,83.68,14.44
37001,Abusejo,Salamanca,Castilla y León,Abusejo,0,2,166,23.1,7.19
28001,Acebeda (La),Madrid,Comunidad de Madrid,La Acebeda,3,2,55,22.06,2.49
24001,Acebedo,León,Castilla y León,Acebedo,2,1,185,50.18,3.69
10003,Acebo,Cáceres,Extremadura,Acebo,0,3,560,57.0,9.82
16002,Acebrón (El),Cuenca,Castilla-La Mancha,El Acebrón,2,2,227,22.12,10.26
06001,Acedera,Badajoz,Extremadura,Acedera,3,0,820,82.33,9.96
10004,Acehúche,Cáceres,Extremadura,Acehúche,0,3,813,91.06,8.93
10005,Aceituna,Cáceres,Extremadura,Aceituna,0,3,587,40.08,14.65
50002,Acered,Zaragoza,Aragón,Acered,2,1,140,30.4,4.6
06002,Aceuchal,Badajoz,Extremadura,Aceuchal,3,0,5467,63.08,86.67
22003,Adahuesca,Huesca,Aragón,Adahuesca,2,1,190,52.47,3.62
47001,Adalia,Valladolid,Castilla y León,Adalia,3,0,52,16.26,3.2
14001,Adamuz,Córdoba,Andalucía,Adamuz,2,2,4141,334.98,12.36
05001,Adanero,Ávila,Castilla y León,Adanero,0,1,196,31.42,6.24
38001,Adeje,Santa Cruz de Tenerife,Islas Canarias,Adeje,1,2,48733,105.95,459.96
46001,Ademuz,Valencia,Comunidad Valenciana,Ademuz,1,0,1027,100.31,10.24
31007,Adiós,Navarra,Comunidad Foral de Navarra,Adiós,2,2,167,7.72,21.62
19003,Adobes,Guadalajara,Castilla-La Mancha,Adobes,0,1,32,32.66,0.98
46002,Ador,Valencia,Comunidad Valenciana,Ador,1,0,1772,13.83,128.13
04003,Adra,Almería,Andalucía,Adra,1,2,25501,89.69,284.32
05002,Adrada (La),Ávila,Castilla y León,La Adrada,0,1,2757,58.64,47.02
09003,Adrada de Haza,Burgos,Castilla y León,Adrada de Haza,2,2,197,10.28,19.17
40002,Adrada de Pirón,Segovia,Castilla y León,Adrada de Pirón,3,1,39,10.72,3.64
42003,Adradas,Soria,Castilla y León,Adradas,3,1,55,67.47,0.82
40003,Adrados,Segovia,Castilla y León,Adrados,3,1,125,18.2,6.87
20002,Aduna,Gipuzkoa,País Vasco,Aduna,1,2,482,6.95,69.34
35001,Agaete,Las Palmas,Islas Canarias,Agaete,1,2,5695,44.51,127.95
37002,Agallas,Salamanca,Castilla y León,Agallas,0,2,128,44.61,2.87
25002,Àger,Lleida,Cataluña,Àger,2,1,588,160.98,3.65
36020,Agolada,Pontevedra,Galicia,Agolada,1,3,2228,147.85,15.07
50003,Agón,Zaragoza,Aragón,Agón,2,1,135,18.52,7.29
26002,Agoncillo,La Rioja,La Rioja,Agoncillo,2,2,1153,34.89,33.05
03002,Agost,Alicante,Comunidad Valenciana,Agost,1,3,4906,66.64,73.62
25003,Agramunt,Lleida,Cataluña,Agramunt,2,1,5464,79.43,68.79
42004,Ágreda,Soria,Castilla y León,Ágreda,3,1,3006,164.81,18.24
03003,Agres,Alicante,Comunidad Valenciana,Agres,1,3,580,25.84,22.45
18001,Agrón,Granada,Andalucía,Agrón,1,1,255,27.0,9.44
41001,Aguadulce,Sevilla,Andalucía,Aguadulce,2,0,2022,13.69,147.66
50004,Aguarón,Zaragoza,Aragón,Aguarón,2,1,616,36.62,16.82
09006,Aguas Cándidas,Burgos,Castilla y León,Aguas Cándidas,2,2,56,17.95,3.12
47002,Aguasal,Valladolid,Castilla y León,Aguasal,3,0,17,27.02,0.63
44003,Aguatón,Teruel,Aragón,Aguatón,2,1,17,21.64,0.79
44004,Aguaviva,Teruel,Aragón,Aguaviva,2,1,547,42.15,12.98
13002,Agudo,Ciudad Real,Castilla-La Mancha,Agudo,3,2,1638,229.96,7.12
22004,Agüero,Huesca,Aragón,Agüero,2,1,139,94.16,1.48
40004,Aguilafuente,Segovia,Castilla y León,Aguilafuente,3,1,557,60.57,9.2
09007,Aguilar de Bureba,Burgos,Castilla y León,Aguilar de Bureba,2,2,52,9.45,5.51
34004,Aguilar de Campoo,Palencia,Castilla y León,Aguilar de Campoo,2,2,6711,235.32,28.52
47003,Aguilar de Campos,Valladolid,Castilla y León,Aguilar de Campos,3,0,257,49.83,5.16
31008,Aguilar de Codés,Navarra,Comunidad Foral de Navarra,Aguilar de Codés,2,2,69,18.67,3.7
14002,Aguilar de la Frontera,Córdoba,Andalucía,Aguilar de la Frontera,2,2,13398,166.06,80.68
08002,Aguilar de Segarra,Barcelona,Cataluña,Aguilar de Segarra,1,2,286,43.14,6.63
44005,Aguilar del Alfambra,Teruel,Aragón,Aguilar del Alfambra,2,1,76,39.04,1.95
26003,Aguilar del Río Alhama,La Rioja,La Rioja,Aguilar del Río Alhama,2,2,457,54.11,8.45
