municipio,provincia,municipio_nombre_humano,lat,lon,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
Viver,Castellón,Viver,39.921598,-0.599449,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Xert,Castellón,Xert,40.51944,0.15831,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Zorita del Maestrazgo,Castellón,Zorita del Maestrazgo,40.72817,-0.16667,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zucaina,Castellón,Zucaina,40.11667,-0.41667,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Abenójar,Ciudad Real,Abenójar,38.879732,-4.355776,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Agudo,Ciudad Real,Agudo,38.981826,-4.87094,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Alamillo,Ciudad Real,Alamillo,38.678764,-4.790707,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Albaladejo,Ciudad Real,Albaladejo,38.618135,-2.808393,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Alcázar de San Juan,Ciudad Real,Alcázar de San Juan,39.392023,-3.215553,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Alcoba,Ciudad Real,Alcoba,39.25998,-4.478442,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0
Alcolea de Calatrava,Ciudad Real,Alcolea de Calatrava,38.986706,-4.114802,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
Alcubillas,Ciudad Real,Alcubillas,38.75346,-3.133526,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Aldea del Rey,Ciudad Real,Aldea del Rey,38.738268,-3.838629,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Alhambra,Ciudad Real,Alhambra,38.844838,-3.128399,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Almadén,Ciudad Real,Almadén,38.774615,-4.833152,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Almadenejos,Ciudad Real,Almadenejos,38.73851,-4.71073,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Almagro,Ciudad Real,Almagro,38.896763,-3.721983,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
Almedina,Ciudad Real,Almedina,38.62453,-2.95382,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,38.708649,-4.177373,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Almuradiel,Ciudad Real,Almuradiel,38.51269,-3.496129,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Anchuras,Ciudad Real,Anchuras,39.48059,-4.83381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,39.309814,-3.025366,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
Arenas de San Juan,Ciudad Real,Arenas de San Juan,39.218564,-3.500942,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,39.128525,-3.092942,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,38.728841,-4.078656,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Arroba de los Montes,Ciudad Real,Arroba de los Montes,39.17,-4.57538,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava,38.8346,-3.9447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolaños de Calatrava,Ciudad Real,Bolaños de Calatrava,38.905214,-3.664006,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brazatortas,Ciudad Real,Brazatortas,38.658237,-4.293751,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Cabezarados,Ciudad Real,Cabezarados,38.84469,-4.2983,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cabezarrubias del Puerto,Ciudad Real,Cabezarrubias del Puerto,38.61508,-4.18452,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Calzada de Calatrava,Ciudad Real,Calzada de Calatrava,38.70133,-3.774141,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0
Campo de Criptana,Ciudad Real,Campo de Criptana,39.402988,-3.124526,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
Cañada de Calatrava,Ciudad Real,Cañada de Calatrava,38.85429,-4.02103,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava,38.84522,-4.06339,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Carrión de Calatrava,Ciudad Real,Carrión de Calatrava,39.018646,-3.81725,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Carrizosa,Ciudad Real,Carrizosa,38.841961,-2.991834,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Castellar de Santiago,Ciudad Real,Castellar de Santiago,38.538871,-3.276555,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chillón,Ciudad Real,Chillón,38.796079,-4.865767,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Ciudad Real,Ciudad Real,Ciudad Real,38.987396,-3.929308,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Corral de Calatrava,Ciudad Real,Corral de Calatrava,38.857317,-4.081461,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Cortijos (Los),Ciudad Real,Los Cortijos,39.320352,-4.028638,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Cózar,Ciudad Real,Cózar,38.659913,-3.07099,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Daimiel,Ciudad Real,Daimiel,39.069741,-3.610729,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Fernán Caballero,Ciudad Real,Fernán Caballero,39.12359,-3.90147,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fontanarejo,Ciudad Real,Fontanarejo,39.22014,-4.51753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuencaliente,Ciudad Real,Fuencaliente,38.404877,-4.30494,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Fuenllana,Ciudad Real,Fuenllana,38.7559,-2.95814,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Fuente el Fresno,Ciudad Real,Fuente el Fresno,39.224696,-3.777169,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Granátula de Calatrava,Ciudad Real,Granátula de Calatrava,38.795983,-3.74329,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Guadalmez,Ciudad Real,Guadalmez,38.726781,-4.971667,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Herencia,Ciudad Real,Herencia,39.368149,-3.352316,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinojosas de Calatrava,Ciudad Real,Hinojosas de Calatrava,38.613413,-4.139423,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Horcajo de los Montes,Ciudad Real,Horcajo de los Montes,39.327284,-4.650051,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Labores (Las),Ciudad Real,Las Labores,39.275035,-3.518751,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0
Llanos del Caudillo,Ciudad Real,Llanos del Caudillo,39.117667,-3.351969,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Luciana,Ciudad Real,Luciana,38.98457,-4.293163,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Malagón,Ciudad Real,Malagón,39.167586,-3.852365,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Manzanares,Ciudad Real,Manzanares,39.001122,-3.366875,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Membrilla,Ciudad Real,Membrilla,38.972035,-3.344552,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Mestanza,Ciudad Real,Mestanza,38.575711,-4.070201,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguelturra,Ciudad Real,Miguelturra,38.965953,-3.893114,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Montiel,Ciudad Real,Montiel,38.697964,-2.866215,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Moral de Calatrava,Ciudad Real,Moral de Calatrava,38.828977,-3.577474,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Navalpino,Ciudad Real,Navalpino,39.22573,-4.59133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navas de Estena,Ciudad Real,Navas de Estena,39.49481,-4.52155,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pedro Muñoz,Ciudad Real,Pedro Muñoz,39.399809,-2.946991,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Picón,Ciudad Real,Picón,39.049848,-4.05936,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Piedrabuena,Ciudad Real,Piedrabuena,39.035147,-4.174947,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0
Poblete,Ciudad Real,Poblete,38.937563,-3.978087,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Porzuna,Ciudad Real,Porzuna,39.148606,-4.155105,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava,38.911353,-3.835804,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Pozuelos de Calatrava (Los),Ciudad Real,Los Pozuelos de Calatrava,38.925257,-4.19053,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Puebla de Don Rodrigo,Ciudad Real,Puebla de Don Rodrigo,39.084107,-4.619856,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Puebla del Príncipe,Ciudad Real,Puebla del Príncipe,38.566751,-2.925912,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Puerto Lápice,Ciudad Real,Puerto Lápice,39.323018,-3.481811,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
Puertollano,Ciudad Real,Puertollano,38.67926,-4.089606,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Retuerta del Bullaque,Ciudad Real,Retuerta del Bullaque,39.463175,-4.411457,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Robledo (El),Ciudad Real,El Robledo,39.219177,-4.280915,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Ruidera,Ciudad Real,Ruidera,38.97775,-2.88322,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
Saceruela,Ciudad Real,Saceruela,38.94382,-4.60768,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
San Carlos del Valle,Ciudad Real,San Carlos del Valle,38.843886,-3.240835,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
San Lorenzo de Calatrava,Ciudad Real,San Lorenzo de Calatrava,38.47681,-3.82605,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,38.63759,-2.86618,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,38.640065,-3.466156,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Socuéllamos,Ciudad Real,Socuéllamos,39.282867,-2.79275,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Solana del Pino,Ciudad Real,Solana del Pino,38.4672,-4.0752,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Solana (La),Ciudad Real,La Solana,38.941687,-3.236506,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Terrinches,Ciudad Real,Terrinches,38.609553,-2.841703,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Tomelloso,Ciudad Real,Tomelloso,39.160601,-3.018661,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,39.017436,-3.749216,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,38.583863,-3.06115,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Torrenueva,Ciudad Real,Torrenueva,38.640404,-3.363944,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Valdemanco del Esteras,Ciudad Real,Valdemanco del Esteras,38.93858,-4.8292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdepeñas,Ciudad Real,Valdepeñas,38.764911,-3.386248,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Valenzuela de Calatrava,Ciudad Real,Valenzuela de Calatrava,38.852572,-3.773314,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Villahermosa,Ciudad Real,Villahermosa,38.749594,-2.872299,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Villamanrique,Ciudad Real,Villamanrique,38.545739,-2.997723,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Villamayor de Calatrava,Ciudad Real,Villamayor de Calatrava,38.788391,-4.137704,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
Villanueva de la Fuente,Ciudad Real,Villanueva de la Fuente,38.694551,-2.695496,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Villanueva de los Infantes,Ciudad Real,Villanueva de los Infantes,38.73598,-3.013617,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Villanueva de San Carlos,Ciudad Real,Villanueva de San Carlos,38.62173,-3.90903,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Villar del Pozo,Ciudad Real,Villar del Pozo,38.8501,-3.96405,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Villarrubia de los Ojos,Ciudad Real,Villarrubia de los Ojos,39.22069,-3.60923,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Villarta de San Juan,Ciudad Real,Villarta de San Juan,39.238027,-3.421978,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Viso del Marqués,Ciudad Real,Viso del Marqués,38.522256,-3.564009,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Adamuz,Córdoba,Adamuz,38.027055,-4.521938,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Aguilar de la Frontera,Córdoba,Aguilar de la Frontera,37.513613,-4.656526,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Alcaracejos,Córdoba,Alcaracejos,38.388306,-4.967311,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Almedinilla,Córdoba,Almedinilla,37.439118,-4.091527,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Almodóvar del Río,Córdoba,Almodóvar del Río,37.811909,-5.017899,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
Añora,Córdoba,Añora,38.410044,-4.898364,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Baena,Córdoba,Baena,37.619107,-4.322362,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Belalcázar,Córdoba,Belalcázar,38.575153,-5.166332,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Belmez,Córdoba,Belmez,38.271949,-5.208001,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Benamejí,Córdoba,Benamejí,37.268628,-4.540782,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Blázquez (Los),Córdoba,Los Blázquez,38.425168,-5.455145,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bujalance,Córdoba,Bujalance,37.894767,-4.379447,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Cabra,Córdoba,Cabra,37.4735,-4.441519,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cañete de las Torres,Córdoba,Cañete de las Torres,37.867096,-4.319282,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Carcabuey,Córdoba,Carcabuey,37.44265,-4.274668,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Cardeña,Córdoba,Cardeña,38.270001,-4.322242,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Carlota (La),Córdoba,La Carlota,37.66573,-4.935194,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Carpio (El),Córdoba,El Carpio,37.942947,-4.493571,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Castro del Río,Córdoba,Castro del Río,37.688825,-4.479211,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Conquista,Córdoba,Conquista,38.4,-4.5,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Córdoba,Córdoba,Córdoba,37.888138,-4.780309,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Doña Mencía,Córdoba,Doña Mencía,37.55293,-4.356177,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Dos Torres,Córdoba,Dos Torres,38.445296,-4.89489,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Encinas Reales,Córdoba,Encinas Reales,37.274432,-4.489236,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Espejo,Córdoba,Espejo,38.001032,-4.771112,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Espiel,Córdoba,Espiel,38.188339,-5.022331,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Fernán-Núñez,Córdoba,Fernán-Núñez,37.671881,-4.72529,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuente Carreteros,Córdoba,Fuente Carreteros,38.001032,-4.771112,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fuente la Lancha,Córdoba,Fuente la Lancha,38.41667,-5.03333,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Fuente Obejuna,Córdoba,Fuente Obejuna,38.266281,-5.419804,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fuente Palmera,Córdoba,Fuente Palmera,37.705917,-5.097212,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Fuente-Tójar,Córdoba,Fuente-Tójar,37.51095,-4.14631,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Granjuela (La),Córdoba,La Granjuela,38.36667,-5.35,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Guadalcázar,Córdoba,Guadalcázar,37.757105,-4.943707,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Guijarrosa (La),Córdoba,La Guijarrosa,38.001032,-4.771112,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Guijo (El),Córdoba,El Guijo,38.525451,-4.743782,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Hinojosa del Duque,Córdoba,Hinojosa del Duque,38.498615,-5.146832,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Hornachuelos,Córdoba,Hornachuelos,37.831875,-5.253525,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Iznájar,Córdoba,Iznájar,37.257829,-4.307739,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucena,Córdoba,Lucena,37.41014,-4.486751,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Luque,Córdoba,Luque,37.558231,-4.278246,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Montalbán de Córdoba,Córdoba,Montalbán de Córdoba,37.580473,-4.749492,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Montemayor,Córdoba,Montemayor,37.646334,-4.700006,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Montilla,Córdoba,Montilla,37.58599,-4.637972,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Montoro,Córdoba,Montoro,38.02592,-4.38264,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0
Monturque,Córdoba,Monturque,37.471435,-4.581077,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Moriles,Córdoba,Moriles,37.43585,-4.608506,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Nueva Carteya,Córdoba,Nueva Carteya,37.58655,-4.466665,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Obejo,Córdoba,Obejo,38.13265,-4.80018,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Palenciana,Córdoba,Palenciana,37.24844,-4.582493,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Palma del Río,Córdoba,Palma del Río,37.698333,-5.279911,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Pedro Abad,Córdoba,Pedro Abad,37.966439,-4.455833,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Pedroche,Córdoba,Pedroche,38.428331,-4.762558,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,38.301995,-5.267012,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Posadas,Córdoba,Posadas,37.801857,-5.104286,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
Pozoblanco,Córdoba,Pozoblanco,38.378157,-4.846955,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Priego de Córdoba,Córdoba,Priego de Córdoba,37.437043,-4.199361,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Puente Genil,Córdoba,Puente Genil,37.389409,-4.767179,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Rambla (La),Córdoba,La Rambla,37.606715,-4.738776,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Rute,Córdoba,Rute,37.324516,-4.369492,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
San Sebastián de los Ballesteros,Córdoba,San Sebastián de los Ballesteros,37.65376,-4.8241,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Santa Eufemia,Córdoba,Santa Eufemia,38.59649,-4.902979,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Santaella,Córdoba,Santaella,37.562181,-4.844597,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Torrecampo,Córdoba,Torrecampo,38.473355,-4.678981,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Valenzuela,Córdoba,Valenzuela,37.774989,-4.221032,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Valsequillo,Córdoba,Valsequillo,38.459328,-5.373991,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria (La),Córdoba,La Victoria,37.681336,-4.85272,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Villa del Río,Córdoba,Villa del Río,37.981424,-4.289186,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Villafranca de Córdoba,Córdoba,Villafranca de Córdoba,37.960155,-4.544787,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Villaharta,Córdoba,Villaharta,38.13333,-4.9,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Villanueva de Córdoba,Córdoba,Villanueva de Córdoba,38.32276,-4.628531,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Villanueva del Duque,Córdoba,Villanueva del Duque,38.394337,-4.999211,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Villanueva del Rey,Córdoba,Villanueva del Rey,38.198208,-5.151636,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Villaralto,Córdoba,Villaralto,38.455307,-4.983284,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Villaviciosa de Córdoba,Córdoba,Villaviciosa de Córdoba,38.074865,-5.015807,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0
Viso (El),Córdoba,El Viso,38.483228,-4.954977,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0
Zuheros,Córdoba,Zuheros,37.54332,-4.31531,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Abegondo,A Coruña,Abegondo,43.21667,-8.28333,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ames,A Coruña,Ames,42.9,-8.63333,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Aranga,A Coruña,Aranga,43.23469,-8.01705,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Ares,A Coruña,Ares,43.432063,-8.235541,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arteixo,A Coruña,Arteixo,43.30482,-8.50749,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Arzúa,A Coruña,Arzúa,42.92834,-8.163141,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Baña (A),A Coruña,A Baña,42.961763,-8.751135,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Bergondo,A Coruña,Bergondo,43.309118,-8.27358,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
