municipio,provincia,codigo_INE,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g
Aldeanueva de San Bartolomé,Toledo,45010,75.0,0.0,99.0,100.0
Aldeanueva de Santa Cruz,Ávila,5007,52.0,0.0,100.0,100.0
Aldeanueva del Camino,Cáceres,10015,100.0,100.0,100.0,100.0
Aldeanueva del Codonal,Segovia,40010,0.0,0.0,100.0,100.0
Aldeaquemada,Jaén,23004,100.0,100.0,100.0,100.0
Aldearrodrigo,Salamanca,37019,98.0,0.0,99.0,99.0
Aldearrubia,Salamanca,37020,98.0,0.0,100.0,65.0
Aldeaseca,Ávila,5008,100.0,0.0,100.0,100.0
Aldeaseca de Alba,Salamanca,37021,0.0,0.0,100.0,73.0
Aldeaseca de la Frontera,Salamanca,37022,100.0,100.0,100.0,100.0
Aldeasoña,Segovia,40013,0.0,0.0,100.0,99.0
Aldeatejada,Salamanca,37023,71.07,11.71,99.79,99.79
Aldeavieja de Tormes,Salamanca,37024,97.0,0.0,100.0,100.0
Aldehorno,Segovia,40014,0.0,0.0,99.0,99.0
Aldehuela (La),Ávila,5010,16.67,0.0,96.5,98.33
Aldehuela de Jerte,Cáceres,10016,95.0,0.0,100.0,100.0
Aldehuela de la Bóveda,Salamanca,37025,43.5,0.0,97.1,99.6
Aldehuela de Liestos,Zaragoza,50016,0.0,0.0,100.0,4.0
Aldehuela de Periáñez,Soria,42013,33.33,0.0,100.0,100.0
Aldehuela de Yeltes,Salamanca,37026,98.0,0.0,99.0,100.0
Aldehuela del Codonal,Segovia,40015,0.0,0.0,100.0,100.0
Aldehuelas (Las),Soria,42014,0.0,0.0,100.0,88.2
Aldeire,Granada,18010,98.0,0.0,100.0,100.0
Aldeonte,Segovia,40016,97.0,0.0,100.0,100.0
Aldover,Tarragona,43006,92.0,70.0,100.0,100.0
Aledo,Murcia,30006,80.67,66.67,98.5,97.17
Alegia,Gipuzkoa,20005,100.0,100.0,100.0,100.0
Alegría-Dulantzi,Álava,1001,99.5,49.0,100.0,100.0
Aleixar (L'),Tarragona,43007,78.0,5.0,100.0,100.0
Alella,Barcelona,8003,100.0,100.0,100.0,100.0
Alentisque,Soria,42015,25.0,0.0,100.0,89.5
Alerre,Huesca,22019,95.0,46.0,100.0,100.0
Alesanco,La Rioja,26009,100.0,8.0,100.0,100.0
Alesón,La Rioja,26010,100.0,0.0,100.0,100.0
Alfacar,Granada,18011,98.0,98.0,100.0,100.0
Alfafar,Valencia,46022,99.5,99.5,100.0,100.0
Alfafara,Alicante,3010,74.0,74.0,99.0,99.0
Alfajarín,Zaragoza,50017,98.33,27.67,100.0,100.0
Alfambra,Teruel,44016,100.0,100.0,100.0,96.0
Alfamén,Zaragoza,50018,95.0,0.0,100.0,100.0
Alfántega,Huesca,22020,95.0,0.0,99.0,100.0
Alfara de Carles,Tarragona,43008,100.0,100.0,99.0,100.0
Alfara de la Baronia,Valencia,46024,100.0,100.0,100.0,100.0
Alfara del Patriarca,Valencia,46025,100.0,100.0,100.0,100.0
Alfaraz de Sayago,Zamora,49005,0.5,0.0,100.0,98.5
Alfarnate,Málaga,29003,100.0,100.0,100.0,99.0
Alfarnatejo,Málaga,29004,100.0,0.0,100.0,100.0
Alfaro,La Rioja,26011,100.0,100.0,100.0,100.0
Alfarp,Valencia,46026,94.0,81.0,100.0,100.0
Alfarràs,Lleida,25013,100.0,10.0,100.0,100.0
Alfarrasí,Valencia,46027,100.0,100.0,100.0,100.0
Alfàs del Pi (L'),Alicante,3011,95.0,72.0,100.0,100.0
Alfauir,Valencia,46023,100.0,100.0,100.0,100.0
Alfés,Lleida,25014,68.0,0.0,100.0,100.0
Alfondeguilla,Castellón,12007,97.0,96.0,100.0,99.0
Alforja,Tarragona,43009,73.14,1.14,97.86,97.43
Alforque,Zaragoza,50019,95.0,0.0,100.0,100.0
Alfoz,Lugo,27002,81.57,1.7,99.89,99.93
Alfoz de Bricia,Burgos,9011,0.0,0.0,98.73,95.18
Alfoz de Lloredo,Cantabria,39001,67.43,8.86,100.0,100.0
Alfoz de Quintanadueñas,Burgos,9907,57.4,19.6,100.0,82.0
Alfoz de Santa Gadea,Burgos,9012,25.67,0.0,91.67,95.33
Algaba (La),Sevilla,41007,88.5,79.0,100.0,100.0
Algadefe,León,24002,98.0,0.0,100.0,100.0
Algaida,Illes Balears,7004,96.33,83.33,100.0,100.0
Algámitas,Sevilla,41008,100.0,57.0,100.0,100.0
Algar,Cádiz,11003,99.0,0.0,100.0,100.0
Algar de Mesa,Guadalajara,19016,90.0,0.0,100.0,100.0
Algar de Palancia,Valencia,46028,100.0,100.0,100.0,100.0
Algarinejo,Granada,18012,87.14,44.43,98.29,100.0
Algarra,Cuenca,16013,0.0,0.0,100.0,93.0
Algarrobo,Málaga,29005,94.5,72.0,100.0,100.0
Algatocín,Málaga,29006,94.0,0.0,100.0,100.0
Algeciras,Cádiz,11004,91.5,73.5,100.0,100.0
Algemesí,Valencia,46029,94.67,84.0,100.0,100.0
Algerri,Lleida,25015,1.0,0.0,99.0,90.0
Algete,Madrid,28009,44.73,23.82,99.36,99.36
Algímia d'Alfara,Valencia,46030,98.0,78.0,100.0,100.0
Algimia de Almonacid,Castellón,12008,100.0,100.0,100.0,99.0
Alginet,Valencia,46031,80.0,80.0,100.0,100.0
Algodonales,Cádiz,11005,33.71,0.0,95.86,98.0
Algodre,Zamora,49006,97.0,0.0,100.0,100.0
Algora,Guadalajara,19017,100.0,0.0,100.0,100.0
Algorfa,Alicante,3012,96.0,33.0,100.0,100.0
Alguaire,Lleida,25016,99.0,33.5,100.0,100.0
Alguazas,Murcia,30007,97.0,12.5,100.0,100.0
Algueña,Alicante,3013,99.5,95.5,100.0,100.0
Alhabia,Almería,4010,99.0,95.0,100.0,100.0
Alhama de Almería,Almería,4011,100.0,84.5,100.0,100.0
Alhama de Aragón,Zaragoza,50020,100.0,100.0,100.0,100.0
Alhama de Granada,Granada,18013,63.33,55.33,100.0,100.0
Alhama de Murcia,Murcia,30008,92.25,11.08,99.58,99.29
Alhambra,Ciudad Real,13010,87.0,50.0,100.0,99.5
Alhaurín de la Torre,Málaga,29007,96.57,67.43,99.86,100.0
Alhaurín el Grande,Málaga,29008,100.0,100.0,100.0,100.0
Alhendín,Granada,18014,74.0,74.0,100.0,100.0
Alhóndiga,Guadalajara,19018,100.0,0.0,100.0,99.0
Alía,Cáceres,10017,19.4,0.0,99.8,68.4
Aliaga,Teruel,44017,79.17,0.0,97.33,95.67
Aliaguilla,Cuenca,16014,100.0,0.0,100.0,100.0
Alicante/Alacant,Alicante,3014,87.5,62.33,100.0,100.0
Alicún,Almería,4012,100.0,100.0,100.0,100.0
Alicún de Ortega,Granada,18015,100.0,0.0,100.0,100.0
Alija del Infantado,León,24003,100.0,0.0,100.0,100.0
Alins,Lleida,25017,71.43,0.0,97.29,77.57
Alió,Tarragona,43010,93.0,9.0,100.0,100.0
Alique,Guadalajara,19019,100.0,0.0,100.0,83.0
Aliseda,Cáceres,10018,100.0,0.0,99.0,99.0
Aliud,Soria,42016,0.0,0.0,91.0,100.0
Aljaraque,Huelva,21002,97.25,74.5,100.0,100.0
Aljucén,Badajoz,6009,0.0,0.0,100.0,100.0
Alkiza,Gipuzkoa,20006,91.0,91.0,100.0,100.0
Allande,Asturias,33001,23.4,1.08,94.59,77.79
Allariz,Ourense,32001,85.85,5.73,99.97,99.93
Allepuz,Teruel,44021,95.0,0.0,86.0,89.0
Aller,Asturias,33002,51.31,8.25,97.08,95.64
Allín/Allin,Navarra,31011,93.4,0.0,100.0,100.0
Allo,Navarra,31012,100.0,9.0,100.0,100.0
Alloza,Teruel,44022,95.0,0.0,100.0,70.0
Allueva,Teruel,44023,95.0,0.0,100.0,90.0
Almacelles,Lleida,25019,28.33,23.67,100.0,99.67
Almáchar,Málaga,29009,99.0,47.0,100.0,100.0
Almadén,Ciudad Real,13011,99.0,99.0,100.0,100.0
Almadén de la Plata,Sevilla,41009,100.0,100.0,100.0,100.0
Almadenejos,Ciudad Real,13012,8.5,0.0,100.0,99.0
Almadrones,Guadalajara,19020,100.0,0.0,100.0,100.0
Almagro,Ciudad Real,13013,100.0,100.0,100.0,100.0
Almajano,Soria,42017,97.0,0.0,100.0,100.0
Almaluez,Soria,42018,0.0,0.0,99.0,97.5
Almansa,Albacete,2009,100.0,91.0,100.0,100.0
Almanza,León,24004,21.89,0.0,99.11,82.0
Almaraz,Cáceres,10019,100.0,0.0,100.0,100.0
Almaraz de Duero,Zamora,49007,98.0,0.0,99.0,99.0
Almarcha (La),Cuenca,16015,100.0,100.0,100.0,100.0
Almargen,Málaga,29010,100.0,100.0,100.0,100.0
Almarza,Soria,42019,82.1,0.0,99.9,100.0
Almarza de Cameros,La Rioja,26012,25.0,0.0,97.5,60.0
Almàssera,Valencia,46032,100.0,100.0,100.0,100.0
Almassora,Castellón,12009,86.6,44.0,100.0,100.0
Almatret,Lleida,25020,68.0,0.0,100.0,95.0
Almazán,Soria,42020,12.5,12.5,99.88,93.0
Almazul,Soria,42021,0.0,0.0,97.67,82.67
Almedíjar,Castellón,12010,100.0,100.0,100.0,99.0
Almedina,Ciudad Real,13014,100.0,0.0,100.0,100.0
Almedinilla,Córdoba,14004,36.14,25.0,99.14,96.43
Almegíjar,Granada,18016,95.0,0.0,100.0,100.0
Almeida de Sayago,Zamora,49008,50.0,0.0,100.0,75.0
Almenar,Lleida,25021,50.0,37.0,100.0,100.0
Almenar de Soria,Soria,42022,16.5,0.0,97.5,93.0
Almenara,Castellón,12011,76.0,76.0,100.0,100.0
Almenara de Adaja,Valladolid,47008,0.0,0.0,100.0,100.0
Almenara de Tormes,Salamanca,37027,98.0,0.0,88.0,69.0
Almendra,Salamanca,37028,83.0,0.0,98.0,99.0
Almendral,Badajoz,6010,100.0,10.0,100.0,100.0
Almendral de la Cañada,Toledo,45011,97.0,0.0,100.0,100.0
Almendralejo,Badajoz,6011,100.0,100.0,100.0,100.0
Almendro (El),Huelva,21003,86.0,0.0,100.0,100.0
Almendros,Cuenca,16016,91.0,0.0,100.0,100.0
Almensilla,Sevilla,41010,98.0,98.0,100.0,100.0
Almería,Almería,4013,52.53,39.42,94.63,94.74
Almiserà,Valencia,46033,100.0,100.0,100.0,100.0
Almochuel,Zaragoza,50021,95.0,0.0,97.0,83.0
Almócita,Almería,4014,100.0,82.0,100.0,100.0
Almodóvar del Campo,Ciudad Real,13015,28.91,9.09,100.0,93.73
Almodóvar del Pinar,Cuenca,16017,70.0,0.0,100.0,100.0
Almodóvar del Río,Córdoba,14005,91.0,50.5,100.0,100.0
Almogía,Málaga,29011,50.17,12.0,99.83,93.67
Almoguera,Guadalajara,19021,50.0,0.0,100.0,67.0
Almohaja,Teruel,44018,95.0,0.0,100.0,99.0
Almoharín,Cáceres,10020,88.0,82.0,100.0,100.0
Almoines,Valencia,46034,100.0,100.0,100.0,100.0
Almolda (La),Zaragoza,50022,95.0,0.0,100.0,100.0
Almonacid de la Cuba,Zaragoza,50023,95.0,0.0,86.0,100.0
Almonacid de la Sierra,Zaragoza,50024,49.0,0.0,99.0,100.0
Almonacid de Toledo,Toledo,45012,94.0,0.0,100.0,100.0
Almonacid de Zorita,Guadalajara,19022,33.33,0.0,99.67,99.67
Almonacid del Marquesado,Cuenca,16018,20.0,0.0,100.0,99.0
Almonaster la Real,Huelva,21004,44.74,20.53,96.0,99.0
Almonte,Huelva,21005,59.4,59.4,93.6,88.6
Almoradí,Alicante,3015,100.0,100.0,100.0,100.0
Almorox,Toledo,45013,25.0,22.25,100.0,99.75
Almoster,Tarragona,43011,59.75,2.0,100.0,100.0
Almudaina,Alicante,3016,10.0,0.0,100.0,100.0
Almudévar,Huesca,22021,99.75,98.0,100.0,99.75
Almunia de Doña Godina (La),Zaragoza,50025,100.0,100.0,100.0,100.0
Almunia de San Juan,Huesca,22022,96.5,49.0,99.5,99.5
Almuniente,Huesca,22023,96.0,0.0,100.0,99.5
Almuñécar,Granada,18017,73.57,27.14,99.43,98.14
Almuradiel,Ciudad Real,13016,50.0,0.0,100.0,100.0
Almussafes,Valencia,46035,83.0,83.0,100.0,100.0
Alobras,Teruel,44019,95.0,0.0,100.0,99.0
Alocén,Guadalajara,19023,100.0,0.0,100.0,99.0
Alonsotegi,Bizkaia,48912,96.33,96.33,99.67,99.67
Álora,Málaga,29012,84.6,9.0,98.1,96.1
Alòs de Balaguer,Lleida,25022,70.0,0.0,100.0,85.0
Alosno,Huelva,21006,99.0,49.5,100.0,100.0
Alovera,Guadalajara,19024,100.0,100.0,100.0,100.0
Alozaina,Málaga,29013,67.0,41.0,100.0,100.0
Alp,Girona,17006,84.67,0.0,100.0,100.0
Alpandeire,Málaga,29014,100.0,38.0,100.0,100.0
Alpanseque,Soria,42023,51.5,0.0,100.0,88.0
Alpartir,Zaragoza,50026,69.0,69.0,100.0,100.0
Alpedrete,Madrid,28010,97.67,88.33,100.0,100.0
Alpens,Barcelona,8004,100.0,0.0,100.0,99.0
Alpeñés,Teruel,44020,95.0,0.0,100.0,0.0
Alpera,Albacete,2010,100.0,100.0,100.0,100.0
Alpicat,Lleida,25023,56.0,56.0,100.0,100.0
Alpuente,Valencia,46036,29.29,23.53,98.06,92.41
Alpujarra de la Sierra,Granada,18904,75.0,2.0,100.0,100.0
Alqueria d'Asnar (L'),Alicante,3017,100.0,100.0,100.0,100.0
Alqueria de la Comtessa (L'),Valencia,46037,98.0,80.0,100.0,100.0
Alqueries (Les)/Alquerías del Niño Perdido,Castellón,12901,100.0,100.0,100.0,100.0
Alquézar,Huesca,22024,63.33,42.33,100.0,100.0
Alquife,Granada,18018,93.4,0.0,100.0,100.0
Alsodux,Almería,4015,100.0,82.0,100.0,100.0
Alt Àneu,Lleida,25024,100.0,0.0,100.0,97.44
Altable,Burgos,9013,40.0,0.0,100.0,100.0
Altafulla,Tarragona,43012,95.5,39.0,100.0,100.0
Altarejos,Cuenca,16019,0.0,0.0,100.0,99.5
Altea,Alicante,3018,89.33,80.0,100.0,100.0
Altorricón,Huesca,22025,98.0,0.0,100.0,100.0
Altos (Los),Burgos,9014,0.0,0.0,98.67,80.17
Altsasu/Alsasua,Navarra,31010,100.0,100.0,100.0,100.0
Altura,Castellón,12012,70.33,22.0,94.67,96.33
Altzaga,Gipuzkoa,20906,87.0,87.0,100.0,100.0
Altzo,Gipuzkoa,20007,72.0,72.0,100.0,100.0
Alustante,Guadalajara,19027,0.0,0.0,95.5,96.0
Alzira,Valencia,46017,83.14,60.14,97.14,99.43
Amavida,Ávila,5012,0.0,0.0,100.0,100.0
Amayuelas de Arriba,Palencia,34009,0.0,0.0,100.0,100.0
Ambel,Zaragoza,50027,95.0,0.0,100.0,100.0
Ambite,Madrid,28011,65.5,30.83,99.5,99.5
Amer,Girona,17007,48.9,5.0,97.4,98.9
Ames,A Coruña,15002,90.84,46.27,99.99,100.0
Améscoa Baja,Navarra,31013,100.0,87.5,100.0,100.0
Ametlla de Mar (L'),Tarragona,43013,83.0,83.0,100.0,100.0
Ametlla del Vallès (L'),Barcelona,8005,98.38,78.0,100.0,100.0
Ameyugo,Burgos,9016,28.0,0.0,100.0,100.0
Amezketa,Gipuzkoa,20008,94.33,94.33,95.67,97.0
Amieva,Asturias,33003,1.4,0.0,91.14,89.48
Amoeiro,Ourense,32002,67.6,1.31,100.0,100.0
Amorebieta-Etxano,Bizkaia,48003,93.5,63.8,100.0,100.0
Amoroto,Bizkaia,48004,60.0,0.0,100.0,99.75
Ampolla (L'),Tarragona,43906,100.0,100.0,100.0,100.0
Amposta,Tarragona,43014,60.0,54.4,100.0,100.0
Ampudia,Palencia,34010,11.11,0.0,99.89,52.33
Ampuero,Cantabria,39002,89.29,9.96,99.92,100.0
Amurrio,Álava,1002,85.2,33.3,100.0,99.9
Amusco,Palencia,34011,58.0,0.0,100.0,98.5
Amusquillo,Valladolid,47009,100.0,0.0,100.0,100.0
Anadón,Teruel,44024,95.0,0.0,100.0,76.0
Anaya,Segovia,40017,0.0,0.0,100.0,100.0
Anaya de Alba,Salamanca,37029,39.2,0.0,99.8,100.0
Anchuelo,Madrid,28012,49.5,48.0,99.5,99.5
Anchuras,Ciudad Real,13017,1.4,1.4,99.8,99.2
Ancín/Antzin,Navarra,31014,100.0,8.0,100.0,100.0
Andavías,Zamora,49009,95.0,0.0,100.0,100.0
Andilla,Valencia,46038,75.75,73.25,96.5,94.75
Andoain,Gipuzkoa,20009,97.4,82.2,99.6,99.6
Andorra,Teruel,44025,100.0,100.0,100.0,100.0
Andosilla,Navarra,31015,100.0,100.0,100.0,100.0
Andratx,Illes Balears,7005,94.0,94.0,100.0,99.6
Andújar,Jaén,23005,59.91,48.55,99.73,96.45
Anento,Zaragoza,50028,95.0,0.0,100.0,15.0
Anglès,Girona,17008,99.5,16.67,100.0,100.0
Anglesola,Lleida,25027,97.0,7.0,100.0,100.0
Angón,Guadalajara,19031,100.0,0.0,100.0,100.0
Anguciana,La Rioja,26013,100.0,100.0,100.0,100.0
Angüés,Huesca,22027,97.0,97.0,100.0,100.0
Anguiano,La Rioja,26014,100.0,100.0,100.0,97.0
Anguita,Guadalajara,19032,60.0,0.0,100.0,85.6
Anguix,Burgos,9017,42.0,0.0,99.0,99.0
Anievas,Cantabria,39003,0.0,0.0,100.0,100.0
Aniñón,Zaragoza,50029,100.0,50.0,100.0,100.0
Anna,Valencia,46039,99.0,0.0,100.0,100.0
Anoeta,Gipuzkoa,20010,99.0,99.0,100.0,100.0
Anquela del Ducado,Guadalajara,19033,0.0,0.0,100.0,98.0
Anquela del Pedregal,Guadalajara,19034,100.0,0.0,99.0,99.0
Ansó,Huesca,22028,79.0,75.0,100.0,100.0
Ansoáin/Antsoain,Navarra,31016,98.0,98.0,100.0,100.0
Antas,Almería,4016,93.0,32.57,99.86,99.86
Antas de Ulla,Lugo,27003,77.9,0.0,99.84,99.82
Antella,Valencia,46040,100.0,100.0,100.0,100.0
Antequera,Málaga,29015,91.62,75.12,99.38,99.88
Antigua,Las Palmas,35003,80.5,0.83,96.67,99.5
Antigua (La),León,24005,55.0,0.0,97.0,97.2
Antigüedad,Palencia,34012,100.0,0.0,100.0,98.0
Antillón,Huesca,22029,95.0,0.0,100.0,99.0
Antzuola,Gipuzkoa,20011,90.0,90.0,100.0,99.0
Anue,Navarra,31017,9.38,0.75,100.0,99.88
Añana,Álava,1049,45.0,45.0,99.5,99.0
Añe,Segovia,40018,0.0,0.0,100.0,99.0
Añón de Moncayo,Zaragoza,50030,95.0,0.0,100.0,88.0
Añora,Córdoba,14006,100.0,100.0,100.0,100.0
Añorbe,Navarra,31018,95.0,9.0,100.0,100.0
Añover de Tajo,Toledo,45014,100.0,100.0,100.0,100.0
Añover de Tormes,Salamanca,37030,0.0,0.0,100.0,96.0
Aoiz/Agoitz,Navarra,31019,95.0,9.0,100.0,100.0
Arabayona de Mógica,Salamanca,37031,35.0,0.0,86.0,68.0
Aracena,Huelva,21007,50.43,40.71,98.57,94.86
Arafo,Santa Cruz de Tenerife,38004,99.5,77.5,100.0,100.0
Aragüés del Puerto,Huesca,22032,95.0,0.0,100.0,99.0
Arahal,Sevilla,41011,20.0,20.0,99.4,98.2
Arahuetes,Segovia,40019,40.5,0.0,100.0,66.0
Araitz,Navarra,31020,75.5,0.0,98.5,99.0
Arakaldo,Bizkaia,48005,100.0,100.0,100.0,100.0
Arakil,Navarra,31025,72.64,7.14,99.14,99.14
Arama,Gipuzkoa,20012,84.0,84.0,100.0,100.0
Aramaio,Álava,1003,92.0,77.33,100.0,100.0
Aranarache/Aranaratxe,Navarra,31021,100.0,100.0,100.0,89.0
Arancón,Soria,42024,0.0,0.0,100.0,96.17
Aranda de Duero,Burgos,9018,73.2,38.2,99.8,100.0
Aranda de Moncayo,Zaragoza,50031,95.0,0.0,82.0,99.0
Arándiga,Zaragoza,50032,95.0,0.0,100.0,99.0
Arandilla,Burgos,9019,39.5,0.0,100.0,100.0
Arandilla del Arroyo,Cuenca,16020,100.0,0.0,100.0,100.0
Aranga,A Coruña,15003,51.02,2.86,99.89,99.91
Aranguren,Navarra,31023,79.62,21.38,99.88,99.88
Aranjuez,Madrid,28013,33.55,24.27,99.91,99.91
Arano,Navarra,31024,0.0,0.0,90.0,82.0
Arantza,Navarra,31022,52.4,0.0,99.2,97.8
Arantzazu,Bizkaia,48006,78.33,52.67,100.0,100.0
Aranzueque,Guadalajara,19036,100.0,0.0,100.0,100.0
Arañuel,Castellón,12013,50.0,50.0,100.0,50.0
Arapiles,Salamanca,37032,62.2,0.0,100.0,100.0
Aras,Navarra,31026,57.0,0.0,100.0,100.0
Aras de los Olmos,Valencia,46041,50.0,48.5,100.0,99.5
Arauzo de Miel,Burgos,9020,46.0,0.0,100.0,54.5
Arauzo de Salce,Burgos,9021,0.0,0.0,100.0,99.0
Arauzo de Torre,Burgos,9022,0.0,0.0,99.0,99.0
Arbancón,Guadalajara,19037,100.0,0.0,99.0,100.0
Arbeca,Lleida,25029,89.0,10.0,100.0,100.0
Arbeteta,Guadalajara,19038,0.0,0.0,100.0,99.0
Arbizu,Navarra,31027,100.0,100.0,100.0,100.0
Arbo,Pontevedra,36001,72.3,2.89,99.81,99.25
Arboç (L'),Tarragona,43016,96.5,50.0,100.0,100.0
Arboleas,Almería,4017,85.29,27.76,99.24,99.86
Arbolí,Tarragona,43015,0.0,0.0,100.0,45.0
Arbúcies,Girona,17009,65.0,8.71,99.71,98.57
Arcas,Cuenca,16905,97.0,43.5,100.0,100.0
Arce/Artzi,Navarra,31028,6.58,0.0,87.12,64.92
Arcediano,Salamanca,37033,98.0,0.0,100.0,100.0
Arcenillas,Zamora,49010,88.0,0.0,100.0,100.0
Archena,Murcia,30009,100.0,100.0,100.0,100.0
Árchez,Málaga,29016,99.0,47.0,100.0,100.0
Archidona,Málaga,29017,84.75,81.5,100.0,100.0
Arcicóllar,Toledo,45015,33.0,0.0,99.0,97.0
Arco (El),Salamanca,37034,100.0,0.0,100.0,99.0
Arconada,Palencia,34015,0.0,0.0,100.0,99.0
Arcones,Segovia,40020,99.33,0.0,100.0,100.0
Arcos,Burgos,9023,98.0,0.0,100.0,100.0
Arcos (Los),Navarra,31029,100.0,9.0,100.0,100.0
Arcos de Jalón,Soria,42025,30.46,2.46,97.77,88.08
Arcos de la Frontera,Cádiz,11006,74.92,29.31,99.77,99.92
Arcos de la Polvorosa,Zamora,49011,68.0,0.0,100.0,100.0
Arcos de la Sierra,Cuenca,16022,100.0,0.0,99.0,99.0
Arcos de las Salinas,Teruel,44026,31.67,0.0,96.67,74.33
Ardales,Málaga,29018,100.0,100.0,100.0,99.0
Ardisa,Zaragoza,50033,95.0,0.0,100.0,81.5
Ardón,León,24006,47.83,0.0,96.5,90.67
Areatza,Bizkaia,48093,85.0,66.67,100.0,100.0
Arellano,Navarra,31030,95.0,0.0,100.0,100.0
Arén,Huesca,22035,27.0,18.36,94.64,93.45
Arenal (El),Ávila,5013,99.0,0.0,100.0,100.0
Arenales de San Gregorio,Ciudad Real,13903,100.0,96.0,100.0,100.0
Arenas,Málaga,29019,100.0,95.0,100.0,100.0
Arenas de Iguña,Cantabria,39004,66.33,6.5,94.92,94.92
Arenas de San Juan,Ciudad Real,13018,100.0,0.0,100.0,100.0
Arenas de San Pedro,Ávila,5014,74.0,25.0,99.75,99.75
Arenas del Rey,Granada,18020,100.0,0.0,100.0,100.0
Arenillas,Soria,42026,0.0,0.0,100.0,89.0
Arenillas de Riopisuerga,Burgos,9024,53.0,0.0,100.0,80.0
Arens de Lledó,Teruel,44027,93.0,86.0,100.0,100.0
Arenys de Mar,Barcelona,8006,91.0,91.0,100.0,100.0
Arenys de Munt,Barcelona,8007,87.12,80.53,100.0,99.94
Arenzana de Abajo,La Rioja,26015,100.0,97.0,100.0,100.0
Arenzana de Arriba,La Rioja,26016,100.0,0.0,100.0,100.0
Ares,A Coruña,15004,80.33,18.1,99.74,99.92
Ares del Maestrat,Castellón,12014,40.0,40.0,95.6,95.0
Areso,Navarra,31031,91.0,2.0,100.0,100.0
Aretxabaleta,Gipuzkoa,20013,88.5,32.3,100.0,99.9
Arevalillo,Ávila,5015,0.0,0.0,100.0,15.0
Arevalillo de Cega,Segovia,40021,0.0,0.0,99.0,99.0
Arévalo,Ávila,5016,100.0,100.0,100.0,100.0
Arévalo de la Sierra,Soria,42027,28.33,0.0,100.0,97.0
Argamasilla de Alba,Ciudad Real,13019,83.0,83.0,100.0,100.0
Argamasilla de Calatrava,Ciudad Real,13020,100.0,100.0,100.0,99.0
Arganda del Rey,Madrid,28014,47.2,47.2,98.8,99.2
Arganza,León,24007,83.88,42.0,100.0,74.38
Argañín,Zamora,49012,54.0,0.0,90.0,95.0
Argavieso,Huesca,22036,100.0,100.0,100.0,84.0
Argecilla,Guadalajara,19039,100.0,0.0,100.0,98.0
Argelaguer,Girona,17010,97.17,22.17,100.0,100.0
Argelita,Castellón,12015,0.0,0.0,100.0,100.0
Argençola,Barcelona,8008,13.14,8.71,96.43,95.71
Argente,Teruel,44028,95.0,0.0,100.0,99.0
Argentera (L'),Tarragona,43017,72.0,0.0,100.0,95.5
Argentona,Barcelona,8009,88.31,71.23,99.92,100.0
Argés,Toledo,45016,33.0,33.0,100.0,100.0
Argoños,Cantabria,39005,74.0,58.25,100.0,100.0
Arguedas,Navarra,31032,85.0,85.0,100.0,100.0
Arguis,Huesca,22037,20.5,20.5,100.0,71.0
Arguisuelas,Cuenca,16024,58.0,0.0,100.0,100.0
Argujillo,Zamora,49013,100.0,0.0,99.0,100.0
Aria,Navarra,31033,100.0,0.0,100.0,100.0
Ariany,Illes Balears,7901,100.0,100.0,99.0,100.0
Aribe,Navarra,31034,100.0,16.0,100.0,99.0
Arico,Santa Cruz de Tenerife,38005,65.56,58.56,100.0,100.0
Arija,Burgos,9025,97.0,0.0,100.0,100.0
Ariño,Teruel,44029,100.0,100.0,100.0,100.0
Ariza,Zaragoza,50034,100.0,99.0,100.0,100.0
Arjona,Jaén,23006,100.0,100.0,100.0,100.0
Arjonilla,Jaén,23007,100.0,100.0,100.0,100.0
Arlanzón,Burgos,9026,48.83,0.0,100.0,100.0
Armallones,Guadalajara,19040,0.0,0.0,100.0,96.0
Armañanzas,Navarra,31035,66.0,0.0,100.0,100.0
Armentera (L'),Girona,17011,99.0,0.0,100.0,100.0
Armenteros,Salamanca,37035,53.0,0.0,95.0,98.17
Armilla,Granada,18021,100.0,92.0,100.0,100.0
Armiñón,Álava,1006,95.33,62.0,100.0,100.0
Armuña,Segovia,40022,40.5,0.0,100.0,94.0
Armuña de Almanzora,Almería,4018,95.0,0.0,100.0,100.0
Armuña de Tajuña,Guadalajara,19041,88.0,0.0,100.0,100.0
Arnedillo,La Rioja,26017,100.0,50.0,100.0,100.0
Arnedo,La Rioja,26018,100.0,100.0,100.0,100.0
Arnes,Tarragona,43018,6.0,0.0,100.0,99.0
Arnoia (A),Ourense,32003,75.95,0.0,100.0,99.95
Arnuero,Cantabria,39006,44.2,8.8,100.0,100.0
Aroche,Huelva,21008,16.0,5.5,77.88,75.75
Arona,Santa Cruz de Tenerife,38006,93.0,78.8,100.0,100.0
Arquillinos,Zamora,49014,99.0,0.0,100.0,99.0
Arquillos,Jaén,23008,100.0,100.0,100.0,100.0
Arrabalde,Zamora,49015,72.0,0.0,98.0,52.0
Arraia-Maeztu,Álava,1037,87.19,82.75,99.94,99.56
Arrancacepas,Cuenca,16025,0.0,0.0,100.0,31.0
Arrankudiaga,Bizkaia,48009,91.6,77.4,100.0,100.0
Arrasate/Mondragón,Gipuzkoa,20055,83.0,26.67,100.0,100.0
Arratzu,Bizkaia,48914,76.22,66.0,100.0,100.0
Arratzua-Ubarrundia,Álava,1008,96.36,85.09,100.0,100.0
