codigo_ine,municipio,provincia,municipio_nombre_humano,num_centros_salud,num_centros_urgencias,num_hospitales,num_colegios,num_universidades
16901,Campos del Paraíso,Cuenca,Campos del Paraíso,5,1,0,0,0
30014,Campos del Río,Murcia,Campos del Río,1,1,0,2,0
18038,Campotéjar,Granada,Campotéjar,1,0,0,2,0
17039,Camprodon,Girona,Camprodon,1,1,0,3,0
26037,Camprovín,La Rioja,Camprovín,1,0,0,0,0
45034,Camuñas,Toledo,Camuñas,1,0,0,2,0
22076,Canal de Berdún,Huesca,Canal de Berdún,4,1,0,0,0
47033,Canalejas de Peñafiel,Valladolid,Canalejas de Peñafiel,1,0,0,0,0
16045,Canalejas del Arroyo,Cuenca,Canalejas del Arroyo,1,0,0,0,0
5046,Canales,Ávila,Canales,1,0,0,0,0
26038,Canales de la Sierra,La Rioja,Canales de la Sierra,1,1,0,0,0
46081,Canals,Valencia,Canals,2,1,0,0,0
33010,Candamo,Asturias,Candamo,2,1,0,3,0
22077,Candasnos,Huesca,Candasnos,1,0,0,0,0
38011,Candelaria,Santa Cruz de Tenerife,Candelaria,3,1,0,1,0
37078,Candelario,Salamanca,Candelario,1,0,0,1,0
5047,Candeleda,Ávila,Candeleda,2,1,0,4,0
42049,Candilichera,Soria,Candilichera,4,0,0,0,0
24036,Candín,León,Candín,1,0,0,0,0
25063,Canejan,Lleida,Canejan,1,0,0,0,0
23020,Canena,Jaén,Canena,1,0,0,4,0
28034,Canencia,Madrid,Canencia,1,0,0,1,0
17040,Canet d'Adri,Girona,Canet d'Adri,1,0,0,0,0
46082,Canet d'En Berenguer,Valencia,Canet d'En Berenguer,2,0,0,0,0
8040,Canet de Mar,Barcelona,Canet de Mar,1,1,0,9,0
12036,Canet lo Roig,Castellón,Canet lo Roig,1,0,0,0,0
22078,Canfranc,Huesca,Canfranc,2,1,0,0,0
36008,Cangas,Pontevedra,Cangas,3,1,0,3,0
33012,Cangas de Onís,Asturias,Cangas de Onís,1,1,0,0,0
33011,Cangas del Narcea,Asturias,Cangas del Narcea,5,1,1,6,0
9067,Canicosa de la Sierra,Burgos,Canicosa de la Sierra,1,0,0,0,0
18039,Caniles,Granada,Caniles,1,0,0,4,0
37079,Canillas de Abajo,Salamanca,Canillas de Abajo,1,0,0,0,0
29033,Canillas de Aceituno,Málaga,Canillas de Aceituno,1,0,0,3,0
29034,Canillas de Albaida,Málaga,Canillas de Albaida,1,0,0,1,0
47034,Canillas de Esgueva,Valladolid,Canillas de Esgueva,1,0,0,0,0
26039,Canillas de Río Tuerto,La Rioja,Canillas de Río Tuerto,1,0,0,0,0
4030,Canjáyar,Almería,Canjáyar,1,1,0,3,0
43907,Canonja (La),Tarragona,La Canonja,0,0,0,3,0
8041,Canovelles,Barcelona,Canovelles,1,1,0,9,0
8042,Cànoves i Samalús,Barcelona,Cànoves i Samalús,1,0,0,0,0
19064,Canredondo,Guadalajara,Canredondo,1,0,0,0,0
9068,Cantabrana,Burgos,Cantabrana,1,0,0,0,0
37080,Cantagallo,Salamanca,Cantagallo,1,0,0,0,0
37081,Cantalapiedra,Salamanca,Cantalapiedra,1,1,0,1,0
40040,Cantalejo,Segovia,Cantalejo,3,1,0,4,0
17041,Cantallops,Girona,Cantallops,1,0,0,0,0
19065,Cantalojas,Guadalajara,Cantalojas,1,0,0,0,0
37082,Cantalpino,Salamanca,Cantalpino,1,0,0,2,0
37083,Cantaracillo,Salamanca,Cantaracillo,1,0,0,1,0
44059,Cantavieja,Teruel,Cantavieja,1,1,0,3,0
41023,Cantillana,Sevilla,Cantillana,1,1,0,10,0
40041,Cantimpalos,Segovia,Cantimpalos,1,0,0,2,0
5048,Cantiveros,Ávila,Cantiveros,1,0,0,0,0
4031,Cantoria,Almería,Cantoria,2,1,0,4,0
8043,Canyelles,Barcelona,Canyelles,1,0,0,3,0
3052,Cañada,Alicante,Cañada,1,0,0,2,0
44060,Cañada de Benatanduz,Teruel,Cañada de Benatanduz,1,0,0,0,0
13029,Cañada de Calatrava,Ciudad Real,Cañada de Calatrava,1,0,0,0,0
44061,Cañada de Verich (La),Teruel,La Cañada de Verich,1,0,0,0,0
16046,Cañada del Hoyo,Cuenca,Cañada del Hoyo,1,0,0,0,0
16047,Cañada Juncosa,Cuenca,Cañada Juncosa,1,0,0,0,0
41901,Cañada Rosal,Sevilla,Cañada Rosal,1,0,0,3,0
44062,Cañada Vellida,Teruel,Cañada Vellida,1,0,0,0,0
42050,Cañamaque,Soria,Cañamaque,1,0,0,0,0
16048,Cañamares,Cuenca,Cañamares,1,0,0,0,0
10044,Cañamero,Cáceres,Cañamero,1,0,0,1,0
18040,Cáñar,Granada,Cáñar,1,0,0,0,0
26040,Cañas,La Rioja,Cañas,1,0,0,0,0
16049,Cañavate (El),Cuenca,El Cañavate,1,0,0,0,0
10045,Cañaveral,Cáceres,Cañaveral,1,1,0,2,0
21020,Cañaveral de León,Huelva,Cañaveral de León,1,0,0,1,0
16050,Cañaveras,Cuenca,Cañaveras,1,1,0,1,0
16051,Cañaveruelas,Cuenca,Cañaveruelas,1,0,0,0,0
16052,Cañete,Cuenca,Cañete,1,1,0,2,0
14014,Cañete de las Torres,Córdoba,Cañete de las Torres,1,0,0,4,0
29035,Cañete la Real,Málaga,Cañete la Real,2,1,0,3,0
36009,Cañiza (A),Pontevedra,A Cañiza,2,1,0,2,0
49034,Cañizal,Zamora,Cañizal,1,0,0,0,0
19066,Cañizar,Guadalajara,Cañizar,1,0,0,0,0
44063,Cañizar del Olivar,Teruel,Cañizar del Olivar,1,0,0,0,0
16053,Cañizares,Cuenca,Cañizares,2,0,0,0,0
49035,Cañizo,Zamora,Cañizo,1,0,0,0,0
43039,Capafonts,Tarragona,Capafonts,1,0,0,0,0
31065,Caparroso,Navarra,Caparroso,1,1,0,2,0
43040,Capçanes,Tarragona,Capçanes,1,0,0,1,0
7014,Capdepera,Illes Balears,Capdepera,3,1,0,7,0
22079,Capdesaso,Huesca,Capdesaso,1,0,0,0,0
15018,Capela (A),A Coruña,A Capela,1,0,0,12,0
22080,Capella,Huesca,Capella,2,0,0,1,0
8044,Capellades,Barcelona,Capellades,1,1,0,6,0
18042,Capileira,Granada,Capileira,1,0,0,1,0
6030,Capilla,Badajoz,Capilla,1,0,0,0,0
34045,Capillas,Palencia,Capillas,1,0,0,0,0
17042,Capmany,Girona,Capmany,1,0,0,1,0
8045,Capolat,Barcelona,Capolat,0,0,0,0,0
42051,Carabantes,Soria,Carabantes,1,0,0,0,0
28035,Carabaña,Madrid,Carabaña,1,0,0,3,0
40161,Carabias,Segovia,Carabias,2,0,0,0,0
42052,Caracena,Soria,Caracena,0,0,0,0,0
13030,Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava,1,0,0,0,0
18043,Carataunas,Granada,Carataunas,1,0,0,0,0
30015,Caravaca de la Cruz,Murcia,Caravaca de la Cruz,13,3,2,15,0
33013,Caravia,Asturias,Caravia,1,0,0,0,0
9070,Carazo,Burgos,Carazo,1,0,0,0,0
49036,Carbajales de Alba,Zamora,Carbajales de Alba,1,1,0,1,0
10046,Carbajo,Cáceres,Carbajo,1,0,0,0,0
37085,Carbajosa de la Sagrada,Salamanca,Carbajosa de la Sagrada,1,0,0,6,0
32018,Carballeda de Avia,Ourense,Carballeda de Avia,1,0,0,1,0
32017,Carballeda de Valdeorras,Ourense,Carballeda de Valdeorras,2,0,0,0,0
27009,Carballedo,Lugo,Carballedo,1,0,0,2,0
32019,Carballiño (O),Ourense,O Carballiño,1,1,0,0,0
15019,Carballo,A Coruña,Carballo,1,1,0,59,0
49037,Carbellino,Zamora,Carbellino,1,0,0,0,0
4032,Carboneras,Almería,Carboneras,5,1,0,7,0
16055,Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón,1,1,0,2,0
40043,Carbonero el Mayor,Segovia,Carbonero el Mayor,1,1,0,4,0
23021,Carboneros,Jaén,Carboneros,1,0,0,2,0
10047,Carcaboso,Cáceres,Carcaboso,1,0,0,1,0
14015,Carcabuey,Córdoba,Carcabuey,1,0,0,3,0
46083,Carcaixent,Valencia,Carcaixent,1,1,2,15,0
31066,Cárcar,Navarra,Cárcar,1,0,0,1,0
31067,Carcastillo,Navarra,Carcastillo,2,1,0,4,0
9071,Carcedo de Bureba,Burgos,Carcedo de Bureba,3,0,0,0,0
9072,Carcedo de Burgos,Burgos,Carcedo de Burgos,2,0,0,0,0
2020,Carcelén,Albacete,Carcelén,1,0,0,1,0
46084,Càrcer,Valencia,Càrcer,1,1,0,4,0
23901,Cárcheles,Jaén,Cárcheles,2,0,0,2,0
8046,Cardedeu,Barcelona,Cardedeu,1,1,0,18,0
26041,Cárdenas,La Rioja,Cárdenas,1,0,0,0,0
16056,Cardenete,Cuenca,Cardenete,1,1,0,0,0
14016,Cardeña,Córdoba,Cardeña,3,1,0,2,0
9073,Cardeñadijo,Burgos,Cardeñadijo,1,0,0,0,0
9074,Cardeñajimeno,Burgos,Cardeñajimeno,2,0,0,0,0
5049,Cardeñosa,Ávila,Cardeñosa,1,0,0,1,0
34046,Cardeñosa de Volpejera,Palencia,Cardeñosa de Volpejera,1,0,0,0,0
9075,Cardeñuela Riopico,Burgos,Cardeñuela Riopico,1,0,0,0,0
45035,Cardiel de los Montes,Toledo,Cardiel de los Montes,1,0,0,1,0
8047,Cardona,Barcelona,Cardona,2,1,0,6,0
19067,Cardoso de la Sierra (El),Guadalajara,El Cardoso de la Sierra,6,0,0,0,0
50072,Carenas,Zaragoza,Carenas,1,0,0,0,0
50073,Cariñena,Zaragoza,Cariñena,1,1,0,4,0
15901,Cariño,A Coruña,Cariño,1,0,0,1,0
46085,Carlet,Valencia,Carlet,1,1,0,14,0
14017,Carlota (La),Córdoba,La Carlota,2,1,0,11,1
8048,Carme,Barcelona,Carme,1,0,0,2,0
45036,Carmena,Toledo,Carmena,1,0,0,1,0
24037,Cármenes,León,Cármenes,1,0,0,1,0
41024,Carmona,Sevilla,Carmona,2,2,0,2,0
6031,Carmonita,Badajoz,Carmonita,1,0,0,1,0
15020,Carnota,A Coruña,Carnota,3,0,0,5,0
23024,Carolina (La),Jaén,La Carolina,3,1,0,11,0
47035,Carpio,Valladolid,Carpio,1,0,0,2,0
14018,Carpio (El),Córdoba,El Carpio,2,1,0,10,0
37086,Carpio de Azaba,Salamanca,Carpio de Azaba,1,0,0,0,0
45037,Carpio de Tajo (El),Toledo,El Carpio de Tajo,1,0,0,2,0
24038,Carracedelo,León,Carracedelo,6,0,0,1,0
15021,Carral,A Coruña,Carral,1,0,0,5,0
45038,Carranque,Toledo,Carranque,1,0,0,6,0
37087,Carrascal de Barregas,Salamanca,Carrascal de Barregas,1,0,1,0,0
37088,Carrascal del Obispo,Salamanca,Carrascal del Obispo,1,0,0,0,0
40044,Carrascal del Río,Segovia,Carrascal del Río,1,0,0,0,0
10048,Carrascalejo,Cáceres,Carrascalejo,1,0,0,0,0
6032,Carrascalejo (El),Badajoz,El Carrascalejo,1,0,0,0,0
16057,Carrascosa,Cuenca,Carrascosa,1,0,0,0,0
42053,Carrascosa de Abajo,Soria,Carrascosa de Abajo,1,0,0,0,0
16058,Carrascosa de Haro,Cuenca,Carrascosa de Haro,1,0,0,0,0
42054,Carrascosa de la Sierra,Soria,Carrascosa de la Sierra,1,0,0,0,0
29036,Carratraca,Málaga,Carratraca,1,0,0,1,0
33014,Carreño,Asturias,Carreño,2,1,0,8,0
5051,Carrera (La),Ávila,La Carrera,1,0,0,0,0
9076,Carrias,Burgos,Carrias,1,0,0,0,0
45039,Carriches,Toledo,Carriches,1,0,0,1,0
46086,Carrícola,Valencia,Carrícola,1,0,0,0,0
13031,Carrión de Calatrava,Ciudad Real,Carrión de Calatrava,1,1,0,3,0
41025,Carrión de los Céspedes,Sevilla,Carrión de los Céspedes,1,0,0,4,0
34047,Carrión de los Condes,Palencia,Carrión de los Condes,2,1,0,4,0
24039,Carrizo,León,Carrizo,3,0,0,0,0
13032,Carrizosa,Ciudad Real,Carrizosa,1,0,0,1,0
24040,Carrocera,León,Carrocera,5,0,0,0,0
30016,Cartagena,Murcia,Cartagena,41,13,7,96,6
29037,Cartajima,Málaga,Cartajima,1,0,0,0,0
29038,Cártama,Málaga,Cártama,2,1,0,8,0
21021,Cartaya,Huelva,Cartaya,2,2,0,14,0
32020,Cartelle,Ourense,Cartelle,2,0,0,0,0
39018,Cartes,Cantabria,Cartes,1,0,0,1,0
24041,Carucedo,León,Carucedo,5,0,0,1,0
19070,Casa de Uceda,Guadalajara,Casa de Uceda,1,0,0,0,0
29039,Casabermeja,Málaga,Casabermeja,1,1,0,4,0
37089,Casafranca,Salamanca,Casafranca,1,0,0,0,0
26042,Casalarreina,La Rioja,Casalarreina,1,0,0,1,0
19071,Casar (El),Guadalajara,El Casar,2,1,0,10,0
10049,Casar de Cáceres,Cáceres,Casar de Cáceres,1,1,0,4,0
45040,Casar de Escalona (El),Toledo,El Casar de Escalona,1,0,0,1,0
10050,Casar de Palomero,Cáceres,Casar de Palomero,4,0,0,1,0
29040,Casarabonela,Málaga,Casarabonela,1,0,0,3,0
42055,Casarejos,Soria,Casarejos,1,0,0,1,0
29041,Casares,Málaga,Casares,1,0,0,2,0
10051,Casares de las Hurdes,Cáceres,Casares de las Hurdes,4,0,0,0,0
41026,Casariche,Sevilla,Casariche,1,0,0,4,0
45041,Casarrubios del Monte,Toledo,Casarrubios del Monte,2,0,0,2,0
28036,Casarrubuelos,Madrid,Casarrubuelos,1,0,0,6,0
46087,Casas Altas,Valencia,Casas Altas,1,0,0,0,0
46088,Casas Bajas,Valencia,Casas Bajas,1,0,0,0,0
16060,Casas de Benítez,Cuenca,Casas de Benítez,1,0,0,2,0
10052,Casas de Don Antonio,Cáceres,Casas de Don Antonio,1,0,0,0,0
10053,Casas de Don Gómez,Cáceres,Casas de Don Gómez,1,0,0,1,0
6033,Casas de Don Pedro,Badajoz,Casas de Don Pedro,1,0,0,1,0
16061,Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso,1,0,0,1,0
16062,Casas de Garcimolina,Cuenca,Casas de Garcimolina,1,0,0,0,0
16063,Casas de Guijarro,Cuenca,Casas de Guijarro,1,0,0,0,0
16064,Casas de Haro,Cuenca,Casas de Haro,1,0,0,1,0
2021,Casas de Juan Núñez,Albacete,Casas de Juan Núñez,1,1,0,2,0
2022,Casas de Lázaro,Albacete,Casas de Lázaro,1,0,0,0,0
16065,Casas de los Pinos,Cuenca,Casas de los Pinos,2,0,0,0,0
10056,Casas de Millán,Cáceres,Casas de Millán,1,0,0,1,0
10057,Casas de Miravete,Cáceres,Casas de Miravete,1,0,0,0,0
6034,Casas de Reina,Badajoz,Casas de Reina,1,0,0,0,0
19073,Casas de San Galindo,Guadalajara,Casas de San Galindo,1,0,0,0,0
2023,Casas de Ves,Albacete,Casas de Ves,1,0,0,1,0
10054,Casas del Castañar,Cáceres,Casas del Castañar,1,1,0,1,0
37090,Casas del Conde (Las),Salamanca,Las Casas del Conde,1,0,0,0,0
10055,Casas del Monte,Cáceres,Casas del Monte,1,0,0,0,0
5052,Casas del Puerto,Ávila,Casas del Puerto,1,0,0,0,0
2024,Casas-Ibáñez,Albacete,Casas-Ibáñez,1,1,0,4,0
45042,Casasbuenas,Toledo,Casasbuenas,1,0,0,0,0
49038,Casaseca de Campeán,Zamora,Casaseca de Campeán,1,0,0,0,0
49039,Casaseca de las Chanas,Zamora,Casaseca de las Chanas,1,0,0,0,0
16066,Casasimarro,Cuenca,Casasimarro,1,1,0,5,0
5053,Casasola,Ávila,Casasola,2,0,0,0,0
47036,Casasola de Arión,Valladolid,Casasola de Arión,1,0,0,0,0
10058,Casatejada,Cáceres,Casatejada,1,0,0,1,0
5054,Casavieja,Ávila,Casavieja,1,0,0,1,0
22081,Casbas de Huesca,Huesca,Casbas de Huesca,5,0,0,0,0
9077,Cascajares de Bureba,Burgos,Cascajares de Bureba,1,0,0,0,0
9078,Cascajares de la Sierra,Burgos,Cascajares de la Sierra,0,0,0,0,0
31068,Cascante,Navarra,Cascante,1,1,0,2,0
44064,Cascante del Río,Teruel,Cascante del Río,1,0,0,0,0
31069,Cáseda,Navarra,Cáseda,1,0,0,1,0
43041,Caseres,Tarragona,Caseres,1,0,0,1,0
5055,Casillas,Ávila,Casillas,1,0,0,0,0
10059,Casillas de Coria,Cáceres,Casillas de Coria,1,0,0,1,0
37091,Casillas de Flores,Salamanca,Casillas de Flores,1,0,0,0,0
46089,Casinos,Valencia,Casinos,1,0,0,2,0
40045,Casla,Segovia,Casla,1,0,0,0,0
33015,Caso,Asturias,Caso,2,0,0,1,0
50074,Caspe,Zaragoza,Caspe,1,1,0,7,0
19074,Caspueñas,Guadalajara,Caspueñas,1,0,0,0,0
17044,Cassà de la Selva,Girona,Cassà de la Selva,1,1,0,7,0
8049,Casserres,Barcelona,Casserres,1,0,0,2,0
3053,Castalla,Alicante,Castalla,1,1,0,8,0
10060,Castañar de Ibor,Cáceres,Castañar de Ibor,1,1,0,2,0
26043,Castañares de Rioja,La Rioja,Castañares de Rioja,1,0,0,1,0
39019,Castañeda,Cantabria,Castañeda,1,0,0,0,0
21022,Castaño del Robledo,Huelva,Castaño del Robledo,1,0,0,0,0
18044,Cástaras,Granada,Cástaras,2,0,0,0,0
16067,Castejón,Cuenca,Castejón,1,0,0,2,0
31070,Castejón,Navarra,Castejón,1,0,0,5,0
50075,Castejón de Alarba,Zaragoza,Castejón de Alarba,1,0,0,0,0
19075,Castejón de Henares,Guadalajara,Castejón de Henares,1,0,0,0,0
50076,Castejón de las Armas,Zaragoza,Castejón de las Armas,1,0,0,0,0
22083,Castejón de Monegros,Huesca,Castejón de Monegros,1,0,0,0,0
22084,Castejón de Sos,Huesca,Castejón de Sos,1,1,0,2,0
44065,Castejón de Tornos,Teruel,Castejón de Tornos,1,0,0,0,0
50077,Castejón de Valdejasa,Zaragoza,Castejón de Valdejasa,1,0,0,0,0
22082,Castejón del Puente,Huesca,Castejón del Puente,1,0,0,0,0
44066,Castel de Cabra,Teruel,Castel de Cabra,1,0,0,0,0
22085,Castelflorite,Huesca,Castelflorite,1,0,0,0,0
7064,Castell (Es),Illes Balears,Es Castell,1,0,0,3,0
12037,Castell de Cabres,Castellón,Castell de Cabres,1,0,0,0,0
3054,Castell de Castells,Alicante,Castell de Castells,1,0,0,2,0
3075,Castell de Guadalest (el),Alicante,El Castell de Guadalest,1,0,0,1,0
8057,Castell de l'Areny,Barcelona,Castell de l'Areny,0,0,0,0,0
25904,Castell de Mur,Lleida,Castell de Mur,1,0,0,0,0
17048,Castell-Platja d'Aro,Girona,Castell-Platja d'Aro,2,1,0,0,0
9079,Castellanos de Castro,Burgos,Castellanos de Castro,1,0,0,0,0
37092,Castellanos de Moriscos,Salamanca,Castellanos de Moriscos,1,0,0,1,0
37185,Castellanos de Villiquera,Salamanca,Castellanos de Villiquera,3,0,0,0,0
5056,Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel,1,0,0,0,0
23025,Castellar,Jaén,Castellar,1,0,0,0,0
44070,Castellar (El),Teruel,El Castellar,1,0,0,0,0
11013,Castellar de la Frontera,Cádiz,Castellar de la Frontera,2,1,0,4,0
19076,Castellar de la Muela,Guadalajara,Castellar de la Muela,1,0,0,0,0
25064,Castellar de la Ribera,Lleida,Castellar de la Ribera,0,0,0,0,0
8052,Castellar de n'Hug,Barcelona,Castellar de n'Hug,1,0,0,0,0
13033,Castellar de Santiago,Ciudad Real,Castellar de Santiago,1,1,0,1,0
8050,Castellar del Riu,Barcelona,Castellar del Riu,0,0,0,0,0
8051,Castellar del Vallès,Barcelona,Castellar del Vallès,1,1,0,23,0
8053,Castellbell i el Vilar,Barcelona,Castellbell i el Vilar,1,0,0,0,0
8054,Castellbisbal,Barcelona,Castellbisbal,1,1,0,10,0
8055,Castellcir,Barcelona,Castellcir,1,0,0,3,0
25067,Castelldans,Lleida,Castelldans,1,0,0,2,0
8056,Castelldefels,Barcelona,Castelldefels,2,1,0,35,2
8058,Castellet i la Gornal,Barcelona,Castellet i la Gornal,0,0,0,0,0
17046,Castellfollit de la Roca,Girona,Castellfollit de la Roca,1,0,0,2,0
8060,Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós,1,0,0,1,0
8059,Castellfollit del Boix,Barcelona,Castellfollit del Boix,1,0,0,2,0
12038,Castellfort,Castellón,Castellfort,1,0,0,0,0
8061,Castellgalí,Barcelona,Castellgalí,1,0,0,2,0
8062,Castellnou de Bages,Barcelona,Castellnou de Bages,1,0,0,1,0
25068,Castellnou de Seana,Lleida,Castellnou de Seana,1,0,0,2,0
12039,Castellnovo,Castellón,Castellnovo,1,0,0,2,0
46257,Castelló,Valencia,Castelló,1,1,0,0,0
17047,Castelló d'Empúries,Girona,Castelló d'Empúries,2,0,0,7,0
25069,Castelló de Farfanya,Lleida,Castelló de Farfanya,1,0,0,1,0
46090,Castelló de Rugat,Valencia,Castelló de Rugat,1,1,0,4,0
8063,Castellolí,Barcelona,Castellolí,1,0,0,2,0
12040,Castellón de la Plana,Castellón,Castellón de la Plana,17,1,5,123,4
46091,Castellonet de la Conquesta,Valencia,Castellonet de la Conquesta,1,0,0,0,0
44071,Castellote,Teruel,Castellote,7,0,0,0,0
25070,Castellserà,Lleida,Castellserà,1,0,0,2,0
8064,Castellterçol,Barcelona,Castellterçol,1,0,0,3,0
43042,Castellvell del Camp,Tarragona,Castellvell del Camp,1,0,0,2,0
8065,Castellví de la Marca,Barcelona,Castellví de la Marca,1,0,0,0,0
8066,Castellví de Rosanes,Barcelona,Castellví de Rosanes,1,0,0,1,0
44067,Castelnou,Teruel,Castelnou,1,0,0,0,0
44068,Castelserás,Teruel,Castelserás,1,0,0,2,0
46092,Castielfabib,Valencia,Castielfabib,5,0,0,0,0
22086,Castiello de Jaca,Huesca,Castiello de Jaca,2,0,0,0,0
22087,Castigaleu,Huesca,Castigaleu,1,0,0,0,0
9083,Castil de Peones,Burgos,Castil de Peones,1,0,0,0,0
34048,Castil de Vela,Palencia,Castil de Vela,1,0,0,0,0
6035,Castilblanco,Badajoz,Castilblanco,1,0,0,0,0
41027,Castilblanco de los Arroyos,Sevilla,Castilblanco de los Arroyos,1,1,0,6,0
9082,Castildelgado,Burgos,Castildelgado,1,0,0,0,0
24042,Castilfalé,León,Castilfalé,1,0,0,0,0
19078,Castilforte,Guadalajara,Castilforte,1,0,0,0,0
42056,Castilfrío de la Sierra,Soria,Castilfrío de la Sierra,1,0,0,0,0
50078,Castiliscar,Zaragoza,Castiliscar,1,0,0,0,0
22088,Castillazuelo,Huesca,Castillazuelo,1,0,0,0,0
41028,Castilleja de Guzmán,Sevilla,Castilleja de Guzmán,1,0,0,3,0
41029,Castilleja de la Cuesta,Sevilla,Castilleja de la Cuesta,1,1,1,18,0
41030,Castilleja del Campo,Sevilla,Castilleja del Campo,1,0,0,3,0
18045,Castilléjar,Granada,Castilléjar,3,0,0,3,0
16068,Castillejo de Iniesta,Cuenca,Castillejo de Iniesta,1,0,0,0,0
37096,Castillejo de Martín Viejo,Salamanca,Castillejo de Martín Viejo,1,0,0,0,0
40046,Castillejo de Mesleón,Segovia,Castillejo de Mesleón,1,0,0,0,0
42058,Castillejo de Robledo,Soria,Castillejo de Robledo,1,0,0,0,0
16070,Castillejo-Sierra,Cuenca,Castillejo-Sierra,1,0,0,0,0
45043,Castillo de Bayuela,Toledo,Castillo de Bayuela,1,1,0,0,0
16072,Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz,1,0,0,0,0
41031,Castillo de las Guardas (El),Sevilla,El Castillo de las Guardas,1,1,0,3,0
23026,Castillo de Locubín,Jaén,Castillo de Locubín,2,1,0,4,0
12041,Castillo de Villamalefa,Castellón,Castillo de Villamalefa,1,0,0,0,0
16071,Castillo-Albaráñez,Cuenca,Castillo-Albaráñez,1,0,0,0,0
22089,Castillonroy,Huesca,Castillonroy,1,0,0,0,0
31071,Castillonuevo,Navarra,Castillonuevo,0,0,0,0,0
19079,Castilnuevo,Guadalajara,Castilnuevo,1,0,0,0,0
42057,Castilruiz,Soria,Castilruiz,2,0,0,0,0
37097,Castraz,Salamanca,Castraz,1,0,0,0,0
34049,Castrejón de la Peña,Palencia,Castrejón de la Peña,5,0,0,0,0
47037,Castrejón de Trabancos,Valladolid,Castrejón de Trabancos,1,0,0,0,0
32022,Castrelo de Miño,Ourense,Castrelo de Miño,1,0,0,0,0
32021,Castrelo do Val,Ourense,Castrelo do Val,1,0,0,1,0
18046,Castril,Granada,Castril,3,1,0,3,0
24043,Castrillo de Cabrera,León,Castrillo de Cabrera,4,0,0,0,0
34050,Castrillo de Don Juan,Palencia,Castrillo de Don Juan,1,0,0,0,0
47038,Castrillo de Duero,Valladolid,Castrillo de Duero,1,0,0,0,0
49040,Castrillo de la Guareña,Zamora,Castrillo de la Guareña,1,0,0,0,0
9084,Castrillo de la Reina,Burgos,Castrillo de la Reina,1,0,0,0,0
24044,Castrillo de la Valduerna,León,Castrillo de la Valduerna,1,0,0,0,0
9085,Castrillo de la Vega,Burgos,Castrillo de la Vega,1,0,0,0,0
34051,Castrillo de Onielo,Palencia,Castrillo de Onielo,1,0,0,0,0
9088,Castrillo de Riopisuerga,Burgos,Castrillo de Riopisuerga,2,0,0,0,0
34052,Castrillo de Villavega,Palencia,Castrillo de Villavega,1,0,0,0,0
9086,Castrillo del Val,Burgos,Castrillo del Val,1,0,0,1,0
9090,Castrillo Mota de Judíos,Burgos,Castrillo Mota de Judíos,1,0,0,0,0
47039,Castrillo-Tejeriego,Valladolid,Castrillo-Tejeriego,1,0,0,0,0
33016,Castrillón,Asturias,Castrillón,2,1,0,7,0
32023,Castro Caldelas,Ourense,Castro Caldelas,1,1,0,0,0
4033,Castro de Filabres,Almería,Castro de Filabres,1,0,0,0,0
40047,Castro de Fuentidueña,Segovia,Castro de Fuentidueña,1,0,0,0,0
27010,Castro de Rei,Lugo,Castro de Rei,2,0,0,1,0
14019,Castro del Río,Córdoba,Castro del Río,2,1,0,8,0
39020,Castro-Urdiales,Cantabria,Castro-Urdiales,2,1,0,16,0
47040,Castrobol,Valladolid,Castrobol,1,0,0,0,0
24046,Castrocalbón,León,Castrocalbón,4,0,0,0,0
24047,Castrocontrigo,León,Castrocontrigo,6,0,0,1,0
47041,Castrodeza,Valladolid,Castrodeza,1,0,0,0,0
49041,Castrogonzalo,Zamora,Castrogonzalo,1,0,0,0,0
9091,Castrojeriz,Burgos,Castrojeriz,6,0,0,1,0
40048,Castrojimeno,Segovia,Castrojimeno,1,0,0,0,0
47042,Castromembibre,Valladolid,Castromembibre,1,0,0,0,0
34053,Castromocho,Palencia,Castromocho,1,0,0,0,0
47043,Castromonte,Valladolid,Castromonte,2,0,0,1,0
49042,Castronuevo,Zamora,Castronuevo,1,0,0,0,0
47044,Castronuevo de Esgueva,Valladolid,Castronuevo de Esgueva,1,0,0,0,0
47045,Castronuño,Valladolid,Castronuño,1,0,0,1,0
24049,Castropodame,León,Castropodame,7,0,0,1,0
33017,Castropol,Asturias,Castropol,2,0,0,2,0
47046,Castroponce,Valladolid,Castroponce,1,0,0,0,0
40049,Castroserna de Abajo,Segovia,Castroserna de Abajo,1,0,0,0,0
40051,Castroserracín,Segovia,Castroserracín,1,0,0,0,0
24050,Castrotierra de Valmadrigal,León,Castrotierra de Valmadrigal,1,0,0,0,0
27011,Castroverde,Lugo,Castroverde,1,0,0,4,0
49043,Castroverde de Campos,Zamora,Castroverde de Campos,1,0,0,0,0
47047,Castroverde de Cerrato,Valladolid,Castroverde de Cerrato,1,0,0,0,0
26044,Castroviejo,La Rioja,Castroviejo,1,0,0,0,0
6036,Castuera,Badajoz,Castuera,1,1,0,5,0
46093,Catadau,Valencia,Catadau,1,0,0,4,0
