municipio,provincia,municipio_nombre_humano,codigo_ine,comunidad_autonoma
Petrer,Alicante,Petrer,3104,Comunidad Valenciana
Petrés,Valencia,Petrés,46192,Comunidad Valenciana
Pétrola,Albacete,Pétrola,2061,Castilla-La Mancha
Peza (La),Granada,La Peza,18154,Andalucía
Pezuela de las Torres,Madrid,Pezuela de las Torres,28111,Comunidad de Madrid
Pías,Zamora,Pías,49154,Castilla y León
Picanya,Valencia,Picanya,46193,Comunidad Valenciana
Picassent,Valencia,Picassent,46194,Comunidad Valenciana
Picazo (El),Cuenca,El Picazo,16158,Castilla-La Mancha
Picón,Ciudad Real,Picón,13062,Castilla-La Mancha
Piedrabuena,Ciudad Real,Piedrabuena,13063,Castilla-La Mancha
Piedrahíta,Ávila,Piedrahíta,5186,Castilla y León
Piedrahita de Castro,Zamora,Piedrahita de Castro,49155,Castilla y León
Piedralaves,Ávila,Piedralaves,5187,Castilla y León
Piedramillera,Navarra,Piedramillera,31204,Comunidad Foral de Navarra
Piedras Albas,Cáceres,Piedras Albas,10145,Extremadura
Piedratajada,Zaragoza,Piedratajada,50207,Aragón
Piélagos,Cantabria,Piélagos,39052,Cantabria
Piera,Barcelona,Piera,8161,Cataluña
Piérnigas,Burgos,Piérnigas,9265,Castilla y León
Pilar de la Horadada,Alicante,Pilar de la Horadada,3902,Comunidad Valenciana
Pilas,Sevilla,Pilas,41075,Andalucía
Piles,Valencia,Piles,46195,Comunidad Valenciana
Piles (Les),Tarragona,Les Piles,43105,Cataluña
Piloña,Asturias,Piloña,33049,Principado de Asturias
Pina de Ebro,Zaragoza,Pina de Ebro,50208,Aragón
Pina de Montalgrao,Castellón,Pina de Montalgrao,12090,Comunidad Valenciana
Pinar (El),Granada,El Pinar,18910,Andalucía
Pinar de El Hierro (El),Santa Cruz de Tenerife,El Pinar de El Hierro,38901,Islas Canarias
Pinarejo,Cuenca,Pinarejo,16159,Castilla-La Mancha
Pinarejos,Segovia,Pinarejos,40159,Castilla y León
Pinarnegrillo,Segovia,Pinarnegrillo,40160,Castilla y León
Pineda de Gigüela,Cuenca,Pineda de Gigüela,16160,Castilla-La Mancha
Pineda de la Sierra,Burgos,Pineda de la Sierra,9266,Castilla y León
Pineda de Mar,Barcelona,Pineda de Mar,8163,Cataluña
Pineda Trasmonte,Burgos,Pineda Trasmonte,9267,Castilla y León
Pinedas,Salamanca,Pinedas,37252,Castilla y León
Pinell de Brai (El),Tarragona,El Pinell de Brai,43106,Cataluña
Pinell de Solsonès,Lleida,Pinell de Solsonès,25166,Cataluña
Pinet,Valencia,Pinet,46196,Comunidad Valenciana
Pinilla de Jadraque,Guadalajara,Pinilla de Jadraque,19218,Castilla-La Mancha
Pinilla de los Barruecos,Burgos,Pinilla de los Barruecos,9268,Castilla y León
Pinilla de los Moros,Burgos,Pinilla de los Moros,9269,Castilla y León
Pinilla de Molina,Guadalajara,Pinilla de Molina,19219,Castilla-La Mancha
Pinilla de Toro,Zamora,Pinilla de Toro,49156,Castilla y León
Pinilla del Campo,Soria,Pinilla del Campo,42139,Castilla y León
Pinilla del Valle,Madrid,Pinilla del Valle,28112,Comunidad de Madrid
Pinilla Trasmonte,Burgos,Pinilla Trasmonte,9270,Castilla y León
Pinillos,La Rioja,Pinillos,26115,La Rioja
Pino (O),A Coruña,O Pino,15066,Galicia
Pino de Tormes (El),Salamanca,El Pino de Tormes,37253,Castilla y León
Pino del Oro,Zamora,Pino del Oro,49157,Castilla y León
Pino del Río,Palencia,Pino del Río,34129,Castilla y León
Pinofranqueado,Cáceres,Pinofranqueado,10146,Extremadura
Pinós,Lleida,Pinós,25167,Cataluña
Pinós (El)/Pinoso,Alicante,El Pinós/Pinoso,3105,Comunidad Valenciana
Pinos Genil,Granada,Pinos Genil,18157,Andalucía
Pinos Puente,Granada,Pinos Puente,18158,Andalucía
Pinseque,Zaragoza,Pinseque,50209,Aragón
Pintanos (Los),Zaragoza,Los Pintanos,50210,Aragón
Pinto,Madrid,Pinto,28113,Comunidad de Madrid
Piña de Campos,Palencia,Piña de Campos,34130,Castilla y León
Piña de Esgueva,Valladolid,Piña de Esgueva,47117,Castilla y León
Píñar,Granada,Píñar,18159,Andalucía
Piñel de Abajo,Valladolid,Piñel de Abajo,47118,Castilla y León
Piñel de Arriba,Valladolid,Piñel de Arriba,47119,Castilla y León
Piñero (El),Zamora,El Piñero,49158,Castilla y León
Piñor,Ourense,Piñor,32061,Galicia
Piñuécar-Gandullas,Madrid,Piñuécar-Gandullas,28114,Comunidad de Madrid
Piornal,Cáceres,Piornal,10147,Extremadura
Pioz,Guadalajara,Pioz,19220,Castilla-La Mancha
Piqueras,Guadalajara,Piqueras,19221,Castilla-La Mancha
Piqueras del Castillo,Cuenca,Piqueras del Castillo,16161,Castilla-La Mancha
Pira,Tarragona,Pira,43107,Cataluña
Piracés,Huesca,Piracés,22181,Aragón
Pitarque,Teruel,Pitarque,44183,Aragón
Pitiegua,Salamanca,Pitiegua,37254,Castilla y León
Pitillas,Navarra,Pitillas,31205,Comunidad Foral de Navarra
Pizarra,Málaga,Pizarra,29080,Andalucía
Pizarral,Salamanca,Pizarral,37255,Castilla y León
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,43108,Cataluña
Pla del Penedès (El),Barcelona,El Pla del Penedès,8164,Cataluña
Plan,Huesca,Plan,22182,Aragón
Planes,Alicante,Planes,3106,Comunidad Valenciana
Planes d'Hostoles (Les),Girona,Les Planes d'Hostoles,17133,Cataluña
Planoles,Girona,Planoles,17134,Cataluña
Plans de Sió (Els),Lleida,Els Plans de Sió,25911,Cataluña
Plasencia,Cáceres,Plasencia,10148,Extremadura
Plasencia de Jalón,Zaragoza,Plasencia de Jalón,50211,Aragón
Plasenzuela,Cáceres,Plasenzuela,10149,Extremadura
Pleitas,Zaragoza,Pleitas,50212,Aragón
Plenas,Zaragoza,Plenas,50213,Aragón
Plentzia,Bizkaia,Plentzia,48077,País Vasco
Pliego,Murcia,Pliego,30032,Región de Murcia
Plou,Teruel,Plou,44184,Aragón
Poal (El),Lleida,El Poal,25168,Cataluña
Pobla (Sa),Illes Balears,Sa Pobla,7044,Islas Baleares
Pobla de Benifassà (La),Castellón,La Pobla de Benifassà,12093,Comunidad Valenciana
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,25169,Cataluña
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt,8165,Cataluña
Pobla de Farnals (La),Valencia,La Pobla de Farnals,46199,Comunidad Valenciana
Pobla de Lillet (La),Barcelona,La Pobla de Lillet,8166,Cataluña
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,43109,Cataluña
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,43110,Cataluña
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,43111,Cataluña
Pobla de Segur (La),Lleida,La Pobla de Segur,25171,Cataluña
Pobla de Vallbona (La),Valencia,La Pobla de Vallbona,46202,Comunidad Valenciana
Pobla del Duc (La),Valencia,La Pobla del Duc,46200,Comunidad Valenciana
Pobla Llarga (La),Valencia,La Pobla Llarga,46203,Comunidad Valenciana
Pobla Tornesa (La),Castellón,La Pobla Tornesa,12094,Comunidad Valenciana
Población de Arroyo,Palencia,Población de Arroyo,34131,Castilla y León
Población de Campos,Palencia,Población de Campos,34132,Castilla y León
Población de Cerrato,Palencia,Población de Cerrato,34133,Castilla y León
Pobladura de Pelayo García,León,Pobladura de Pelayo García,24113,Castilla y León
Pobladura de Valderaduey,Zamora,Pobladura de Valderaduey,49160,Castilla y León
Pobladura del Valle,Zamora,Pobladura del Valle,49159,Castilla y León
Poblete,Ciudad Real,Poblete,13064,Castilla-La Mancha
Poblets (Els),Alicante,Els Poblets,3901,Comunidad Valenciana
Pobo (El),Teruel,El Pobo,44185,Aragón
Pobo de Dueñas (El),Guadalajara,El Pobo de Dueñas,19222,Castilla-La Mancha
Poboleda,Tarragona,Poboleda,43112,Cataluña
Pobra de Trives (A),Ourense,A Pobra de Trives,32063,Galicia
Pobra do Brollón (A),Lugo,A Pobra do Brollón,27047,Galicia
Pobra do Caramiñal (A),A Coruña,A Pobra do Caramiñal,15067,Galicia
Poio,Pontevedra,Poio,36041,Galicia
Pol,Lugo,Pol,27046,Galicia
Pola de Gordón (La),León,La Pola de Gordón,24114,Castilla y León
Polaciones,Cantabria,Polaciones,39053,Cantabria
Polán,Toledo,Polán,45133,Castilla-La Mancha
Polanco,Cantabria,Polanco,39054,Cantabria
Polentinos,Palencia,Polentinos,34134,Castilla y León
Poleñino,Huesca,Poleñino,22184,Aragón
Polícar,Granada,Polícar,18161,Andalucía
Polinyà,Barcelona,Polinyà,8167,Cataluña
Polinyà de Xúquer,Valencia,Polinyà de Xúquer,46197,Comunidad Valenciana
Pollença,Illes Balears,Pollença,7042,Islas Baleares
Pollos,Valladolid,Pollos,47121,Castilla y León
Polop,Alicante,Polop,3107,Comunidad Valenciana
Polopos,Granada,Polopos,18162,Andalucía
Pomar de Valdivia,Palencia,Pomar de Valdivia,34135,Castilla y León
Pomer,Zaragoza,Pomer,50214,Aragón
Ponferrada,León,Ponferrada,24115,Castilla y León
Ponga,Asturias,Ponga,33050,Principado de Asturias
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,43113,Cataluña
Pont de Bar (El),Lleida,El Pont de Bar,25030,Cataluña
Pont de Molins,Girona,Pont de Molins,17135,Cataluña
Pont de Suert (El),Lleida,El Pont de Suert,25173,Cataluña
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort,8182,Cataluña
Ponte Caldelas,Pontevedra,Ponte Caldelas,36043,Galicia
Ponteareas,Pontevedra,Ponteareas,36042,Galicia
Ponteceso,A Coruña,Ponteceso,15068,Galicia
Pontecesures,Pontevedra,Pontecesures,36044,Galicia
Pontedeume,A Coruña,Pontedeume,15069,Galicia
Pontedeva,Ourense,Pontedeva,32064,Galicia
Pontenova (A),Lugo,A Pontenova,27048,Galicia
Pontes de García Rodríguez (As),A Coruña,As Pontes de García Rodríguez,15070,Galicia
Pontevedra,Pontevedra,Pontevedra,36038,Galicia
Pontils,Tarragona,Pontils,43141,Cataluña
Pontons,Barcelona,Pontons,8168,Cataluña
Pontós,Girona,Pontós,17136,Cataluña
Ponts,Lleida,Ponts,25172,Cataluña
Porcuna,Jaén,Porcuna,23069,Andalucía
Porqueira,Ourense,Porqueira,32062,Galicia
Porqueres,Girona,Porqueres,17137,Cataluña
Porrera,Tarragona,Porrera,43114,Cataluña
Porreres,Illes Balears,Porreres,7043,Islas Baleares
Porriño (O),Pontevedra,O Porriño,36039,Galicia
Port de la Selva (El),Girona,El Port de la Selva,17140,Cataluña
Portaje,Cáceres,Portaje,10150,Extremadura
Portalrubio de Guadamejud,Cuenca,Portalrubio de Guadamejud,16162,Castilla-La Mancha
Portas,Pontevedra,Portas,36040,Galicia
Portbou,Girona,Portbou,17138,Cataluña
Portell de Morella,Castellón,Portell de Morella,12091,Comunidad Valenciana
Portella (La),Lleida,La Portella,25174,Cataluña
Portellada (La),Teruel,La Portellada,44187,Aragón
Portezuelo,Cáceres,Portezuelo,10151,Extremadura
Portilla,Cuenca,Portilla,16163,Castilla-La Mancha
Portillo,Valladolid,Portillo,47122,Castilla y León
Portillo de Soria,Soria,Portillo de Soria,42140,Castilla y León
Portillo de Toledo,Toledo,Portillo de Toledo,45134,Castilla-La Mancha
Porto,Zamora,Porto,49162,Castilla y León
Porto do Son,A Coruña,Porto do Son,15071,Galicia
Portomarín,Lugo,Portomarín,27049,Galicia
Portugalete,Bizkaia,Portugalete,48078,País Vasco
Pórtugos,Granada,Pórtugos,18163,Andalucía
Porzuna,Ciudad Real,Porzuna,13065,Castilla-La Mancha
Posada de Valdeón,León,Posada de Valdeón,24116,Castilla y León
Posadas,Córdoba,Posadas,14053,Andalucía
Potes,Cantabria,Potes,39055,Cantabria
Potries,Valencia,Potries,46198,Comunidad Valenciana
Poveda,Ávila,Poveda,5188,Castilla y León
Poveda de la Sierra,Guadalajara,Poveda de la Sierra,19223,Castilla-La Mancha
Poveda de las Cintas,Salamanca,Poveda de las Cintas,37256,Castilla y León
Póveda de Soria (La),Soria,La Póveda de Soria,42141,Castilla y León
Povedilla,Albacete,Povedilla,2062,Castilla-La Mancha
Poyales del Hoyo,Ávila,Poyales del Hoyo,5189,Castilla y León
Poyatos,Cuenca,Poyatos,16165,Castilla-La Mancha
Poza de la Sal,Burgos,Poza de la Sal,9272,Castilla y León
Poza de la Vega,Palencia,Poza de la Vega,34136,Castilla y León
Pozal de Gallinas,Valladolid,Pozal de Gallinas,47123,Castilla y León
Pozaldez,Valladolid,Pozaldez,47124,Castilla y León
Pozalmuro,Soria,Pozalmuro,42142,Castilla y León
Pozán de Vero,Huesca,Pozán de Vero,22186,Aragón
Pozanco,Ávila,Pozanco,5190,Castilla y León
Pozo Alcón,Jaén,Pozo Alcón,23070,Andalucía
Pozo Cañada,Albacete,Pozo Cañada,2901,Castilla-La Mancha
Pozo de Almoguera,Guadalajara,Pozo de Almoguera,19224,Castilla-La Mancha
Pozo de Guadalajara,Guadalajara,Pozo de Guadalajara,19225,Castilla-La Mancha
Pozo de Urama,Palencia,Pozo de Urama,34137,Castilla y León
Pozo-Lorente,Albacete,Pozo-Lorente,2064,Castilla-La Mancha
Pozoamargo,Cuenca,Pozoamargo,16166,Castilla-La Mancha
Pozoantiguo,Zamora,Pozoantiguo,49163,Castilla y León
Pozoblanco,Córdoba,Pozoblanco,14054,Andalucía
Pozohondo,Albacete,Pozohondo,2063,Castilla-La Mancha
Pozondón,Teruel,Pozondón,44189,Aragón
Pozorrubielos de la Mancha,Cuenca,Pozorrubielos de la Mancha,16908,Castilla-La Mancha
Pozorrubio de Santiago,Cuenca,Pozorrubio de Santiago,16167,Castilla-La Mancha
Pozos de Hinojo,Salamanca,Pozos de Hinojo,37257,Castilla y León
Pozuel de Ariza,Zaragoza,Pozuel de Ariza,50215,Aragón
Pozuel del Campo,Teruel,Pozuel del Campo,44190,Aragón
Pozuelo,Albacete,Pozuelo,2065,Castilla-La Mancha
Pozuelo (El),Cuenca,El Pozuelo,16169,Castilla-La Mancha
Pozuelo de Alarcón,Madrid,Pozuelo de Alarcón,28115,Comunidad de Madrid
Pozuelo de Aragón,Zaragoza,Pozuelo de Aragón,50216,Aragón
Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava,13066,Castilla-La Mancha
Pozuelo de la Orden,Valladolid,Pozuelo de la Orden,47125,Castilla y León
Pozuelo de Tábara,Zamora,Pozuelo de Tábara,49164,Castilla y León
Pozuelo de Zarzón,Cáceres,Pozuelo de Zarzón,10152,Extremadura
Pozuelo del Páramo,León,Pozuelo del Páramo,24117,Castilla y León
Pozuelo del Rey,Madrid,Pozuelo del Rey,28116,Comunidad de Madrid
Pozuelos de Calatrava (Los),Ciudad Real,Los Pozuelos de Calatrava,13067,Castilla-La Mancha
Prádanos de Bureba,Burgos,Prádanos de Bureba,9273,Castilla y León
Prádanos de Ojeda,Palencia,Prádanos de Ojeda,34139,Castilla y León
Pradejón,La Rioja,Pradejón,26117,La Rioja
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta,43115,Cataluña
Prádena,Segovia,Prádena,40162,Castilla y León
Prádena de Atienza,Guadalajara,Prádena de Atienza,19226,Castilla-La Mancha
Prádena del Rincón,Madrid,Prádena del Rincón,28117,Comunidad de Madrid
Prades,Tarragona,Prades,43116,Cataluña
Pradilla de Ebro,Zaragoza,Pradilla de Ebro,50217,Aragón
Pradillo,La Rioja,Pradillo,26118,La Rioja
Prado,Zamora,Prado,49165,Castilla y León
Prado de la Guzpeña,León,Prado de la Guzpeña,24118,Castilla y León
Prado del Rey,Cádiz,Prado del Rey,11026,Andalucía
Pradoluengo,Burgos,Pradoluengo,9274,Castilla y León
Prados Redondos,Guadalajara,Prados Redondos,19227,Castilla-La Mancha
Pradosegar,Ávila,Pradosegar,5191,Castilla y León
Prat de Comte,Tarragona,Prat de Comte,43117,Cataluña
Prat de Llobregat (El),Barcelona,El Prat de Llobregat,8169,Cataluña
Pratdip,Tarragona,Pratdip,43118,Cataluña
Prats de Lluçanès,Barcelona,Prats de Lluçanès,8171,Cataluña
Prats de Rei (Els),Barcelona,Els Prats de Rei,8170,Cataluña
Prats i Sansor,Lleida,Prats i Sansor,25175,Cataluña
Pravia,Asturias,Pravia,33051,Principado de Asturias
Preixana,Lleida,Preixana,25176,Cataluña
Preixens,Lleida,Preixens,25177,Cataluña
Préjano,La Rioja,Préjano,26119,La Rioja
Premià de Dalt,Barcelona,Premià de Dalt,8230,Cataluña
Premià de Mar,Barcelona,Premià de Mar,8172,Cataluña
Presencio,Burgos,Presencio,9275,Castilla y León
Preses (Les),Girona,Les Preses,17139,Cataluña
Priaranza del Bierzo,León,Priaranza del Bierzo,24119,Castilla y León
Priego,Cuenca,Priego,16170,Castilla-La Mancha
Priego de Córdoba,Córdoba,Priego de Córdoba,14055,Andalucía
Prioro,León,Prioro,24120,Castilla y León
Proaza,Asturias,Proaza,33052,Principado de Asturias
Provencio (El),Cuenca,El Provencio,16171,Castilla-La Mancha
Prullans,Lleida,Prullans,25179,Cataluña
Pruna,Sevilla,Pruna,41076,Andalucía
Puçol,Valencia,Puçol,46205,Comunidad Valenciana
Puebla de Albortón,Zaragoza,Puebla de Albortón,50218,Aragón
Puebla de Alcocer,Badajoz,Puebla de Alcocer,6102,Extremadura
Puebla de Alfindén (La),Zaragoza,La Puebla de Alfindén,50219,Aragón
Puebla de Almenara,Cuenca,Puebla de Almenara,16172,Castilla-La Mancha
Puebla de Almoradiel (La),Toledo,La Puebla de Almoradiel,45135,Castilla-La Mancha
Puebla de Arenoso,Castellón,Puebla de Arenoso,12092,Comunidad Valenciana
Puebla de Arganzón (La),Burgos,La Puebla de Arganzón,9276,Castilla y León
Puebla de Azaba,Salamanca,Puebla de Azaba,37258,Castilla y León
Puebla de Beleña,Guadalajara,Puebla de Beleña,19228,Castilla-La Mancha
Puebla de Castro (La),Huesca,La Puebla de Castro,22187,Aragón
Puebla de Cazalla (La),Sevilla,La Puebla de Cazalla,41077,Andalucía
Puebla de Don Fadrique,Granada,Puebla de Don Fadrique,18164,Andalucía
Puebla de Don Rodrigo,Ciudad Real,Puebla de Don Rodrigo,13068,Castilla-La Mancha
Puebla de Guzmán,Huelva,Puebla de Guzmán,21058,Andalucía
Puebla de Híjar (La),Teruel,La Puebla de Híjar,44191,Aragón
Puebla de la Calzada,Badajoz,Puebla de la Calzada,6103,Extremadura
Puebla de la Reina,Badajoz,Puebla de la Reina,6104,Extremadura
Puebla de la Sierra,Madrid,Puebla de la Sierra,28118,Comunidad de Madrid
Puebla de Lillo,León,Puebla de Lillo,24121,Castilla y León
Puebla de los Infantes (La),Sevilla,La Puebla de los Infantes,41078,Andalucía
Puebla de Montalbán (La),Toledo,La Puebla de Montalbán,45136,Castilla-La Mancha
Puebla de Obando,Badajoz,Puebla de Obando,6107,Extremadura
Puebla de Pedraza,Segovia,Puebla de Pedraza,40163,Castilla y León
Puebla de San Medel,Salamanca,Puebla de San Medel,37259,Castilla y León
Puebla de San Miguel,Valencia,Puebla de San Miguel,46201,Comunidad Valenciana
Puebla de Sanabria,Zamora,Puebla de Sanabria,49166,Castilla y León
Puebla de Sancho Pérez,Badajoz,Puebla de Sancho Pérez,6108,Extremadura
Puebla de Valdavia (La),Palencia,La Puebla de Valdavia,34140,Castilla y León
Puebla de Valles,Guadalajara,Puebla de Valles,19229,Castilla-La Mancha
Puebla de Valverde (La),Teruel,La Puebla de Valverde,44192,Aragón
Puebla de Yeltes,Salamanca,Puebla de Yeltes,37260,Castilla y León
Puebla del Maestre,Badajoz,Puebla del Maestre,6105,Extremadura
Puebla del Príncipe,Ciudad Real,Puebla del Príncipe,13069,Castilla-La Mancha
Puebla del Prior,Badajoz,Puebla del Prior,6106,Extremadura
Puebla del Río (La),Sevilla,La Puebla del Río,41079,Andalucía
Puebla del Salvador,Cuenca,Puebla del Salvador,16174,Castilla-La Mancha
Pueblanueva (La),Toledo,La Pueblanueva,45137,Castilla-La Mancha
Pueblica de Valverde,Zamora,Pueblica de Valverde,49167,Castilla y León
Pueblonuevo de Miramontes,Cáceres,Pueblonuevo de Miramontes,10905,Extremadura
Pueblonuevo del Guadiana,Badajoz,Pueblonuevo del Guadiana,6902,Extremadura
Puendeluna,Zaragoza,Puendeluna,50220,Aragón
Puente de Domingo Flórez,León,Puente de Domingo Flórez,24122,Castilla y León
Puente de Génave,Jaén,Puente de Génave,23071,Andalucía
Puente de Montañana,Huesca,Puente de Montañana,22188,Aragón
Puente del Arzobispo (El),Toledo,El Puente del Arzobispo,45138,Castilla-La Mancha
Puente del Congosto,Salamanca,Puente del Congosto,37261,Castilla y León
Puente Genil,Córdoba,Puente Genil,14056,Andalucía
Puente la Reina de Jaca,Huesca,Puente la Reina de Jaca,22902,Aragón
Puente la Reina/Gares,Navarra,Puente la Reina/Gares,31206,Comunidad Foral de Navarra
Puente Viesgo,Cantabria,Puente Viesgo,39056,Cantabria
Puentedura,Burgos,Puentedura,9277,Castilla y León
Puentes Viejas,Madrid,Puentes Viejas,28902,Comunidad de Madrid
Puerta de Segura (La),Jaén,La Puerta de Segura,23072,Andalucía
Puertas,Salamanca,Puertas,37262,Castilla y León
Puerto Castilla,Ávila,Puerto Castilla,5192,Castilla y León
Puerto de Béjar,Salamanca,Puerto de Béjar,37263,Castilla y León
Puerto de la Cruz,Santa Cruz de Tenerife,Puerto de la Cruz,38028,Islas Canarias
Puerto de San Vicente,Toledo,Puerto de San Vicente,45139,Castilla-La Mancha
Puerto de Santa Cruz,Cáceres,Puerto de Santa Cruz,10153,Extremadura
Puerto de Santa María (El),Cádiz,El Puerto de Santa María,11027,Andalucía
Puerto del Rosario,Las Palmas,Puerto del Rosario,35017,Islas Canarias
Puerto Lápice,Ciudad Real,Puerto Lápice,13070,Castilla-La Mancha
Puerto Lumbreras,Murcia,Puerto Lumbreras,30033,Región de Murcia
Puerto Moral,Huelva,Puerto Moral,21059,Andalucía
Puerto Real,Cádiz,Puerto Real,11028,Andalucía
Puerto Seguro,Salamanca,Puerto Seguro,37264,Castilla y León
Puerto Serrano,Cádiz,Puerto Serrano,11029,Andalucía
Puértolas,Huesca,Puértolas,22189,Aragón
Puertollano,Ciudad Real,Puertollano,13071,Castilla-La Mancha
Puertomingalvo,Teruel,Puertomingalvo,44193,Aragón
Pueyo,Navarra,Pueyo,31207,Comunidad Foral de Navarra
Pueyo de Araguás (El),Huesca,El Pueyo de Araguás,22190,Aragón
Pueyo de Santa Cruz,Huesca,Pueyo de Santa Cruz,22193,Aragón
Puig de Santa Maria (El),Valencia,El Puig de Santa Maria,46204,Comunidad Valenciana
Puig-reig,Barcelona,Puig-reig,8175,Cataluña
Puigcerdà,Girona,Puigcerdà,17141,Cataluña
Puigdàlber,Barcelona,Puigdàlber,8174,Cataluña
Puiggròs,Lleida,Puiggròs,25180,Cataluña
Puigpelat,Tarragona,Puigpelat,43119,Cataluña
Puigpunyent,Illes Balears,Puigpunyent,7045,Islas Baleares
Puigverd d'Agramunt,Lleida,Puigverd d'Agramunt,25181,Cataluña
Puigverd de Lleida,Lleida,Puigverd de Lleida,25182,Cataluña
Pujalt,Barcelona,Pujalt,8176,Cataluña
Pujerra,Málaga,Pujerra,29081,Andalucía
Pulgar,Toledo,Pulgar,45140,Castilla-La Mancha
Pulianas,Granada,Pulianas,18165,Andalucía
Pulpí,Almería,Pulpí,4075,Andalucía
Punta Umbría,Huelva,Punta Umbría,21060,Andalucía
Puntagorda,Santa Cruz de Tenerife,Puntagorda,38029,Islas Canarias
