municipio,provincia,municipio_nombre_humano,lat,lon,elevation
Cisla,Ávila,Cisla,40.96662,-5.01406,850
Colilla (La),Ávila,La Colilla,40.644661,-4.760599,1110
Collado de Contreras,Ávila,Collado de Contreras,40.88743,-4.9314,914
Collado del Mirón,Ávila,Collado del Mirón,40.55307,-5.35398,1166
Constanzana,Ávila,Constanzana,40.93821,-4.87515,890
Crespos,Ávila,Crespos,40.870953,-4.970757,928
Cuevas del Valle,Ávila,Cuevas del Valle,40.29418,-5.00938,858
Diego del Carpio,Ávila,Diego del Carpio,40.666303,-5.33158,1028
Donjimeno,Ávila,Donjimeno,40.95978,-4.84627,884
Donvidas,Ávila,Donvidas,41.08954,-4.80634,868
Espinosa de los Caballeros,Ávila,Espinosa de los Caballeros,41.0087,-4.6537,858
Flores de Ávila,Ávila,Flores de Ávila,40.93358,-5.07914,895
Fontiveros,Ávila,Fontiveros,40.930535,-4.965307,888
Fresnedilla,Ávila,Fresnedilla,40.23233,-4.62201,619
Fresno (El),Ávila,El Fresno,40.61572,-4.75746,1076
Fuente el Saúz,Ávila,Fuente el Saúz,40.97771,-4.90825,877
Fuentes de Año,Ávila,Fuentes de Año,41.01769,-4.89908,824
Gallegos de Altamiros,Ávila,Gallegos de Altamiros,40.70634,-4.90643,1217
Gallegos de Sobrinos,Ávila,Gallegos de Sobrinos,40.71693,-5.11224,1158
Garganta del Villar,Ávila,Garganta del Villar,40.44965,-5.1042,1462
Gavilanes,Ávila,Gavilanes,40.27791,-4.85321,688
Gemuño,Ávila,Gemuño,40.59159,-4.78178,1108
Gil García,Ávila,Gil García,40.28104,-5.592565,1500
Gilbuena,Ávila,Gilbuena,40.42206,-5.59201,1149
Gimialcón,Ávila,Gimialcón,40.87705,-5.12308,945
Gotarrendura,Ávila,Gotarrendura,40.82652,-4.7409,932
Grandes y San Martín,Ávila,Grandes y San Martín,40.763114,-4.970927,1049
Guisando,Ávila,Guisando,40.22225,-5.1395,772
Gutierre-Muñoz,Ávila,Gutierre-Muñoz,40.98295,-4.63839,884
Hernansancho,Ávila,Hernansancho,40.85753,-4.73045,903
Herradón de Pinares,Ávila,Herradón de Pinares,40.597608,-4.495836,1361
Herreros de Suso,Ávila,Herreros de Suso,40.803861,-5.038958,1011
Higuera de las Dueñas,Ávila,Higuera de las Dueñas,40.23903,-4.60361,631
Hija de Dios (La),Ávila,La Hija de Dios,40.53013,-4.96734,1185
Horcajada (La),Ávila,La Horcajada,40.43674,-5.46615,1021
Horcajo de las Torres,Ávila,Horcajo de las Torres,41.06497,-5.09092,819
Hornillo (El),Ávila,El Hornillo,40.24994,-5.10356,738
Hoyo de Pinares (El),Ávila,El Hoyo de Pinares,40.5005,-4.422379,841
Hoyocasero,Ávila,Hoyocasero,40.3989,-4.97455,1355
Hoyorredondo,Ávila,Hoyorredondo,40.4627,-5.41097,1046
Hoyos de Miguel Muñoz,Ávila,Hoyos de Miguel Muñoz,40.39237,-5.06713,1540
Hoyos del Collado,Ávila,Hoyos del Collado,40.35945,-5.20027,1494
Hoyos del Espino,Ávila,Hoyos del Espino,40.35623,-5.17505,1439
Hurtumpascual,Ávila,Hurtumpascual,40.692,-5.11379,1172
Junciana,Ávila,Junciana,40.41076,-5.55698,999
Langa,Ávila,Langa,41.0055,-4.85946,869
Lanzahíta,Ávila,Lanzahíta,40.205188,-4.932959,462
Llanos de Tormes (Los),Ávila,Los Llanos de Tormes,40.32773,-5.50016,1047
Losar del Barco (El),Ávila,El Losar del Barco,40.397153,-5.537609,1003
Madrigal de las Altas Torres,Ávila,Madrigal de las Altas Torres,41.08999,-4.997505,811
Maello,Ávila,Maello,40.80929,-4.51186,1031
Malpartida de Corneja,Ávila,Malpartida de Corneja,40.52208,-5.35026,1024
Mamblas,Ávila,Mamblas,41.01925,-5.00874,818
Mancera de Arriba,Ávila,Mancera de Arriba,40.79139,-5.14772,942
Manjabálago y Ortigosa de Rioalmar,Ávila,Manjabálago y Ortigosa de Rioalmar,40.66441,-5.07719,1294
Marlín,Ávila,Marlín,40.712201,-4.827554,1222
Martiherrero,Ávila,Martiherrero,40.67392,-4.78156,1231
Martínez,Ávila,Martínez,40.63046,-5.34801,1103
Mediana de Voltoya,Ávila,Mediana de Voltoya,40.70104,-4.56341,1109
Medinilla,Ávila,Medinilla,40.43967,-5.61772,1065
Mengamuñoz,Ávila,Mengamuñoz,40.50006,-4.99983,1314
Mesegar de Corneja,Ávila,Mesegar de Corneja,40.50209,-5.30131,1023
Mijares,Ávila,Mijares,40.29654,-4.83651,858
Mingorría,Ávila,Mingorría,40.75192,-4.66583,1036
Mirón (El),Ávila,El Mirón,40.53322,-5.40552,1257
Mironcillo,Ávila,Mironcillo,40.55435,-4.82449,1120
Mirueña de los Infanzones,Ávila,Mirueña de los Infanzones,40.738133,-5.08621,1129
Mombeltrán,Ávila,Mombeltrán,40.260124,-5.017915,630
Monsalupe,Ávila,Monsalupe,40.76953,-4.78131,993
Moraleja de Matacabras,Ávila,Moraleja de Matacabras,41.10732,-4.95717,784
Muñana,Ávila,Muñana,40.59042,-5.01447,1171
Muñico,Ávila,Muñico,40.70678,-5.02717,1091
Muñogalindo,Ávila,Muñogalindo,40.60324,-4.89895,1132
Muñogrande,Ávila,Muñogrande,40.82181,-4.92224,945
Muñomer del Peco,Ávila,Muñomer del Peco,40.85878,-4.87992,897
Muñopepe,Ávila,Muñopepe,40.63408,-4.81876,1125
Muñosancho,Ávila,Muñosancho,40.92097,-5.03558,902
Muñotello,Ávila,Muñotello,40.54236,-5.04187,1164
Narrillos del Álamo,Ávila,Narrillos del Álamo,40.56673,-5.46584,1115
Narrillos del Rebollar,Ávila,Narrillos del Rebollar,40.66488,-4.96577,1375
Narros de Saldueña,Ávila,Narros de Saldueña,40.87268,-4.86908,896
Narros del Castillo,Ávila,Narros del Castillo,40.85869,-5.0601,956
Narros del Puerto,Ávila,Narros del Puerto,40.54131,-4.99292,1153
Nava de Arévalo,Ávila,Nava de Arévalo,40.97802,-4.77573,868
Nava del Barco,Ávila,Nava del Barco,40.29321,-5.54022,1145
Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja,40.48602,-5.1838,1257
Navadijos,Ávila,Navadijos,40.42524,-5.08285,1518
Navaescurial,Ávila,Navaescurial,40.47163,-5.27756,1203
Navahondilla,Ávila,Navahondilla,40.3251,-4.49661,713
Navalacruz,Ávila,Navalacruz,40.43992,-4.93122,1232
Navalmoral,Ávila,Navalmoral,40.463493,-4.747432,1084
Navalonguilla,Ávila,Navalonguilla,40.27835,-5.50042,1171
Navalosa,Ávila,Navalosa,40.40212,-4.93,1329
Navalperal de Pinares,Ávila,Navalperal de Pinares,40.593808,-4.408051,1293
Navalperal de Tormes,Ávila,Navalperal de Tormes,40.3528,-5.30084,1303
Navaluenga,Ávila,Navaluenga,40.40875,-4.70533,756
Navaquesera,Ávila,Navaquesera,40.42558,-4.91108,1533
Navarredonda de Gredos,Ávila,Navarredonda de Gredos,40.361959,-5.132643,1529
Navarredondilla,Ávila,Navarredondilla,40.45416,-4.82199,1126
Navarrevisca,Ávila,Navarrevisca,40.36417,-4.89352,1145
Navas del Marqués (Las),Ávila,Las Navas del Marqués,40.602557,-4.333014,1303
Navatalgordo,Ávila,Navatalgordo,40.4152,-4.87155,1276
Navatejares,Ávila,Navatejares,40.33602,-5.5322,1043
Neila de San Miguel,Ávila,Neila de San Miguel,40.42372,-5.6509,1164
Niharra,Ávila,Niharra,40.58945,-4.83895,1089
Ojos-Albos,Ávila,Ojos-Albos,40.70596,-4.51633,1239
Orbita,Ávila,Orbita,40.99846,-4.64833,867
Oso (El),Ávila,El Oso,40.83984,-4.76964,898
Padiernos,Ávila,Padiernos,40.62168,-4.84523,1107
Pajares de Adaja,Ávila,Pajares de Adaja,40.92398,-4.64048,882
Palacios de Goda,Ávila,Palacios de Goda,41.11798,-4.78496,821
Papatrigo,Ávila,Papatrigo,40.86752,-4.832724,889
Parral (El),Ávila,El Parral,40.79858,-4.98994,1053
Pascualcobo,Ávila,Pascualcobo,40.65637,-5.27733,1071
Pedro Bernardo,Ávila,Pedro Bernardo,40.243187,-4.911729,764
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,40.93727,-4.78571,877
Peguerinos,Ávila,Peguerinos,40.637548,-4.232541,1488
Peñalba de Ávila,Ávila,Peñalba de Ávila,40.821441,-4.679826,905
Piedrahíta,Ávila,Piedrahíta,40.465141,-5.326679,1058
Piedralaves,Ávila,Piedralaves,40.317135,-4.699035,722
Poveda,Ávila,Poveda,40.56799,-5.07909,1188
Poyales del Hoyo,Ávila,Poyales del Hoyo,40.17254,-5.16597,548
Pozanco,Ávila,Pozanco,40.80095,-4.66772,912
Pradosegar,Ávila,Pradosegar,40.5502,-5.07015,1166
Puerto Castilla,Ávila,Puerto Castilla,40.288,-5.62366,1174
Rasueros,Ávila,Rasueros,41.02344,-5.07377,833
Riocabado,Ávila,Riocabado,40.8314,-4.8043,908
Riofrío,Ávila,Riofrío,40.54866,-4.77796,1191
Rivilla de Barajas,Ávila,Rivilla de Barajas,40.79986,-4.76256,950
Salobral,Ávila,Salobral,40.61179,-4.81013,1087
Salvadiós,Ávila,Salvadiós,40.87836,-5.09629,948
San Bartolomé de Béjar,Ávila,San Bartolomé de Béjar,40.399535,-5.669318,1290
San Bartolomé de Corneja,Ávila,San Bartolomé de Corneja,40.49257,-5.38519,994
San Bartolomé de Pinares,Ávila,San Bartolomé de Pinares,40.542697,-4.539515,1060
San Esteban de los Patos,Ávila,San Esteban de los Patos,40.74705,-4.62413,1113
San Esteban de Zapardiel,Ávila,San Esteban de Zapardiel,41.0927,-4.90049,780
San Esteban del Valle,Ávila,San Esteban del Valle,40.2751,-4.98215,775
San García de Ingelmos,Ávila,San García de Ingelmos,40.773395,-5.11379,1052
San Juan de Gredos,Ávila,San Juan de Gredos,40.33732,-5.24838,1486
San Juan de la Encinilla,Ávila,San Juan de la Encinilla,40.8302,-4.83957,914
San Juan de la Nava,Ávila,San Juan de la Nava,40.47826,-4.681924,1109
San Juan del Molinillo,Ávila,San Juan del Molinillo,40.45909,-4.81711,1140
San Juan del Olmo,Ávila,San Juan del Olmo,40.636773,-5.058838,1345
San Lorenzo de Tormes,Ávila,San Lorenzo de Tormes,40.36984,-5.48848,1028
San Martín de la Vega del Alberche,Ávila,San Martín de la Vega del Alberche,40.667503,-4.663682,1180
San Martín del Pimpollar,Ávila,San Martín del Pimpollar,40.3683,-5.05443,1332
San Miguel de Corneja,Ávila,San Miguel de Corneja,40.48722,-5.28654,1064
San Miguel de Serrezuela,Ávila,San Miguel de Serrezuela,40.67064,-5.28858,1097
San Pascual,Ávila,San Pascual,40.88141,-4.75612,883
San Pedro del Arroyo,Ávila,San Pedro del Arroyo,40.80213,-4.87074,935
San Vicente de Arévalo,Ávila,San Vicente de Arévalo,40.96773,-4.80194,878
Sanchidrián,Ávila,Sanchidrián,40.893744,-4.582107,925
Sanchorreja,Ávila,Sanchorreja,40.66475,-4.91494,1313
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,40.54265,-4.58036,1004
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,40.2516,-5.00133,741
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,40.38925,-5.45112,1040
Santa María del Arroyo,Ávila,Santa María del Arroyo,40.601155,-4.936439,1153
Santa María del Berrocal,Ávila,Santa María del Berrocal,40.50845,-5.40483,1052
Santa María del Cubillo,Ávila,Santa María del Cubillo,40.71908,-4.46655,1511
Santa María del Tiétar,Ávila,Santa María del Tiétar,40.302925,-4.542604,691
Santiago del Collado,Ávila,Santiago del Collado,40.43326,-5.35631,1229
Santiago del Tormes,Ávila,Santiago del Tormes,40.347488,-5.395378,1286
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,40.812,-4.63383,925
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,40.78726,-4.91048,961
Serrada (La),Ávila,La Serrada,40.63169,-4.79284,1116
Serranillos,Ávila,Serranillos,40.325202,-4.905628,1443
Sigeres,Ávila,Sigeres,40.79939,-4.93361,968
Sinlabajos,Ávila,Sinlabajos,41.0765,-4.83242,832
Solana de Ávila,Ávila,Solana de Ávila,40.33135,-5.63759,1683
Solana de Rioalmar,Ávila,Solana de Rioalmar,40.73892,-5.01159,1134
Solosancho,Ávila,Solosancho,40.55294,-4.90479,1126
Sotalbo,Ávila,Sotalbo,40.5417,-4.84548,1179
Sotillo de la Adrada,Ávila,Sotillo de la Adrada,40.293123,-4.586541,645
Tiemblo (El),Ávila,El Tiemblo,40.413929,-4.502271,700
Tiñosillos,Ávila,Tiñosillos,40.93543,-4.727323,870
Tolbaños,Ávila,Tolbaños,40.75168,-4.58191,1113
Tormellas,Ávila,Tormellas,40.30404,-5.51185,1067
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,40.62757,-4.61426,1170
Torre (La),Ávila,La Torre,40.5916,-4.96491,1131
Tórtoles,Ávila,Tórtoles,40.5612,-5.2612,1250
Umbrías,Ávila,Umbrías,40.3153,-5.58037,1084
Vadillo de la Sierra,Ávila,Vadillo de la Sierra,40.60634,-5.12506,1359
Valdecasa,Ávila,Valdecasa,40.65931,-5.01183,1373
Vega de Santa María,Ávila,Vega de Santa María,40.83618,-4.64287,943
Velayos,Ávila,Velayos,40.84157,-4.62324,932
Villaflor,Ávila,Villaflor,40.74978,-4.884138,1017
Villafranca de la Sierra,Ávila,Villafranca de la Sierra,40.49806,-5.23005,1095
Villanueva de Ávila,Ávila,Villanueva de Ávila,40.37284,-4.82395,1079
Villanueva de Gómez,Ávila,Villanueva de Gómez,40.88269,-4.7165,886
Villanueva del Aceral,Ávila,Villanueva del Aceral,41.04095,-4.85419,843
Villanueva del Campillo,Ávila,Villanueva del Campillo,40.57646,-5.18002,1444
Villar de Corneja,Ávila,Villar de Corneja,40.47462,-5.43307,991
Villarejo del Valle,Ávila,Villarejo del Valle,40.28638,-4.99674,836
Villatoro,Ávila,Villatoro,40.549838,-5.118633,1288
Viñegra de Moraña,Ávila,Viñegra de Moraña,40.85074,-4.92114,909
Vita,Ávila,Vita,40.81178,-5.00583,994
Zapardiel de la Cañada,Ávila,Zapardiel de la Cañada,40.60648,-5.33791,1146
Zapardiel de la Ribera,Ávila,Zapardiel de la Ribera,40.35554,-5.32826,1356
Acedera,Badajoz,Acedera,39.08414,-5.625607,278
Aceuchal,Badajoz,Aceuchal,38.645953,-6.48728,308
Ahillones,Badajoz,Ahillones,38.259328,-5.864075,578
Alange,Badajoz,Alange,38.784989,-6.246106,315
Albuera (La),Badajoz,La Albuera,38.717333,-6.823226,257
Alburquerque,Badajoz,Alburquerque,39.220369,-7.000693,435
Alconchel,Badajoz,Alconchel,38.514743,-7.071697,274
Alconera,Badajoz,Alconera,38.378914,-6.486219,551
Aljucén,Badajoz,Aljucén,39.04426,-6.33109,263
Almendral,Badajoz,Almendral,38.613181,-6.822009,328
Almendralejo,Badajoz,Almendralejo,38.683923,-6.408345,338
Arroyo de San Serván,Badajoz,Arroyo de San Serván,38.854303,-6.454154,235
Atalaya,Badajoz,Atalaya,38.338714,-6.487765,469
Azuaga,Badajoz,Azuaga,38.260213,-5.679025,589
Badajoz,Badajoz,Badajoz,38.876618,-6.980327,179
Barcarrota,Badajoz,Barcarrota,38.514744,-6.849092,484
Baterno,Badajoz,Baterno,38.95578,-4.91039,557
Benquerencia de la Serena,Badajoz,Benquerencia de la Serena,38.67358,-5.36435,582
Berlanga,Badajoz,Berlanga,38.282266,-5.829392,568
Bienvenida,Badajoz,Bienvenida,38.298282,-6.208785,607
Bodonal de la Sierra,Badajoz,Bodonal de la Sierra,38.14701,-6.558262,602
Burguillos del Cerro,Badajoz,Burguillos del Cerro,38.378731,-6.589193,404
Cabeza del Buey,Badajoz,Cabeza del Buey,38.720666,-5.22195,540
Cabeza la Vaca,Badajoz,Cabeza la Vaca,38.086152,-6.420675,752
Calamonte,Badajoz,Calamonte,38.887746,-6.387619,240
Calera de León,Badajoz,Calera de León,38.106385,-6.336207,696
Calzadilla de los Barros,Badajoz,Calzadilla de los Barros,38.300375,-6.314896,555
Campanario,Badajoz,Campanario,38.863511,-5.617804,401
Campillo de Llerena,Badajoz,Campillo de Llerena,38.502136,-5.830793,480
Capilla,Badajoz,Capilla,38.82036,-5.08417,497
Carmonita,Badajoz,Carmonita,39.15455,-6.33864,370
Carrascalejo (El),Badajoz,El Carrascalejo,39.02021,-6.33427,305
Casas de Don Pedro,Badajoz,Casas de Don Pedro,39.104247,-5.329294,377
Casas de Reina,Badajoz,Casas de Reina,38.2,-5.96667,634
Castilblanco,Badajoz,Castilblanco,39.285581,-5.090236,505
Castuera,Badajoz,Castuera,38.726483,-5.545868,494
Cheles,Badajoz,Cheles,38.513443,-7.282274,194
Codosera (La),Badajoz,La Codosera,39.208401,-7.173379,324
Cordobilla de Lácara,Badajoz,Cordobilla de Lácara,39.146614,-6.435991,302
Coronada (La),Badajoz,La Coronada,38.919642,-5.6701,352
Corte de Peleas,Badajoz,Corte de Peleas,38.72529,-6.671912,241
Cristina,Badajoz,Cristina,38.825438,-6.09967,320
Don Álvaro,Badajoz,Don Álvaro,38.880935,-6.305323,236
Don Benito,Badajoz,Don Benito,38.963236,-5.86046,280
Entrín Bajo,Badajoz,Entrín Bajo,38.718534,-6.712663,241
Esparragalejo,Badajoz,Esparragalejo,38.943824,-6.435232,231
Esparragosa de la Serena,Badajoz,Esparragosa de la Serena,38.649558,-5.606726,457
Esparragosa de Lares,Badajoz,Esparragosa de Lares,38.975376,-5.270202,484
Feria,Badajoz,Feria,38.512778,-6.564242,562
Fregenal de la Sierra,Badajoz,Fregenal de la Sierra,38.166981,-6.652975,566
Fuenlabrada de los Montes,Badajoz,Fuenlabrada de los Montes,39.133018,-4.935113,540
Fuente de Cantos,Badajoz,Fuente de Cantos,38.246621,-6.30559,596
Fuente del Arco,Badajoz,Fuente del Arco,38.15,-5.9,712
Fuente del Maestre,Badajoz,Fuente del Maestre,38.527681,-6.446825,445
Fuentes de León,Badajoz,Fuentes de León,38.067365,-6.539752,740
Garbayuela,Badajoz,Garbayuela,39.048933,-4.999989,489
Garlitos,Badajoz,Garlitos,38.88022,-5.04759,536
Garrovilla (La),Badajoz,La Garrovilla,38.91966,-6.479167,203
Granja de Torrehermosa,Badajoz,Granja de Torrehermosa,38.309073,-5.596359,594
Guadiana,Badajoz,Guadiana,38.921999,-6.689311,189
Guareña,Badajoz,Guareña,38.860671,-6.101441,287
Haba (La),Badajoz,La Haba,38.918877,-5.801104,309
Helechosa de los Montes,Badajoz,Helechosa de los Montes,39.310257,-4.907123,446
Herrera del Duque,Badajoz,Herrera del Duque,39.168449,-5.052043,463
Higuera de la Serena,Badajoz,Higuera de la Serena,38.6458,-5.742847,475
Higuera de Llerena,Badajoz,Higuera de Llerena,38.376049,-5.999326,526
Higuera de Vargas,Badajoz,Higuera de Vargas,38.445993,-6.974924,355
Higuera la Real,Badajoz,Higuera la Real,38.140849,-6.689688,615
Hinojosa del Valle,Badajoz,Hinojosa del Valle,38.483356,-6.184975,439
Hornachos,Badajoz,Hornachos,38.552797,-6.067863,474
Jerez de los Caballeros,Badajoz,Jerez de los Caballeros,38.323191,-6.768334,486
Lapa (La),Badajoz,La Lapa,38.45,-6.51667,474
Llera,Badajoz,Llera,38.446292,-6.057016,490
Llerena,Badajoz,Llerena,38.236797,-6.014742,642
Lobón,Badajoz,Lobón,38.849937,-6.624885,242
Magacela,Badajoz,Magacela,38.895194,-5.725719,355
Maguilla,Badajoz,Maguilla,38.366699,-5.838887,522
Malcocinado,Badajoz,Malcocinado,38.122861,-5.691956,625
Malpartida de la Serena,Badajoz,Malpartida de la Serena,38.6747,-5.64054,484
Manchita,Badajoz,Manchita,38.81404,-6.02041,344
Medellín,Badajoz,Medellín,38.962575,-5.958762,251
Medina de las Torres,Badajoz,Medina de las Torres,38.342121,-6.412546,524
Mengabril,Badajoz,Mengabril,38.93554,-5.93335,251
Mérida,Badajoz,Mérida,38.920403,-6.33538,219
Mirandilla,Badajoz,Mirandilla,39.000519,-6.289964,294
Monesterio,Badajoz,Monesterio,38.088659,-6.272569,754
Montemolín,Badajoz,Montemolín,38.15,-6.2,667
Monterrubio de la Serena,Badajoz,Monterrubio de la Serena,38.588876,-5.446405,555
Montijo,Badajoz,Montijo,38.910012,-6.614332,196
Morera (La),Badajoz,La Morera,38.566233,-6.67151,398
Nava de Santiago (La),Badajoz,La Nava de Santiago,39.062982,-6.505422,266
Navalvillar de Pela,Badajoz,Navalvillar de Pela,39.090167,-5.468177,348
Nogales,Badajoz,Nogales,38.587031,-6.748208,373
Oliva de la Frontera,Badajoz,Oliva de la Frontera,38.276966,-6.917721,376
Oliva de Mérida,Badajoz,Oliva de Mérida,38.790375,-6.125274,324
Olivenza,Badajoz,Olivenza,38.683248,-7.099145,266
Orellana de la Sierra,Badajoz,Orellana de la Sierra,39.019482,-5.507367,346
Orellana la Vieja,Badajoz,Orellana la Vieja,39.004239,-5.535969,364
Palomas,Badajoz,Palomas,38.693202,-6.134943,322
Parra (La),Badajoz,La Parra,38.521641,-6.622352,510
Peñalsordo,Badajoz,Peñalsordo,38.819576,-5.114346,422
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,38.473821,-5.565506,544
Puebla de Alcocer,Badajoz,Puebla de Alcocer,38.985527,-5.256793,509
Puebla de la Calzada,Badajoz,Puebla de la Calzada,38.892895,-6.62529,191
Puebla de la Reina,Badajoz,Puebla de la Reina,38.66511,-6.101906,365
Puebla de Obando,Badajoz,Puebla de Obando,39.175682,-6.626117,377
Puebla de Sancho Pérez,Badajoz,Puebla de Sancho Pérez,38.396352,-6.39873,528
Puebla del Maestre,Badajoz,Puebla del Maestre,38.085132,-6.078725,556
Puebla del Prior,Badajoz,Puebla del Prior,38.570397,-6.195755,385
Pueblonuevo del Guadiana,Badajoz,Pueblonuevo del Guadiana,38.923141,-6.75574,182
Quintana de la Serena,Badajoz,Quintana de la Serena,38.742574,-5.673837,402
Reina,Badajoz,Reina,38.18333,-5.95,686
Rena,Badajoz,Rena,39.05252,-5.80868,261
Retamal de Llerena,Badajoz,Retamal de Llerena,38.577342,-5.839096,467
Ribera del Fresno,Badajoz,Ribera del Fresno,38.550737,-6.238055,400
Risco,Badajoz,Risco,38.891789,-5.114785,408
Roca de la Sierra (La),Badajoz,La Roca de la Sierra,39.107242,-6.688593,244
Salvaleón,Badajoz,Salvaleón,38.510694,-6.785731,537
Salvatierra de los Barros,Badajoz,Salvatierra de los Barros,38.491343,-6.684296,623
San Pedro de Mérida,Badajoz,San Pedro de Mérida,38.949408,-6.187106,286
San Vicente de Alcántara,Badajoz,San Vicente de Alcántara,39.360878,-7.138322,503
Sancti-Spíritus,Badajoz,Sancti-Spíritus,38.916798,-5.175599,436
Santa Amalia,Badajoz,Santa Amalia,39.011502,-6.009702,250
Santa Marta,Badajoz,Santa Marta,38.613684,-6.627812,340
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,38.44777,-6.376137,537
Segura de León,Badajoz,Segura de León,38.120154,-6.529577,703
Siruela,Badajoz,Siruela,38.977951,-5.048693,519
Solana de los Barros,Badajoz,Solana de los Barros,38.725263,-6.538392,267
Talarrubias,Badajoz,Talarrubias,39.03551,-5.234665,439
Talavera la Real,Badajoz,Talavera la Real,38.875892,-6.768634,189
Táliga,Badajoz,Táliga,38.52861,-7.01713,302
Tamurejo,Badajoz,Tamurejo,38.991986,-4.952054,587
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,38.618778,-6.7956,319
Torremayor,Badajoz,Torremayor,38.900898,-6.538429,197
Torremejía,Badajoz,Torremejía,38.789071,-6.376616,306
Trasierra,Badajoz,Trasierra,38.18333,-6.0,628
Trujillanos,Badajoz,Trujillanos,38.952801,-6.256589,254
Usagre,Badajoz,Usagre,38.355035,-6.165343,558
Valdecaballeros,Badajoz,Valdecaballeros,39.24786,-5.197937,411
Valdelacalzada,Badajoz,Valdelacalzada,38.888955,-6.701348,184
Valdetorres,Badajoz,Valdetorres,38.915545,-6.068961,244
Valencia de las Torres,Badajoz,Valencia de las Torres,38.40454,-6.003675,513
Valencia del Mombuey,Badajoz,Valencia del Mombuey,38.242046,-7.119303,296
Valencia del Ventoso,Badajoz,Valencia del Ventoso,38.26603,-6.47387,500
Valle de la Serena,Badajoz,Valle de la Serena,38.702375,-5.798414,424
Valle de Matamoros,Badajoz,Valle de Matamoros,38.37889,-6.80371,615
Valle de Santa Ana,Badajoz,Valle de Santa Ana,38.363528,-6.787644,504
Valverde de Burguillos,Badajoz,Valverde de Burguillos,38.3271,-6.53648,416
