municipio,provincia,municipio_nombre_humano,lat,lon,kms_capital_provincia
Puerto de Santa Cruz,Cáceres,Puerto de Santa Cruz,39.31631,-5.85875,74.511591
Rebollar,Cáceres,Rebollar,40.15389,-5.89956,106.701287
Riolobos,Cáceres,Riolobos,39.920144,-6.303836,66.09764999999999
Robledillo de Gata,Cáceres,Robledillo de Gata,40.32234,-6.47129,124.244517
Robledillo de la Vera,Cáceres,Robledillo de la Vera,40.10093,-5.58896,141.327927
Robledillo de Trujillo,Cáceres,Robledillo de Trujillo,39.26956,-5.98001,55.500157
Robledollano,Cáceres,Robledollano,39.60962,-5.50855,100.56107700000001
Romangordo,Cáceres,Romangordo,39.74199,-5.70081,89.783037
Rosalejo,Cáceres,Rosalejo,39.995503,-5.458201,131.52995800000002
Ruanes,Cáceres,Ruanes,39.32814,-6.01347,47.715555
Salorino,Cáceres,Salorino,39.47759,-7.007589,59.302011
Salvatierra de Santiago,Cáceres,Salvatierra de Santiago,39.30419,-6.031861,51.589769
San Martín de Trevejo,Cáceres,San Martín de Trevejo,40.21241,-6.79534,134.026507
Santa Ana,Cáceres,Santa Ana,39.333946,-5.969985,51.630629
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,39.33635,-5.84561,72.96464999999999
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,40.19167,-6.34003,114.636962
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,39.5115,-6.09881,31.813985
Santiago de Alcántara,Cáceres,Santiago de Alcántara,39.60661,-7.24402,93.432988
Santiago del Campo,Cáceres,Santiago del Campo,39.628357,-6.363441,28.347604999999998
Santibáñez el Alto,Cáceres,Santibáñez el Alto,40.18525,-6.54782,109.408576
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,40.17637,-6.22441,103.889068
Saucedilla,Cáceres,Saucedilla,39.853728,-5.67752,106.407957
Segura de Toro,Cáceres,Segura de Toro,40.22427,-5.94836,107.697165
Serradilla,Cáceres,Serradilla,39.827864,-6.14118,61.465265
Serrejón,Cáceres,Serrejón,39.81735,-5.80263,105.93702400000001
Sierra de Fuentes,Cáceres,Sierra de Fuentes,39.440386,-6.272645,13.51399
Talaván,Cáceres,Talaván,39.714993,-6.281074,35.077818
Talaveruela de la Vera,Cáceres,Talaveruela de la Vera,40.12099,-5.52016,151.848629
Talayuela,Cáceres,Talayuela,39.990877,-5.608348,127.606068
Tejeda de Tiétar,Cáceres,Tejeda de Tiétar,40.0179,-5.86953,100.975246
Tiétar,Cáceres,Tiétar,40.02945,-5.48192,136.373954
Toril,Cáceres,Toril,39.89749,-5.7795,105.692732
Tornavacas,Cáceres,Tornavacas,40.254733,-5.689378,124.19535499999999
Torno (El),Cáceres,El Torno,40.13578,-5.943982,101.683284
Torre de Don Miguel,Cáceres,Torre de Don Miguel,40.22333,-6.57686,109.98114100000001
Torre de Santa María,Cáceres,Torre de Santa María,39.25441,-6.1161,35.957374
Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles,40.24788,-6.41606,107.608851
Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa,39.567325,-5.743064,68.083458
Torrejón el Rubio,Cáceres,Torrejón el Rubio,39.77025,-6.01221,56.925419999999995
Torrejoncillo,Cáceres,Torrejoncillo,39.89776,-6.468197,57.433448
Torremenga,Cáceres,Torremenga,40.04658,-5.77471,110.66859299999999
Torremocha,Cáceres,Torremocha,39.345824,-6.17299,22.955045
Torreorgaz,Cáceres,Torreorgaz,39.3822,-6.249695,15.288255999999999
Torrequemada,Cáceres,Torrequemada,39.36664,-6.22052,18.238208
Trujillo,Cáceres,Trujillo,39.458784,-5.880444,47.157916
Valdastillas,Cáceres,Valdastillas,40.13293,-5.87932,104.94657600000001
Valdecañas de Tajo,Cáceres,Valdecañas de Tajo,39.75919,-5.61952,107.095046
Valdefuentes,Cáceres,Valdefuentes,39.276366,-6.124788,32.85754
Valdehúncar,Cáceres,Valdehúncar,39.83659,-5.52307,117.34956299999999
Valdelacasa de Tajo,Cáceres,Valdelacasa de Tajo,39.726541,-5.281909,151.93622399999998
Valdemorales,Cáceres,Valdemorales,39.20588,-6.06622,43.647983
Valdeobispo,Cáceres,Valdeobispo,40.083129,-6.247516,90.910242
Valencia de Alcántara,Cáceres,Valencia de Alcántara,39.409938,-7.245231,90.794602
Valverde de la Vera,Cáceres,Valverde de la Vera,40.12268,-5.49541,150.15824600000002
Valverde del Fresno,Cáceres,Valverde del Fresno,40.220446,-6.879086,121.815169
Vegaviana,Cáceres,Vegaviana,40.040401,-6.717876,97.53164100000001
Viandar de la Vera,Cáceres,Viandar de la Vera,40.12191,-5.53593,149.65528700000002
Villa del Campo,Cáceres,Villa del Campo,40.141599,-6.42824,94.681583
Villa del Rey,Cáceres,Villa del Rey,39.65956,-6.82122,54.850549
Villamesías,Cáceres,Villamesías,39.24568,-5.87307,82.65037600000001
Villamiel,Cáceres,Villamiel,40.15915,-6.797406,115.241084
Villanueva de la Sierra,Cáceres,Villanueva de la Sierra,40.202464,-6.406564,102.406717
Villanueva de la Vera,Cáceres,Villanueva de la Vera,40.130278,-5.461944,153.45572399999998
Villar de Plasencia,Cáceres,Villar de Plasencia,40.13773,-6.0279,94.036355
Villar del Pedroso,Cáceres,Villar del Pedroso,39.706283,-5.195219,174.07946600000002
Villasbuenas de Gata,Cáceres,Villasbuenas de Gata,40.17879,-6.62641,102.890691
Zarza de Granadilla,Cáceres,Zarza de Granadilla,40.235789,-6.047918,107.608605
Zarza de Montánchez,Cáceres,Zarza de Montánchez,39.25713,-6.032631,43.702963
Zarza la Mayor,Cáceres,Zarza la Mayor,39.876359,-6.861231,88.253225
Zorita,Cáceres,Zorita,39.285188,-5.699297,83.057092
Alcalá de los Gazules,Cádiz,Alcalá de los Gazules,36.461701,-5.725044,74.172635
Alcalá del Valle,Cádiz,Alcalá del Valle,36.90478,-5.171373,149.62541399999998
Algar,Cádiz,Algar,36.656425,-5.65638,85.139228
Algeciras,Cádiz,Algeciras,36.127604,-5.44932,123.704292
Algodonales,Cádiz,Algodonales,36.881571,-5.404209,108.30744100000001
Arcos de la Frontera,Cádiz,Arcos de la Frontera,36.754698,-5.815401,62.195952
Barbate,Cádiz,Barbate,36.191218,-5.923583,64.05190400000001
Barrios (Los),Cádiz,Los Barrios,36.184277,-5.489849,113.52347900000001
Benalup-Casas Viejas,Cádiz,Benalup-Casas Viejas,36.345558,-5.815958,73.384311
Benaocaz,Cádiz,Benaocaz,36.723103,-5.480761,106.612314
Bornos,Cádiz,Bornos,36.817922,-5.742991,70.969234
Bosque (El),Cádiz,El Bosque,36.758655,-5.505452,100.55327899999999
Cádiz,Cádiz,Cádiz,36.518753,-6.279529,0.0
Castellar de la Frontera,Cádiz,Castellar de la Frontera,36.287078,-5.418971,132.58464999999998
Chiclana de la Frontera,Cádiz,Chiclana de la Frontera,36.420992,-6.148244,23.255086
Chipiona,Cádiz,Chipiona,36.732842,-6.434289,54.800720999999996
Conil de la Frontera,Cádiz,Conil de la Frontera,36.281793,-6.091236,46.834607
Espera,Cádiz,Espera,36.871896,-5.805104,72.784368
Gastor (El),Cádiz,El Gastor,36.855079,-5.323397,117.360372
Grazalema,Cádiz,Grazalema,36.758488,-5.368351,118.41229399999999
Jerez de la Frontera,Cádiz,Jerez de la Frontera,36.687916,-6.126648,32.2425
Jimena de la Frontera,Cádiz,Jimena de la Frontera,36.431657,-5.448813,164.102653
Línea de la Concepción (La),Cádiz,La Línea de la Concepción,36.166485,-5.349048,132.235249
Medina Sidonia,Cádiz,Medina Sidonia,36.466056,-5.930786,58.045795
Olvera,Cádiz,Olvera,36.934527,-5.259403,126.257687
Paterna de Rivera,Cádiz,Paterna de Rivera,36.523235,-5.864429,62.963010000000004
Prado del Rey,Cádiz,Prado del Rey,36.787994,-5.556229,93.45795299999999
Puerto de Santa María (El),Cádiz,El Puerto de Santa María,36.595032,-6.234054,18.039539
Puerto Real,Cádiz,Puerto Real,36.532168,-6.191562,9.863104
Puerto Serrano,Cádiz,Puerto Serrano,36.518753,-6.279529,95
Rota,Cádiz,Rota,36.635105,-6.353697,14.518056492888308
San Fernando,Cádiz,San Fernando,36.461347,-6.203417,11.952988
San José del Valle,Cádiz,San José del Valle,36.606232,-5.799889,69.85275800000001
San Martín del Tesorillo,Cádiz,San Martín del Tesorillo,36.341276,-5.32157,146.81391399999998
San Roque,Cádiz,San Roque,36.210953,-5.385595,126.866636
Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda,36.778636,-6.348714,48.361573
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,36.862102,-5.181659,131.912566
Tarifa,Cádiz,Tarifa,36.014082,-5.604413,104.497293
Torre Alháquime,Cádiz,Torre Alháquime,36.91588,-5.23381,133.451605
Trebujena,Cádiz,Trebujena,36.869243,-6.176292,51.031257
Ubrique,Cádiz,Ubrique,36.677008,-5.445459,113.180222
Vejer de la Frontera,Cádiz,Vejer de la Frontera,36.251431,-5.968254,55.303623
Villaluenga del Rosario,Cádiz,Villaluenga del Rosario,36.69644,-5.38601,122.81911
Villamartín,Cádiz,Villamartín,36.859722,-5.644071,81.86684699999999
Zahara,Cádiz,Zahara,36.839145,-5.391021,113.404763
Aín,Castellón,Aín,39.892802,-0.348672,43.557704
Albocàsser,Castellón,Albocàsser,40.356897,0.023953,56.836606999999994
Alcalà de Xivert,Castellón,Alcalà de Xivert,40.3051,0.225807,50.987854
Alcora (l'),Castellón,L' Alcora,40.06667,-0.2,24.044609
Alcudia de Veo,Castellón,Alcudia de Veo,39.91667,-0.35,38.132562
Alfondeguilla,Castellón,Alfondeguilla,39.83333,-0.26667,44.014579
Algimia de Almonacid,Castellón,Algimia de Almonacid,39.91667,-0.43333,50.216968
Almassora,Castellón,Almassora,39.947883,-0.064248,7.945223
Almedíjar,Castellón,Almedíjar,39.86667,-0.4,63.065728
Almenara,Castellón,Almenara,39.753129,-0.224747,44.722480000000004
Alqueries (les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,39.895098,-0.108965,15.724199
Altura,Castellón,Altura,39.850324,-0.513293,69.941526
Arañuel,Castellón,Arañuel,40.06667,-0.48333,59.654303
Ares del Maestrat,Castellón,Ares del Maestrat,40.45675,-0.13267,76.19751
Argelita,Castellón,Argelita,40.05,-0.35,46.356616
Artana,Castellón,Artana,39.891289,-0.257265,31.530533
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,40.216194,-0.170998,46.661606
Ayódar,Castellón,Ayódar,40.0,-0.36667,40.154427000000005
Azuébar,Castellón,Azuébar,39.83333,-0.36667,55.327011
Barracas,Castellón,Barracas,40.01667,-0.68333,97.834328
Bejís,Castellón,Bejís,39.9,-0.7,97.832469
Benafer,Castellón,Benafer,39.93333,-0.56667,81.06327499999999
Benafigos,Castellón,Benafigos,40.27641,-0.20772,56.605909999999994
Benassal,Castellón,Benassal,40.379425,-0.142387,69.228993
Benicarló,Castellón,Benicarló,40.420695,0.423162,71.151428
Benicasim/Benicàssim,Castellón,Benicasim/Benicàssim,40.050798,0.062834,14.545817
Benlloc,Castellón,Benlloc,40.210593,0.026723,34.713722000000004
Betxí,Castellón,Betxí,39.927581,-0.199285,22.992331000000004
Borriana/Burriana,Castellón,Borriana/Burriana,39.888399,-0.085748,16.34865
Borriol,Castellón,Borriol,40.041183,-0.070734,11.910081
Cabanes,Castellón,Cabanes,40.155395,0.043446,28.961175
Càlig,Castellón,Càlig,40.461524,0.35459,77.116296
Canet lo Roig,Castellón,Canet lo Roig,40.55142,0.24308,100.947803
Castell de Cabres,Castellón,Castell de Cabres,40.669302,0.034428,123.6304
Castellfort,Castellón,Castellfort,40.50208,-0.19133,86.152197
Castellnovo,Castellón,Castellnovo,39.862522,-0.457363,70.191105
Castellón de la Plana,Castellón,Castellón de la Plana,39.987142,-0.037787,0.0
Castillo de Villamalefa,Castellón,Castillo de Villamalefa,40.13333,-0.38333,50.827468
Catí,Castellón,Catí,40.47156,0.02275,73.825659
Caudiel,Castellón,Caudiel,39.95,-0.56667,83.121379
Cervera del Maestre,Castellón,Cervera del Maestre,40.45366,0.27659,85.214943
Chilches/Xilxes,Castellón,Chilches/Xilxes,39.782299,-0.187765,36.992542
Chodos/Xodos,Castellón,Chodos/Xodos,40.24517,-0.28795,62.667622
Chóvar,Castellón,Chóvar,39.85,-0.31667,47.51973
Cinctorres,Castellón,Cinctorres,40.58333,-0.21667,99.351947
Cirat,Castellón,Cirat,40.05,-0.45,57.32911
Cortes de Arenoso,Castellón,Cortes de Arenoso,40.18812,-0.54195,86.499853
Costur,Castellón,Costur,40.11971,-0.17385,32.247574
Coves de Vinromà (les),Castellón,Les Coves de Vinromà,40.30912,0.118132,47.314961000000004
Culla,Castellón,Culla,40.3365,-0.16569,57.922771
Eslida,Castellón,Eslida,39.88333,-0.3,36.882194000000005
Espadilla,Castellón,Espadilla,40.03333,-0.35,42.978773000000004
Fanzara,Castellón,Fanzara,40.01667,-0.31667,36.730765
Figueroles,Castellón,Figueroles,40.11667,-0.23333,30.05491
Forcall,Castellón,Forcall,40.64542,-0.19992,113.21519
Fuente la Reina,Castellón,Fuente la Reina,40.04921,0.020554,11.946284
Fuentes de Ayódar,Castellón,Fuentes de Ayódar,40.03333,-0.41667,52.323411
Gaibiel,Castellón,Gaibiel,39.93333,-0.48333,83.107306
Geldo,Castellón,Geldo,39.83333,-0.46667,66.01459299999999
Herbers,Castellón,Herbers,40.721,-0.00441,123.643091
Higueras,Castellón,Higueras,39.98333,-0.5,92.921231
Jana (la),Castellón,La Jana,40.500091,0.23571,98.180959
Jérica,Castellón,Jérica,39.913351,-0.571448,78.826498
Llosa (la),Castellón,La Llosa,39.76667,-0.2,39.051889
Llucena/Lucena del Cid,Castellón,Llucena/Lucena del Cid,40.138191,-0.279983,36.563976000000004
Ludiente,Castellón,Ludiente,40.08333,-0.36667,51.968224
Mata de Morella (la),Castellón,La Mata de Morella,40.608223,-0.27819,121.734395
Matet,Castellón,Matet,39.93333,-0.46667,53.557410000000004
Moncofa,Castellón,Moncofa,39.808477,-0.145696,32.115107
Montán,Castellón,Montán,40.03333,-0.55,71.75770299999999
Montanejos,Castellón,Montanejos,40.06667,-0.51667,65.457285
Morella,Castellón,Morella,40.619721,-0.101421,103.906807
Navajas,Castellón,Navajas,39.87561,-0.507389,73.017208
Nules,Castellón,Nules,39.853511,-0.159416,31.502132000000003
Olocau del Rey,Castellón,Olocau del Rey,40.63775,-0.34041,130.303763
Onda,Castellón,Onda,39.967667,-0.238401,25.039517
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa,40.088257,0.141674,23.151022
Palanques,Castellón,Palanques,40.718,-0.17941,120.27158100000001
Pavías,Castellón,Pavías,39.96667,-0.48333,57.24921500000001
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,40.363805,0.392361,73.05915800000001
Pina de Montalgrao,Castellón,Pina de Montalgrao,40.01667,-0.65,101.82410800000001
Pobla de Benifassà (la),Castellón,La Pobla de Benifassà,40.65629,0.15793,122.863466
Pobla Tornesa (la),Castellón,La Pobla Tornesa,40.109561,-0.008239,22.122929
Portell de Morella,Castellón,Portell de Morella,40.53267,-0.26249,101.23299899999999
Puebla de Arenoso,Castellón,Puebla de Arenoso,40.1,-0.58333,74.926912
Ribesalbes,Castellón,Ribesalbes,40.021367,-0.277889,33.468775
Rossell,Castellón,Rossell,40.61784,0.220729,108.6016
Sacañet,Castellón,Sacañet,39.86667,-0.71667,103.138704
Salzadella (la),Castellón,La Salzadella,40.41792,0.17509,60.985061
San Rafael del Río,Castellón,San Rafael del Río,40.5935,0.33932,99.68922200000002
Sant Joan de Moró,Castellón,Sant Joan de Moró,40.059513,-0.136464,18.251887
Sant Jordi/San Jorge,Castellón,Sant Jordi/San Jorge,40.50982,0.33208,83.036471
Sant Mateu,Castellón,Sant Mateu,40.464639,0.180213,66.27209500000001
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,40.35625,0.30258,60.373867
Segorbe,Castellón,Segorbe,39.850485,-0.487022,68.04013099999999
Serratella (la),Castellón,La Serratella,40.31284,0.0315,53.903961
Sierra Engarcerán,Castellón,Sierra Engarcerán,40.26929,-0.01892,45.029381
Soneja,Castellón,Soneja,39.810029,-0.428728,60.834119
Sot de Ferrer,Castellón,Sot de Ferrer,39.8,-0.4,61.348639000000006
Sueras/Suera,Castellón,Sueras/Suera,39.953903,-0.352778,37.011205000000004
Tales,Castellón,Tales,39.94844,-0.30719,30.978087
Teresa,Castellón,Teresa,39.890392,-0.677825,94.654002
Tírig,Castellón,Tírig,40.42316,0.07792,63.911549
Todolella,Castellón,Todolella,40.64675,-0.24675,117.845402
Toga,Castellón,Toga,40.05,-0.36667,46.897777999999995
Torás,Castellón,Torás,39.919208,-0.684699,92.516094
Toro (El),Castellón,El Toro,39.98333,-0.75,102.711284
Torralba del Pinar,Castellón,Torralba del Pinar,39.98333,-0.43333,51.195697
Torre d'En Besora (la),Castellón,La Torre d'En Besora,40.32649,-0.07949,52.981267
Torre d'en Doménec (la),Castellón,La Torre d'en Doménec,40.267426,0.074319,42.063171000000004
Torreblanca,Castellón,Torreblanca,40.21956,0.196572,43.088902000000004
Torrechiva,Castellón,Torrechiva,40.05,-0.4,48.087017
Traiguera,Castellón,Traiguera,40.524145,0.289751,92.729897
Useras/Useres (les),Castellón,Les Useras/Useres,40.15765,-0.16522,42.508317000000005
Vall d'Alba,Castellón,Vall d'Alba,40.175908,-0.035251,30.909339
Vall de Almonacid,Castellón,Vall de Almonacid,39.9,-0.45,76.014268
Vall d'Uixó (la),Castellón,La Vall d'Uixó,39.824012,-0.233628,39.189772
Vallat,Castellón,Vallat,40.0362,-0.33666,40.926502
Vallibona,Castellón,Vallibona,40.603,0.04642,109.410271
Vilafamés,Castellón,Vilafamés,40.116555,-0.050943,28.323406
Vilafranca/Villafranca del Cid,Castellón,Vilafranca/Villafranca del Cid,40.43069,-0.253634,87.425467
Vilanova d'Alcolea,Castellón,Vilanova d'Alcolea,40.23183,0.07409,40.273623
Vilar de Canes,Castellón,Vilar de Canes,40.35817,-0.0655,60.942225
Vila-real,Castellón,Vila-real,39.9383,-0.10087,10.231634
Vilavella (la),Castellón,La Vilavella,39.859557,-0.18363,29.750072
Villahermosa del Río,Castellón,Villahermosa del Río,40.20268,-0.4199,59.778067
Villamalur,Castellón,Villamalur,39.96667,-0.4,45.175236
Villanueva de Viver,Castellón,Villanueva de Viver,40.05,-0.65,106.140916
Villores,Castellón,Villores,40.67478,-0.20023,114.46012300000001
Vinaròs,Castellón,Vinaròs,40.479527,0.478995,83.302918
Vistabella del Maestrat,Castellón,Vistabella del Maestrat,40.29616,-0.29435,71.68946799999999
Viver,Castellón,Viver,39.921598,-0.599449,82.307559
Xert,Castellón,Xert,40.51944,0.15831,73.509288
Zorita del Maestrazgo,Castellón,Zorita del Maestrazgo,40.72817,-0.16667,121.02878999999999
Zucaina,Castellón,Zucaina,40.11667,-0.41667,64.899339
Abenójar,Ciudad Real,Abenójar,38.879732,-4.355776,49.36204
Agudo,Ciudad Real,Agudo,38.981826,-4.87094,120.40722199999999
Alamillo,Ciudad Real,Alamillo,38.678764,-4.790707,124.157749
Albaladejo,Ciudad Real,Albaladejo,38.618135,-2.808393,127.299499
Alcázar de San Juan,Ciudad Real,Alcázar de San Juan,39.392023,-3.215553,96.018933
Alcoba,Ciudad Real,Alcoba,39.25998,-4.478442,62.219334
Alcolea de Calatrava,Ciudad Real,Alcolea de Calatrava,38.986706,-4.114802,19.208735
Alcubillas,Ciudad Real,Alcubillas,38.75346,-3.133526,94.05232799999999
Aldea del Rey,Ciudad Real,Aldea del Rey,38.738268,-3.838629,31.49326
Alhambra,Ciudad Real,Alhambra,38.844838,-3.128399,87.241025
Almadén,Ciudad Real,Almadén,38.774615,-4.833152,105.18911100000001
Almadenejos,Ciudad Real,Almadenejos,38.73851,-4.71073,103.066576
Almagro,Ciudad Real,Almagro,38.896763,-3.721983,27.021009999999997
Almedina,Ciudad Real,Almedina,38.62453,-2.95382,116.519428
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,38.708649,-4.177373,44.920532
Almuradiel,Ciudad Real,Almuradiel,38.51269,-3.496129,116.717971
Anchuras,Ciudad Real,Anchuras,39.48059,-4.83381,121.276746
Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio,39.309814,-3.025366,128.589712
Arenas de San Juan,Ciudad Real,Arenas de San Juan,39.218564,-3.500942,55.051512
Argamasilla de Alba,Ciudad Real,Argamasilla de Alba,39.128525,-3.092942,82.272651
Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava,38.728841,-4.078656,34.127295
Arroba de los Montes,Ciudad Real,Arroba de los Montes,39.17,-4.57538,59.466715947872636
Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava,38.8346,-3.9447,20.259628
Bolaños de Calatrava,Ciudad Real,Bolaños de Calatrava,38.905214,-3.664006,34.542356
Brazatortas,Ciudad Real,Brazatortas,38.658237,-4.293751,57.495294
Cabezarados,Ciudad Real,Cabezarados,38.84469,-4.2983,42.985081
Cabezarrubias del Puerto,Ciudad Real,Cabezarrubias del Puerto,38.61508,-4.18452,57.771353000000005
Calzada de Calatrava,Ciudad Real,Calzada de Calatrava,38.70133,-3.774141,49.113208
Campo de Criptana,Ciudad Real,Campo de Criptana,39.402988,-3.124526,107.237044
Cañada de Calatrava,Ciudad Real,Cañada de Calatrava,38.85429,-4.02103,18.991968
Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava,38.84522,-4.06339,22.728267
Carrión de Calatrava,Ciudad Real,Carrión de Calatrava,39.018646,-3.81725,11.846878
Carrizosa,Ciudad Real,Carrizosa,38.841961,-2.991834,99.561796
Castellar de Santiago,Ciudad Real,Castellar de Santiago,38.538871,-3.276555,99.65742200000001
Chillón,Ciudad Real,Chillón,38.796079,-4.865767,107.653483
Ciudad Real,Ciudad Real,Ciudad Real,38.987396,-3.929308,0.0
Corral de Calatrava,Ciudad Real,Corral de Calatrava,38.857317,-4.081461,23.650478
Cortijos (Los),Ciudad Real,Los Cortijos,39.320352,-4.028638,50.049096
Cózar,Ciudad Real,Cózar,38.659913,-3.07099,112.13971799999999
Daimiel,Ciudad Real,Daimiel,39.069741,-3.610729,35.247656
Fernán Caballero,Ciudad Real,Fernán Caballero,39.12359,-3.90147,17.267172
Fontanarejo,Ciudad Real,Fontanarejo,39.22014,-4.51753,70.553205
Fuencaliente,Ciudad Real,Fuencaliente,38.404877,-4.30494,95.575639
Fuenllana,Ciudad Real,Fuenllana,38.7559,-2.95814,107.43188400000001
Fuente el Fresno,Ciudad Real,Fuente el Fresno,39.224696,-3.777169,33.663085
Granátula de Calatrava,Ciudad Real,Granátula de Calatrava,38.795983,-3.74329,37.1381
Guadalmez,Ciudad Real,Guadalmez,38.726781,-4.971667,126.671367
Herencia,Ciudad Real,Herencia,39.368149,-3.352316,80.591067
Hinojosas de Calatrava,Ciudad Real,Hinojosas de Calatrava,38.613413,-4.139423,52.370833
Horcajo de los Montes,Ciudad Real,Horcajo de los Montes,39.327284,-4.650051,81.682239
Labores (Las),Ciudad Real,Las Labores,39.275035,-3.518751,62.439121
Llanos del Caudillo,Ciudad Real,Llanos del Caudillo,39.117667,-3.351969,66.25776300000001
Luciana,Ciudad Real,Luciana,38.98457,-4.293163,38.682539
Malagón,Ciudad Real,Malagón,39.167586,-3.852365,25.32714
Manzanares,Ciudad Real,Manzanares,39.001122,-3.366875,56.776967
Membrilla,Ciudad Real,Membrilla,38.972035,-3.344552,64.660804
Mestanza,Ciudad Real,Mestanza,38.575711,-4.070201,56.086074999999994
Miguelturra,Ciudad Real,Miguelturra,38.965953,-3.893114,5.2586390000000005
Montiel,Ciudad Real,Montiel,38.697964,-2.866215,116.61789900000001
Moral de Calatrava,Ciudad Real,Moral de Calatrava,38.828977,-3.577474,43.992341999999994
Navalpino,Ciudad Real,Navalpino,39.22573,-4.59133,106.098688
Navas de Estena,Ciudad Real,Navas de Estena,39.49481,-4.52155,101.631193
Pedro Muñoz,Ciudad Real,Pedro Muñoz,39.399809,-2.946991,126.585337
Picón,Ciudad Real,Picón,39.049848,-4.05936,14.641342
Piedrabuena,Ciudad Real,Piedrabuena,39.035147,-4.174947,26.602201
Poblete,Ciudad Real,Poblete,38.937563,-3.978087,7.761309
Porzuna,Ciudad Real,Porzuna,39.148606,-4.155105,30.334563
Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava,38.911353,-3.835804,15.476389999999999
Pozuelos de Calatrava (Los),Ciudad Real,Los Pozuelos de Calatrava,38.925257,-4.19053,32.183006999999996
Puebla de Don Rodrigo,Ciudad Real,Puebla de Don Rodrigo,39.084107,-4.619856,75.551383
Puebla del Príncipe,Ciudad Real,Puebla del Príncipe,38.566751,-2.925912,123.87166400000001
Puerto Lápice,Ciudad Real,Puerto Lápice,39.323018,-3.481811,66.690821
Puertollano,Ciudad Real,Puertollano,38.67926,-4.089606,42.132576
Retuerta del Bullaque,Ciudad Real,Retuerta del Bullaque,39.463175,-4.411457,89.72116700000001
Robledo (El),Ciudad Real,El Robledo,39.219177,-4.280915,44.259336000000005
Ruidera,Ciudad Real,Ruidera,38.97775,-2.88322,108.72503
Saceruela,Ciudad Real,Saceruela,38.94382,-4.60768,75.274876
San Carlos del Valle,Ciudad Real,San Carlos del Valle,38.843886,-3.240835,82.63366099999999
San Lorenzo de Calatrava,Ciudad Real,San Lorenzo de Calatrava,38.47681,-3.82605,89.943659
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,38.63759,-2.86618,124.005126
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,38.640065,-3.466156,100.418812
Socuéllamos,Ciudad Real,Socuéllamos,39.282867,-2.79275,130.79388
Solana del Pino,Ciudad Real,Solana del Pino,38.4672,-4.0752,80.361853
Solana (La),Ciudad Real,La Solana,38.941687,-3.236506,71.354013
Terrinches,Ciudad Real,Terrinches,38.609553,-2.841703,130.61533599999999
Tomelloso,Ciudad Real,Tomelloso,39.160601,-3.018661,91.42427
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,39.017436,-3.749216,19.009985
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,38.583863,-3.06115,113.900628
Torrenueva,Ciudad Real,Torrenueva,38.640404,-3.363944,85.088567
Valdemanco del Esteras,Ciudad Real,Valdemanco del Esteras,38.93858,-4.8292,95.874323
Valdepeñas,Ciudad Real,Valdepeñas,38.764911,-3.386248,71.059212
Valenzuela de Calatrava,Ciudad Real,Valenzuela de Calatrava,38.852572,-3.773314,29.101055
Villahermosa,Ciudad Real,Villahermosa,38.749594,-2.872299,115.651775
Villamanrique,Ciudad Real,Villamanrique,38.545739,-2.997723,121.07988800000001
Villamayor de Calatrava,Ciudad Real,Villamayor de Calatrava,38.788391,-4.137704,32.888775
Villanueva de la Fuente,Ciudad Real,Villanueva de la Fuente,38.694551,-2.695496,133.48219899999998
Villanueva de los Infantes,Ciudad Real,Villanueva de los Infantes,38.73598,-3.013617,102.449635
Villanueva de San Carlos,Ciudad Real,Villanueva de San Carlos,38.62173,-3.90903,58.054461
Villar del Pozo,Ciudad Real,Villar del Pozo,38.8501,-3.96405,24.185813
Villarrubia de los Ojos,Ciudad Real,Villarrubia de los Ojos,39.22069,-3.60923,66.303923
Villarta de San Juan,Ciudad Real,Villarta de San Juan,39.238027,-3.421978,62.492298000000005
Viso del Marqués,Ciudad Real,Viso del Marqués,38.522256,-3.564009,78.577554
Adamuz,Córdoba,Adamuz,38.027055,-4.521938,35.696896
Aguilar de la Frontera,Córdoba,Aguilar de la Frontera,37.513613,-4.656526,51.64281
