municipio,provincia,municipio_nombre_humano,lat,lon,kms_capital_provincia
Santisteban del Puerto,Jaén,Santisteban del Puerto,38.251837,-3.203928,96.43213499999999
Santo Tomé,Jaén,Santo Tomé,38.027476,-3.101091,96.373452
Segura de la Sierra,Jaén,Segura de la Sierra,38.29777,-2.65229,153.673691
Siles,Jaén,Siles,38.388522,-2.581924,155.604638
Sorihuela del Guadalimar,Jaén,Sorihuela del Guadalimar,38.239697,-3.055502,109.391109
Torreblascopedro,Jaén,Torreblascopedro,37.997668,-3.638384,61.906768
Torredelcampo,Jaén,Torredelcampo,37.771854,-3.897124,10.914290999999999
Torredonjimeno,Jaén,Torredonjimeno,37.764707,-3.951773,19.813754
Torreperogil,Jaén,Torreperogil,38.035354,-3.289615,65.964128
Torres,Jaén,Torres,37.785118,-3.508904,34.066386
Torres de Albánchez,Jaén,Torres de Albánchez,38.4155,-2.67785,149.73046
Úbeda,Jaén,Úbeda,38.014534,-3.371766,58.521242
Valdepeñas de Jaén,Jaén,Valdepeñas de Jaén,37.590319,-3.817701,31.312196
Vilches,Jaén,Vilches,38.211528,-3.51482,71.24424
Villacarrillo,Jaén,Villacarrillo,38.113768,-3.085116,88.602996
Villanueva de la Reina,Jaén,Villanueva de la Reina,38.004973,-3.915844,39.443931
Villanueva del Arzobispo,Jaén,Villanueva del Arzobispo,38.169787,-3.007316,98.43548299999999
Villardompardo,Jaén,Villardompardo,37.838737,-4.001929,31.373448
Villares (Los),Jaén,Los Villares,37.69146,-3.81868,12.202817
Villarrodrigo,Jaén,Villarrodrigo,38.48333,-2.6,163.65443599999998
Villatorres,Jaén,Villatorres,37.934673,-3.695352,29.268929
Acebedo,León,Acebedo,43.03969,-5.116,117.283865
Algadefe,León,Algadefe,42.21931,-5.58419,48.920586
Alija del Infantado,León,Alija del Infantado,42.138731,-5.833465,86.95693700000001
Almanza,León,Almanza,42.65825,-5.0362,58.686081
Antigua (La),León,La Antigua,42.173751,-5.704934,62.459299
Ardón,León,Ardón,42.43629,-5.56048,23.016276
Arganza,León,Arganza,42.64077,-6.68627,127.739201
Astorga,León,Astorga,42.4558,-6.055396,52.26137
Balboa,León,Balboa,42.70608,-6.92222,151.938805
Bañeza (La),León,La Bañeza,42.300443,-5.899131,69.13822
Barjas,León,Barjas,42.61182,-6.97979,157.09462599999998
Barrios de Luna (Los),León,Los Barrios de Luna,42.84399,-5.86233,53.367739
Bembibre,León,Bembibre,42.616934,-6.415791,94.080404
Benavides,León,Benavides,42.530717,-5.948146,48.283764000000005
Benuza,León,Benuza,42.39941,-6.70969,169.020652
Bercianos del Páramo,León,Bercianos del Páramo,42.380021,-5.703995,30.557894
Bercianos del Real Camino,León,Bercianos del Real Camino,42.38732,-5.14462,49.566932
Berlanga del Bierzo,León,Berlanga del Bierzo,42.73104,-6.60565,134.145073
Boca de Huérgano,León,Boca de Huérgano,42.97287,-4.92419,107.898613
Boñar,León,Boñar,42.866229,-5.319108,45.893442
Borrenes,León,Borrenes,42.49019,-6.72338,132.86023
Brazuelo,León,Brazuelo,42.49702,-6.15734,61.54261
Burgo Ranero (El),León,El Burgo Ranero,42.453008,-5.208242,48.871718
Burón,León,Burón,43.02486,-5.05119,110.73110700000001
Bustillo del Páramo,León,Bustillo del Páramo,42.44126,-5.7928,33.618
Cabañas Raras,León,Cabañas Raras,42.620159,-6.60408,120.02983400000001
Cabreros del Río,León,Cabreros del Río,42.40205,-5.54154,26.458332
Cabrillanes,León,Cabrillanes,42.95343,-6.1485,88.133534
Cacabelos,León,Cacabelos,42.599918,-6.72475,94.19355762099971
Calzada del Coto,León,Calzada del Coto,42.38613,-5.07809,54.556158
Campazas,León,Campazas,42.14219,-5.49349,68.33786599999999
Campo de Villavidel,León,Campo de Villavidel,42.43906,-5.52808,23.694528
Camponaraya,León,Camponaraya,42.579015,-6.669924,120.96182
Candín,León,Candín,42.81695,-6.72848,158.17998
Cármenes,León,Cármenes,42.95863,-5.57346,55.417812
Carracedelo,León,Carracedelo,42.55602,-6.73317,126.47297
Carrizo,León,Carrizo,42.583776,-5.829294,25.499374
Carrocera,León,Carrocera,42.79605,-5.74374,44.384585
Carucedo,León,Carucedo,42.49029,-6.76565,137.489833
Castilfalé,León,Castilfalé,42.21991,-5.42122,55.928591
Castrillo de Cabrera,León,Castrillo de Cabrera,42.34036,-6.54451,148.936319
Castrillo de la Valduerna,León,Castrillo de la Valduerna,42.32393,-6.13455,71.712503
Castrocalbón,León,Castrocalbón,42.19706,-5.98226,81.51014599999999
Castrocontrigo,León,Castrocontrigo,42.18363,-6.19022,96.94957400000001
Castropodame,León,Castropodame,42.575793,-6.431213,99.929847
Castrotierra de Valmadrigal,León,Castrotierra de Valmadrigal,42.329778,-5.235473,50.158671999999996
Cea,León,Cea,42.476384,-5.012457,70.734427
Cebanico,León,Cebanico,42.72526,-5.02568,67.383924
Cebrones del Río,León,Cebrones del Río,42.25726,-5.82622,78.026872
Chozas de Abajo,León,Chozas de Abajo,42.50657,-5.68656,20.397745999999998
Cimanes de la Vega,León,Cimanes de la Vega,42.117626,-5.601046,60.841667
Cimanes del Tejar,León,Cimanes del Tejar,42.549504,-5.831334,30.80369
Cistierna,León,Cistierna,42.80459,-5.129899,64.82805
Congosto,León,Congosto,42.591703,-6.518332,104.07065700000001
Corbillos de los Oteros,León,Corbillos de los Oteros,42.40769,-5.45964,28.274874
Corullón,León,Corullón,42.57896,-6.81925,134.58085
Crémenes,León,Crémenes,42.90357,-5.14374,81.117405
Cuadros,León,Cuadros,42.71163,-5.63828,15.640818
Cubillas de los Oteros,León,Cubillas de los Oteros,42.37199,-5.50877,30.220418
Cubillas de Rueda,León,Cubillas de Rueda,42.65626,-5.17528,47.375957
Cubillos del Sil,León,Cubillos del Sil,42.615339,-6.561106,121.192696
Destriana,León,Destriana,43.03969,-5.116,117.283865
Encinedo,León,Encinedo,42.27049,-6.59368,145.02479
Ercina (La),León,La Ercina,42.81348,-5.2184,51.494874
Escobar de Campos,León,Escobar de Campos,42.31337,-4.96573,69.349858
Fabero,León,Fabero,42.766773,-6.624773,140.500801
Folgoso de la Ribera,León,Folgoso de la Ribera,42.613607,-6.340696,87.05038499999999
Fresno de la Vega,León,Fresno de la Vega,42.345454,-5.535507,33.802527999999995
Fuentes de Carbajal,León,Fuentes de Carbajal,42.17776,-5.44606,56.784192000000004
Garrafe de Torío,León,Garrafe de Torío,42.73285,-5.5236,16.405876
Gordaliza del Pino,León,Gordaliza del Pino,42.34357,-5.15731,55.640271
Gordoncillo,León,Gordoncillo,42.134907,-5.401811,79.75492600000001
Gradefes,León,Gradefes,42.62396,-5.22691,42.83068
Grajal de Campos,León,Grajal de Campos,42.321863,-5.01917,64.490211
Gusendos de los Oteros,León,Gusendos de los Oteros,42.37818,-5.43088,32.555559
Hospital de Órbigo,León,Hospital de Órbigo,42.462969,-5.883402,36.88901799999999
Igüeña,León,Igüeña,42.72853,-6.27738,101.40173200000001
Izagre,León,Izagre,42.2241,-5.25727,56.958044
Joarilla de las Matas,León,Joarilla de las Matas,42.28755,-5.17855,61.023720999999995
Laguna Dalga,León,Laguna Dalga,42.332105,-5.752108,47.887063999999995
Laguna de Negrillos,León,Laguna de Negrillos,42.23883,-5.661596,46.067509
León,León,León,42.59706,-5.577024,0.0
Llamas de la Ribera,León,Llamas de la Ribera,42.63504,-5.82524,30.918488
Lucillo,León,Lucillo,42.408632,-6.304323,76.51558
Luyego,León,Luyego,42.36667,-6.23333,69.255778
Magaz de Cepeda,León,Magaz de Cepeda,42.539682,-6.074066,68.492325
Mansilla de las Mulas,León,Mansilla de las Mulas,42.497506,-5.413408,22.544990000000002
Mansilla Mayor,León,Mansilla Mayor,42.50943,-5.44272,21.318847
Maraña,León,Maraña,43.04991,-5.17726,122.55340600000001
Matadeón de los Oteros,León,Matadeón de los Oteros,42.33776,-5.36887,43.895477
Matallana de Torío,León,Matallana de Torío,42.8656,-5.52034,39.555756
Matanza,León,Matanza,42.39135,-6.04587,57.754166
Molinaseca,León,Molinaseca,42.53829,-6.51997,117.358753
Murias de Paredes,León,Murias de Paredes,42.85027,-6.19164,79.55386800000001
Noceda del Bierzo,León,Noceda del Bierzo,42.715147,-6.401794,108.337466
Oencia,León,Oencia,42.54758,-6.96859,156.30341099999998
Omañas (Las),León,Las Omañas,42.68145,-5.87141,39.829023
Onzonilla,León,Onzonilla,42.49847,-5.586432,13.132682999999998
Oseja de Sajambre,León,Oseja de Sajambre,43.13671,-5.03786,129.994818
Pajares de los Oteros,León,Pajares de los Oteros,42.3301,-5.47313,48.6381
Palacios de la Valduerna,León,Palacios de la Valduerna,42.327934,-5.93975,65.472595
Palacios del Sil,León,Palacios del Sil,42.87601,-6.4315,116.675118
Páramo del Sil,León,Páramo del Sil,42.835103,-6.523246,131.280551
Peranzanes,León,Peranzanes,42.87724,-6.63383,144.788377
Pobladura de Pelayo García,León,Pobladura de Pelayo García,42.305849,-5.685368,44.649031
Pola de Gordón (La),León,La Pola de Gordón,42.8568,-5.671749,34.521266000000004
Ponferrada,León,Ponferrada,42.54664,-6.59619,112.87006299999999
Posada de Valdeón,León,Posada de Valdeón,43.15154,-4.92102,132.440019
Pozuelo del Páramo,León,Pozuelo del Páramo,42.171,-5.76813,61.580619
Prado de la Guzpeña,León,Prado de la Guzpeña,42.78309,-5.02554,75.277724
Priaranza del Bierzo,León,Priaranza del Bierzo,42.50978,-6.67017,125.380981
Prioro,León,Prioro,42.89481,-4.96349,92.907546
Puebla de Lillo,León,Puebla de Lillo,43.00691,-5.27387,70.238
Puente de Domingo Flórez,León,Puente de Domingo Flórez,42.401893,-6.799079,156.139343
Quintana del Castillo,León,Quintana del Castillo,42.65987,-6.04978,76.931229
Quintana del Marco,León,Quintana del Marco,42.2067,-5.8503,85.66377
Quintana y Congosto,León,Quintana y Congosto,42.25585,-6.03636,81.4229
Regueras de Arriba,León,Regueras de Arriba,42.29414,-5.85958,73.98405199999999
Reyero,León,Reyero,42.94882,-5.19892,66.840423
Riaño,León,Riaño,42.976008,-5.004212,100.285403
Riego de la Vega,León,Riego de la Vega,42.386665,-5.984667,56.762376
Riello,León,Riello,42.82298,-6.02333,44.347321382095664
Rioseco de Tapia,León,Rioseco de Tapia,42.7296,-5.79016,26.048482
Robla (La),León,La Robla,42.793366,-5.631224,24.886559000000002
Roperuelos del Páramo,León,Roperuelos del Páramo,42.2378,-5.78234,61.330751
Sabero,León,Sabero,42.83593,-5.14875,61.110945
Sahagún,León,Sahagún,42.370233,-5.025531,60.296681
San Adrián del Valle,León,San Adrián del Valle,42.13033,-5.72905,80.45645
San Andrés del Rabanedo,León,San Andrés del Rabanedo,42.613166,-5.619173,5.229171999999999
San Cristóbal de la Polantera,León,San Cristóbal de la Polantera,42.39041,-5.90732,43.507123
San Emiliano,León,San Emiliano,42.97164,-6.00075,77.458714
San Esteban de Nogales,León,San Esteban de Nogales,42.15995,-5.93066,85.802103
San Justo de la Vega,León,San Justo de la Vega,42.454673,-6.016083,47.745621
San Millán de los Caballeros,León,San Millán de los Caballeros,42.2852,-5.56107,41.233599000000005
San Pedro Bercianos,León,San Pedro Bercianos,42.390553,-5.70998,28.945262
Sancedo,León,Sancedo,42.66666,-6.63456,125.402224
Santa Colomba de Curueño,León,Santa Colomba de Curueño,42.75058,-5.41201,31.858076
Santa Colomba de Somoza,León,Santa Colomba de Somoza,42.44466,-6.24483,68.319394
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,42.35446,-5.30929,41.772184
Santa Elena de Jamuz,León,Santa Elena de Jamuz,42.264258,-5.930187,72.48310400000001
Santa María de la Isla,León,Santa María de la Isla,42.356341,-5.928436,64.13159399999999
Santa María de Ordás,León,Santa María de Ordás,42.72653,-5.82301,28.871394
Santa María del Monte de Cea,León,Santa María del Monte de Cea,42.49137,-5.11689,57.277637999999996
Santa María del Páramo,León,Santa María del Páramo,42.356278,-5.747656,46.653082000000005
Santa Marina del Rey,León,Santa Marina del Rey,42.51334,-5.86065,30.659744
Santas Martas,León,Santas Martas,42.431009,-5.370648,33.26401799999999
Santiago Millas,León,Santiago Millas,42.3838,-6.10538,60.434696
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,42.549756,-5.639994,12.661191
Sariegos,León,Sariegos,42.65,-5.63333,8.904048000000001
Sena de Luna,León,Sena de Luna,42.92906,-5.95267,69.758492
Sobrado,León,Sobrado,42.51667,-6.85,140.806343
Soto de la Vega,León,Soto de la Vega,42.320288,-5.905636,68.50625500000001
Soto y Amío,León,Soto y Amío,42.77477,-5.88693,49.444648
Toral de los Guzmanes,León,Toral de los Guzmanes,42.241764,-5.567268,45.668071
Toral de los Vados,León,Toral de los Vados,42.54311,-6.7771,131.450491
Toreno,León,Toreno,42.696579,-6.512185,112.21161900000001
Torre del Bierzo,León,Torre del Bierzo,42.60769,-6.36675,89.457329
Trabadelo,León,Trabadelo,42.64874,-6.88,141.70369699999998
Truchas,León,Truchas,42.26093,-6.43605,125.45196700000001
Turcia,León,Turcia,42.553118,-5.862112,29.967662
Urdiales del Páramo,León,Urdiales del Páramo,42.386376,-5.790531,48.549968
Val de San Lorenzo,León,Val de San Lorenzo,42.417405,-6.123137,57.293659
Valdefresno,León,Valdefresno,42.59492,-5.49355,10.037085999999999
Valdefuentes del Páramo,León,Valdefuentes del Páramo,42.323902,-5.830153,54.006349
Valdelugueros,León,Valdelugueros,42.98376,-5.41521,61.95621499999999
Valdemora,León,Valdemora,42.19541,-5.42747,56.7636
Valdepiélago,León,Valdepiélago,42.86896,-5.39763,47.487916
Valdepolo,León,Valdepolo,42.576792,-5.262841,35.857254999999995
Valderas,León,Valderas,42.076497,-5.443631,73.719639
Valderrey,León,Valderrey,42.39408,-6.02151,55.469042
Valderrueda,León,Valderrueda,42.847796,-4.960578,86.992895
Valdesamario,León,Valdesamario,42.72094,-5.95104,63.214959
Valdevimbre,León,Valdevimbre,42.41959,-5.61975,25.124382
Valencia de Don Juan,León,Valencia de Don Juan,42.29456,-5.517597,43.049207
Vallecillo,León,Vallecillo,42.35604,-5.21088,50.721166
Valverde de la Virgen,León,Valverde de la Virgen,42.56823,-5.68461,11.943489
Valverde-Enrique,León,Valverde-Enrique,42.30459,-5.2999,46.637487
Vecilla (La),León,La Vecilla,42.84852,-5.40643,45.953692000000004
Vega de Espinareda,León,Vega de Espinareda,42.72537,-6.65439,138.68362
Vega de Infanzones,León,Vega de Infanzones,42.48116,-5.53295,16.179459
Vega de Valcarce,León,Vega de Valcarce,42.66068,-6.93784,148.526315
Vegacervera,León,Vegacervera,42.88808,-5.53549,42.832184
Vegaquemada,León,Vegaquemada,42.8187,-5.33242,40.376595
Vegas del Condado,León,Vegas del Condado,42.683322,-5.426568,21.342472
Villablino,León,Villablino,42.938054,-6.31776,103.620402
Villabraz,León,Villabraz,42.24658,-5.44593,52.224973
Villadangos del Páramo,León,Villadangos del Páramo,42.536877,-5.748391,24.554979
Villademor de la Vega,León,Villademor de la Vega,42.268484,-5.567787,42.593402999999995
Villafranca del Bierzo,León,Villafranca del Bierzo,42.606586,-6.812957,134.19301800000002
Villagatón,León,Villagatón,42.634111,-6.203337,81.817285
Villamandos,León,Villamandos,42.18058,-5.59397,53.010267999999996
Villamanín,León,Villamanín,42.93333,-5.65,48.953834
Villamañán,León,Villamañán,42.321955,-5.582642,36.378689
Villamartín de Don Sancho,León,Villamartín de Don Sancho,42.56943,-5.06056,82.622209
Villamejil,León,Villamejil,42.56205,-6.02514,64.892742
Villamol,León,Villamol,42.42766,-5.04832,64.465308
Villamontán de la Valduerna,León,Villamontán de la Valduerna,42.30962,-5.99656,65.512501
Villamoratiel de las Matas,León,Villamoratiel de las Matas,42.39755,-5.30064,38.991822
Villanueva de las Manzanas,León,Villanueva de las Manzanas,42.47264,-5.48043,23.770415
Villaobispo de Otero,León,Villaobispo de Otero,42.487036,-6.047347,55.755300000000005
Villaornate y Castro,León,Villaornate y Castro,42.187662,-5.529522,54.045579
Villaquejida,León,Villaquejida,42.145,-5.59699,58.638656000000005
Villaquilambre,León,Villaquilambre,42.636014,-5.561907,5.172982
Villarejo de Órbigo,León,Villarejo de Órbigo,42.44558,-5.90462,38.597112
Villares de Órbigo,León,Villares de Órbigo,42.476109,-5.896001,38.995096
Villasabariego,León,Villasabariego,42.53288,-5.41322,20.882869
Villaselán,León,Villaselán,42.56105,-5.0482,80.529375
Villaturiel,León,Villaturiel,42.51819,-5.48615,18.245682000000002
Villazala,León,Villazala,42.390729,-5.847057,44.770815
Villazanzo de Valderaduey,León,Villazanzo de Valderaduey,42.53592,-4.96462,80.197586
Zotes del Páramo,León,Zotes del Páramo,42.27268,-5.73617,54.479475
Abella de la Conca,Lleida,Abella de la Conca,42.16163,1.09228,98.888546
Àger,Lleida,Àger,42.0,0.76667,58.065092
Agramunt,Lleida,Agramunt,41.783427,1.10004,63.375571
Aitona,Lleida,Aitona,41.493249,0.45876,27.145101000000004
Alamús (Els),Lleida,Els Alamús,41.60584,0.76456,17.913074
Alàs i Cerc,Lleida,Alàs i Cerc,42.35,1.51667,155.616833
Albagés (L'),Lleida,L' Albagés,41.45,0.75,36.904006
Albatàrrec,Lleida,Albatàrrec,41.572357,0.604729,11.450133
Albesa,Lleida,Albesa,41.752952,0.659074,20.030047999999997
Albi (L'),Lleida,L' Albi,41.41667,0.93333,34.18120678944338
Alcanó,Lleida,Alcanó,41.48064,0.61659,17.138296999999998
Alcarràs,Lleida,Alcarràs,41.565846,0.524235,11.154563
Alcoletge,Lleida,Alcoletge,41.653794,0.690828,10.579284
Alfarràs,Lleida,Alfarràs,41.830623,0.569296,30.102345
Alfés,Lleida,Alfés,41.52143,0.6205,12.843002
Algerri,Lleida,Algerri,41.815044,0.636325,36.006451
Alguaire,Lleida,Alguaire,41.73593,0.587556,20.893813
Alins,Lleida,Alins,42.58453,1.35697,123.49018927037366
Almacelles,Lleida,Almacelles,41.730809,0.438299,20.899672
Almatret,Lleida,Almatret,41.30556,0.42418,48.508615
Almenar,Lleida,Almenar,41.796584,0.57046,26.461170000000003
Alòs de Balaguer,Lleida,Alòs de Balaguer,41.91667,0.96667,59.646473
Alpicat,Lleida,Alpicat,41.666134,0.555544,9.033985000000001
Alt Àneu,Lleida,Alt Àneu,42.67742,1.06655,123.40880575367213
Anglesola,Lleida,Anglesola,41.656929,1.08227,44.871454
Arbeca,Lleida,Arbeca,41.542714,0.924267,38.693717
Arres,Lleida,Arres,42.75,0.73333,177.327245
Arsèguel,Lleida,Arsèguel,42.34998,1.58418,144.22966200000002
Artesa de Lleida,Lleida,Artesa de Lleida,41.553186,0.703313,11.056718
Artesa de Segre,Lleida,Artesa de Segre,41.894038,1.046955,53.670566
Aspa,Lleida,Aspa,41.49472,0.67277,19.084705999999997
Avellanes i Santa Linya (Les),Lleida,Les Avellanes i Santa Linya,41.91809,0.791555,45.921555999999995
Baix Pallars,Lleida,Baix Pallars,42.3308,1.07052,113.517049
Balaguer,Lleida,Balaguer,41.789551,0.810449,27.51406
Barbens,Lleida,Barbens,41.677688,1.016784,42.475817
Baronia de Rialb (La),Lleida,La Baronia de Rialb,41.93182,1.19489,68.488028
Bassella,Lleida,Bassella,42.01667,1.3,84.43323600000001
Bausen,Lleida,Bausen,42.83454,0.71687,189.004935
Belianes,Lleida,Belianes,41.560949,1.015981,46.892504
Bellaguarda,Lleida,Bellaguarda,41.33333,0.73333,41.063306
Bellcaire d'Urgell,Lleida,Bellcaire d'Urgell,41.758284,0.906839,36.423977
Bell-lloc d'Urgell,Lleida,Bell-lloc d'Urgell,41.631829,0.781562,15.484681
Bellmunt d'Urgell,Lleida,Bellmunt d'Urgell,41.768089,0.950415,41.68271
Bellpuig,Lleida,Bellpuig,41.626591,1.01215,38.797798
Bellver de Cerdanya,Lleida,Bellver de Cerdanya,42.369586,1.777061,200.740904
Bellvís,Lleida,Bellvís,41.67271,0.817711,23.89832
Benavent de Segrià,Lleida,Benavent de Segrià,41.69566,0.633972,12.528147
Biosca,Lleida,Biosca,41.84186,1.35889,79.00133500000001
Bòrdes (Es),Lleida,Es Bòrdes,42.73333,0.71667,173.834855
Borges Blanques (Les),Lleida,Les Borges Blanques,41.519919,0.86883,32.160129
Bossòst,Lleida,Bossòst,42.785261,0.692317,179.920845
Bovera,Lleida,Bovera,41.31667,0.65,46.875597
Cabanabona,Lleida,Cabanabona,41.8515,1.21579,79.011972
Cabó,Lleida,Cabó,42.23595,1.24244,118.696436
Camarasa,Lleida,Camarasa,41.87486,0.87814,41.69123200000001
Canejan,Lleida,Canejan,42.83836,0.739,188.487496
Castell de Mur,Lleida,Castell de Mur,42.09872,0.84849,84.374579
Castellar de la Ribera,Lleida,Castellar de la Ribera,42.01327,1.393373,96.635575
Castelldans,Lleida,Castelldans,41.497593,0.765883,28.943808
Castellnou de Seana,Lleida,Castellnou de Seana,41.646861,0.97042,35.385649
Castelló de Farfanya,Lleida,Castelló de Farfanya,41.81667,0.73333,31.537679
Castellserà,Lleida,Castellserà,41.745645,0.987765,45.337491
Cava,Lleida,Cava,42.31834,1.61469,152.36324100000002
Cervera,Lleida,Cervera,41.67152,1.267435,62.316693
Cervià de les Garrigues,Lleida,Cervià de les Garrigues,41.41667,0.86667,49.99544
Ciutadilla,Lleida,Ciutadilla,41.56113,1.13935,61.557823
Clariana de Cardener,Lleida,Clariana de Cardener,41.93333,1.63333,117.151933
Cogul (El),Lleida,El Cogul,41.46667,0.68333,23.233421999999997
Coll de Nargó,Lleida,Coll de Nargó,42.17473,1.31694,104.08366099999999
Coma i la Pedra (La),Lleida,La Coma i la Pedra,42.178718,1.584463,140.445105
Conca de Dalt,Lleida,Conca de Dalt,42.25133,0.99973,104.82805400000001
Corbins,Lleida,Corbins,41.68904,0.693046,10.947839
Cubells,Lleida,Cubells,41.843686,0.956658,45.603758
Espluga Calba (L'),Lleida,L' Espluga Calba,41.396057,1.101078,68.064201
Espot,Lleida,Espot,42.57838,1.08666,159.407861
Estamariu,Lleida,Estamariu,42.38129,1.53,141.113938
Estaràs,Lleida,Estaràs,41.70171,1.37727,71.180499
Esterri d'Àneu,Lleida,Esterri d'Àneu,42.627714,1.123328,157.701276
Esterri de Cardós,Lleida,Esterri de Cardós,42.59254,1.2626,155.982732
Farrera,Lleida,Farrera,42.49654,1.27216,151.34499
Fígols i Alinyà,Lleida,Fígols i Alinyà,42.187921,1.391872,113.44249099999999
Floresta (La),Lleida,La Floresta,41.500877,0.92448,43.621945999999994
Fondarella,Lleida,Fondarella,41.63469,0.87343,27.226339
Foradada,Lleida,Foradada,41.872831,1.015003,48.863429
Fuliola (La),Lleida,La Fuliola,41.7155,1.016168,49.268125
Fulleda,Lleida,Fulleda,41.46334,1.02395,56.231668
Gavet de la Conca,Lleida,Gavet de la Conca,42.07874,0.97131,86.371938
Gimenells i el Pla de la Font,Lleida,Gimenells i el Pla de la Font,41.68689,0.35465,28.544833999999998
Golmés,Lleida,Golmés,41.631996,0.931817,32.340783
Gósol,Lleida,Gósol,42.23697,1.6601,199.89686600000002
Granadella (La),Lleida,La Granadella,41.35,0.66667,38.143853
Granja d'Escarp (La),Lleida,La Granja d'Escarp,41.418938,0.352533,44.830722
Granyanella,Lleida,Granyanella,41.6559,1.21482,60.823072999999994
Granyena de les Garrigues,Lleida,Granyena de les Garrigues,41.43333,0.65,23.651419999999998
Granyena de Segarra,Lleida,Granyena de Segarra,41.61667,1.25,68.817982
Guimerà,Lleida,Guimerà,41.568189,1.185533,66.26197900000001
Guingueta d'Àneu (La),Lleida,La Guingueta d'Àneu,42.6072,1.15194,165.536027
Guissona,Lleida,Guissona,41.783974,1.287773,69.166335
Guixers,Lleida,Guixers,42.14378,1.63933,130.90316
Isona i Conca Dellà,Lleida,Isona i Conca Dellà,42.118738,1.046001,90.88162
Ivars de Noguera,Lleida,Ivars de Noguera,41.85,0.6,34.619778
Ivars d'Urgell,Lleida,Ivars d'Urgell,41.680265,0.988193,37.715025999999995
Ivorra,Lleida,Ivorra,41.76667,1.4,80.567173
Josa i Tuixén,Lleida,Josa i Tuixén,42.24745,1.60824,155.177589
Juncosa,Lleida,Juncosa,41.37033,0.7765,38.591725
Juneda,Lleida,Juneda,41.549748,0.823783,21.035895
Les,Lleida,Les,42.8086,0.71674,184.44631099999998
Linyola,Lleida,Linyola,41.709902,0.90301,35.704875
Lladorre,Lleida,Lladorre,42.62138,1.24893,156.361693
Lladurs,Lleida,Lladurs,42.07264,1.46811,119.874407
Llardecans,Lleida,Llardecans,41.37429,0.54969,32.816958
Llavorsí,Lleida,Llavorsí,42.49515,1.21101,139.818245
Lleida,Lleida,Lleida,41.61674,0.62218,0.0
Lles de Cerdanya,Lleida,Lles de Cerdanya,42.39025,1.68692,217.599818
Llimiana,Lleida,Llimiana,42.07476,0.91621,79.41170299999999
Llobera,Lleida,Llobera,41.921226,1.458305,92.665394
Maials,Lleida,Maials,41.364815,0.506768,36.415330000000004
Maldà,Lleida,Maldà,41.55,1.03333,48.754945
Massalcoreig,Lleida,Massalcoreig,41.4527,0.3592,39.420432
Massoteres,Lleida,Massoteres,41.8,1.31667,73.109612
Menàrguens,Lleida,Menàrguens,41.730725,0.743186,17.972706
Miralcamp,Lleida,Miralcamp,41.604716,0.880115,32.339311
Mollerussa,Lleida,Mollerussa,41.627355,0.893298,29.672819
Molsosa (La),Lleida,La Molsosa,41.78072,1.52493,98.268732
Montellà i Martinet,Lleida,Montellà i Martinet,42.33453,1.70132,215.58624799999998
Montferrer i Castellbò,Lleida,Montferrer i Castellbò,42.341445,1.434287,129.266761
Montgai,Lleida,Montgai,41.8,0.96667,43.196638
Montoliu de Lleida,Lleida,Montoliu de Lleida,41.559288,0.588892,12.011998
Montoliu de Segarra,Lleida,Montoliu de Segarra,41.589709,1.266865,71.582418
Montornès de Segarra,Lleida,Montornès de Segarra,41.6,1.23333,65.197687
Nalec,Lleida,Nalec,41.55,1.11667,63.84397
Naut Aran,Lleida,Naut Aran,42.68617,0.90603,176.913731
Navès,Lleida,Navès,41.99162,1.63877,114.599409
Odèn,Lleida,Odèn,42.11819,1.44068,129.544931
Oliana,Lleida,Oliana,42.067307,1.313503,90.20683100000001
Oliola,Lleida,Oliola,41.87566,1.17631,66.357144
Olius,Lleida,Olius,41.976481,1.558531,106.535594
Oluges (Les),Lleida,Les Oluges,41.7,1.33333,70.85739699999999
Omellons (Els),Lleida,Els Omellons,41.5,0.96667,41.965163999999994
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,41.50041,1.07524,56.736173
Organyà,Lleida,Organyà,42.21667,1.33333,110.077664
Os de Balaguer,Lleida,Os de Balaguer,41.87314,0.72017,39.164474999999996
Ossó de Sió,Lleida,Ossó de Sió,41.75484,1.159,65.04668600000001
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,41.647765,0.885618,27.751812
Penelles,Lleida,Penelles,41.75,0.96667,42.687712
Peramola,Lleida,Peramola,42.05771,1.26767,91.871125
Pinell de Solsonès,Lleida,Pinell de Solsonès,41.95305,1.37391,98.147536
Pinós,Lleida,Pinós,41.836651,1.549743,108.694468
Plans de Sió (Els),Lleida,Els Plans de Sió,41.741019,1.210361,61.206349
Poal (El),Lleida,El Poal,41.677884,0.855778,31.319423999999998
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,41.36683,0.91508,52.905933
Pobla de Segur (La),Lleida,La Pobla de Segur,42.243747,0.968375,98.396192
Pont de Bar (El),Lleida,El Pont de Bar,42.3711,1.60538,144.311431
Pont de Suert (El),Lleida,El Pont de Suert,42.40815,0.74171,124.396783
Ponts,Lleida,Ponts,41.915106,1.186026,65.896571
Portella (La),Lleida,La Portella,41.73333,0.65,18.052916
Prats i Sansor,Lleida,Prats i Sansor,42.369022,1.848201,199.662782
