municipio,provincia,municipio_nombre_humano,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia
Laracha (A),A Coruña,A Laracha,53.86,10.92,47.98,1466
Laxe,A Coruña,Laxe,53.86,10.92,47.98,1466
Lousame,A Coruña,Lousame,53.86,10.92,47.98,1466
Malpica de Bergantiños,A Coruña,Malpica de Bergantiños,53.86,10.92,47.98,1466
Mañón,A Coruña,Mañón,53.86,10.92,47.98,1466
Mazaricos,A Coruña,Mazaricos,53.86,10.92,47.98,1466
Melide,A Coruña,Melide,53.86,10.92,47.98,1466
Mesía,A Coruña,Mesía,53.86,10.92,47.98,1466
Miño,A Coruña,Miño,53.86,10.92,47.98,1466
Moeche,A Coruña,Moeche,53.86,10.92,47.98,1466
Monfero,A Coruña,Monfero,53.86,10.92,47.98,1466
Mugardos,A Coruña,Mugardos,53.86,10.92,47.98,1466
Muros,A Coruña,Muros,53.86,10.92,47.98,1466
Muxía,A Coruña,Muxía,53.86,10.92,47.98,1466
Narón,A Coruña,Narón,53.86,10.92,47.98,1466
Neda,A Coruña,Neda,53.86,10.92,47.98,1466
Negreira,A Coruña,Negreira,53.86,10.92,47.98,1466
Noia,A Coruña,Noia,53.86,10.92,47.98,1466
Oleiros,A Coruña,Oleiros,53.86,10.92,47.98,1466
Ordes,A Coruña,Ordes,53.86,10.92,47.98,1466
Oroso,A Coruña,Oroso,53.86,10.92,47.98,1466
Ortigueira,A Coruña,Ortigueira,53.86,10.92,47.98,1466
Outes,A Coruña,Outes,53.86,10.92,47.98,1466
Oza-Cesuras,A Coruña,Oza-Cesuras,53.86,10.92,47.98,1466
Paderne,A Coruña,Paderne,53.86,10.92,47.98,1466
Padrón,A Coruña,Padrón,53.86,10.92,47.98,1466
Pino (O),A Coruña,O Pino,53.86,10.92,47.98,1466
Pobra do Caramiñal (A),A Coruña,A Pobra do Caramiñal,53.86,10.92,47.98,1466
Ponteceso,A Coruña,Ponteceso,53.86,10.92,47.98,1466
Pontedeume,A Coruña,Pontedeume,53.86,10.92,47.98,1466
Pontes de García Rodríguez (As),A Coruña,As Pontes de García Rodríguez,53.86,10.92,47.98,1466
Porto do Son,A Coruña,Porto do Son,53.86,10.92,47.98,1466
Rianxo,A Coruña,Rianxo,53.86,10.92,47.98,1466
Ribeira,A Coruña,Ribeira,53.86,10.92,47.98,1466
Rois,A Coruña,Rois,53.86,10.92,47.98,1466
Sada,A Coruña,Sada,53.86,10.92,47.98,1466
San Sadurniño,A Coruña,San Sadurniño,53.86,10.92,47.98,1466
Santa Comba,A Coruña,Santa Comba,53.86,10.92,47.98,1466
Santiago de Compostela,A Coruña,Santiago de Compostela,53.86,10.92,47.98,1466
Santiso,A Coruña,Santiso,53.86,10.92,47.98,1466
Sobrado,A Coruña,Sobrado,53.86,10.92,47.98,1466
Somozas (As),A Coruña,As Somozas,53.86,10.92,47.98,1466
Teo,A Coruña,Teo,53.86,10.92,47.98,1466
Toques,A Coruña,Toques,53.86,10.92,47.98,1466
Tordoia,A Coruña,Tordoia,53.86,10.92,47.98,1466
Touro,A Coruña,Touro,53.86,10.92,47.98,1466
Trazo,A Coruña,Trazo,53.86,10.92,47.98,1466
Val do Dubra,A Coruña,Val do Dubra,53.86,10.92,47.98,1466
Valdoviño,A Coruña,Valdoviño,53.86,10.92,47.98,1466
Vedra,A Coruña,Vedra,53.86,10.92,47.98,1466
Vilarmaior,A Coruña,Vilarmaior,53.86,10.92,47.98,1466
Vilasantar,A Coruña,Vilasantar,53.86,10.92,47.98,1466
Vimianzo,A Coruña,Vimianzo,53.86,10.92,47.98,1466
Zas,A Coruña,Zas,53.86,10.92,47.98,1466
Abia de la Obispalía,Cuenca,Abia de la Obispalía,56.94,10.77,50.81,329
Acebrón (El),Cuenca,El Acebrón,56.94,10.77,50.81,329
Alarcón,Cuenca,Alarcón,56.94,10.77,50.81,329
Albaladejo del Cuende,Cuenca,Albaladejo del Cuende,56.94,10.77,50.81,329
Albalate de las Nogueras,Cuenca,Albalate de las Nogueras,56.94,10.77,50.81,329
Albendea,Cuenca,Albendea,56.94,10.77,50.81,329
Alberca de Záncara (La),Cuenca,La Alberca de Záncara,56.94,10.77,50.81,329
Alcalá de la Vega,Cuenca,Alcalá de la Vega,56.94,10.77,50.81,329
Alcantud,Cuenca,Alcantud,56.94,10.77,50.81,329
Alcázar del Rey,Cuenca,Alcázar del Rey,56.94,10.77,50.81,329
Alcohujate,Cuenca,Alcohujate,56.94,10.77,50.81,329
Alconchel de la Estrella,Cuenca,Alconchel de la Estrella,56.94,10.77,50.81,329
Algarra,Cuenca,Algarra,56.94,10.77,50.81,329
Aliaguilla,Cuenca,Aliaguilla,56.94,10.77,50.81,329
Almarcha (La),Cuenca,La Almarcha,56.94,10.77,50.81,329
Almendros,Cuenca,Almendros,56.94,10.77,50.81,329
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar,56.94,10.77,50.81,329
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado,56.94,10.77,50.81,329
Altarejos,Cuenca,Altarejos,56.94,10.77,50.81,329
Arandilla del Arroyo,Cuenca,Arandilla del Arroyo,56.94,10.77,50.81,329
Arcas,Cuenca,Arcas,56.94,10.77,50.81,329
Arcos de la Sierra,Cuenca,Arcos de la Sierra,56.94,10.77,50.81,329
Arguisuelas,Cuenca,Arguisuelas,56.94,10.77,50.81,329
Arrancacepas,Cuenca,Arrancacepas,56.94,10.77,50.81,329
Atalaya del Cañavate,Cuenca,Atalaya del Cañavate,56.94,10.77,50.81,329
Barajas de Melo,Cuenca,Barajas de Melo,56.94,10.77,50.81,329
Barchín del Hoyo,Cuenca,Barchín del Hoyo,56.94,10.77,50.81,329
Bascuñana de San Pedro,Cuenca,Bascuñana de San Pedro,56.94,10.77,50.81,329
Beamud,Cuenca,Beamud,56.94,10.77,50.81,329
Belinchón,Cuenca,Belinchón,56.94,10.77,50.81,329
Belmonte,Cuenca,Belmonte,56.94,10.77,50.81,329
Belmontejo,Cuenca,Belmontejo,56.94,10.77,50.81,329
Beteta,Cuenca,Beteta,56.94,10.77,50.81,329
Boniches,Cuenca,Boniches,56.94,10.77,50.81,329
Buciegas,Cuenca,Buciegas,56.94,10.77,50.81,329
Buenache de Alarcón,Cuenca,Buenache de Alarcón,56.94,10.77,50.81,329
Buenache de la Sierra,Cuenca,Buenache de la Sierra,56.94,10.77,50.81,329
Buendía,Cuenca,Buendía,56.94,10.77,50.81,329
Campillo de Altobuey,Cuenca,Campillo de Altobuey,56.94,10.77,50.81,329
Campillos-Paravientos,Cuenca,Campillos-Paravientos,56.94,10.77,50.81,329
Campillos-Sierra,Cuenca,Campillos-Sierra,56.94,10.77,50.81,329
Campos del Paraíso,Cuenca,Campos del Paraíso,56.94,10.77,50.81,329
Canalejas del Arroyo,Cuenca,Canalejas del Arroyo,56.94,10.77,50.81,329
Cañada del Hoyo,Cuenca,Cañada del Hoyo,56.94,10.77,50.81,329
Cañada Juncosa,Cuenca,Cañada Juncosa,56.94,10.77,50.81,329
Cañamares,Cuenca,Cañamares,56.94,10.77,50.81,329
Cañavate (El),Cuenca,El Cañavate,56.94,10.77,50.81,329
Cañaveras,Cuenca,Cañaveras,56.94,10.77,50.81,329
Cañaveruelas,Cuenca,Cañaveruelas,56.94,10.77,50.81,329
Cañete,Cuenca,Cañete,56.94,10.77,50.81,329
Cañizares,Cuenca,Cañizares,56.94,10.77,50.81,329
Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón,56.94,10.77,50.81,329
Cardenete,Cuenca,Cardenete,56.94,10.77,50.81,329
Carrascosa,Cuenca,Carrascosa,56.94,10.77,50.81,329
Carrascosa de Haro,Cuenca,Carrascosa de Haro,56.94,10.77,50.81,329
Casas de Benítez,Cuenca,Casas de Benítez,56.94,10.77,50.81,329
Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso,56.94,10.77,50.81,329
Casas de Garcimolina,Cuenca,Casas de Garcimolina,56.94,10.77,50.81,329
Casas de Guijarro,Cuenca,Casas de Guijarro,56.94,10.77,50.81,329
Casas de Haro,Cuenca,Casas de Haro,56.94,10.77,50.81,329
Casas de los Pinos,Cuenca,Casas de los Pinos,56.94,10.77,50.81,329
Casasimarro,Cuenca,Casasimarro,56.94,10.77,50.81,329
Castejón,Cuenca,Castejón,56.94,10.77,50.81,329
Castillejo de Iniesta,Cuenca,Castillejo de Iniesta,56.94,10.77,50.81,329
Castillejo-Sierra,Cuenca,Castillejo-Sierra,56.94,10.77,50.81,329
Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz,56.94,10.77,50.81,329
Castillo-Albaráñez,Cuenca,Castillo-Albaráñez,56.94,10.77,50.81,329
Cervera del Llano,Cuenca,Cervera del Llano,56.94,10.77,50.81,329
Chillarón de Cuenca,Cuenca,Chillarón de Cuenca,56.94,10.77,50.81,329
Chumillas,Cuenca,Chumillas,56.94,10.77,50.81,329
Cierva (La),Cuenca,La Cierva,56.94,10.77,50.81,329
Cuenca,Cuenca,Cuenca,56.94,10.77,50.81,329
Cueva del Hierro,Cuenca,Cueva del Hierro,56.94,10.77,50.81,329
Enguídanos,Cuenca,Enguídanos,56.94,10.77,50.81,329
Fresneda de Altarejos,Cuenca,Fresneda de Altarejos,56.94,10.77,50.81,329
Fresneda de la Sierra,Cuenca,Fresneda de la Sierra,56.94,10.77,50.81,329
Frontera (La),Cuenca,La Frontera,56.94,10.77,50.81,329
Fuente de Pedro Naharro,Cuenca,Fuente de Pedro Naharro,56.94,10.77,50.81,329
Fuentelespino de Haro,Cuenca,Fuentelespino de Haro,56.94,10.77,50.81,329
Fuentelespino de Moya,Cuenca,Fuentelespino de Moya,56.94,10.77,50.81,329
Fuentenava de Jábaga,Cuenca,Fuentenava de Jábaga,56.94,10.77,50.81,329
Fuentes,Cuenca,Fuentes,56.94,10.77,50.81,329
Fuertescusa,Cuenca,Fuertescusa,56.94,10.77,50.81,329
Gabaldón,Cuenca,Gabaldón,56.94,10.77,50.81,329
Garaballa,Cuenca,Garaballa,56.94,10.77,50.81,329
Gascueña,Cuenca,Gascueña,56.94,10.77,50.81,329
Graja de Campalbo,Cuenca,Graja de Campalbo,56.94,10.77,50.81,329
Graja de Iniesta,Cuenca,Graja de Iniesta,56.94,10.77,50.81,329
Henarejos,Cuenca,Henarejos,56.94,10.77,50.81,329
Herrumblar (El),Cuenca,El Herrumblar,56.94,10.77,50.81,329
Hinojosa (La),Cuenca,La Hinojosa,56.94,10.77,50.81,329
Hinojosos (Los),Cuenca,Los Hinojosos,56.94,10.77,50.81,329
Hito (El),Cuenca,El Hito,56.94,10.77,50.81,329
Honrubia,Cuenca,Honrubia,56.94,10.77,50.81,329
Hontanaya,Cuenca,Hontanaya,56.94,10.77,50.81,329
Hontecillas,Cuenca,Hontecillas,56.94,10.77,50.81,329
Horcajo de Santiago,Cuenca,Horcajo de Santiago,56.94,10.77,50.81,329
Huélamo,Cuenca,Huélamo,56.94,10.77,50.81,329
Huelves,Cuenca,Huelves,56.94,10.77,50.81,329
Huérguina,Cuenca,Huérguina,56.94,10.77,50.81,329
Huerta de la Obispalía,Cuenca,Huerta de la Obispalía,56.94,10.77,50.81,329
Huerta del Marquesado,Cuenca,Huerta del Marquesado,56.94,10.77,50.81,329
Huete,Cuenca,Huete,56.94,10.77,50.81,329
Iniesta,Cuenca,Iniesta,56.94,10.77,50.81,329
Laguna del Marquesado,Cuenca,Laguna del Marquesado,56.94,10.77,50.81,329
Lagunaseca,Cuenca,Lagunaseca,56.94,10.77,50.81,329
Landete,Cuenca,Landete,56.94,10.77,50.81,329
Ledaña,Cuenca,Ledaña,56.94,10.77,50.81,329
Leganiel,Cuenca,Leganiel,56.94,10.77,50.81,329
Majadas (Las),Cuenca,Las Majadas,56.94,10.77,50.81,329
Mariana,Cuenca,Mariana,56.94,10.77,50.81,329
Masegosa,Cuenca,Masegosa,56.94,10.77,50.81,329
Mesas (Las),Cuenca,Las Mesas,56.94,10.77,50.81,329
Minglanilla,Cuenca,Minglanilla,56.94,10.77,50.81,329
Mira,Cuenca,Mira,56.94,10.77,50.81,329
Monreal del Llano,Cuenca,Monreal del Llano,56.94,10.77,50.81,329
Montalbanejo,Cuenca,Montalbanejo,56.94,10.77,50.81,329
Montalbo,Cuenca,Montalbo,56.94,10.77,50.81,329
Monteagudo de las Salinas,Cuenca,Monteagudo de las Salinas,56.94,10.77,50.81,329
Mota de Altarejos,Cuenca,Mota de Altarejos,56.94,10.77,50.81,329
Mota del Cuervo,Cuenca,Mota del Cuervo,56.94,10.77,50.81,329
Motilla del Palancar,Cuenca,Motilla del Palancar,56.94,10.77,50.81,329
Moya,Cuenca,Moya,56.94,10.77,50.81,329
Narboneta,Cuenca,Narboneta,56.94,10.77,50.81,329
Olivares de Júcar,Cuenca,Olivares de Júcar,56.94,10.77,50.81,329
Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta,56.94,10.77,50.81,329
Olmeda del Rey,Cuenca,Olmeda del Rey,56.94,10.77,50.81,329
Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón,56.94,10.77,50.81,329
Olmedilla de Eliz,Cuenca,Olmedilla de Eliz,56.94,10.77,50.81,329
Osa de la Vega,Cuenca,Osa de la Vega,56.94,10.77,50.81,329
Pajarón,Cuenca,Pajarón,56.94,10.77,50.81,329
Pajaroncillo,Cuenca,Pajaroncillo,56.94,10.77,50.81,329
Palomares del Campo,Cuenca,Palomares del Campo,56.94,10.77,50.81,329
Palomera,Cuenca,Palomera,56.94,10.77,50.81,329
Paracuellos,Cuenca,Paracuellos,56.94,10.77,50.81,329
Paredes,Cuenca,Paredes,56.94,10.77,50.81,329
Parra de las Vegas (La),Cuenca,La Parra de las Vegas,56.94,10.77,50.81,329
Pedernoso (El),Cuenca,El Pedernoso,56.94,10.77,50.81,329
Pedroñeras (Las),Cuenca,Las Pedroñeras,56.94,10.77,50.81,329
Peral (El),Cuenca,El Peral,56.94,10.77,50.81,329
Peraleja (La),Cuenca,La Peraleja,56.94,10.77,50.81,329
Pesquera (La),Cuenca,La Pesquera,56.94,10.77,50.81,329
Picazo (El),Cuenca,El Picazo,56.94,10.77,50.81,329
Pinarejo,Cuenca,Pinarejo,56.94,10.77,50.81,329
Pineda de Gigüela,Cuenca,Pineda de Gigüela,56.94,10.77,50.81,329
Piqueras del Castillo,Cuenca,Piqueras del Castillo,56.94,10.77,50.81,329
Portalrubio de Guadamejud,Cuenca,Portalrubio de Guadamejud,56.94,10.77,50.81,329
Portilla,Cuenca,Portilla,56.94,10.77,50.81,329
Poyatos,Cuenca,Poyatos,56.94,10.77,50.81,329
Pozoamargo,Cuenca,Pozoamargo,56.94,10.77,50.81,329
Pozorrubielos de la Mancha,Cuenca,Pozorrubielos de la Mancha,56.94,10.77,50.81,329
Pozorrubio de Santiago,Cuenca,Pozorrubio de Santiago,56.94,10.77,50.81,329
Pozuelo (El),Cuenca,El Pozuelo,56.94,10.77,50.81,329
Priego,Cuenca,Priego,56.94,10.77,50.81,329
Provencio (El),Cuenca,El Provencio,56.94,10.77,50.81,329
Puebla de Almenara,Cuenca,Puebla de Almenara,56.94,10.77,50.81,329
Puebla del Salvador,Cuenca,Puebla del Salvador,56.94,10.77,50.81,329
Quintanar del Rey,Cuenca,Quintanar del Rey,56.94,10.77,50.81,329
Rada de Haro,Cuenca,Rada de Haro,56.94,10.77,50.81,329
Reíllo,Cuenca,Reíllo,56.94,10.77,50.81,329
Rozalén del Monte,Cuenca,Rozalén del Monte,56.94,10.77,50.81,329
Saceda-Trasierra,Cuenca,Saceda-Trasierra,56.94,10.77,50.81,329
Saelices,Cuenca,Saelices,56.94,10.77,50.81,329
Salinas del Manzano,Cuenca,Salinas del Manzano,56.94,10.77,50.81,329
Salmeroncillos,Cuenca,Salmeroncillos,56.94,10.77,50.81,329
Salvacañete,Cuenca,Salvacañete,56.94,10.77,50.81,329
San Clemente,Cuenca,San Clemente,56.94,10.77,50.81,329
San Lorenzo de la Parrilla,Cuenca,San Lorenzo de la Parrilla,56.94,10.77,50.81,329
San Martín de Boniches,Cuenca,San Martín de Boniches,56.94,10.77,50.81,329
San Pedro Palmiches,Cuenca,San Pedro Palmiches,56.94,10.77,50.81,329
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya,56.94,10.77,50.81,329
Santa María de los Llanos,Cuenca,Santa María de los Llanos,56.94,10.77,50.81,329
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus,56.94,10.77,50.81,329
Santa María del Val,Cuenca,Santa María del Val,56.94,10.77,50.81,329
Sisante,Cuenca,Sisante,56.94,10.77,50.81,329
Solera de Gabaldón,Cuenca,Solera de Gabaldón,56.94,10.77,50.81,329
Sotorribas,Cuenca,Sotorribas,56.94,10.77,50.81,329
Talayuelas,Cuenca,Talayuelas,56.94,10.77,50.81,329
Tarancón,Cuenca,Tarancón,56.94,10.77,50.81,329
Tébar,Cuenca,Tébar,56.94,10.77,50.81,329
Tejadillos,Cuenca,Tejadillos,56.94,10.77,50.81,329
Tinajas,Cuenca,Tinajas,56.94,10.77,50.81,329
Torralba,Cuenca,Torralba,56.94,10.77,50.81,329
Torrejoncillo del Rey,Cuenca,Torrejoncillo del Rey,56.94,10.77,50.81,329
Torrubia del Campo,Cuenca,Torrubia del Campo,56.94,10.77,50.81,329
Torrubia del Castillo,Cuenca,Torrubia del Castillo,56.94,10.77,50.81,329
Tragacete,Cuenca,Tragacete,56.94,10.77,50.81,329
Tresjuncos,Cuenca,Tresjuncos,56.94,10.77,50.81,329
Tribaldos,Cuenca,Tribaldos,56.94,10.77,50.81,329
Uclés,Cuenca,Uclés,56.94,10.77,50.81,329
Uña,Cuenca,Uña,56.94,10.77,50.81,329
Valdecolmenas (Los),Cuenca,Los Valdecolmenas,56.94,10.77,50.81,329
Valdemeca,Cuenca,Valdemeca,56.94,10.77,50.81,329
Valdemorillo de la Sierra,Cuenca,Valdemorillo de la Sierra,56.94,10.77,50.81,329
Valdemoro-Sierra,Cuenca,Valdemoro-Sierra,56.94,10.77,50.81,329
Valdeolivas,Cuenca,Valdeolivas,56.94,10.77,50.81,329
Valdetórtola,Cuenca,Valdetórtola,56.94,10.77,50.81,329
Valeras (Las),Cuenca,Las Valeras,56.94,10.77,50.81,329
Valhermoso de la Fuente,Cuenca,Valhermoso de la Fuente,56.94,10.77,50.81,329
Valle de Altomira (El),Cuenca,El Valle de Altomira,56.94,10.77,50.81,329
Valsalobre,Cuenca,Valsalobre,56.94,10.77,50.81,329
Valverde de Júcar,Cuenca,Valverde de Júcar,56.94,10.77,50.81,329
Valverdejo,Cuenca,Valverdejo,56.94,10.77,50.81,329
Vara de Rey,Cuenca,Vara de Rey,56.94,10.77,50.81,329
Vega del Codorno,Cuenca,Vega del Codorno,56.94,10.77,50.81,329
Vellisca,Cuenca,Vellisca,56.94,10.77,50.81,329
Villaconejos de Trabaque,Cuenca,Villaconejos de Trabaque,56.94,10.77,50.81,329
Villaescusa de Haro,Cuenca,Villaescusa de Haro,56.94,10.77,50.81,329
Villagarcía del Llano,Cuenca,Villagarcía del Llano,56.94,10.77,50.81,329
Villalba de la Sierra,Cuenca,Villalba de la Sierra,56.94,10.77,50.81,329
Villalba del Rey,Cuenca,Villalba del Rey,56.94,10.77,50.81,329
Villalgordo del Marquesado,Cuenca,Villalgordo del Marquesado,56.94,10.77,50.81,329
Villalpardo,Cuenca,Villalpardo,56.94,10.77,50.81,329
Villamayor de Santiago,Cuenca,Villamayor de Santiago,56.94,10.77,50.81,329
Villanueva de Guadamejud,Cuenca,Villanueva de Guadamejud,56.94,10.77,50.81,329
Villanueva de la Jara,Cuenca,Villanueva de la Jara,56.94,10.77,50.81,329
Villar de Cañas,Cuenca,Villar de Cañas,56.94,10.77,50.81,329
Villar de Domingo García,Cuenca,Villar de Domingo García,56.94,10.77,50.81,329
Villar de la Encina,Cuenca,Villar de la Encina,56.94,10.77,50.81,329
Villar de Olalla,Cuenca,Villar de Olalla,56.94,10.77,50.81,329
Villar del Humo,Cuenca,Villar del Humo,56.94,10.77,50.81,329
Villar del Infantado,Cuenca,Villar del Infantado,56.94,10.77,50.81,329
Villar y Velasco,Cuenca,Villar y Velasco,56.94,10.77,50.81,329
Villarejo de Fuentes,Cuenca,Villarejo de Fuentes,56.94,10.77,50.81,329
Villarejo de la Peñuela,Cuenca,Villarejo de la Peñuela,56.94,10.77,50.81,329
Villarejo-Periesteban,Cuenca,Villarejo-Periesteban,56.94,10.77,50.81,329
Villares del Saz,Cuenca,Villares del Saz,56.94,10.77,50.81,329
Villarrubio,Cuenca,Villarrubio,56.94,10.77,50.81,329
Villarta,Cuenca,Villarta,56.94,10.77,50.81,329
Villas de la Ventosa,Cuenca,Villas de la Ventosa,56.94,10.77,50.81,329
Villaverde y Pasaconsol,Cuenca,Villaverde y Pasaconsol,56.94,10.77,50.81,329
Víllora,Cuenca,Víllora,56.94,10.77,50.81,329
Vindel,Cuenca,Vindel,56.94,10.77,50.81,329
Yémeda,Cuenca,Yémeda,56.94,10.77,50.81,329
Zafra de Záncara,Cuenca,Zafra de Záncara,56.94,10.77,50.81,329
Zafrilla,Cuenca,Zafrilla,56.94,10.77,50.81,329
Zarza de Tajo,Cuenca,Zarza de Tajo,56.94,10.77,50.81,329
Zarzuela,Cuenca,Zarzuela,56.94,10.77,50.81,329
Agullana,Girona,Agullana,63.76,8.26,58.49,1248
Aiguaviva,Girona,Aiguaviva,63.76,8.26,58.49,1248
Albanyà,Girona,Albanyà,63.76,8.26,58.49,1248
Albons,Girona,Albons,63.76,8.26,58.49,1248
Alp,Girona,Alp,63.76,8.26,58.49,1248
Amer,Girona,Amer,63.76,8.26,58.49,1248
Anglès,Girona,Anglès,63.76,8.26,58.49,1248
Arbúcies,Girona,Arbúcies,63.76,8.26,58.49,1248
Argelaguer,Girona,Argelaguer,63.76,8.26,58.49,1248
Armentera (L'),Girona,L' Armentera,63.76,8.26,58.49,1248
Avinyonet de Puigventós,Girona,Avinyonet de Puigventós,63.76,8.26,58.49,1248
Banyoles,Girona,Banyoles,63.76,8.26,58.49,1248
Bàscara,Girona,Bàscara,63.76,8.26,58.49,1248
Begur,Girona,Begur,63.76,8.26,58.49,1248
Bellcaire d'Empordà,Girona,Bellcaire d'Empordà,63.76,8.26,58.49,1248
Besalú,Girona,Besalú,63.76,8.26,58.49,1248
Bescanó,Girona,Bescanó,63.76,8.26,58.49,1248
Beuda,Girona,Beuda,63.76,8.26,58.49,1248
Bisbal d'Empordà (La),Girona,La Bisbal d'Empordà,63.76,8.26,58.49,1248
Biure,Girona,Biure,63.76,8.26,58.49,1248
Blanes,Girona,Blanes,63.76,8.26,58.49,1248
Boadella i les Escaules,Girona,Boadella i les Escaules,63.76,8.26,58.49,1248
Bolvir,Girona,Bolvir,63.76,8.26,58.49,1248
Bordils,Girona,Bordils,63.76,8.26,58.49,1248
Borrassà,Girona,Borrassà,63.76,8.26,58.49,1248
Breda,Girona,Breda,63.76,8.26,58.49,1248
Brunyola i Sant Martí Sapresa,Girona,Brunyola i Sant Martí Sapresa,63.76,8.26,58.49,1248
Cabanelles,Girona,Cabanelles,63.76,8.26,58.49,1248
Cabanes,Girona,Cabanes,63.76,8.26,58.49,1248
Cadaqués,Girona,Cadaqués,63.76,8.26,58.49,1248
Caldes de Malavella,Girona,Caldes de Malavella,63.76,8.26,58.49,1248
Calonge i Sant Antoni,Girona,Calonge i Sant Antoni,63.76,8.26,58.49,1248
Camós,Girona,Camós,63.76,8.26,58.49,1248
Campdevànol,Girona,Campdevànol,63.76,8.26,58.49,1248
Campelles,Girona,Campelles,63.76,8.26,58.49,1248
Campllong,Girona,Campllong,63.76,8.26,58.49,1248
Camprodon,Girona,Camprodon,63.76,8.26,58.49,1248
Canet d'Adri,Girona,Canet d'Adri,63.76,8.26,58.49,1248
Cantallops,Girona,Cantallops,63.76,8.26,58.49,1248
Capmany,Girona,Capmany,63.76,8.26,58.49,1248
Cassà de la Selva,Girona,Cassà de la Selva,63.76,8.26,58.49,1248
Castellfollit de la Roca,Girona,Castellfollit de la Roca,63.76,8.26,58.49,1248
Castelló d'Empúries,Girona,Castelló d'Empúries,63.76,8.26,58.49,1248
Castell-Platja d'Aro,Girona,Castell-Platja d'Aro,63.76,8.26,58.49,1248
Cellera de Ter (La),Girona,La Cellera de Ter,63.76,8.26,58.49,1248
Celrà,Girona,Celrà,63.76,8.26,58.49,1248
Cervià de Ter,Girona,Cervià de Ter,63.76,8.26,58.49,1248
Cistella,Girona,Cistella,63.76,8.26,58.49,1248
Colera,Girona,Colera,63.76,8.26,58.49,1248
Colomers,Girona,Colomers,63.76,8.26,58.49,1248
Corçà,Girona,Corçà,63.76,8.26,58.49,1248
Cornellà del Terri,Girona,Cornellà del Terri,63.76,8.26,58.49,1248
Crespià,Girona,Crespià,63.76,8.26,58.49,1248
Cruïlles Monells i Sant Sadurní de l'Heura,Girona,Cruïlles Monells i Sant Sadurní de l'Heura,63.76,8.26,58.49,1248
Darnius,Girona,Darnius,63.76,8.26,58.49,1248
Das,Girona,Das,63.76,8.26,58.49,1248
Escala (L'),Girona,L' Escala,63.76,8.26,58.49,1248
Espinelves,Girona,Espinelves,63.76,8.26,58.49,1248
Espolla,Girona,Espolla,63.76,8.26,58.49,1248
Esponellà,Girona,Esponellà,63.76,8.26,58.49,1248
Far d'Empordà (El),Girona,El Far d'Empordà,63.76,8.26,58.49,1248
Figueres,Girona,Figueres,63.76,8.26,58.49,1248
Flaçà,Girona,Flaçà,63.76,8.26,58.49,1248
Foixà,Girona,Foixà,63.76,8.26,58.49,1248
Fontanals de Cerdanya,Girona,Fontanals de Cerdanya,63.76,8.26,58.49,1248
Fontanilles,Girona,Fontanilles,63.76,8.26,58.49,1248
Fontcoberta,Girona,Fontcoberta,63.76,8.26,58.49,1248
Forallac,Girona,Forallac,63.76,8.26,58.49,1248
Fornells de la Selva,Girona,Fornells de la Selva,63.76,8.26,58.49,1248
Fortià,Girona,Fortià,63.76,8.26,58.49,1248
Garrigàs,Girona,Garrigàs,63.76,8.26,58.49,1248
Garrigoles,Girona,Garrigoles,63.76,8.26,58.49,1248
Garriguella,Girona,Garriguella,63.76,8.26,58.49,1248
Ger,Girona,Ger,63.76,8.26,58.49,1248
Girona,Girona,Girona,63.76,8.26,58.49,1248
Gombrèn,Girona,Gombrèn,63.76,8.26,58.49,1248
Gualta,Girona,Gualta,63.76,8.26,58.49,1248
Guils de Cerdanya,Girona,Guils de Cerdanya,63.76,8.26,58.49,1248
Hostalric,Girona,Hostalric,63.76,8.26,58.49,1248
Isòvol,Girona,Isòvol,63.76,8.26,58.49,1248
Jafre,Girona,Jafre,63.76,8.26,58.49,1248
Jonquera (La),Girona,La Jonquera,63.76,8.26,58.49,1248
Juià,Girona,Juià,63.76,8.26,58.49,1248
Lladó,Girona,Lladó,63.76,8.26,58.49,1248
Llagostera,Girona,Llagostera,63.76,8.26,58.49,1248
Llambilles,Girona,Llambilles,63.76,8.26,58.49,1248
Llanars,Girona,Llanars,63.76,8.26,58.49,1248
Llançà,Girona,Llançà,63.76,8.26,58.49,1248
Llers,Girona,Llers,63.76,8.26,58.49,1248
Llívia,Girona,Llívia,63.76,8.26,58.49,1248
Lloret de Mar,Girona,Lloret de Mar,63.76,8.26,58.49,1248
Llosses (Les),Girona,Les Llosses,63.76,8.26,58.49,1248
Maçanet de Cabrenys,Girona,Maçanet de Cabrenys,63.76,8.26,58.49,1248
Maçanet de la Selva,Girona,Maçanet de la Selva,63.76,8.26,58.49,1248
Madremanya,Girona,Madremanya,63.76,8.26,58.49,1248
Maià de Montcal,Girona,Maià de Montcal,63.76,8.26,58.49,1248
Masarac,Girona,Masarac,63.76,8.26,58.49,1248
