municipio,provincia,codigo_ine,municipio_nombre_humano,renta_bruta_media
Cerceda,A Coruña,15024,Cerceda,21782
Cercedilla,Madrid,28038,Cercedilla,30085
Cercs,Barcelona,8268,Cercs,25183
Cerdà,Valencia,46096,Cerdà,20105
Cerdanyola del Vallès,Barcelona,8266,Cerdanyola del Vallès,34014
Cerdedo-Cotobade,Pontevedra,36902,Cerdedo-Cotobade,21056
Cerdido,A Coruña,15025,Cerdido,18109
Cereceda de la Sierra,Salamanca,37099,Cereceda de la Sierra,17879
Cerecinos de Campos,Zamora,49046,Cerecinos de Campos,16878
Cerecinos del Carrizal,Zamora,49047,Cerecinos del Carrizal,16878
Cerezal de Peñahorcada,Salamanca,37100,Cerezal de Peñahorcada,17879
Cerezo,Cáceres,10063,Cerezo,15773
Cerezo de Abajo,Segovia,40053,Cerezo de Abajo,21066
Cerezo de Arriba,Segovia,40054,Cerezo de Arriba,21066
Cerezo de Río Tirón,Burgos,9098,Cerezo de Río Tirón,22478
Cernadilla,Zamora,49048,Cernadilla,16878
Cerollera (La),Teruel,44077,La Cerollera,18797
Cerralbo,Salamanca,37101,Cerralbo,17879
Cerralbos (Los),Toledo,45048,Los Cerralbos,18671
Cerratón de Juarros,Burgos,9100,Cerratón de Juarros,22478
Cerro (El),Salamanca,37102,El Cerro,17879
Cerro de Andévalo (El),Huelva,21023,El Cerro de Andévalo,18628
Cervantes,Lugo,27012,Cervantes,16368
Cervatos de la Cueza,Palencia,34055,Cervatos de la Cueza,19171
Cervelló,Barcelona,8068,Cervelló,34008
Cervera,Lleida,25072,Cervera,31712
Cervera de Buitrago,Madrid,28039,Cervera de Buitrago,25179
Cervera de la Cañada,Zaragoza,50079,Cervera de la Cañada,19366
Cervera de los Montes,Toledo,45049,Cervera de los Montes,18671
Cervera de Pisuerga,Palencia,34056,Cervera de Pisuerga,20855
Cervera del Llano,Cuenca,16073,Cervera del Llano,17337
Cervera del Maestre,Castellón,12044,Cervera del Maestre,19448
Cervera del Río Alhama,La Rioja,26047,Cervera del Río Alhama,20498
Cerveruela,Zaragoza,50080,Cerveruela,19366
Cervià de les Garrigues,Lleida,25073,Cervià de les Garrigues,23784
Cervià de Ter,Girona,17050,Cervià de Ter,31051
Cervillego de la Cruz,Valladolid,47049,Cervillego de la Cruz,19844
Cervo,Lugo,27013,Cervo,28562
Cespedosa de Tormes,Salamanca,37103,Cespedosa de Tormes,17879
Cetina,Zaragoza,50081,Cetina,19366
Ceuta,Ceuta,51001,Ceuta,31504
Ceutí,Murcia,30018,Ceutí,21619
Cevico de la Torre,Palencia,34057,Cevico de la Torre,19171
Cevico Navero,Palencia,34058,Cevico Navero,19171
Chagarcía Medianero,Salamanca,37114,Chagarcía Medianero,17879
Chalamera,Huesca,22094,Chalamera,22933
Chamartín,Ávila,5067,Chamartín,17345
Chandrexa de Queixa,Ourense,32029,Chandrexa de Queixa,16806
Chantada,Lugo,27016,Chantada,19457
Chañe,Segovia,40065,Chañe,21066
Chapinería,Madrid,28051,Chapinería,27137
Chauchina,Granada,18059,Chauchina,18405
Checa,Guadalajara,19103,Checa,20180
Cheles,Badajoz,6042,Cheles,14493
Chella,Valencia,46107,Chella,17951
Chelva,Valencia,46106,Chelva,20428
Chequilla,Guadalajara,19104,Chequilla,20180
Chera,Valencia,46108,Chera,20105
Chercos,Almería,4036,Chercos,15879
Cheste,Valencia,46109,Cheste,23328
Chía,Huesca,22095,Chía,22933
Chiclana de la Frontera,Cádiz,11015,Chiclana de la Frontera,23389
Chiclana de Segura,Jaén,23029,Chiclana de Segura,14440
Chilches/Xilxes,Castellón,12053,Chilches/Xilxes,20993
Chillarón de Cuenca,Cuenca,16023,Chillarón de Cuenca,17337
Chillarón del Rey,Guadalajara,19106,Chillarón del Rey,20180
Chillón,Ciudad Real,13038,Chillón,18138
Chilluévar,Jaén,23030,Chilluévar,14014
Chiloeches,Guadalajara,19105,Chiloeches,28978
Chimeneas,Granada,18061,Chimeneas,14684
Chimillas,Huesca,22096,Chimillas,22933
Chinchilla de Monte-Aragón,Albacete,2029,Chinchilla de Monte-Aragón,22402
Chinchón,Madrid,28052,Chinchón,23018
Chipiona,Cádiz,11016,Chipiona,18371
Chiprana,Zaragoza,50092,Chiprana,19366
Chirivel,Almería,4037,Chirivel,18670
Chiva,Valencia,46111,Chiva,28426
Chodes,Zaragoza,50093,Chodes,19366
Chodos/Xodos,Castellón,12055,Chodos/Xodos,19448
Chóvar,Castellón,12056,Chóvar,19448
Chozas de Abajo,León,24065,Chozas de Abajo,19676
Chozas de Canales,Toledo,45056,Chozas de Canales,19759
Chucena,Huelva,21030,Chucena,16677
Chueca,Toledo,45057,Chueca,18671
Chulilla,Valencia,46112,Chulilla,20105
Chumillas,Cuenca,16081,Chumillas,17337
Churriana de la Vega,Granada,18062,Churriana de la Vega,23020
Ciadoncha,Burgos,9101,Ciadoncha,22478
Cidamón,La Rioja,26048,Cidamón,21118
Cidones,Soria,42061,Cidones,19216
Ciempozuelos,Madrid,28040,Ciempozuelos,24368
Cierva (La),Cuenca,16074,La Cierva,17337
Cieza,Cantabria,30019,Cieza,19945
Cieza,Murcia,39021,Cieza,19692
Cifuentes,Guadalajara,19086,Cifuentes,24345
Cigales,Valladolid,47050,Cigales,22909
Cigudosa,Soria,42062,Cigudosa,19216
Ciguñuela,Valladolid,47051,Ciguñuela,19844
Cihuela,Soria,42063,Cihuela,19216
Cihuri,La Rioja,26049,Cihuri,21118
Cijuela,Granada,18048,Cijuela,19089
Cillán,Ávila,5059,Cillán,17345
Cillaperlata,Burgos,9102,Cillaperlata,22478
Cilleros,Cáceres,10064,Cilleros,14545
Cilleros de la Bastida,Salamanca,37104,Cilleros de la Bastida,17879
Cilleruelo de Abajo,Burgos,9103,Cilleruelo de Abajo,22478
Cilleruelo de Arriba,Burgos,9104,Cilleruelo de Arriba,22478
Cilleruelo de San Mamés,Segovia,40055,Cilleruelo de San Mamés,21066
Cillorigo de Liébana,Cantabria,39022,Cillorigo de Liébana,20664
Cimanes de la Vega,León,24054,Cimanes de la Vega,18440
Cimanes del Tejar,León,24055,Cimanes del Tejar,18440
Cimballa,Zaragoza,50082,Cimballa,19366
Cinco Olivas,Zaragoza,50083,Cinco Olivas,19366
Cincovillas,Guadalajara,19087,Cincovillas,20180
Cinctorres,Castellón,12045,Cinctorres,19448
Cintruénigo,Navarra,31072,Cintruénigo,17069
Cipérez,Salamanca,37106,Cipérez,17879
Cirat,Castellón,12046,Cirat,19448
Cirauqui/Zirauki,Navarra,31074,Cirauqui/Zirauki,21480
Ciria,Soria,42064,Ciria,19216
Ciriza/Ziritza,Navarra,31075,Ciriza/Ziritza,19500
Ciruelas,Guadalajara,19088,Ciruelas,20180
Ciruelos,Toledo,45050,Ciruelos,18671
Ciruelos de Cervera,Burgos,9105,Ciruelos de Cervera,22478
Ciruelos del Pinar,Guadalajara,19089,Ciruelos del Pinar,20180
Cirueña,La Rioja,26050,Cirueña,21118
Cirujales del Río,Soria,42065,Cirujales del Río,19216
Cisla,Ávila,5060,Cisla,17345
Cisneros,Palencia,34059,Cisneros,19171
Cistella,Girona,17051,Cistella,31051
Cistérniga,Valladolid,47052,Cistérniga,26371
Cistierna,León,24056,Cistierna,21271
Ciudad Real,Ciudad Real,13034,Ciudad Real,29775
Ciudad Rodrigo,Salamanca,37107,Ciudad Rodrigo,20384
Ciutadella de Menorca,Illes Balears,7015,Ciutadella de Menorca,24762
Ciutadilla,Lleida,25074,Ciutadilla,23784
Cizur,Navarra,31076,Cizur,32785
Clarés de Ribota,Zaragoza,50084,Clarés de Ribota,19366
Clariana de Cardener,Lleida,25075,Clariana de Cardener,23784
Clavijo,La Rioja,26051,Clavijo,21118
Coaña,Asturias,33018,Coaña,25603
Cóbdar,Almería,4034,Cóbdar,15879
Cobeja,Toledo,45051,Cobeja,20832
Cobeña,Madrid,28041,Cobeña,43801
Cobeta,Guadalajara,19090,Cobeta,20180
Cobisa,Toledo,45052,Cobisa,31305
Cobos de Cerrato,Palencia,34060,Cobos de Cerrato,19171
Cobos de Fuentidueña,Segovia,40056,Cobos de Fuentidueña,21066
Cobreros,Zamora,49050,Cobreros,16878
Coca,Segovia,40057,Coca,20830
Coca de Alba,Salamanca,37108,Coca de Alba,17879
Cocentaina,Alicante,3056,Cocentaina,25158
Codo,Zaragoza,50085,Codo,19366
Codoñera (La),Teruel,44080,La Codoñera,18797
Codorniz,Segovia,40058,Codorniz,21066
Codos,Zaragoza,50086,Codos,19366
Codosera (La),Badajoz,6037,La Codosera,14725
Cofrentes,Valencia,46097,Cofrentes,22573
Cogeces de Íscar,Valladolid,47053,Cogeces de Íscar,19844
Cogeces del Monte,Valladolid,47054,Cogeces del Monte,19844
Cogollor,Guadalajara,19091,Cogollor,20180
Cogollos,Burgos,9108,Cogollos,22478
Cogollos de Guadix,Granada,18049,Cogollos de Guadix,16108
Cogollos de la Vega,Granada,18050,Cogollos de la Vega,18298
Cogolludo,Guadalajara,19092,Cogolludo,20180
Cogul (El),Lleida,25076,El Cogul,23784
Coín,Málaga,29042,Coín,20906
Coirós,A Coruña,15027,Coirós,24218
Colera,Girona,17054,Colera,31051
Coles,Ourense,32026,Coles,21334
Colilla (La),Ávila,5061,La Colilla,17345
Colindres,Cantabria,39023,Colindres,24528
Coll de Nargó,Lleida,25077,Coll de Nargó,23784
Collado de Contreras,Ávila,5062,Collado de Contreras,17345
Collado de la Vera,Cáceres,10065,Collado de la Vera,15773
Collado del Mirón,Ávila,5063,Collado del Mirón,17345
Collado Hermoso,Segovia,40059,Collado Hermoso,21066
Collado Mediano,Madrid,28046,Collado Mediano,36337
Collado Villalba,Madrid,28047,Collado Villalba,28870
Collazos de Boedo,Palencia,34061,Collazos de Boedo,19171
Collbató,Barcelona,8069,Collbató,39483
Colldejou,Tarragona,43045,Colldejou,23434
Collsuspina,Barcelona,8070,Collsuspina,30746
Colmenar,Málaga,29043,Colmenar,16457
Colmenar de Montemayor,Salamanca,37109,Colmenar de Montemayor,17879
Colmenar de Oreja,Madrid,28043,Colmenar de Oreja,22077
Colmenar del Arroyo,Madrid,28042,Colmenar del Arroyo,25274
Colmenar Viejo,Madrid,28045,Colmenar Viejo,34991
Colmenarejo,Madrid,28044,Colmenarejo,32921
Colomera,Granada,18051,Colomera,13832
Colomers,Girona,17055,Colomers,31051
Colunga,Asturias,33019,Colunga,21355
Colungo,Huesca,22090,Colungo,22933
Coma i la Pedra (La),Lleida,25163,La Coma i la Pedra,23784
Comares,Málaga,29044,Comares,13525
Comillas,Cantabria,39024,Comillas,22573
Cómpeta,Málaga,29045,Cómpeta,16213
Conca de Dalt,Lleida,25161,Conca de Dalt,23784
Condado de Castilnovo,Segovia,40060,Condado de Castilnovo,21066
Condado de Treviño,Burgos,9109,Condado de Treviño,28178
Condemios de Abajo,Guadalajara,19095,Condemios de Abajo,20180
Condemios de Arriba,Guadalajara,19096,Condemios de Arriba,20180
Conesa,Tarragona,43046,Conesa,23434
Confrides,Alicante,3057,Confrides,19603
Congosto,León,24057,Congosto,23554
Congosto de Valdavia,Palencia,34062,Congosto de Valdavia,19171
Congostrina,Guadalajara,19097,Congostrina,20180
Conil de la Frontera,Cádiz,11014,Conil de la Frontera,22174
Conquista,Córdoba,14020,Conquista,16163
Conquista de la Sierra,Cáceres,10066,Conquista de la Sierra,15773
Consell,Illes Balears,7016,Consell,27906
Constantí,Tarragona,43047,Constantí,23973
Constantina,Sevilla,41033,Constantina,18339
Constanzana,Ávila,5064,Constanzana,17345
Consuegra,Toledo,45053,Consuegra,20043
Contamina,Zaragoza,50087,Contamina,19366
Contreras,Burgos,9110,Contreras,22478
Coomonte,Zamora,49052,Coomonte,16878
Copernal,Guadalajara,19098,Copernal,20180
Copons,Barcelona,8071,Copons,30746
Corbalán,Teruel,44082,Corbalán,18797
Corbera,Valencia,46098,Corbera,20222
Corbera d'Ebre,Tarragona,43048,Corbera d'Ebre,20138
Corbera de Llobregat,Barcelona,8072,Corbera de Llobregat,34903
Corbillos de los Oteros,León,24058,Corbillos de los Oteros,18440
Corbins,Lleida,25078,Corbins,25312
Corçà,Girona,17057,Corçà,31538
Corcos,Valladolid,47055,Corcos,19844
Corcubión,A Coruña,15028,Corcubión,22947
Córdoba,Córdoba,14021,Córdoba,26817
Cordobilla de Lácara,Badajoz,6038,Cordobilla de Lácara,15113
Cordovilla,Salamanca,37110,Cordovilla,17879
Cordovilla la Real,Palencia,34063,Cordovilla la Real,19171
Cordovín,La Rioja,26052,Cordovín,21118
Corduente,Guadalajara,19099,Corduente,20180
Corella,Navarra,31077,Corella,17185
Corera,La Rioja,26053,Corera,21118
Coreses,Zamora,49053,Coreses,18452
Corgo (O),Lugo,27014,O Corgo,19356
Coria,Cáceres,10067,Coria,20226
Coria del Río,Sevilla,41034,Coria del Río,20540
Coripe,Sevilla,41035,Coripe,15918
Coristanco,A Coruña,15029,Coristanco,18582
Cornago,La Rioja,26054,Cornago,21118
Cornellà de Llobregat,Barcelona,8073,Cornellà de Llobregat,27520
Cornellà del Terri,Girona,17056,Cornellà del Terri,30765
Cornudella de Montsant,Tarragona,43049,Cornudella de Montsant,23434
Coronada (La),Badajoz,6039,La Coronada,15024
Coronil (El),Sevilla,41036,El Coronil,17381
Corpa,Madrid,28048,Corpa,25179
Corporales,La Rioja,26055,Corporales,21118
Corral de Almaguer,Toledo,45054,Corral de Almaguer,18596
Corral de Ayllón,Segovia,40061,Corral de Ayllón,21066
Corral de Calatrava,Ciudad Real,13035,Corral de Calatrava,18864
Corral-Rubio,Albacete,2027,Corral-Rubio,16604
Corrales (Los),Sevilla,41037,Los Corrales,15113
Corrales de Buelna (Los),Cantabria,39025,Los Corrales de Buelna,24743
Corrales de Duero,Valladolid,47056,Corrales de Duero,19844
Corrales del Vino,Zamora,49054,Corrales del Vino,16878
Corte de Peleas,Badajoz,6040,Corte de Peleas,15657
Corteconcepción,Huelva,21024,Corteconcepción,16881
Cortegada,Ourense,32027,Cortegada,16738
Cortegana,Huelva,21025,Cortegana,19251
Cortelazor,Huelva,21026,Cortelazor,16881
Cortes,Navarra,31078,Cortes,16952
Cortes de Aragón,Teruel,44084,Cortes de Aragón,18797
Cortes de Arenoso,Castellón,12048,Cortes de Arenoso,19448
Cortes de Baza,Granada,18053,Cortes de Baza,14598
Cortes de la Frontera,Málaga,29046,Cortes de la Frontera,17354
Cortes de Pallás,Valencia,46099,Cortes de Pallás,20105
Cortes y Graena,Granada,18054,Cortes y Graena,16108
Cortijos (Los),Ciudad Real,13036,Los Cortijos,16766
Corullón,León,24059,Corullón,18440
Coruña (A),A Coruña,15030,A Coruña,32021
Coruña del Conde,Burgos,9112,Coruña del Conde,22478
Corvera de Asturias,Asturias,33020,Corvera de Asturias,25386
Corvera de Toranzo,Cantabria,39026,Corvera de Toranzo,20613
Cosa,Teruel,44085,Cosa,18797
Coscurita,Soria,42068,Coscurita,19216
Coslada,Madrid,28049,Coslada,27165
Cospeito,Lugo,27015,Cospeito,17754
Costitx,Illes Balears,7017,Costitx,28173
Costur,Castellón,12049,Costur,19448
Cosuenda,Zaragoza,50088,Cosuenda,19366
Cotanes del Monte,Zamora,49055,Cotanes del Monte,16878
Cotes,Valencia,46100,Cotes,20105
Cotillas,Albacete,2028,Cotillas,16604
Covaleda,Soria,42069,Covaleda,17324
Covarrubias,Burgos,9113,Covarrubias,22478
Covelo,Pontevedra,36013,Covelo,18866
Coves de Vinromà (les),Castellón,12050,les Coves de Vinromà,19366
Cox,Alicante,3058,Cox,19207
Cózar,Ciudad Real,13037,Cózar,16766
Cozuelos de Fuentidueña,Segovia,40902,Cozuelos de Fuentidueña,21066
Crecente,Pontevedra,36014,Crecente,20424
Creixell,Tarragona,43050,Creixell,26987
Crémenes,León,24060,Crémenes,18440
Crespià,Girona,17058,Crespià,31051
Crespos,Ávila,5065,Crespos,17345
Cretas,Teruel,44086,Cretas,18797
Crevillent,Alicante,3059,Crevillent,19470
Cristina,Badajoz,6041,Cristina,15113
Cristóbal,Salamanca,37112,Cristóbal,17879
Crivillén,Teruel,44087,Crivillén,18797
Cruïlles Monells i Sant Sadurní de l'Heura,Girona,17901,Cruïlles Monells i Sant Sadurní de l'Heura,29274
Cuacos de Yuste,Cáceres,10068,Cuacos de Yuste,15773
Cuadros,León,24061,Cuadros,24737
Cualedro,Ourense,32028,Cualedro,15922
Cuarte de Huerva,Zaragoza,50089,Cuarte de Huerva,31095
Cuba (La),Teruel,44088,La Cuba,18797
Cubas de la Sagra,Madrid,28050,Cubas de la Sagra,29500
Cubel,Zaragoza,50090,Cubel,19366
Cubelles,Barcelona,8074,Cubelles,31030
Cubells,Lleida,25079,Cubells,23784
Cubilla,Soria,42070,Cubilla,19216
Cubillas de Cerrato,Palencia,34066,Cubillas de Cerrato,19171
Cubillas de los Oteros,León,24062,Cubillas de los Oteros,18440
Cubillas de Rueda,León,24063,Cubillas de Rueda,18440
Cubillas de Santa Marta,Valladolid,47057,Cubillas de Santa Marta,19844
Cubillo,Segovia,40062,Cubillo,21066
Cubillo de Uceda (El),Guadalajara,19102,El Cubillo de Uceda,20180
Cubillo del Campo,Burgos,9114,Cubillo del Campo,22478
Cubillos,Zamora,49056,Cubillos,16878
Cubillos del Sil,León,24064,Cubillos del Sil,22715
Cubla,Teruel,44089,Cubla,18797
Cubo de Benavente,Zamora,49057,Cubo de Benavente,16878
Cubo de Bureba,Burgos,9115,Cubo de Bureba,22478
Cubo de Don Sancho (El),Salamanca,37113,El Cubo de Don Sancho,17879
Cubo de la Solana,Soria,42071,Cubo de la Solana,19216
Cubo de Tierra del Vino (El),Zamora,49058,El Cubo de Tierra del Vino,16878
Cucalón,Teruel,44090,Cucalón,18797
Cudillero,Asturias,33021,Cudillero,22711
Cuelgamures,Zamora,49059,Cuelgamures,16878
Cuéllar,Segovia,40063,Cuéllar,22070
Cuenca,Cuenca,16078,Cuenca,26757
Cuenca de Campos,Valladolid,47058,Cuenca de Campos,19844
Cuerlas (Las),Zaragoza,50091,Las Cuerlas,19366
Cuerva,Toledo,45055,Cuerva,18647
Cuervo (El),Teruel,41903,El Cuervo,18797
Cuervo de Sevilla (El),Sevilla,44092,El Cuervo de Sevilla,16314
Cueva de Ágreda,Soria,42073,Cueva de Ágreda,19216
Cueva de Roa (La),Burgos,9117,La Cueva de Roa,22478
Cueva del Hierro,Cuenca,16079,Cueva del Hierro,17337
Cuevas Bajas,Málaga,29047,Cuevas Bajas,15952
Cuevas de Almudén,Teruel,44093,Cuevas de Almudén,18797
Cuevas de Provanco,Segovia,40905,Cuevas de Provanco,21066
Cuevas de San Clemente,Burgos,9119,Cuevas de San Clemente,22478
Cuevas de San Marcos,Málaga,29049,Cuevas de San Marcos,14885
Cuevas del Almanzora,Almería,4035,Cuevas del Almanzora,18345
Cuevas del Becerro,Málaga,29048,Cuevas del Becerro,16099
Cuevas del Campo,Granada,18912,Cuevas del Campo,14259
Cuevas del Valle,Ávila,5066,Cuevas del Valle,17345
Cuevas Labradas,Teruel,44094,Cuevas Labradas,18797
Culla,Castellón,12051,Culla,19448
Cúllar,Granada,18056,Cúllar,15922
Cúllar Vega,Granada,18057,Cúllar Vega,23384
Cullera,Valencia,46105,Cullera,22895
Culleredo,A Coruña,15031,Culleredo,27213
Cumbre (La),Cáceres,10069,La Cumbre,15773
Cumbres de Enmedio,Huelva,21027,Cumbres de Enmedio,16881
Cumbres de San Bartolomé,Huelva,21028,Cumbres de San Bartolomé,16881
Cumbres Mayores,Huelva,21029,Cumbres Mayores,18452
Cunit,Tarragona,43051,Cunit,27127
Cuntis,Pontevedra,36015,Cuntis,19198
Curiel de Duero,Valladolid,47059,Curiel de Duero,19844
Curtis,A Coruña,15032,Curtis,20146
Cútar,Málaga,29050,Cútar,15618
Cuzcurrita de Río Tirón,La Rioja,26056,Cuzcurrita de Río Tirón,21118
Daganzo de Arriba,Madrid,28053,Daganzo de Arriba,33791
Daimiel,Ciudad Real,13039,Daimiel,20720
Daimús,Valencia,46113,Daimús,26776
Dalías,Almería,4038,Dalías,20123
Darnius,Girona,17060,Darnius,31051
Daroca,Zaragoza,50094,Daroca,21686
Daroca de Rioja,La Rioja,26057,Daroca de Rioja,21118
Darro,Granada,18063,Darro,16398
Das,Girona,17061,Das,31051
Daya Nueva,Alicante,3061,Daya Nueva,17963
Daya Vieja,Alicante,3062,Daya Vieja,19603
Deba,Gipuzkoa,20029,Deba,47499
Degaña,Asturias,33022,Degaña,19263
Dehesa de Montejo,Palencia,34067,Dehesa de Montejo,19171
Dehesa de Romanos,Palencia,34068,Dehesa de Romanos,19171
Dehesas de Guadix,Granada,18064,Dehesas de Guadix,16108
Dehesas Viejas,Granada,18065,Dehesas Viejas,16108
Deià,Illes Balears,7018,Deià,27814
Deifontes,Granada,18066,Deifontes,16463
Deleitosa,Cáceres,10070,Deleitosa,15773
Deltebre,Tarragona,43901,Deltebre,21922
Dénia,Alicante,3063,Dénia,24437
Derio,Bizkaia,48901,Derio,44623
Descargamaría,Cáceres,10071,Descargamaría,15773
Desojo,Navarra,31079,Desojo,15862
Destriana,León,24066,Destriana,18440
Dévanos,Soria,42075,Dévanos,19216
Deza,Soria,42076,Deza,19216
Dicastillo,Navarra,31080,Dicastillo,19477
Diego del Carpio,Ávila,5903,Diego del Carpio,17345
Diezma,Granada,18067,Diezma,16108
Dílar,Granada,18068,Dílar,29337
Dima,Bizkaia,48026,Dima,5061
Dios le Guarde,Salamanca,37115,Dios le Guarde,17879
Dodro,A Coruña,15033,Dodro,19722
Dólar,Granada,18069,Dólar,16108
Dolores,Alicante,3064,Dolores,17856
Domeño,Valencia,46114,Domeño,20105
Domingo García,Segovia,40068,Domingo García,21066
Domingo Pérez,Toledo,45058,Domingo Pérez,18671
Domingo Pérez de Granada,Granada,18915,Domingo Pérez de Granada,16108
Don Álvaro,Badajoz,6043,Don Álvaro,15113
Don Benito,Badajoz,6044,Don Benito,22448
Donamaria,Navarra,31081,Donamaria,19098
Doneztebe/Santesteban,Navarra,31221,Doneztebe/Santesteban,20736
Donhierro,Segovia,40069,Donhierro,21066
Donjimeno,Ávila,5069,Donjimeno,17345
Donostia/San Sebastián,Gipuzkoa,20069,Donostia/San Sebastián,55606
Donvidas,Ávila,5070,Donvidas,17345
Doña Mencía,Córdoba,14022,Doña Mencía,16696
Doñinos de Ledesma,Salamanca,37116,Doñinos de Ledesma,17879
Doñinos de Salamanca,Salamanca,37117,Doñinos de Salamanca,25362
Dos Aguas,Valencia,46115,Dos Aguas,20105
Dos Hermanas,Sevilla,41038,Dos Hermanas,25643
Dos Torres,Córdoba,14023,Dos Torres,18143
Dosbarrios,Toledo,45059,Dosbarrios,19668
Dosrius,Barcelona,8075,Dosrius,30712
Dozón,Pontevedra,36016,Dozón,15581
Driebes,Guadalajara,19107,Driebes,20180
Dúdar,Granada,18070,Dúdar,16108
Dueñas,Palencia,34069,Dueñas,22166
Duesaigües,Tarragona,43053,Duesaigües,23434
Dumbría,A Coruña,15034,Dumbría,19065
Durango,Bizkaia,48027,Durango,5276
Dúrcal,Granada,18071,Dúrcal,19601
Durón,Guadalajara,19108,Durón,20180
Duruelo,Segovia,40070,Duruelo,21066
Duruelo de la Sierra,Soria,42078,Duruelo de la Sierra,17806
Ea,Bizkaia,48028,Ea,39636
Echarri/Etxarri,Navarra,31083,Echarri/Etxarri,23621
Écija,Sevilla,41039,Écija,20376
Eibar,Gipuzkoa,20030,Eibar,44589
Eivissa,Illes Balears,7026,Eivissa,31108
Ejea de los Caballeros,Zaragoza,50095,Ejea de los Caballeros,23551
Éjeme,Salamanca,37118,Éjeme,17879
Ejido (El),Almería,4902,El Ejido,18904
Ejulve,Teruel,44096,Ejulve,18797
Elantxobe,Bizkaia,48031,Elantxobe,31627
Elburgo/Burgelu,Álava,1021,Elburgo/Burgelu,54671
Elche de la Sierra,Albacete,2030,Elche de la Sierra,18884
Elche/Elx,Alicante,3065,Elche/Elx,21957
Elciego,Álava,1022,Elciego,40619
Elda,Alicante,3066,Elda,20994
Elduain,Gipuzkoa,20031,Elduain,50588
Elgeta,Gipuzkoa,20033,Elgeta,46505
Elgoibar,Gipuzkoa,20032,Elgoibar,46477
Elgorriaga,Navarra,31087,Elgorriaga,16487
Eliana (L'),Valencia,46116,L' Eliana,37356
Eljas,Cáceres,10072,Eljas,15773
Elorrio,Bizkaia,48032,Elorrio,47014
Elvillar/Bilar,Álava,1023,Elvillar/Bilar,37302
Embid,Guadalajara,19109,Embid,20180
Embid de Ariza,Zaragoza,50096,Embid de Ariza,19366
Emperador,Valencia,46117,Emperador,20105
Encina (La),Salamanca,37119,La Encina,17879
Encina de San Silvestre,Salamanca,37120,Encina de San Silvestre,17879
Encinacorba,Zaragoza,50098,Encinacorba,19366
Encinas,Segovia,40071,Encinas,21066
Encinas de Abajo,Salamanca,37121,Encinas de Abajo,17879
Encinas de Arriba,Salamanca,37122,Encinas de Arriba,17879
Encinas de Esgueva,Valladolid,47060,Encinas de Esgueva,19844
Encinas Reales,Córdoba,14024,Encinas Reales,15850
Encinasola,Huelva,21031,Encinasola,15663
Encinasola de los Comendadores,Salamanca,37123,Encinasola de los Comendadores,17879
Encinedo,León,24067,Encinedo,18440
Encinillas,Segovia,40072,Encinillas,21066
Encío,Burgos,9120,Encío,22478
Enciso,La Rioja,26058,Enciso,21118
Endrinal,Salamanca,37124,Endrinal,17879
Enériz/Eneritz,Navarra,31089,Enériz/Eneritz,24105
Enguera,Valencia,46118,Enguera,20439
Enguídanos,Cuenca,16082,Enguídanos,17337
Enix,Almería,4041,Enix,15879
Ènova (L'),Valencia,46119,L' Ènova,20105
Entrala,Zamora,49061,Entrala,16878
Entrambasaguas,Cantabria,39028,Entrambasaguas,24266
Entrena,La Rioja,26059,Entrena,24032
Entrimo,Ourense,32030,Entrimo,16071
Entrín Bajo,Badajoz,6045,Entrín Bajo,15113
Épila,Zaragoza,50099,Épila,21742
Erandio,Bizkaia,48902,Erandio,36841
Eratsun,Navarra,31090,Eratsun,17521
Ercina (La),León,24068,La Ercina,18440
Ereño,Bizkaia,48033,Ereño,50787
Ergoiena,Navarra,31091,Ergoiena,19661
Erla,Zaragoza,50100,Erla,19366
Ermua,Bizkaia,48034,Ermua,39636
Errenteria,Gipuzkoa,20067,Errenteria,38002
Errezil,Gipuzkoa,20066,Errezil,48476
Erriberabeitia,Álava,1047,Erriberabeitia,45901
Erriberagoitia/Ribera Alta,Álava,1046,Erriberagoitia/Ribera Alta,43261
Errigoiti,Bizkaia,48079,Errigoiti,44389
Erro,Navarra,31092,Erro,19255
Erustes,Toledo,45060,Erustes,18671
Escacena del Campo,Huelva,21032,Escacena del Campo,16007
Escala (L'),Girona,17062,L' Escala,28950
Escalante,Cantabria,39029,Escalante,19676
Escalona,Toledo,45061,Escalona,20484
Escalona del Prado,Segovia,40073,Escalona del Prado,21066
Escalonilla,Toledo,45062,Escalonilla,20212
Escamilla,Guadalajara,19110,Escamilla,20180
Escañuela,Jaén,23031,Escañuela,14440
Escarabajosa de Cabezas,Segovia,40074,Escarabajosa de Cabezas,21066
Escariche,Guadalajara,19111,Escariche,20180
Escatrón,Zaragoza,50101,Escatrón,27425
Escobar de Campos,León,24069,Escobar de Campos,18440
Escobar de Polendos,Segovia,40075,Escobar de Polendos,21066
Escobosa de Almazán,Soria,42079,Escobosa de Almazán,19216
Escopete,Guadalajara,19112,Escopete,20180
Escorca,Illes Balears,7019,Escorca,27814
Escorial (El),Madrid,28054,El Escorial,33565
Escorihuela,Teruel,44097,Escorihuela,18797
Escucha,Teruel,44099,Escucha,18797
Escurial,Cáceres,10073,Escurial,15773
Escurial de la Sierra,Salamanca,37125,Escurial de la Sierra,17879
Escúzar,Granada,18072,Escúzar,16108
