municipio,provincia,codigo_ine,municipio_nombre_humano,renta_bruta_media
Santiurde de Toranzo,Cantabria,39078,Santiurde de Toranzo,23288
Santiuste,Guadalajara,19250,Santiuste,20180
Santiuste de Pedraza,Segovia,40188,Santiuste de Pedraza,21066
Santiuste de San Juan Bautista,Segovia,40189,Santiuste de San Juan Bautista,21066
Santiz,Salamanca,37299,Santiz,17879
Santo Adriano,Asturias,33064,Santo Adriano,19263
Santo Domingo de la Calzada,La Rioja,26138,Santo Domingo de la Calzada,23129
Santo Domingo de las Posadas,Ávila,5229,Santo Domingo de las Posadas,17345
Santo Domingo de Pirón,Segovia,40190,Santo Domingo de Pirón,21066
Santo Domingo de Silos,Burgos,9358,Santo Domingo de Silos,22478
Santo Domingo-Caudilla,Toledo,45901,Santo Domingo-Caudilla,20909
Santo Tomé,Jaén,23080,Santo Tomé,14488
Santo Tomé de Zabarcos,Ávila,5230,Santo Tomé de Zabarcos,17345
Santo Tomé del Puerto,Segovia,40191,Santo Tomé del Puerto,21066
Santomera,Murcia,30901,Santomera,21410
Santoña,Cantabria,39079,Santoña,23432
Santorcaz,Madrid,28136,Santorcaz,25179
Santos (Los),Salamanca,37300,Los Santos,17879
Santos de la Humosa (Los),Madrid,28137,Los Santos de la Humosa,26404
Santos de Maimona (Los),Badajoz,6122,Los Santos de Maimona,18968
Santovenia,Zamora,49207,Santovenia,16878
Santovenia de la Valdoncina,León,24162,Santovenia de la Valdoncina,23124
Santovenia de Pisuerga,Valladolid,47155,Santovenia de Pisuerga,22969
Santoyo,Palencia,34174,Santoyo,19171
Santpedor,Barcelona,8192,Santpedor,31595
Santurde de Rioja,La Rioja,26140,Santurde de Rioja,21118
Santurdejo,La Rioja,26141,Santurdejo,21118
Santurtzi,Bizkaia,48082,Santurtzi,3777
Sanxenxo,Pontevedra,36051,Sanxenxo,22236
Sanzoles,Zamora,49210,Sanzoles,16878
Sardón de Duero,Valladolid,47157,Sardón de Duero,19844
Sardón de los Frailes,Salamanca,37301,Sardón de los Frailes,17879
Sargentes de la Lora,Burgos,9361,Sargentes de la Lora,22478
Sariego,Asturias,33065,Sariego,23483
Sariegos,León,24163,Sariegos,34334
Sariñena,Huesca,22213,Sariñena,24094
Saro,Cantabria,39081,Saro,19676
Sarracín,Burgos,9362,Sarracín,22478
Sarral,Tarragona,43142,Sarral,23283
Sarreaus,Ourense,32078,Sarreaus,18091
Sarria,Lugo,27057,Sarria,20287
Sarrià de Ter,Girona,17186,Sarrià de Ter,28828
Sarriés/Sartze,Navarra,31222,Sarriés/Sartze,12926
Sarrión,Teruel,44210,Sarrión,22465
Sarroca de Bellera,Lleida,25201,Sarroca de Bellera,23784
Sarroca de Lleida,Lleida,25200,Sarroca de Lleida,23784
Sartaguda,Navarra,31223,Sartaguda,14320
Sartajada,Toledo,45159,Sartajada,18671
Sasamón,Burgos,9363,Sasamón,22478
Sástago,Zaragoza,50240,Sástago,24791
Saúca,Guadalajara,19251,Saúca,20180
Saucedilla,Cáceres,10173,Saucedilla,15773
Saucejo (El),Sevilla,41090,El Saucejo,16344
Saucelle,Salamanca,37302,Saucelle,17879
Sauquillo de Cabezas,Segovia,40192,Sauquillo de Cabezas,21066
Saus Camallera i Llampaies,Girona,17187,Saus Camallera i Llampaies,31051
Sauzal (El),Santa Cruz de Tenerife,38041,El Sauzal,26557
Savallà del Comtat,Tarragona,43143,Savallà del Comtat,23434
Saviñao (O),Lugo,27058,O Saviñao,17178
Sax,Alicante,3123,Sax,21668
Sayalonga,Málaga,29086,Sayalonga,15496
Sayatón,Guadalajara,19252,Sayatón,20180
Sebúlcor,Segovia,40193,Sebúlcor,21066
Seca (La),Valladolid,47158,La Seca,20798
Secastilla,Huesca,22214,Secastilla,22933
Secuita (La),Tarragona,43144,La Secuita,31539
Sedaví,Valencia,46223,Sedaví,23922
Sedella,Málaga,29087,Sedella,15618
Sediles,Zaragoza,50242,Sediles,19366
Segart,Valencia,46224,Segart,20105
Segorbe,Castellón,12104,Segorbe,22602
Segovia,Segovia,40194,Segovia,27121
Segura,Gipuzkoa,20070,Segura,55013
Segura de la Sierra,Jaén,23081,Segura de la Sierra,15827
Segura de León,Badajoz,6124,Segura de León,15873
Segura de los Baños,Teruel,44211,Segura de los Baños,18797
Segura de Toro,Cáceres,10174,Segura de Toro,15773
Segurilla,Toledo,45160,Segurilla,21829
Seira,Huesca,22215,Seira,22933
Selas,Guadalajara,19254,Selas,20180
Selaya,Cantabria,39082,Selaya,20305
Sella,Alicante,3124,Sella,19603
Sellent,Valencia,46225,Sellent,20105
Selva,Illes Balears,7058,Selva,29869
Selva de Mar (La),Girona,17188,La Selva de Mar,31051
Selva del Camp (La),Tarragona,43145,La Selva del Camp,30305
Semillas,Guadalajara,19901,Semillas,20180
Sempere,Valencia,46226,Sempere,20105
Sena,Huesca,22217,Sena,22933
Sena de Luna,León,24164,Sena de Luna,18440
Senan,Tarragona,43146,Senan,23434
Sencelles,Illes Balears,7047,Sencelles,29158
Senés,Almería,4082,Senés,15879
Senés de Alcubierre,Huesca,22218,Senés de Alcubierre,22933
Sénia (La),Tarragona,43044,La Sénia,20565
Senija,Alicante,3125,Senija,19603
Seno,Teruel,44212,Seno,18797
Senterada,Lleida,25202,Senterada,23784
Sentiu de Sió (La),Lleida,25035,La Sentiu de Sió,23784
Sentmenat,Barcelona,8267,Sentmenat,29338
Senyera,Valencia,46227,Senyera,18788
Sepulcro-Hilario,Salamanca,37304,Sepulcro-Hilario,17879
Sepúlveda,Segovia,40195,Sepúlveda,21066
Sequera de Fresno,Segovia,40196,Sequera de Fresno,21066
Sequera de Haza (La),Burgos,9365,La Sequera de Haza,22478
Sequeros,Salamanca,37305,Sequeros,17879
Serinyà,Girona,17190,Serinyà,27253
Serna (La),Palencia,34175,La Serna,19171
Serna del Monte (La),Madrid,28138,La Serna del Monte,25179
Serón,Almería,4083,Serón,20059
Serón de Nágima,Soria,42171,Serón de Nágima,19216
Seròs,Lleida,25204,Seròs,20129
Serra,Valencia,46228,Serra,27905
Serra de Daró,Girona,17191,Serra de Daró,31051
Serrada,Valladolid,47159,Serrada,21482
Serrada (La),Ávila,5232,La Serrada,17345
Serradilla,Cáceres,10175,Serradilla,15419
Serradilla del Arroyo,Salamanca,37306,Serradilla del Arroyo,17879
Serradilla del Llano,Salamanca,37307,Serradilla del Llano,17879
Serranillos,Ávila,5233,Serranillos,17345
Serranillos del Valle,Madrid,28140,Serranillos del Valle,28829
Serratella (la),Castellón,12103,la Serratella,19448
Serrato,Málaga,29904,Serrato,15618
Serrejón,Cáceres,10176,Serrejón,15773
Sesa,Huesca,22220,Sesa,22933
Seseña,Toledo,45161,Seseña,24297
Sesma,Navarra,31224,Sesma,17502
Sestao,Bizkaia,48084,Sestao,33076
Sestrica,Zaragoza,50243,Sestrica,19366
Sesué,Huesca,22221,Sesué,22933
Setcases,Girona,17192,Setcases,31051
Setenil de las Bodegas,Cádiz,11034,Setenil de las Bodegas,16879
Setiles,Guadalajara,19255,Setiles,20180
Seu d'Urgell (La),Lleida,25203,La Seu d'Urgell,26750
Seva,Barcelona,8269,Seva,33471
Sevilla,Sevilla,41091,Sevilla,29866
Sevilla la Nueva,Madrid,28141,Sevilla la Nueva,29573
Sevilleja de la Jara,Toledo,45162,Sevilleja de la Jara,18671
Sidamon,Lleida,25205,Sidamon,23784
Sienes,Guadalajara,19256,Sienes,20180
Siero,Asturias,33066,Siero,27472
Sierpe (La),Salamanca,37309,La Sierpe,17879
Sierra de Fuentes,Cáceres,10177,Sierra de Fuentes,20770
Sierra de Luna,Zaragoza,50244,Sierra de Luna,19366
Sierra de Yeguas,Málaga,29088,Sierra de Yeguas,16221
Sierra Engarcerán,Castellón,12105,Sierra Engarcerán,19448
Sierro,Almería,4084,Sierro,15879
Siétamo,Huesca,22222,Siétamo,22933
Siete Aguas,Valencia,46229,Siete Aguas,24510
Siete Iglesias de Trabancos,Valladolid,47160,Siete Iglesias de Trabancos,19844
Sieteiglesias de Tormes,Salamanca,37310,Sieteiglesias de Tormes,17879
Sigeres,Ávila,5234,Sigeres,17345
Sigüenza,Guadalajara,19257,Sigüenza,23264
Sigüés,Zaragoza,50245,Sigüés,19366
Siles,Jaén,23082,Siles,17817
Silla,Valencia,46230,Silla,23507
Silleda,Pontevedra,36052,Silleda,19455
Silos (Los),Santa Cruz de Tenerife,38042,Los Silos,18220
Sils,Girona,17193,Sils,27562
Simancas,Valladolid,47161,Simancas,58897
Simat de la Valldigna,Valencia,46231,Simat de la Valldigna,19909
Sinarcas,Valencia,46232,Sinarcas,17812
Sineu,Illes Balears,7060,Sineu,27149
Singra,Teruel,44213,Singra,18797
Sinlabajos,Ávila,5235,Sinlabajos,17345
Siruela,Badajoz,6125,Siruela,15865
Sisamón,Zaragoza,50246,Sisamón,19366
Sisante,Cuenca,16198,Sisante,17199
Sitges,Barcelona,8270,Sitges,49289
Siurana,Girona,17052,Siurana,31051
Soba,Cantabria,39083,Soba,14777
Sober,Lugo,27059,Sober,17311
Sobradiel,Zaragoza,50247,Sobradiel,25125
Sobradillo,Salamanca,37311,Sobradillo,17879
Sobrado,León,15080,Sobrado,16642
Sobrado,A Coruña,24165,Sobrado,-
Sobremunt,Barcelona,8271,Sobremunt,30746
Sobrescobio,Asturias,33067,Sobrescobio,19263
Socovos,Albacete,2072,Socovos,15390
Socuéllamos,Ciudad Real,13078,Socuéllamos,19505
Sojuela,La Rioja,26143,Sojuela,21118
Solana (La),Ciudad Real,13079,La Solana,18143
Solana de Ávila,Ávila,5236,Solana de Ávila,17345
Solana de los Barros,Badajoz,6126,Solana de los Barros,15794
Solana de Rioalmar,Ávila,5237,Solana de Rioalmar,17345
Solana del Pino,Ciudad Real,13080,Solana del Pino,16766
Solanillos del Extremo,Guadalajara,19258,Solanillos del Extremo,20180
Solarana,Burgos,9366,Solarana,22478
Solera de Gabaldón,Cuenca,16199,Solera de Gabaldón,17337
Soleràs (El),Lleida,25206,El Soleràs,23784
Soliedra,Soria,42172,Soliedra,19216
Solivella,Tarragona,43147,Solivella,23434
Sollana,Valencia,46233,Sollana,22529
Sóller,Illes Balears,7061,Sóller,30094
Solórzano,Cantabria,39084,Solórzano,20346
Solosancho,Ávila,5238,Solosancho,17345
Solsona,Lleida,25207,Solsona,24894
Somiedo,Asturias,33068,Somiedo,16910
Somolinos,Guadalajara,19259,Somolinos,20180
Somontín,Almería,4085,Somontín,15879
Somosierra,Madrid,28143,Somosierra,25179
Somozas (As),A Coruña,15081,As Somozas,23044
Son Servera,Illes Balears,7062,Son Servera,24340
Sondika,Bizkaia,48904,Sondika,49186
Soneja,Castellón,12106,Soneja,22779
Sonseca,Toledo,45163,Sonseca,20229
Sopeira,Huesca,22223,Sopeira,22933
Sopela,Bizkaia,48085,Sopela,56121
Soportújar,Granada,18176,Soportújar,16108
Sopuerta,Bizkaia,48086,Sopuerta,4017
Sora,Barcelona,8272,Sora,30746
Soraluze-Placencia de las Armas,Gipuzkoa,20065,Soraluze-Placencia de las Armas,3956
Sorbas,Almería,4086,Sorbas,17203
Sordillos,Burgos,9368,Sordillos,22478
Soria,Soria,42173,Soria,27079
Soriguera,Lleida,25208,Soriguera,23784
Sorihuela,Salamanca,37312,Sorihuela,17879
Sorihuela del Guadalimar,Jaén,23084,Sorihuela del Guadalimar,13870
Sorlada,Navarra,31225,Sorlada,18922
Sort,Lleida,25209,Sort,24419
Sorvilán,Granada,18177,Sorvilán,16108
Sorzano,La Rioja,26144,Sorzano,21118
Sos del Rey Católico,Zaragoza,50248,Sos del Rey Católico,19366
Soses,Lleida,25210,Soses,22079
Sot de Chera,Valencia,46234,Sot de Chera,20105
Sot de Ferrer,Castellón,12107,Sot de Ferrer,19448
Sotalbo,Ávila,5239,Sotalbo,17345
Sotés,La Rioja,26145,Sotés,21118
Sotillo,Segovia,40198,Sotillo,21066
Sotillo (El),Guadalajara,19260,El Sotillo,20180
Sotillo de la Adrada,Ávila,5240,Sotillo de la Adrada,19888
Sotillo de la Ribera,Burgos,9369,Sotillo de la Ribera,22478
Sotillo de las Palomas,Toledo,45164,Sotillo de las Palomas,18671
Sotillo del Rincón,Soria,42174,Sotillo del Rincón,19216
Soto de Cerrato,Palencia,34177,Soto de Cerrato,19171
Soto de la Vega,León,24166,Soto de la Vega,20686
Soto del Barco,Asturias,33069,Soto del Barco,25991
Soto del Real,Madrid,28144,Soto del Real,39151
Soto en Cameros,La Rioja,26146,Soto en Cameros,21118
Soto y Amío,León,24167,Soto y Amío,18440
Sotobañado y Priorato,Palencia,34176,Sotobañado y Priorato,19171
Sotodosos,Guadalajara,19261,Sotodosos,20180
Sotonera (La),Huesca,22904,La Sotonera,22933
Sotorribas,Cuenca,16909,Sotorribas,17337
Sotosalbos,Segovia,40199,Sotosalbos,21066
Sotoserrano,Salamanca,37313,Sotoserrano,17879
Sotragero,Burgos,9372,Sotragero,22478
Sotresgudo,Burgos,9373,Sotresgudo,22478
Soutomaior,Pontevedra,36053,Soutomaior,21193
Suances,Cantabria,39085,Suances,26803
Subirats,Barcelona,8273,Subirats,28999
Sudanell,Lleida,25211,Sudanell,23784
Sueca,Valencia,46235,Sueca,23856
Suellacabras,Soria,42175,Suellacabras,19216
Sueras/Suera,Castellón,12108,Sueras/Suera,19448
Suflí,Almería,4087,Suflí,15879
Sukarrieta,Bizkaia,48076,Sukarrieta,55633
Sumacàrcer,Valencia,46236,Sumacàrcer,18153
Sunbilla,Navarra,31226,Sunbilla,20795
Sunyer,Lleida,25212,Sunyer,23784
Súria,Barcelona,8274,Súria,29230
Susinos del Páramo,Burgos,9374,Susinos del Páramo,22478
Susqueda,Girona,17194,Susqueda,31051
Tabanera de Cerrato,Palencia,34178,Tabanera de Cerrato,19171
Tabanera de Valdavia,Palencia,34179,Tabanera de Valdavia,19171
Tabanera la Luenga,Segovia,40200,Tabanera la Luenga,21066
Tábara,Zamora,49214,Tábara,16878
Tabera de Abajo,Salamanca,37314,Tabera de Abajo,17879
Tabernas,Almería,4088,Tabernas,16137
Taberno,Almería,4089,Taberno,15879
Taboada,Lugo,27060,Taboada,17250
Taboadela,Ourense,32079,Taboadela,19189
Tabuenca,Zaragoza,50249,Tabuenca,19366
Tacoronte,Santa Cruz de Tenerife,38043,Tacoronte,26945
Tafalla,Navarra,31227,Tafalla,20691
Tagamanent,Barcelona,8276,Tagamanent,30746
Taha (La),Granada,18901,La Taha,16108
Tahal,Almería,4090,Tahal,15879
Tajahuerce,Soria,42176,Tajahuerce,19216
Tajueco,Soria,42177,Tajueco,19216
Tala (La),Salamanca,37315,La Tala,17879
Talamanca,Barcelona,8277,Talamanca,30746
Talamanca de Jarama,Madrid,28145,Talamanca de Jarama,26757
Talamantes,Zaragoza,50250,Talamantes,19366
Talarn,Lleida,25215,Talarn,23784
Talarrubias,Badajoz,6127,Talarrubias,17999
Talaván,Cáceres,10178,Talaván,15773
Talavera,Lleida,25216,Talavera,23784
Talavera de la Reina,Toledo,45165,Talavera de la Reina,23138
Talavera la Real,Badajoz,6128,Talavera la Real,19571
Talaveruela de la Vera,Cáceres,10179,Talaveruela de la Vera,15773
Talayuela,Cáceres,10180,Talayuela,15615
Talayuelas,Cuenca,16202,Talayuelas,17337
Tales,Castellón,12109,Tales,19448
Táliga,Badajoz,6129,Táliga,15113
Tallada d'Empordà (La),Girona,17195,La Tallada d'Empordà,31051
Talveila,Soria,42178,Talveila,19216
Tamajón,Guadalajara,19262,Tamajón,20180
Tamames,Salamanca,37316,Tamames,17879
Támara de Campos,Palencia,34180,Támara de Campos,19171
Tamarite de Litera,Huesca,22225,Tamarite de Litera,23045
Tamariz de Campos,Valladolid,47162,Tamariz de Campos,19844
Tamarón,Burgos,9375,Tamarón,22478
Tamurejo,Badajoz,6130,Tamurejo,15113
Tanque (El),Santa Cruz de Tenerife,38044,El Tanque,17185
Tapia de Casariego,Asturias,33070,Tapia de Casariego,23244
Tapioles,Zamora,49216,Tapioles,16878
Taradell,Barcelona,8278,Taradell,32293
Taragudo,Guadalajara,19263,Taragudo,20180
Taramundi,Asturias,33071,Taramundi,19263
Tarancón,Cuenca,16203,Tarancón,22933
Taravilla,Guadalajara,19264,Taravilla,20180
Tarazona,Zaragoza,50251,Tarazona,23143
Tarazona de Guareña,Salamanca,37317,Tarazona de Guareña,17879
Tarazona de la Mancha,Albacete,2073,Tarazona de la Mancha,19279
Tàrbena,Alicante,3127,Tàrbena,19603
Tardáguila,Salamanca,37318,Tardáguila,17879
Tardajos,Burgos,9377,Tardajos,22478
Tardelcuende,Soria,42181,Tardelcuende,19216
Tardienta,Huesca,22226,Tardienta,22933
Tariego de Cerrato,Palencia,34181,Tariego de Cerrato,19171
Tarifa,Cádiz,11035,Tarifa,22806
Taroda,Soria,42182,Taroda,19216
Tarragona,Tarragona,43148,Tarragona,31650
Tàrrega,Lleida,25217,Tàrrega,25866
Tarrés,Lleida,25218,Tarrés,23784
Tarroja de Segarra,Lleida,25219,Tarroja de Segarra,23784
Tartanedo,Guadalajara,19265,Tartanedo,20180
Tauste,Zaragoza,50252,Tauste,24114
Tavernes Blanques,Valencia,46237,Tavernes Blanques,23234
Tavernes de la Valldigna,Valencia,46238,Tavernes de la Valldigna,22011
Tavèrnoles,Barcelona,8275,Tavèrnoles,30746
Tavertet,Barcelona,8280,Tavertet,30746
Tazacorte,Santa Cruz de Tenerife,38045,Tazacorte,17958
Teba,Málaga,29089,Teba,16329
Tébar,Cuenca,16204,Tébar,17337
Tegueste,Santa Cruz de Tenerife,38046,Tegueste,30345
Teguise,Las Palmas,35024,Teguise,27840
Teià,Barcelona,8281,Teià,45895
Teixeira (A),Ourense,32080,A Teixeira,16806
Tejada,Burgos,9378,Tejada,22478
Tejadillos,Cuenca,16205,Tejadillos,17337
Tejado,Soria,42183,Tejado,19216
Tejado (El),Salamanca,37319,El Tejado,17879
Tejeda,Las Palmas,35025,Tejeda,19005
Tejeda de Tiétar,Cáceres,10181,Tejeda de Tiétar,15773
Tejeda y Segoyuela,Salamanca,37320,Tejeda y Segoyuela,17879
Telde,Las Palmas,35026,Telde,24063
Tella-Sin,Huesca,22227,Tella-Sin,22933
Tembleque,Toledo,45166,Tembleque,20637
Tendilla,Guadalajara,19266,Tendilla,20180
Tenebrón,Salamanca,37321,Tenebrón,17879
Teo,A Coruña,15082,Teo,28410
Teresa,Castellón,12110,Teresa,19448
Teresa de Cofrentes,Valencia,46239,Teresa de Cofrentes,20105
Térmens,Lleida,25220,Térmens,24440
Teror,Las Palmas,35027,Teror,23425
Terque,Almería,4091,Terque,15879
Terrades,Girona,17196,Terrades,31051
Terradillos,Salamanca,37322,Terradillos,20514
Terradillos de Esgueva,Burgos,9380,Terradillos de Esgueva,22478
Terrassa,Barcelona,8279,Terrassa,29232
Terrateig,Valencia,46240,Terrateig,20105
Terrer,Zaragoza,50253,Terrer,19366
Terriente,Teruel,44215,Terriente,18797
Terrinches,Ciudad Real,13081,Terrinches,16766
Terroba,La Rioja,26147,Terroba,21118
Teruel,Teruel,44216,Teruel,27105
Terzaga,Guadalajara,19267,Terzaga,20180
Teulada,Alicante,3128,Teulada,22436
Teverga,Asturias,33072,Teverga,22902
Tiana,Barcelona,8282,Tiana,50466
Tías,Las Palmas,35028,Tías,25018
Tibi,Alicante,3129,Tibi,23970
Tiebas-Muruarte de Reta,Navarra,31228,Tiebas-Muruarte de Reta,22191
Tiedra,Valladolid,47163,Tiedra,19844
Tielmes,Madrid,28146,Tielmes,21434
Tiemblo (El),Ávila,5241,El Tiemblo,19069
Tierga,Zaragoza,50254,Tierga,19366
Tierz,Huesca,22228,Tierz,22933
Tierzo,Guadalajara,19268,Tierzo,20180
Tiétar,Cáceres,10904,Tiétar,15773
Tijarafe,Santa Cruz de Tenerife,38047,Tijarafe,20673
Tíjola,Almería,4092,Tíjola,21060
Tinajas,Cuenca,16206,Tinajas,17337
Tinajo,Las Palmas,35029,Tinajo,23223
Tineo,Asturias,33073,Tineo,20600
Tinieblas de la Sierra,Burgos,9381,Tinieblas de la Sierra,22478
Tiñosillos,Ávila,5242,Tiñosillos,17345
Tirapu,Navarra,31229,Tirapu,22861
Tirgo,La Rioja,26148,Tirgo,21118
Tírig,Castellón,12111,Tírig,19448
Tírvia,Lleida,25221,Tírvia,23784
Titaguas,Valencia,46241,Titaguas,20105
Titulcia,Madrid,28147,Titulcia,24260
Tiurana,Lleida,25222,Tiurana,23784
Tivenys,Tarragona,43149,Tivenys,23434
Tivissa,Tarragona,43150,Tivissa,22452
Toba (La),Guadalajara,19269,La Toba,20180
Tobar,Burgos,9382,Tobar,22478
Tobarra,Albacete,2074,Tobarra,17688
Tobed,Zaragoza,50255,Tobed,19366
Tobía,La Rioja,26149,Tobía,21118
Toboso (El),Toledo,45167,El Toboso,17535
Tocina,Sevilla,41092,Tocina,18139
Todolella,Castellón,12112,Todolella,19448
Toén,Ourense,32081,Toén,22024
Toga,Castellón,12113,Toga,19448
Tojos (Los),Cantabria,39086,Los Tojos,19676
Tolbaños,Ávila,5243,Tolbaños,17345
Toledo,Toledo,45168,Toledo,29871
Tollos,Alicante,3130,Tollos,19603
Tolocirio,Segovia,40201,Tolocirio,21066
Tolosa,Gipuzkoa,20071,Tolosa,48233
Tolox,Málaga,29090,Tolox,16360
Tolva,Huesca,22229,Tolva,22933
Tomares,Sevilla,41093,Tomares,35524
Tomelloso,Ciudad Real,13082,Tomelloso,21061
Tomiño,Pontevedra,36054,Tomiño,22095
Tona,Barcelona,8283,Tona,45997
Topas,Salamanca,37323,Topas,17879
Toques,A Coruña,15083,Toques,14181
Torà,Lleida,25223,Torà,25220
Toral de los Guzmanes,León,24168,Toral de los Guzmanes,18440
Toral de los Vados,León,24206,Toral de los Vados,20680
Torás,Castellón,12114,Torás,19448
Tordehumos,Valladolid,47164,Tordehumos,19844
Tordellego,Guadalajara,19271,Tordellego,20180
Tordelrábano,Guadalajara,19270,Tordelrábano,20180
Tordera,Barcelona,8284,Tordera,26334
Tordesillas,Valladolid,47165,Tordesillas,22894
Tordesilos,Guadalajara,19272,Tordesilos,20180
Tordillos,Salamanca,37324,Tordillos,17879
Tordoia,A Coruña,15084,Tordoia,18022
Tordómar,Burgos,9384,Tordómar,22478
Torelló,Barcelona,8285,Torelló,28511
Toreno,León,24169,Toreno,23553
Torija,Guadalajara,19274,Torija,22854
Toril,Cáceres,10182,Toril,15773
Toril y Masegoso,Teruel,44217,Toril y Masegoso,18797
Torla-Ordesa,Huesca,22230,Torla-Ordesa,22933
Torlengua,Soria,42184,Torlengua,19216
Tormantos,La Rioja,26150,Tormantos,21118
Tormellas,Ávila,5244,Tormellas,17345
Tormón,Teruel,44218,Tormón,18797
Tormos,Alicante,3131,Tormos,19603
Torms (Els),Lleida,25224,Els Torms,23784
Tornabous,Lleida,25225,Tornabous,23784
Tornadizo (El),Salamanca,37325,El Tornadizo,17879
Tornadizos de Ávila,Ávila,5245,Tornadizos de Ávila,17345
Tornavacas,Cáceres,10183,Tornavacas,14086
Torno (El),Cáceres,10184,El Torno,15773
Tornos,Teruel,44219,Tornos,18797
Toro,Zamora,49219,Toro,20926
Toro (El),Castellón,12115,El Toro,19448
Torquemada,Palencia,34182,Torquemada,19171
Torralba,Cuenca,16209,Torralba,17337
Torralba de Aragón,Huesca,22232,Torralba de Aragón,22933
Torralba de Calatrava,Ciudad Real,13083,Torralba de Calatrava,18532
Torralba de los Frailes,Zaragoza,50256,Torralba de los Frailes,19366
Torralba de los Sisones,Teruel,44220,Torralba de los Sisones,18797
Torralba de Oropesa,Toledo,45169,Torralba de Oropesa,18671
Torralba de Ribota,Zaragoza,50257,Torralba de Ribota,19366
Torralba del Pinar,Castellón,12116,Torralba del Pinar,19448
Torralba del Río,Navarra,31230,Torralba del Río,17101
Torralbilla,Zaragoza,50258,Torralbilla,19366
Torre (La),Ávila,5247,La Torre,17345
Torre Alháquime,Cádiz,11036,Torre Alháquime,17004
Torre d'En Besora (la),Castellón,12119,la Torre d'En Besora,19448
Torre d'en Doménec (la),Castellón,12120,la Torre d'en Doménec,19448
Torre de Arcas,Teruel,44223,Torre de Arcas,18797
Torre de Cabdella (La),Lleida,25227,La Torre de Cabdella,23784
Torre de Claramunt (La),Barcelona,8286,La Torre de Claramunt,27565
Torre de Don Miguel,Cáceres,10187,Torre de Don Miguel,15773
Torre de Esgueva,Valladolid,47169,Torre de Esgueva,19844
Torre de Esteban Hambrán (La),Toledo,45171,La Torre de Esteban Hambrán,19876
Torre de Fontaubella (La),Tarragona,43151,La Torre de Fontaubella,23434
Torre de Juan Abad,Ciudad Real,13084,Torre de Juan Abad,16766
Torre de l'Espanyol (La),Tarragona,43152,La Torre de L'Espanyol,23434
Torre de las Arcas,Teruel,44224,Torre de las Arcas,18797
Torre de Miguel Sesmero,Badajoz,6131,Torre de Miguel Sesmero,16118
Torre de Peñafiel,Valladolid,47170,Torre de Peñafiel,19844
Torre de Santa María,Cáceres,10188,Torre de Santa María,15773
Torre del Bierzo,León,24170,Torre del Bierzo,23678
Torre del Burgo,Guadalajara,19279,Torre del Burgo,20180
Torre del Compte,Teruel,44225,Torre del Compte,18797
Torre del Valle (La),Zamora,49220,La Torre del Valle,16878
Torre en Cameros,La Rioja,26153,Torre en Cameros,21118
Torre la Ribera,Huesca,22233,Torre la Ribera,22933
Torre los Negros,Teruel,44227,Torre los Negros,18797
Torre Val de San Pedro,Segovia,40206,Torre Val de San Pedro,21066
Torre-Cardela,Granada,18178,Torre-Cardela,16108
Torre-Pacheco,Murcia,30037,Torre-Pacheco,20117
Torre-serona,Lleida,25233,Torre-serona,23784
Torreadrada,Segovia,40202,Torreadrada,21066
Torrebaja,Valencia,46242,Torrebaja,20105
Torrebesses,Lleida,25226,Torrebesses,23784
Torreblacos,Soria,42185,Torreblacos,19216
Torreblanca,Castellón,12117,Torreblanca,18562
Torreblascopedro,Jaén,23085,Torreblascopedro,13932
Torrecaballeros,Segovia,40203,Torrecaballeros,29796
Torrecampo,Córdoba,14062,Torrecampo,17856
Torrechiva,Castellón,12118,Torrechiva,19448
Torrecilla de Alcañiz,Teruel,44221,Torrecilla de Alcañiz,18797
Torrecilla de la Abadesa,Valladolid,47166,Torrecilla de la Abadesa,19844
Torrecilla de la Jara,Toledo,45170,Torrecilla de la Jara,18671
Torrecilla de la Orden,Valladolid,47167,Torrecilla de la Orden,19844
Torrecilla de la Torre,Valladolid,47168,Torrecilla de la Torre,19844
Torrecilla de los Ángeles,Cáceres,10185,Torrecilla de los Ángeles,15773
Torrecilla del Monte,Burgos,9386,Torrecilla del Monte,22478
Torrecilla del Pinar,Segovia,40204,Torrecilla del Pinar,21066
Torrecilla del Rebollar,Teruel,44222,Torrecilla del Rebollar,18797
Torrecilla en Cameros,La Rioja,26151,Torrecilla en Cameros,21118
Torrecilla sobre Alesanco,La Rioja,26152,Torrecilla sobre Alesanco,21118
Torrecillas de la Tiesa,Cáceres,10186,Torrecillas de la Tiesa,16799
Torrecuadrada de Molina,Guadalajara,19277,Torrecuadrada de Molina,20180
Torrecuadradilla,Guadalajara,19278,Torrecuadradilla,18864
Torredelcampo,Jaén,23086,Torredelcampo,18864
Torredembarra,Tarragona,43153,Torredembarra,27576
Torredonjimeno,Jaén,23087,Torredonjimeno,19562
Torrefarrera,Lleida,25228,Torrefarrera,30119
Torrefeta i Florejacs,Lleida,25907,Torrefeta i Florejacs,23784
Torregalindo,Burgos,9387,Torregalindo,22478
Torregamones,Zamora,49221,Torregamones,16878
Torregrossa,Lleida,25230,Torregrossa,23887
Torrehermosa,Zaragoza,50259,Torrehermosa,19366
Torreiglesias,Segovia,40205,Torreiglesias,21066
Torrejón de Ardoz,Madrid,28148,Torrejón de Ardoz,27620
