codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,num_centros_salud,num_centros_urgencias,num_hospitales,num_colegios,num_universidades,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion,lat,lon,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours,kms_capital_provincia,altitud,renta_bruta_media,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
47089,Melgar de Arriba,Valladolid,Castilla y León,Melgar de Arriba,1,0,0,0,0,3,0,153,35.04,4.37,42.26806,-5.09712,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,92.06,792,19844,-,-,-,0,1497,151208,8,668,54.49,9.35,49.39,947,100.0,0.0,100.0,100.0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
09211,Melgar de Fernamental,Burgos,Castilla y León,Melgar de Fernamental,4,1,0,2,0,2,2,1553,108.62,14.3,42.40407,-4.243837,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,56.01,803,18608,393.91,32,3.3,2,1445,138383,8,633,58.94,9.7,53.23,677,48.6,13.6,100.0,99.8,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49116,Melgar de Tera,Zamora,Castilla y León,Melgar de Tera,2,0,0,0,0,3,2,360,40.91,8.8,41.96618,-6.0139,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,68.04,748,16878,-,-,-,0,1151,118790,5,497,50.28,12.1,44.2,388,100.0,0.0,100.0,100.0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
34104,Melgar de Yuso,Palencia,Castilla y León,Melgar de Yuso,1,0,0,0,0,2,2,254,26.58,9.56,42.252662,-4.252427,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,40.51,770,19171,1098.89,3,-,0,1352,128845,7,499,55.84,10.52,49.97,442,100.0,0.0,88.0,65.0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
46166,Meliana,Valencia,Comunidad Valenciana,Meliana,2,0,0,11,0,1,0,10926,4.71,2319.75,39.528262,-0.349522,1.83,23.6,11.99,63.53,13.9,0,12.0,0.02,24.38,101.7,18.69,36.22,26.49,63.54,10.55,0,3.0,0.01,15.85,189.0,11.05,19,25101,1109.46,35,-,0,1445,163450,11,1042,59.18,12.36,51.87,3312,99.0,99.0,100.0,100.0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
31164,Mélida,Navarra,Comunidad Foral de Navarra,Mélida,1,0,0,1,0,2,2,733,26.11,28.08,42.357935,-1.549444,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,68.42,350,17279,758.68,9,-,0,1691,164441,10,981,58.7,8.76,53.56,1155,100.0,8.0,100.0,100.0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
15046,Melide,A Coruña,Galicia,Melide,1,1,0,15,0,1,3,7427,101.3,73.32,42.914533,-8.013877,1.15,18.2,9.8,81.19,12.71,0,12.0,0.16,46.29,57.5,11.34,32.72,19.48,78.74,9.94,0,12.0,0.02,37.93,131.8,71.2,455,21398,935.88,74,6.12,4,1583,156959,8,666,53.86,10.92,47.98,1466,62.89,7.13,99.03,99.67,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52001,Melilla,Melilla,Melilla,Melilla,4,1,1,40,1,1,0,86261,14.24,6057.65,35.287631,-2.948249,5.36,21.91,13.44,75.34,16.34,0,3.0,0.04,30.56,106.1,16.8,35.85,25.28,66.88,11.77,0,0.9,0.0,23.76,231.0,0.0,36,30175,1803.03,379,5.58,91,2035,191581,10,717,63.11,24.66,47.55,331,100.0,100.0,100.0,100.0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
32046,Melón,Ourense,Galicia,Melón,2,0,0,1,0,2,2,1135,53.25,21.31,42.26016,-8.214,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6,36.58,460,16775,422.67,13,-,0,1434,156580,6,564,48.99,10.84,43.68,471,60.48,4.08,100.0,99.96,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
40126,Melque de Cercos,Segovia,Castilla y León,Melque de Cercos,1,0,0,0,0,3,1,59,18.59,3.17,41.05166,-4.46944,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,38.4,861,21066,121.67,2,-,0,1329,133270,9,790,59.18,7.74,54.6,427,0.0,0.0,92.0,61.0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40127,Membibre de la Hoz,Segovia,Castilla y León,Membibre de la Hoz,1,0,0,0,0,3,1,35,15.68,2.23,41.44958,-4.09571,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,80.78,862,21066,-,-,-,0,1329,133270,9,790,59.18,7.74,54.6,427,0.0,0.0,100.0,99.0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
37189,Membribe de la Sierra,Salamanca,Castilla y León,Membribe de la Sierra,1,0,0,0,0,0,2,111,46.53,2.39,40.69123,-5.80568,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,42.15,1025,17879,-,-,-,0,1673,156058,9,801,55.83,10.3,50.08,538,16.4,0.0,94.4,68.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13054,Membrilla,Ciudad Real,Castilla-La Mancha,Membrilla,1,0,0,5,0,3,2,5927,143.98,41.17,38.972035,-3.344552,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,64.66,671,21766,887.3,30,-,0,936,96893,5,461,55.64,17.1,46.12,496,98.0,98.0,100.0,100.0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
19179,Membrillera,Guadalajara,Castilla-La Mancha,Membrillera,1,0,0,0,0,0,1,102,38.33,2.66,40.94807,-2.97969,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,55.41,853,20180,0,0,-,0,1372,146012,8,691,62.89,11.65,55.57,663,100.0,0.0,100.0,100.0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10119,Membrío,Cáceres,Extremadura,Membrío,1,0,0,0,0,0,3,587,207.74,2.83,39.526818,-7.053254,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,66.26,332,15773,395.69,23,-,0,1132,119586,6,497,54.28,17.78,44.63,452,71.0,0.0,100.0,77.0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
25134,Menàrguens,Lleida,Cataluña,Menàrguens,1,0,0,2,0,2,1,789,20.53,38.43,41.730725,0.743186,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8,17.97,217,23784,-,-,-,0,1159,114344,7,654,60.66,10.3,54.42,796,97.0,8.0,100.0,100.0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45098,Menasalbas,Toledo,Castilla-La Mancha,Menasalbas,2,1,0,2,0,0,2,2544,179.44,14.18,39.640467,-4.283336,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1,38.6,705,19442,-,-,4.07,1,1023,103420,7,582,62.04,14.93,52.77,789,50.0,30.0,97.0,99.5,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
20901,Mendaro,Gipuzkoa,País Vasco,Mendaro,1,0,1,5,0,1,2,1983,25.39,78.1,43.252689,-2.386945,-0.49,19.36,9.12,77.52,10.04,0,12.0,0.21,45.86,92.1,12.94,34.91,21.15,79.39,7.24,0,12.0,0.07,47.51,108.1,50.39,16,46865,506.98,22,-,0,3234,289436,16,1275,53.53,7.53,49.5,1194,94.5,94.5,100.0,100.0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
48062,Mendata,Bizkaia,País Vasco,Mendata,1,0,0,0,0,1,2,379,22.43,16.9,43.28333,-2.63333,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1,40.18,105,4902,2687.5,1,-,0,2853,269369,13,1124,56.71,9.28,51.45,1671,96.75,83.75,100.0,100.0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31165,Mendavia,Navarra,Comunidad Foral de Navarra,Mendavia,1,1,0,4,0,2,2,3505,78.1,44.88,42.443861,-2.202106,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,74.74,353,16589,849.51,43,-,0,1691,164441,10,981,58.7,8.76,53.56,1155,50.0,50.0,97.0,94.5,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
31166,Mendaza,Navarra,Comunidad Foral de Navarra,Mendaza,2,0,0,0,0,2,2,299,32.95,9.08,42.64166,-2.2352,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,70.14,637,18358,704.84,8,-,0,1691,164441,10,981,58.7,8.76,53.56,1155,50.25,0.0,100.0,100.0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48063,Mendexa,Bizkaia,País Vasco,Mendexa,1,0,0,0,0,1,2,422,6.93,60.89,43.3459,-2.4842,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1,64.2,154,50412,-,-,-,0,2853,269369,13,1124,56.71,9.28,51.45,1671,98.25,0.0,100.0,100.0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
31167,Mendigorria,Navarra,Comunidad Foral de Navarra,Mendigorria,1,0,0,0,0,2,2,1112,39.43,28.2,42.627132,-1.834792,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,28.31,392,20420,838.53,18,-,0,1691,164441,10,981,58.7,8.76,53.56,1155,56.67,0.0,99.67,99.0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
34106,Meneses de Campos,Palencia,Castilla y León,Meneses de Campos,1,0,0,0,0,2,2,120,28.21,4.25,41.94142,-4.91927,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,40.57,747,19171,205.64,5,-,0,1352,128845,7,499,55.84,10.52,49.97,442,0.0,0.0,100.0,99.0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
06082,Mengabril,Badajoz,Extremadura,Mengabril,1,0,0,1,0,3,0,489,43.81,11.16,38.93554,-5.93335,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,107.76,251,15113,568.5,3,-,0,1149,126096,7,530,56.6,16.14,47.46,534,96.0,0.0,100.0,100.0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
05125,Mengamuñoz,Ávila,Castilla y León,Mengamuñoz,1,0,0,0,0,0,1,59,11.75,5.02,40.50006,-4.99983,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,32.92,1314,17345,222.13,2,-,0,1022,99417,6,520,52.78,14.86,44.94,374,100.0,0.0,100.0,100.0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
23061,Mengíbar,Jaén,Andalucía,Mengíbar,1,1,0,7,0,2,2,9973,62.34,159.97,37.96908,-3.804944,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3,28.23,294,20175,436.35,134,3.98,2,989,105216,6,496,52.28,19.64,42.01,479,80.0,80.0,100.0,100.0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
45099,Méntrida,Toledo,Castilla-La Mancha,Méntrida,1,0,0,5,0,0,2,5662,83.01,68.21,40.237813,-4.192238,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0,62.8,536,22228,946.24,104,6.92,4,1023,103420,7,582,62.04,14.93,52.77,789,98.86,86.5,100.0,100.0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
48064,Meñaka,Bizkaia,País Vasco,Meñaka,1,0,0,1,0,1,2,753,12.49,60.29,43.36667,-2.8,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1,23.53,147,58328,-,-,-,0,2853,269369,13,1124,56.71,9.28,51.45,1671,91.5,10.25,100.0,100.0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0
50165,Mequinenza,Zaragoza,Aragón,Mequinenza,1,1,0,4,0,2,1,2292,307.63,7.45,41.372414,0.300742,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8,103.77,83,25486,-,-,-,0,1674,154117,9,720,59.3,8.5,54.26,1632,95.0,54.0,100.0,100.0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0
17099,Meranges,Girona,Cataluña,Meranges,1,0,0,0,0,1,1,97,37.58,2.58,42.44518,1.78777,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7,175.67,1522,31051,1777.52,6,-,0,2169,193575,11,941,63.76,8.26,58.49,1248,0.0,0.0,100.0,99.5,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
32047,Merca (A),Ourense,Galicia,A Merca,1,0,0,3,0,2,2,1939,50.99,38.03,42.22261,-7.90492,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6,20.8,494,18587,373.22,44,4.48,1,1434,156580,6,564,48.99,10.84,43.68,471,75.0,14.62,99.89,99.78,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0
07037,Mercadal (Es),Illes Balears,Islas Baleares,Es Mercadal,2,0,0,6,0,1,2,5444,138.34,39.35,39.988204,4.093772,1.26,20.43,11.28,77.93,11.63,0,3.0,0.02,29.32,63.8,18.37,36.17,26.68,62.8,10.87,0,12.0,0.01,10.73,273.7,131.35,67,25450,3744.84,289,-,0,3139,358810,14,1392,65.42,9.29,59.34,1924,94.75,90.38,100.0,100.0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
06083,Mérida,Badajoz,Extremadura,Mérida,4,4,3,51,1,3,0,59424,865.19,68.68,38.920403,-6.33538,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,63.73,219,24760,837.08,719,-,59,1149,126096,7,530,56.6,16.14,47.46,534,31.82,9.09,99.18,99.18,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09213,Merindad de Cuesta-Urria,Burgos,Castilla y León,Merindad de Cuesta-Urria,2,0,0,0,0,2,2,284,121.97,2.33,42.845481,-3.426259,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,91.39,548,22478,520.87,32,-,0,1445,138383,8,633,58.94,9.7,53.23,677,41.92,0.0,95.75,92.54,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
09214,Merindad de Montija,Burgos,Castilla y León,Merindad de Montija,1,0,0,0,0,2,2,730,100.07,7.29,43.06106,-3.48217,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1,91.94,695,22478,735.15,78,-,0,1445,138383,8,633,58.94,9.7,53.23,677,94.5,10.61,100.0,100.0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
09906,Merindad de Río Ubierna,Burgos,Castilla y León,Merindad de Río Ubierna,13,0,0,0,0,2,2,1436,275.23,5.22,42.59358,-3.681353,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,27.82,1046,26347,597.47,28,-,0,1445,138383,8,633,58.94,9.7,53.23,677,34.77,7.5,98.73,94.18,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
09215,Merindad de Sotoscueva,Burgos,Castilla y León,Merindad de Sotoscueva,4,0,0,0,0,2,2,409,153.35,2.67,43.02907,-3.64511,-0.42,19.73,9.47,78.11,12.35,0,3.0,0.11,48.17,70.9,11.44,29.33,19.93,82.21,8.64,0,3.0,0.04,47.41,97.0,91.63,747,22478,408.86,32,-,0,1445,138383,8,633,58.94,9.7,53.23,677,48.32,0.0,99.28,99.96,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0
09216,Merindad de Valdeporres,Burgos,Castilla y León,Merindad de Valdeporres,2,0,0,0,0,2,2,431,120.17,3.59,43.077473,-3.789763,-0.42,19.73,9.47,78.11,12.35,0,3.0,0.11,48.17,70.9,11.44,29.33,19.93,82.21,8.64,0,3.0,0.04,47.41,97.0,107.2,1319,22478,476.48,19,-,0,1445,138383,8,633,58.94,9.7,53.23,677,59.0,0.0,99.4,93.4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
09217,Merindad de Valdivielso,Burgos,Castilla y León,Merindad de Valdivielso,2,0,0,0,0,2,2,386,129.09,2.99,42.82363,-3.54439,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,73.01,579,22478,552.25,28,-,0,1445,138383,8,633,58.94,9.7,53.23,677,74.86,0.0,99.64,96.29,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
39043,Meruelo,Cantabria,Cantabria,Meruelo,1,1,0,0,0,1,1,2174,16.36,132.88,43.456627,-3.577333,-0.42,19.73,9.47,78.11,12.35,0,3.0,0.11,48.17,70.9,11.44,29.33,19.93,82.21,8.64,0,3.0,0.04,47.41,97.0,36.83,29,21919,903.33,177,13.49,6,1737,156073,11,881,54.81,8.17,50.33,817,81.67,5.0,100.0,100.0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0
16124,Mesas (Las),Cuenca,Castilla-La Mancha,Las Mesas,1,0,0,5,0,2,2,2310,86.45,26.72,39.387258,-2.764839,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,116.08,681,15685,420.17,17,-,0,1139,119313,8,608,56.94,10.77,50.81,329,99.0,99.0,100.0,100.0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
10120,Mesas de Ibor,Cáceres,Extremadura,Mesas de Ibor,1,0,0,0,0,0,3,162,48.64,3.33,39.75587,-5.54637,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,116.12,484,15773,288.33,2,-,0,1132,119586,6,497,54.28,17.78,44.63,452,0.0,0.0,99.0,99.0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
05126,Mesegar de Corneja,Ávila,Castilla y León,Mesegar de Corneja,1,0,0,0,0,0,1,57,10.29,5.54,40.50209,-5.30131,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,55.5,1023,17345,343.31,2,-,0,1022,99417,6,520,52.78,14.86,44.94,374,0.0,0.0,100.0,100.0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
45100,Mesegar de Tajo,Toledo,Castilla-La Mancha,Mesegar de Tajo,1,0,0,0,0,0,2,206,17.66,11.67,39.922275,-4.501793,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0,48.02,459,18671,-,-,-,0,1023,103420,7,582,62.04,14.93,52.77,789,0.0,0.0,100.0,99.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
15047,Mesía,A Coruña,Galicia,Mesía,2,0,0,2,0,1,3,2479,107.21,23.12,43.1,-8.26667,1.15,18.2,9.8,81.19,12.71,0,12.0,0.16,46.29,57.5,11.34,32.72,19.48,78.74,9.94,0,12.0,0.02,37.93,131.8,54.34,377,18267,639.75,12,-,0,1583,156959,8,666,53.86,10.92,47.98,1466,64.04,4.39,99.85,99.94,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50166,Mesones de Isuela,Zaragoza,Aragón,Mesones de Isuela,1,0,0,0,0,2,1,265,48.55,5.46,41.55119,-1.53858,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,55.3,518,19366,-,-,-,0,1674,154117,9,720,59.3,8.5,54.26,1632,95.0,0.0,100.0,99.0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13055,Mestanza,Ciudad Real,Castilla-La Mancha,Mestanza,3,0,0,0,0,3,2,662,370.0,1.79,38.575711,-4.070201,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3,56.09,733,16766,421.66,5,-,0,936,96893,5,461,55.64,17.1,46.12,496,32.33,0.0,100.0,98.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31168,Metauten,Navarra,Comunidad Foral de Navarra,Metauten,1,0,0,0,0,2,2,289,22.58,12.8,42.67714,-2.13015,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,51.89,528,18282,248.34,1,-,0,1691,164441,10,981,58.7,8.76,53.56,1155,94.17,0.0,100.0,100.0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
50167,Mezalocha,Zaragoza,Aragón,Mezalocha,1,0,0,0,0,2,1,238,60.64,3.92,41.42581,-1.08276,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,29.43,479,19366,-,-,-,0,1674,154117,9,720,59.3,8.5,54.26,1632,47.5,0.0,100.0,82.0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
32048,Mezquita (A),Ourense,Galicia,A Mezquita,1,1,0,0,0,2,2,1006,104.27,9.65,42.01314,-7.04675,-0.12,19.15,8.46,84.1,9.04,0,12.0,0.58,55.81,70.8,10.36,35.76,21.25,70.26,7.7,0,12.0,0.03,27.65,221.6,116.42,1003,16292,132.17,6,-,0,1434,156580,6,564,48.99,10.84,43.68,471,83.5,3.9,100.0,100.0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
44148,Mezquita de Jarque,Teruel,Aragón,Mezquita de Jarque,1,0,0,1,0,2,1,87,31.14,2.79,40.721,-0.867,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,53.0,1262,18797,-,-,-,0,1068,103002,6,501,57.96,9.07,52.7,425,95.0,0.0,100.0,99.0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10121,Miajadas,Cáceres,Extremadura,Miajadas,3,1,0,6,0,0,3,9503,120.75,78.7,39.150756,-5.907272,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,94.71,300,19279,595.78,42,-,0,1132,119586,6,497,54.28,17.78,44.63,452,48.67,32.67,100.0,100.0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
50168,Mianos,Zaragoza,Aragón,Mianos,1,0,0,0,0,2,1,28,14.82,1.89,42.58544,-0.95478,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,104.44,626,19366,322.22,2,-,0,1674,154117,9,720,59.3,8.5,54.26,1632,95.0,0.0,100.0,100.0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49117,Micereces de Tera,Zamora,Castilla y León,Micereces de Tera,3,0,0,0,0,3,2,443,34.07,13.0,41.98886,-5.87133,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,85.66,721,16878,-,-,-,0,1151,118790,5,497,50.28,12.1,44.2,388,100.0,0.0,100.0,100.0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
