municipio,provincia,municipio_nombre_humano,poblacion,superficie,densidad_poblacion
Biescas,Huesca,Biescas,1550,189.0925,8.19704641908061
Bigastro,Alicante,Bigastro,6994,4.0981,1706.64454259291
Bigues i Riells,Barcelona,Bigues i Riells,9542,28.81,331.20444290177
Bijuesca,Zaragoza,Bijuesca,90,57.0753,1.57686424775691
Bilbao,Bizkaia,Bilbao,346405,41.34,8379.41461054669
Bimenes,Asturias,Bimenes,1691,32.63,51.8234753294514
Binaced,Huesca,Binaced,1597,78.4894,20.346696496597
Binéfar,Huesca,Binéfar,9888,25.09,394.101235552013
Binissalem,Illes Balears,Binissalem,8895,29.7721,298.769653467508
Biosca,Lleida,Biosca,178,66.05,2.69492808478425
Biota,Zaragoza,Biota,912,128.7966,7.08093226063421
Bisaurri,Huesca,Bisaurri,176,63.1935,2.78509656847619
Bisbal d'Empordà (La),Girona,La Bisbal d'Empordà,11190,20.6153,542.800735376153
Bisbal de Falset (La),Tarragona,La Bisbal de Falset,218,14.07,15.4939587775409
Bisbal del Penedès (La),Tarragona,La Bisbal del Penedès,3830,32.51,117.809904644725
Biscarrués,Huesca,Biscarrués,191,30.1763,6.32947047848809
Bisimbre,Zaragoza,Bisimbre,87,11.2211,7.75325057258201
Biure,Girona,Biure,244,10.0115,24.3719722319333
Biurrun-Olcoz,Navarra,Biurrun-Olcoz,227,15.6878,14.4698428077869
Blacos,Soria,Blacos,41,17.561,2.33471897955697
Blanca,Murcia,Blanca,6608,87.17,75.8058965240335
Blancafort,Tarragona,Blancafort,398,14.54,27.372764786795
Blancas,Teruel,Blancas,132,73.8036,1.78853064078175
Blancos (Os),Ourense,Os Blancos,745,47.5599,15.6644568218184
Blanes,Girona,Blanes,40274,17.78,2265.12935883015
Blascomillán,Ávila,Blascomillán,181,39.6035,4.57030312977388
Blasconuño de Matacabras,Ávila,Blasconuño de Matacabras,14,12.988,1.07791807822605
Blascosancho,Ávila,Blascosancho,101,22.9504,4.40079475738985
Blázquez (Los),Córdoba,Los Blázquez,659,102.44,6.43303397110504
Blecua y Torres,Huesca,Blecua y Torres,179,36.2042,4.94417774733318
Blesa,Teruel,Blesa,85,80.3940,1.05729283279847
Bliecos,Soria,Bliecos,29,16.4797,1.75974077198007
Boada,Salamanca,Boada,299,30.1994,9.90085895746273
Boada de Campos,Palencia,Boada de Campos,18,14.5253,1.23921709018058
Boadella i les Escaules,Girona,Boadella i les Escaules,271,10.8800,24.9080882352941
Boadilla de Rioseco,Palencia,Boadilla de Rioseco,114,51.267,2.22365264205044
Boadilla del Camino,Palencia,Boadilla del Camino,121,28.6593,4.22201519227615
Boadilla del Monte,Madrid,Boadilla del Monte,59052,47.1952,1251.22893853612
Boal,Asturias,Boal,1452,120.2813,12.0717019187521
Boalo (El),Madrid,El Boalo,8009,39.5910,202.293450531686
Bobadilla,La Rioja,Bobadilla,99,4.662,21.2355212355212
Bobadilla del Campo,Valladolid,Bobadilla del Campo,292,32.7007,8.92947245777613
Boborás,Ourense,Boborás,2206,87.8230,25.1187046673423
Boca de Huérgano,León,Boca de Huérgano,444,291.89,1.52112097022851
Bocairent,Valencia,Bocairent,4101,96.9813,42.2865026556666
Boceguillas,Segovia,Boceguillas,701,41.5443,16.8735542541335
Bocigas,Valladolid,Bocigas,80,16.3156,4.90328274779965
Bocos de Duero,Valladolid,Bocos de Duero,69,6.1998,11.1293912706862
Bodera (La),Guadalajara,La Bodera,21,21.7597,0.965086834836877
Bodón (El),Salamanca,El Bodón,256,60.7368,4.21490760132243
Bodonal de la Sierra,Badajoz,Bodonal de la Sierra,1017,68.3687,14.8752279917565
Boecillo,Valladolid,Boecillo,4219,24.1186,174.927234582438
Bogajo,Salamanca,Bogajo,134,32.9102,4.07168598185365
Bogarra,Albacete,Bogarra,768,166.0146,4.6260991503157
Bohodón (El),Ávila,El Bohodón,117,22.0893,5.29668210400511
Bohonal de Ibor,Cáceres,Bohonal de Ibor,485,64.52,7.51704897706138
Bohoyo,Ávila,Bohoyo,231,74.37,3.10609116579266
Boimorto,A Coruña,Boimorto,1943,82.3412,23.5969356774009
Boiro,A Coruña,Boiro,18955,86.5788,218.93350335186
Bola (A),Ourense,A Bola,1075,34.9022,30.8003506942256
Bolaños de Calatrava,Ciudad Real,Bolaños de Calatrava,11992,87.8895,136.444057595048
Bolaños de Campos,Valladolid,Bolaños de Campos,277,29.9186,9.25845460683321
Bolbaite,Valencia,Bolbaite,1336,40.3868,33.0801152851922
Bollullos de la Mitación,Sevilla,Bollullos de la Mitación,11099,62.56,177.41368286445
Bollullos Par del Condado,Huelva,Bollullos Par del Condado,14392,49.31,291.867775299128
Bolo (O),Ourense,O Bolo,828,91.168,9.08213408213408
Boltaña,Huesca,Boltaña,1065,139.4518,7.63704735256196
Bolulla,Alicante,Bolulla,426,13.5715,31.3893084773238
Bolvir,Girona,Bolvir,489,10.6587,45.8780151425596
Bonansa,Huesca,Bonansa,90,37.2915,2.41341860745746
Bonares,Huelva,Bonares,6075,64.77,93.7934228809634
Bonastre,Tarragona,Bonastre,727,24.98,29.1032826261009
Bonete,Albacete,Bonete,1031,125.055,8.24437247611051
Boniches,Cuenca,Boniches,139,53.0229,2.6215088197741
Bonilla de la Sierra,Ávila,Bonilla de la Sierra,131,55.0557,2.37940848994745
Bonillo (El),Albacete,El Bonillo,2718,502.87,5.40497544096884
Bonrepòs i Mirambell,Valencia,Bonrepòs i Mirambell,3780,1.06,3566.03773584906
Boñar,León,Boñar,1819,180.618,10.0709785292717
Boqueixón,A Coruña,Boqueixón,4186,73.1793,57.2019683161768
Boquiñeni,Zaragoza,Boquiñeni,778,18.87,41.2294647588765
Borau,Huesca,Borau,83,41.7177,1.98956318301345
Bordalba,Zaragoza,Bordalba,51,41.5795,1.22656597602184
Bòrdes (Es),Lleida,Es Bòrdes,285,21.6702,13.1517014148462
Bordils,Girona,Bordils,1796,6.99,256.938483547926
Bordón,Teruel,Bordón,116,29.9832,3.8688332132661
Borge (El),Málaga,El Borge,906,24.3937,37.1407371575448
Borges Blanques (Les),Lleida,Les Borges Blanques,6195,61.66,100.470321115796
Borges del Camp (Les),Tarragona,Les Borges del Camp,2104,8.33,252.581032412965
Borja,Zaragoza,Borja,5037,107.2,46.9869402985075
Borjabad,Soria,Borjabad,33,23.3957,1.41051560756891
Bormujos,Sevilla,Bormujos,22390,12.32,1817.37012987013
Bornos,Cádiz,Bornos,7655,55.1,138.929219600726
Borobia,Soria,Borobia,242,62.54,3.86952350495683
Borox,Toledo,Borox,3981,60.05,66.2947543713572
Borrassà,Girona,Borrassà,752,9.49,79.2413066385669
Borredà,Barcelona,Borredà,455,43.40,10.4838709677419
Borrenes,León,Borrenes,306,36.3756,8.41223237554844
Borriana/Burriana,Castellón,Borriana/Burriana,34903,46.9942,742.708674687515
Borriol,Castellón,Borriol,5552,61.56,90.1884340480832
Bosque (El),Cádiz,El Bosque,2223,30.7452,72.3039694001015
Bossòst,Lleida,Bossòst,1120,27.86,40.2010050251256
Bot,Tarragona,Bot,566,34.65,16.3347763347763
Botarell,Tarragona,Botarell,1094,11.9510,91.5404568655343
Botija,Cáceres,Botija,187,18.89,9.89941768131286
Botorrita,Zaragoza,Botorrita,516,19.8107,26.0465304103338
Bouza (La),Salamanca,La Bouza,55,14.5711,3.77459491733637
Bóveda,Lugo,Bóveda,1407,91.1099,15.4428882042456
Bóveda de Toro (La),Zamora,La Bóveda de Toro,692,59.4484,11.6403469227094
Bóveda del Río Almar,Salamanca,Bóveda del Río Almar,221,23.0129,9.60330944817906
Bovera,Lleida,Bovera,261,33.22,7.85671282360024
Bozoó,Burgos,Bozoó,100,33.25,3.00751879699248
Brabos,Ávila,Brabos,42,18.3489,2.28896555106846
Bràfim,Tarragona,Bràfim,695,6.35,109.448818897638
Brahojos de Medina,Valladolid,Brahojos de Medina,106,27.4420,3.86269222359886
Brañosera,Palencia,Brañosera,255,62.39,4.08719346049046
Braojos,Madrid,Braojos,218,24.9279,8.74522121799269
Brazacorta,Burgos,Brazacorta,51,21.0799,2.41936631577949
Brazatortas,Ciudad Real,Brazatortas,1002,271.8160,3.68631721458634
Brazuelo,León,Brazuelo,306,98.1281,3.11837282083318
Brea de Aragón,Zaragoza,Brea de Aragón,1559,13.3756,116.555519004755
Brea de Tajo,Madrid,Brea de Tajo,523,44.3267,11.7987578592586
Breda,Girona,Breda,3836,5.0110,765.515865096787
Brenes,Sevilla,Brenes,12581,21.69,580.036883356385
Breña Alta,Santa Cruz de Tenerife,Breña Alta,7196,30.89,232.955649077371
Breña Baja,Santa Cruz de Tenerife,Breña Baja,5866,14.16,414.265536723164
Bretó,Zamora,Bretó,160,21.6920,7.37599114881062
Bretocino,Zamora,Bretocino,207,12.9370,16.0006183813867
Brieva,Segovia,Brieva,94,13.7012,6.86071293025428
Brieva de Cameros,La Rioja,Brieva de Cameros,46,46.1470,0.996814527488244
Brihuega,Guadalajara,Brihuega,2467,296.4131,8.32284403084749
Brime de Sog,Zamora,Brime de Sog,128,17.9315,7.13827621782896
Brime de Urz,Zamora,Brime de Urz,98,14.883,6.58469394611301
Brincones,Salamanca,Brincones,53,14.8985,3.55740510789677
Briñas,La Rioja,Briñas,187,2.4377,76.7116544283546
Brión,A Coruña,Brión,7957,74.73,106.476649270708
Briones,La Rioja,Briones,754,37.70,20
Briviesca,Burgos,Briviesca,6465,81.2032,79.6150890605296
Bronchales,Teruel,Bronchales,424,59.6016,7.11390298247027
Broto,Huesca,Broto,564,128.0480,4.40459827564663
Brozas,Cáceres,Brozas,1790,398.8447,4.48796235727841
Bruc (El),Barcelona,El Bruc,2177,47.4380,45.8914794046967
Brull (El),Barcelona,El Brull,275,41.19,6.67637776159262
Brunete,Madrid,Brunete,10726,48.9435,219.15065330432
Brunyola i Sant Martí Sapresa,Girona,Brunyola i Sant Martí Sapresa,390,36.8520,10.5828720286552
Buberos,Soria,Buberos,29,18.5343,1.56466659113104
Bubierca,Zaragoza,Bubierca,64,29.5428,2.16634848423304
Bubión,Granada,Bubión,322,14.8637,21.6635158136938
Buciegas,Cuenca,Buciegas,32,9.0059,3.55322621836796
Budia,Guadalajara,Budia,201,66.09,3.04130730821607
Buenache de Alarcón,Cuenca,Buenache de Alarcón,454,64.1566,7.07643484848013
Buenache de la Sierra,Cuenca,Buenache de la Sierra,105,57.72,1.81912681912682
Buenamadre,Salamanca,Buenamadre,119,59.2410,2.00874394422782
Buenaventura,Toledo,Buenaventura,419,35.93,11.6615641525188
Buenavista,Salamanca,Buenavista,365,27.0444,13.4963245625712
Buenavista de Valdavia,Palencia,Buenavista de Valdavia,308,81.6357,3.77285917803118
Buenavista del Norte,Santa Cruz de Tenerife,Buenavista del Norte,4766,66.36,71.8203737191079
Buendía,Cuenca,Buendía,410,88.5028,4.63262179275684
Bueña,Teruel,Bueña,52,40.7464,1.27618636247619
Bueu,Pontevedra,Bueu,11987,30.8399,388.684788212673
Bufali,Valencia,Bufali,163,3.1921,51.0635631715798
Bugarra,Valencia,Bugarra,728,40.3082,18.0608412184121
Bugedo,Burgos,Bugedo,196,9.9260,19.7461212976023
Búger,Illes Balears,Búger,1084,8.288,130.791505791506
Buitrago,Soria,Buitrago,72,5.1469,13.9890030892382
Buitrago del Lozoya,Madrid,Buitrago del Lozoya,1940,26.4961,73.2183226965478
Bujalance,Córdoba,Bujalance,7316,124.8135,58.6154542577526
Bujalaro,Guadalajara,Bujalaro,48,22.6107,2.12288872082687
Bujaraloz,Zaragoza,Bujaraloz,975,120.9186,8.06327562508994
Bularros,Ávila,Bularros,63,30.7591,2.04817436140849
Bulbuente,Zaragoza,Bulbuente,233,25.4429,9.15776110427664
Bullas,Murcia,Bullas,11619,82.50,140.836363636364
Buniel,Burgos,Buniel,605,13.28,45.5572289156627
Bunyola,Illes Balears,Bunyola,7037,84.6973,83.0841124805631
Buñol,Valencia,Buñol,9438,112.403,83.9657304520342
Buñuel,Navarra,Buñuel,2238,36.3771,61.5222213975276
Burbáguena,Teruel,Burbáguena,207,39.0159,5.3055292842149
Burela,Lugo,Burela,9428,7.7790,1211.98097441831
Bureta,Zaragoza,Bureta,206,11.9136,17.2911630405587
Burganes de Valverde,Zamora,Burganes de Valverde,639,33.0332,19.3441749512612
Burgo (El),Málaga,El Burgo,1805,118.35,15.2513730460499
Burgo de Ebro (El),Zaragoza,El Burgo de Ebro,2538,24.77,102.462656439241
Burgo de Osma-Ciudad de Osma,Soria,Burgo de Osma-Ciudad de Osma,5034,289.3518,17.3975071176333
Burgo Ranero (El),León,El Burgo Ranero,725,98.3417,7.37225408956729
Burgohondo,Ávila,Burgohondo,1231,55.3362,22.2458354567173
Burgos,Burgos,Burgos,174051,107.0626,1625.69375300058
Burgui/Burgi,Navarra,Burgui/Burgi,193,64.3293,3.00018809469402
Burguillos,Sevilla,Burguillos,6902,43.143,159.979602716547
Burguillos de Toledo,Toledo,Burguillos de Toledo,3390,28.41,119.324181626188
Burguillos del Cerro,Badajoz,Burguillos del Cerro,3076,187.54,16.4018342753546
Burjassot,Valencia,Burjassot,38712,3.4439,11240.7445047766
Burlada/Burlata,Navarra,Burlada/Burlata,19723,2.11,9347.39336492891
Burón,León,Burón,294,157.72,1.86406289627187
Burujón,Toledo,Burujón,1316,35.4498,37.1229174776727
Busot,Alicante,Busot,3207,33.8419,94.7641828620733
Busquístar,Granada,Busquístar,286,18.0324,15.8603402763914
Bustares,Guadalajara,Bustares,76,30.3754,2.50202466469577
Bustarviejo,Madrid,Bustarviejo,2701,57.3151,47.1254521059895
Buste (El),Zaragoza,El Buste,69,7.6113,9.06546844822829
Bustillo de Chaves,Valladolid,Bustillo de Chaves,63,21.9151,2.87473020885143
Bustillo de la Vega,Palencia,Bustillo de la Vega,278,18.9863,14.6421366985669
Bustillo del Oro,Zamora,Bustillo del Oro,81,15.3609,5.27312852762533
Bustillo del Páramo,León,Bustillo del Páramo,1113,71.7712,15.5076130815703
Bustillo del Páramo de Carrión,Palencia,Bustillo del Páramo de Carrión,60,31.2032,1.92287970464568
Busto (El),Navarra,El Busto,53,7.1787,7.38295234513213
Busto de Bureba,Burgos,Busto de Bureba,138,18.5615,7.43474395927053
Busturia,Bizkaia,Busturia,1649,20.22,81.5529179030663
Cabacés,Tarragona,Cabacés,312,31.17,10.009624639076
Cabaco (El),Salamanca,El Cabaco,223,47.348,4.70980822843626
Caballar,Segovia,Caballar,76,16.8307,4.51555787935142
Cabana de Bergantiños,A Coruña,Cabana de Bergantiños,4185,100.2278,41.754882377943
Cabanabona,Lleida,Cabanabona,60,14.16,4.23728813559322
Cabanas,A Coruña,Cabanas,3359,30.3044,110.841989942055
Cabanelles,Girona,Cabanelles,266,56.04,4.74660956459672
Cabanes,Girona,Cabanes,941,14.93,63.027461486939
Cabanes,Castellón,Cabanes,3027,131.56,23.0085132259045
Cabanillas,Navarra,Cabanillas,1335,35.6566,37.440473853368
Cabanillas de la Sierra,Madrid,Cabanillas de la Sierra,837,14.0736,59.4730559345157
Cabanillas del Campo,Guadalajara,Cabanillas del Campo,10844,34.91,310.627327413349
Cabanyes (Les),Barcelona,Les Cabanyes,1005,1.15,873.913043478261
Cabañas de Ebro,Zaragoza,Cabañas de Ebro,487,8.55,56.9590643274854
Cabañas de la Sagra,Toledo,Cabañas de la Sagra,1955,16.5191,118.34785188055
Cabañas de Polendos,Segovia,Cabañas de Polendos,184,26.4088,6.96737451152646
Cabañas de Sayago,Zamora,Cabañas de Sayago,152,49.7655,3.05432478323336
Cabañas de Yepes,Toledo,Cabañas de Yepes,301,17.9710,16.7492070558121
Cabañas del Castillo,Cáceres,Cabañas del Castillo,419,105.2702,3.98023372236397
Cabañas Raras,León,Cabañas Raras,1331,19.1128,69.6391946758193
Cabañes de Esgueva,Burgos,Cabañes de Esgueva,166,26.5668,6.24840025896984
Cabeza de Béjar (La),Salamanca,La Cabeza de Béjar,60,13.9110,4.31313349148156
Cabeza del Buey,Badajoz,Cabeza del Buey,4732,475.0234,9.96161452256878
Cabeza del Caballo,Salamanca,Cabeza del Caballo,257,44.9820,5.71339646969899
Cabeza la Vaca,Badajoz,Cabeza la Vaca,1298,64.002,20.2806162307428
Cabezabellosa,Cáceres,Cabezabellosa,344,33.94,10.1355332940483
Cabezabellosa de la Calzada,Salamanca,Cabezabellosa de la Calzada,75,8.4904,8.83350607745218
Cabezamesada,Toledo,Cabezamesada,330,59.825,5.51608859172587
Cabezarados,Ciudad Real,Cabezarados,307,80.3591,3.82035139766374
Cabezarrubias del Puerto,Ciudad Real,Cabezarrubias del Puerto,465,100.5865,4.62288676909923
Cabezas de Alambre,Ávila,Cabezas de Alambre,160,11.8038,13.5549568782934
Cabezas de San Juan (Las),Sevilla,Las Cabezas de San Juan,16335,229.7024,71.113754144493
Cabezas del Pozo,Ávila,Cabezas del Pozo,68,17.9659,3.78494815177642
Cabezas del Villar,Ávila,Cabezas del Villar,257,110.0672,2.33493720200023
Cabezas Rubias,Huelva,Cabezas Rubias,716,108.6516,6.58987074281465
Cabezón de Cameros,La Rioja,Cabezón de Cameros,19,12.0114,1.58183059426878
Cabezón de la Sal,Cantabria,Cabezón de la Sal,8273,33.23,248.96178152272
Cabezón de la Sierra,Burgos,Cabezón de la Sierra,40,19.8262,2.01753235617516
Cabezón de Liébana,Cantabria,Cabezón de Liébana,580,81.43,7.12268205820951
Cabezón de Pisuerga,Valladolid,Cabezón de Pisuerga,3747,45.4,82.5330396475771
Cabezón de Valderaduey,Valladolid,Cabezón de Valderaduey,41,10.2965,3.98193560918759
Cabezuela,Segovia,Cabezuela,640,35.2544,18.1537623672506
Cabezuela del Valle,Cáceres,Cabezuela del Valle,2141,56.5723,37.845376624249
Cabizuela,Ávila,Cabizuela,80,19.1722,4.17270840070519
Cabó,Lleida,Cabó,94,79.18,1.1871684768881
Cabolafuente,Zaragoza,Cabolafuente,49,39.2439,1.2486016935116
Cabra,Córdoba,Cabra,20245,229.08,88.375240090798
Cabra de Mora,Teruel,Cabra de Mora,68,34.3081,1.98203922688811
Cabra del Camp,Tarragona,Cabra del Camp,1230,26.8130,45.8732704285235
Cabra del Santo Cristo,Jaén,Cabra del Santo Cristo,1786,187.0271,9.54941823938884
Cabrales,Asturias,Cabrales,1942,238.83,8.13130678725453
Cabranes,Asturias,Cabranes,1111,38.3120,28.9987471288369
Cabredo,Navarra,Cabredo,85,11.9016,7.1418968878134
Cabrejas del Campo,Soria,Cabrejas del Campo,48,17.8663,2.68662230008452
Cabrejas del Pinar,Soria,Cabrejas del Pinar,346,124.1402,2.78717127892496
Cabrera (La),Madrid,La Cabrera,2782,22.4039,124.174808850245
Cabrera d'Anoia,Barcelona,Cabrera d'Anoia,1521,17.09,88.9994148624927
Cabrera de Mar,Barcelona,Cabrera de Mar,4787,9.02,530.709534368071
Cabrerizos,Salamanca,Cabrerizos,4284,11.61,368.992248062016
Cabrero,Cáceres,Cabrero,323,6.6252,48.753245185051
Cabreros del Monte,Valladolid,Cabreros del Monte,63,28.0799,2.24359773361016
Cabreros del Río,León,Cabreros del Río,409,24.7714,16.5109763679082
Cabrillanes,León,Cabrillanes,731,170.45,4.28864769727193
Cabrillas,Salamanca,Cabrillas,355,24.8533,14.2838174407423
Cabrils,Barcelona,Cabrils,7567,6.98,1084.09742120344
Cabuérniga,Cantabria,Cabuérniga,985,85.76,11.4855410447761
Cacabelos,León,Cacabelos,4888,32.664,149.644868968895
Cáceres,Cáceres,Cáceres,95418,1750.23,54.5174062837456
Cachorrilla,Cáceres,Cachorrilla,95,41.3763,2.29600036736006
Cacín,Granada,Cacín,555,39.61,14.0116132289826
Cadalso,Cáceres,Cadalso,417,7.35,56.734693877551
Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,3203,47.6401,67.2332761686059
Cadaqués,Girona,Cadaqués,2820,26.5197,106.336044525391
Cádiar,Granada,Cádiar,1492,47.321,31.5293421525327
Cádiz,Cádiz,Cádiz,114244,12.3001,9288.05456866204
Cadreita,Navarra,Cadreita,2045,27.10,75.4612546125461
Cadrete,Zaragoza,Cadrete,4334,11.90,364.201680672269
Cájar,Granada,Cájar,5262,1.6491,3190.8313625614
Cala,Huelva,Cala,1158,83.9380,13.7958969715743
Calabazas de Fuentidueña,Segovia,Calabazas de Fuentidueña,27,14.7877,1.82584174685719
Calaceite,Teruel,Calaceite,982,81.31,12.0772352724142
Calaf,Barcelona,Calaf,3597,9.2234,389.986339094043
Calafell,Tarragona,Calafell,28463,20.36,1397.9862475442
Calahorra,La Rioja,Calahorra,24579,93.57,262.680346264828
Calahorra (La),Granada,La Calahorra,664,39.4483,16.8321575327707
Calahorra de Boedo,Palencia,Calahorra de Boedo,85,17.9934,4.72395433881312
Calamocha,Teruel,Calamocha,4473,316.6272,14.1270238311806
Calamonte,Badajoz,Calamonte,6152,7.8548,783.215358761522
Calanda,Teruel,Calanda,3753,112.2496,33.4344175836707
Calañas,Huelva,Calañas,2763,237.83,11.6175419417231
Calasparra,Murcia,Calasparra,10133,185.59,54.5988469206315
Calatañazor,Soria,Calatañazor,49,64.8201,0.755938358626414
Calatayud,Zaragoza,Calatayud,19870,155.09,128.119156618738
Calatorao,Zaragoza,Calatorao,2921,48.42,60.3263114415531
Calcena,Zaragoza,Calcena,78,64.7414,1.2047932235015
Caldas de Reis,Pontevedra,Caldas de Reis,9788,68.2547,143.404043970598
Caldearenas,Huesca,Caldearenas,222,192.3119,1.15437474228064
Calders,Barcelona,Calders,1063,33.0,32.2121212121212
Caldes d'Estrac,Barcelona,Caldes d'Estrac,3097,0.7363,4206.16596495993
Caldes de Malavella,Girona,Caldes de Malavella,8051,56.98,141.295191295191
Caldes de Montbui,Barcelona,Caldes de Montbui,17797,37.41,475.728414862336
Calella,Barcelona,Calella,19236,7.864,2446.08341810783
Calera de León,Badajoz,Calera de León,946,68.3825,13.8339487441962
Calera y Chozas,Toledo,Calera y Chozas,4641,219.04,21.1879108838568
Caleruega,Burgos,Caleruega,419,47.6325,8.79651498451687
Caleruela,Toledo,Caleruela,214,9.4185,22.7212401125445
Calicasas,Granada,Calicasas,644,11.2496,57.24647987484
Càlig,Castellón,Càlig,2002,27.4657,72.8909148501586
Calldetenes,Barcelona,Calldetenes,2504,5.72,437.762237762238
Calles,Valencia,Calles,368,64.92,5.66851509550216
Callosa d'en Sarrià,Alicante,Callosa d'en Sarrià,7589,34.6617,218.944829595779
Callosa de Segura,Alicante,Callosa de Segura,19273,24.91,773.705339221196
Callús,Barcelona,Callús,2098,12.39,169.330104923325
Calmarza,Zaragoza,Calmarza,64,28.16,2.27272727272727
Calomarde,Teruel,Calomarde,78,28.177,2.76821521098768
Calonge de Segarra,Barcelona,Calonge de Segarra,194,37.1,5.22911051212938
Calonge i Sant Antoni,Girona,Calonge i Sant Antoni,11484,33.59,341.887466507889
Calp,Alicante,Calp,23530,23.5091,1000.88901744431
Caltojar,Soria,Caltojar,57,84.3602,0.675674073793092
Calvarrasa de Abajo,Salamanca,Calvarrasa de Abajo,1169,28.1596,41.5133737695138
Calvarrasa de Arriba,Salamanca,Calvarrasa de Arriba,594,25.73,23.0858919549164
Calvià,Illes Balears,Calvià,51567,145.0223,355.579797038111
Calvos de Randín,Ourense,Calvos de Randín,717,97.8706,7.32599984060586
Calzada de Béjar (La),Salamanca,La Calzada de Béjar,91,9.4642,9.61518142051098
Calzada de Calatrava,Ciudad Real,Calzada de Calatrava,3615,410.82,8.79947422228713
Calzada de Don Diego,Salamanca,Calzada de Don Diego,148,44.0882,3.35690729038609
Calzada de los Molinos,Palencia,Calzada de los Molinos,317,25.9407,12.2201791007953
Calzada de Oropesa,Toledo,Calzada de Oropesa,513,142.17,3.60835619328972
Calzada de Valdunciel,Salamanca,Calzada de Valdunciel,698,20.0282,34.8508602869953
Calzada del Coto,León,Calzada del Coto,217,56.0349,3.87258654874016
Calzadilla,Cáceres,Calzadilla,464,76.3398,6.07808770785357
Calzadilla de los Barros,Badajoz,Calzadilla de los Barros,721,52.2341,13.8032434750479
Calzadilla de Tera,Zamora,Calzadilla de Tera,289,27.2328,10.6122029317588
Camaleño,Cantabria,Camaleño,956,161.9,5.90487955528104
Camañas,Teruel,Camañas,140,78.6735,1.77950644117778
Camarasa,Lleida,Camarasa,807,156.5889,5.15362200002682
Camarena,Toledo,Camarena,4243,66.2153,64.0788458256626
Camarena de la Sierra,Teruel,Camarena de la Sierra,116,79.54,1.4583857178778
Camarenilla,Toledo,Camarenilla,588,24.3476,24.1502242520823
Camargo,Cantabria,Camargo,30497,36.98,824.689021092482
Camarillas,Teruel,Camarillas,82,50.5492,1.6221819534236
Camariñas,A Coruña,Camariñas,5224,51.5977,101.244822928154
Camarles,Tarragona,Camarles,3220,29.85,107.87269681742
Camarma de Esteruelas,Madrid,Camarma de Esteruelas,7555,35.4300,213.237369460909
Camarzana de Tera,Zamora,Camarzana de Tera,767,47.6187,16.1071175819583
Camas,Sevilla,Camas,27490,11.59,2371.87230371009
Cambados,Pontevedra,Cambados,13673,23.4419,583.271833767741
Cambil,Jaén,Cambil,2662,139.88,19.030597655133
Cambre,A Coruña,Cambre,24616,40.7395,604.229310619914
Cambrils,Tarragona,Cambrils,35064,35.23,995.288106727221
Caminomorisco,Cáceres,Caminomorisco,1161,147.24,7.88508557457213
Caminreal,Teruel,Caminreal,634,44.3910,14.2821743146133
Camós,Girona,Camós,711,15.6,45.5769230769231
Campana (La),Sevilla,La Campana,5228,125.77,41.5679414804802
Campanario,Badajoz,Campanario,4823,257.3212,18.743111721848
Campanet,Illes Balears,Campanet,2684,34.652,77.4558467043749
Campaspero,Valladolid,Campaspero,1047,46.7896,22.3767674867919
Campazas,León,Campazas,113,20.8765,5.41278471008071
Campdevànol,Girona,Campdevànol,3225,32.65,98.7748851454824
Campelles,Girona,Campelles,149,18.71,7.96365579903795
Campello (el),Alicante,el Campello,29013,55.2678,524.953046801212
Campezo/Kanpezu,Álava,Campezo/Kanpezu,1081,85.3609,12.6638777238759
Campillo (El),Huelva,El Campillo,1996,90.7189,22.0020304479001
Campillo (El),Valladolid,El Campillo,219,32.8046,6.67589301500399
Campillo de Altobuey,Cuenca,Campillo de Altobuey,1246,172.4098,7.22696737656444
Campillo de Aragón,Zaragoza,Campillo de Aragón,132,36.9,3.57723577235772
Campillo de Aranda,Burgos,Campillo de Aranda,169,23.9161,7.06636951676904
Campillo de Arenas,Jaén,Campillo de Arenas,1743,116.69,14.9370125974805
Campillo de Azaba,Salamanca,Campillo de Azaba,155,26.0265,5.95546846483392
Campillo de Deleitosa,Cáceres,Campillo de Deleitosa,78,25.60,3.046875
Campillo de Dueñas,Guadalajara,Campillo de Dueñas,75,60.625,1.23711340206186
Campillo de la Jara (El),Toledo,El Campillo de la Jara,356,88.0649,4.04247322145372
Campillo de Llerena,Badajoz,Campillo de Llerena,1333,234.0422,5.69555404965429
Campillo de Ranas,Guadalajara,Campillo de Ranas,167,91.686,1.82143402482386
Campillos,Málaga,Campillos,8301,187.44,44.286171574904
Campillos-Paravientos,Cuenca,Campillos-Paravientos,101,54.3434,1.85855136042279
Campillos-Sierra,Cuenca,Campillos-Sierra,32,38.0270,0.841507350040761
Campins,Barcelona,Campins,540,7.35,73.469387755102
Campisábalos,Guadalajara,Campisábalos,66,54.0131,1.22192579207637
Campllong,Girona,Campllong,533,8.49,62.7797408716137
Campo,Huesca,Campo,459,22.8569,20.0814633655483
Campo de Criptana,Ciudad Real,Campo de Criptana,13229,303.39,43.6039421207027
Campo de Mirra/Camp de Mirra (el),Alicante,El Campo de Mirra/Camp de Mirra,429,21.8159,19.6645565848762
Campo de Peñaranda (El),Salamanca,El Campo de Peñaranda,249,45.1983,5.50905675655943
Campo de San Pedro,Segovia,Campo de San Pedro,250,37.5695,6.65433396771317
