municipio,provincia,municipio_nombre_humano,poblacion,superficie,densidad_poblacion
Sanchón de la Sagrada,Salamanca,Sanchón de la Sagrada,38,15.078,2.52022814696909
Sanchonuño,Segovia,Sanchonuño,980,29.2680,33.483668170015
Sanchorreja,Ávila,Sanchorreja,85,35.3163,2.40682064655697
Sanchotello,Salamanca,Sanchotello,231,14.0340,16.460025651988
Sancti-Spíritus,Salamanca,Sancti-Spíritus,775,141.898,5.4616696500303
Sancti-Spíritus,Badajoz,Sancti-Spíritus,163,33.5628,4.85656739008664
Sandiás,Ourense,Sandiás,1181,52.84,22.3504920514762
Sando,Salamanca,Sando,116,60.5826,1.91474119631709
Sanet y Negrals,Alicante,Sanet y Negrals,702,3.9416,178.100263852243
Sangarcía,Segovia,Sangarcía,306,37.5185,8.15597638498341
Sangarrén,Huesca,Sangarrén,219,32.2234,6.79630330753428
Sangüesa/Zangoza,Navarra,Sangüesa/Zangoza,4872,68.0291,71.6164112122606
Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda,69507,170.27,408.216362248194
Sanlúcar de Guadiana,Huelva,Sanlúcar de Guadiana,380,96.33,3.94477317554241
Sanlúcar la Mayor,Sevilla,Sanlúcar la Mayor,14026,136.16,103.01116333725
Sansol,Navarra,Sansol,98,13.628,7.19107719401233
Sant Adrià de Besòs,Barcelona,Sant Adrià de Besòs,37283,3.9,9559.74358974359
Sant Agustí de Lluçanès,Barcelona,Sant Agustí de Lluçanès,92,13.60,6.76470588235294
Sant Andreu de la Barca,Barcelona,Sant Andreu de la Barca,27175,5.64,4818.26241134752
Sant Andreu de Llavaneres,Barcelona,Sant Andreu de Llavaneres,11150,11.8638,939.833780070466
Sant Andreu Salou,Girona,Sant Andreu Salou,156,5.82,26.8041237113402
Sant Aniol de Finestres,Girona,Sant Aniol de Finestres,353,48.50,7.27835051546392
Sant Antoni de Portmany,Illes Balears,Sant Antoni de Portmany,27205,126.7989,214.552334444542
Sant Antoni de Vilamajor,Barcelona,Sant Antoni de Vilamajor,6383,13.9224,458.469804056772
Sant Bartomeu del Grau,Barcelona,Sant Bartomeu del Grau,913,34.66,26.3416041546451
Sant Boi de Llobregat,Barcelona,Sant Boi de Llobregat,83755,22.02,3803.5876475931
Sant Boi de Lluçanès,Barcelona,Sant Boi de Lluçanès,573,20.05,28.5785536159601
Sant Carles de la Ràpita,Tarragona,Sant Carles de la Ràpita,14931,53.233,280.483910356358
Sant Cebrià de Vallalta,Barcelona,Sant Cebrià de Vallalta,3570,15.8,225.949367088608
Sant Celoni,Barcelona,Sant Celoni,18176,65.4,277.920489296636
Sant Climent de Llobregat,Barcelona,Sant Climent de Llobregat,4193,10.7839,388.820371108783
Sant Climent Sescebes,Girona,Sant Climent Sescebes,712,24.3797,29.2046251594564
Sant Cugat del Vallès,Barcelona,Sant Cugat del Vallès,94012,48.2,1950.45643153527
Sant Cugat Sesgarrigues,Barcelona,Sant Cugat Sesgarrigues,1004,6.29,159.618441971383
Sant Esteve de la Sarga,Lleida,Sant Esteve de la Sarga,122,92.98,1.31211013121101
Sant Esteve de Palautordera,Barcelona,Sant Esteve de Palautordera,2997,10.65,281.408450704225
Sant Esteve Sesrovires,Barcelona,Sant Esteve Sesrovires,7771,18.48,420.508658008658
Sant Feliu de Buixalleu,Girona,Sant Feliu de Buixalleu,808,62.09,13.0133676920599
Sant Feliu de Codines,Barcelona,Sant Feliu de Codines,6406,15.03,426.214238190286
Sant Feliu de Guíxols,Girona,Sant Feliu de Guíxols,22210,15.9229,1394.84641616791
Sant Feliu de Llobregat,Barcelona,Sant Feliu de Llobregat,45463,11.98,3794.9081803005
Sant Feliu de Pallerols,Girona,Sant Feliu de Pallerols,1456,33.84,43.0260047281324
Sant Feliu Sasserra,Barcelona,Sant Feliu Sasserra,617,23.04,26.7795138888889
Sant Ferriol,Girona,Sant Ferriol,247,42.32,5.83648393194707
Sant Fost de Campsentelles,Barcelona,Sant Fost de Campsentelles,8997,13.21,681.07494322483
Sant Fruitós de Bages,Barcelona,Sant Fruitós de Bages,8936,22.1,404.343891402715
Sant Gregori,Girona,Sant Gregori,4012,48.93,81.9946862865318
Sant Guim de Freixenet,Lleida,Sant Guim de Freixenet,1059,25.16,42.0906200317965
Sant Guim de la Plana,Lleida,Sant Guim de la Plana,184,12.32,14.9350649350649
Sant Hilari Sacalm,Girona,Sant Hilari Sacalm,5758,83.35,69.0821835632873
Sant Hipòlit de Voltregà,Barcelona,Sant Hipòlit de Voltregà,3547,0.8961,3958.26358665328
Sant Iscle de Vallalta,Barcelona,Sant Iscle de Vallalta,1438,17.81,80.7411566535654
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja,3552,59.8,59.3979933110368
Sant Jaume de Frontanyà,Barcelona,Sant Jaume de Frontanyà,28,21.28,1.31578947368421
Sant Jaume de Llierca,Girona,Sant Jaume de Llierca,852,6.91,123.299565846599
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys,2666,24.3,109.711934156379
Sant Joan,Illes Balears,Sant Joan,2185,38.5359,56.7003754940199
Sant Joan d'Alacant,Alicante,Sant Joan d'Alacant,24363,9.6388,2527.59679628169
Sant Joan de Labritja,Illes Balears,Sant Joan de Labritja,6635,121.6593,54.5375487118535
Sant Joan de les Abadesses,Girona,Sant Joan de les Abadesses,3250,53.72,60.4988830975428
Sant Joan de Mollet,Girona,Sant Joan de Mollet,501,3.23,155.108359133127
Sant Joan de Moró,Castellón,Sant Joan de Moró,3307,28.66,115.387299371947
Sant Joan de Vilatorrada,Barcelona,Sant Joan de Vilatorrada,10871,16.37,664.080635308491
Sant Joan Despí,Barcelona,Sant Joan Despí,34130,5.62,6072.9537366548
Sant Joan les Fonts,Girona,Sant Joan les Fonts,3050,31.99,95.3422944670209
Sant Joanet,Valencia,Sant Joanet,519,1.8576,279.392764857881
Sant Jordi Desvalls,Girona,Sant Jordi Desvalls,796,11.87,67.0598146588037
Sant Jordi/San Jorge,Castellón,Sant Jordi/San Jorge,1063,36.4944,29.127756587312
Sant Josep de sa Talaia,Illes Balears,Sant Josep de sa Talaia,28299,159.3838,177.55254925532
Sant Julià de Cerdanyola,Barcelona,Sant Julià de Cerdanyola,235,11.6499,20.1718469686435
Sant Julià de Ramis,Girona,Sant Julià de Ramis,3612,18.3481,196.859620342161
Sant Julià de Vilatorta,Barcelona,Sant Julià de Vilatorta,3152,16.1993,194.576308852852
Sant Julià del Llor i Bonmatí,Girona,Sant Julià del Llor i Bonmatí,1314,9.66,136.024844720497
Sant Just Desvern,Barcelona,Sant Just Desvern,19379,7.79,2487.67650834403
Sant Llorenç d'Hortons,Barcelona,Sant Llorenç d'Hortons,2459,19.43,126.556870818322
Sant Llorenç de la Muga,Girona,Sant Llorenç de la Muga,267,31.99,8.34635823694905
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,985,4.62,213.203463203463
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar,8920,82.0827,108.670889237318
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall,2514,41.17,61.0638814670877
Sant Lluís,Illes Balears,Sant Lluís,6877,34.69,198.241568175267
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars,107,14.72,7.26902173913043
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles,1186,25.89,45.8091927385091
Sant Martí de Llémena,Girona,Sant Martí de Llémena,663,42.98,15.4257794322941
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,649,34.8,18.6494252873563
Sant Martí de Tous,Barcelona,Sant Martí de Tous,1236,39.0101,31.6841023222191
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca,3286,35.28,93.140589569161
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles,344,3.87,88.8888888888889
Sant Martí Vell,Girona,Sant Martí Vell,244,17.29,14.1122035858878
Sant Mateu,Castellón,Sant Mateu,1968,64.6237,30.4532238172683
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages,614,102.3230,6.00060592437673
Sant Miquel de Campmajor,Girona,Sant Miquel de Campmajor,243,33.64,7.22354340071344
Sant Miquel de Fluvià,Girona,Sant Miquel de Fluvià,755,3.5552,212.36498649865
Sant Mori,Girona,Sant Mori,157,7.41,21.1875843454791
Sant Pau de Segúries,Girona,Sant Pau de Segúries,725,8.79,82.4800910125142
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes,31525,40.8803,771.15383204135
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles,2411,5.34,451.498127340824
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló,2488,55.00,45.2363636363636
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor,4671,34.45,135.587808417997
Sant Pere Pescador,Girona,Sant Pere Pescador,2083,18.26,114.07447973713
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera,159,22.03,7.21743077621425
Sant Pol de Mar,Barcelona,Sant Pol de Mar,5538,7.44,744.354838709677
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona,2367,13.84,171.026011560694
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora,2145,8.16,262.867647058824
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès,20156,14.46,1393.9142461964
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja,660,25.89,25.4924681344148
Sant Ramon,Lleida,Sant Ramon,497,18.87,26.338102808691
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia,12840,18.95,677.572559366755
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort,76,30.7,2.47557003257329
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola,3243,37.11,87.3888439773646
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet,9868,17.39,567.452558941921
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt,6523,7.8989,825.81118889972
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló,2077,6.59,315.174506828528
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts,28115,9.28,3029.63362068966
Santa Amalia,Badajoz,Santa Amalia,3957,73.05,54.1683778234086
Santa Ana,Cáceres,Santa Ana,273,34.9882,7.80263060117411
Santa Ana de Pusa,Toledo,Santa Ana de Pusa,346,19.4442,17.7945094166898
Santa Ana la Real,Huelva,Santa Ana la Real,489,26.5696,18.4044923521619
Santa Bàrbara,Tarragona,Santa Bàrbara,3762,28.2,133.404255319149
Santa Bárbara de Casa,Huelva,Santa Bárbara de Casa,1055,146.5864,7.19712060600438
Santa Brígida,Las Palmas,Santa Brígida,18297,23.83,767.813680234998
Santa Cecilia,Burgos,Santa Cecilia,100,12.4589,8.02639077286117
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà,179,8.6581,20.6742818863261
Santa Cecilia del Alcor,Palencia,Santa Cecilia del Alcor,107,19.9448,5.36480686695279
Santa Cilia,Huesca,Santa Cilia,245,28.0786,8.72550625743449
Santa Clara de Avedillo,Zamora,Santa Clara de Avedillo,157,16.8128,9.33812333460221
Santa Coloma,La Rioja,Santa Coloma,97,20.24,4.79249011857708
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló,8273,7.44,1111.9623655914
Santa Coloma de Farners,Girona,Santa Coloma de Farners,13459,70.6699,190.448833237347
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet,119289,7.09,16824.9647390691
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,2702,34.06,79.3305930710511
Santa Colomba de Curueño,León,Santa Colomba de Curueño,478,91.952,5.19836436401601
Santa Colomba de las Monjas,Zamora,Santa Colomba de las Monjas,246,6.7929,36.2142825597315
Santa Colomba de Somoza,León,Santa Colomba de Somoza,518,179.102,2.89220667552568
Santa Comba,A Coruña,Santa Comba,9359,203.7023,45.9444984175436
Santa Cristina d'Aro,Girona,Santa Cristina d'Aro,5408,67.8,79.76401179941
Santa Cristina de la Polvorosa,Zamora,Santa Cristina de la Polvorosa,1070,38.9357,27.4812061938016
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,262,40.0227,6.54628498327199
Santa Croya de Tera,Zamora,Santa Croya de Tera,290,21.163,13.7031611775268
Santa Cruz de Bezana,Cantabria,Santa Cruz de Bezana,13292,17.34,766.551326412918
Santa Cruz de Boedo,Palencia,Santa Cruz de Boedo,49,25.5112,1.92072501489542
Santa Cruz de Grío,Zaragoza,Santa Cruz de Grío,102,19.5135,5.22715043431471
Santa Cruz de la Palma,Santa Cruz de Tenerife,Santa Cruz de la Palma,15446,43.41,355.816632112416
Santa Cruz de la Salceda,Burgos,Santa Cruz de la Salceda,132,25.8600,5.10440835266821
Santa Cruz de la Serós,Huesca,Santa Cruz de la Serós,193,26.9642,7.15763864679835
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,324,44.5953,7.26533962099145
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza,4085,264.29,15.4565061107117
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,515,17.7171,29.0679625898144
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,203,19.9726,10.16392457667
Santa Cruz de Moncayo,Zaragoza,Santa Cruz de Moncayo,134,3.9719,33.7370024421561
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya,232,110.7486,2.09483460739007
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,4017,133.58,30.071867045965
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,30,15.1757,1.97684456071219
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,296,83.8102,3.53178968669685
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,162,41.3697,3.9159094699744
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,208563,150.44,1386.35336346716
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,62,33.5180,1.8497523718599
Santa Cruz del Comercio,Granada,Santa Cruz del Comercio,543,16.8943,32.1410179764773
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar,3554,129.4563,27.4532796009155
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,324,29.6231,10.9374103318019
Santa Cruz del Valle Urbión,Burgos,Santa Cruz del Valle Urbión,101,33.9233,2.97730468439096
Santa Elena,Jaén,Santa Elena,887,145.4759,6.09722985044258
Santa Elena de Jamuz,León,Santa Elena de Jamuz,1029,62.3433,16.5053822944887
Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera,174,86.0659,2.02170662248347
Santa Eufemia,Córdoba,Santa Eufemia,747,187.3410,3.98738129934184
Santa Eufemia del Arroyo,Valladolid,Santa Eufemia del Arroyo,71,25.0022,2.83975010199102
Santa Eufemia del Barco,Zamora,Santa Eufemia del Barco,177,51.8397,3.41437161094682
Santa Eugènia,Illes Balears,Santa Eugènia,1724,20.2516,85.1290762211381
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga,2259,6.98,323.638968481375
Santa Eulalia,Teruel,Santa Eulalia,1066,80.9691,13.1655162277955
Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera,108,8.4298,12.8116918550855
Santa Eulalia de Gállego,Zaragoza,Santa Eulalia de Gállego,103,29.5767,3.48247099913107
Santa Eulalia de Oscos,Asturias,Santa Eulalia de Oscos,434,47.12,9.21052631578947
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer,1409,13.90,101.36690647482
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana,7538,13.97,539.584824624195
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu,40038,153.5847,260.690029670924
Santa Fe,Granada,Santa Fe,15175,38.30,396.21409921671
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,477,34.8692,13.6796944007892
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès,378,3.31,114.199395770393
Santa Gadea del Cid,Burgos,Santa Gadea del Cid,152,29.03,5.23596279710644
Santa Inés,Burgos,Santa Inés,147,14.8664,9.88806974116128
Santa Llogaia d'Àlguema,Girona,Santa Llogaia d'Àlguema,378,1.9342,195.429634991211
Santa Lucía de Tirajana,Las Palmas,Santa Lucía de Tirajana,73573,62.53,1176.60323044938
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,755,66.4853,11.3558937088349
Santa Margalida,Illes Balears,Santa Margalida,12767,86.5056,147.585821033552
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui,10192,27.6978,367.971463437529
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos,7664,17.43,439.701663798049
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló,1065,65.95,16.1485974222896
Santa Maria de Besora,Barcelona,Santa Maria de Besora,161,24.93,6.45808263136783
Santa María de Cayón,Cantabria,Santa María de Cayón,9205,47.6417,193.213088533784
Santa María de Dulcis,Huesca,Santa María de Dulcis,204,27.1574,7.5117647492028
Santa María de Guía de Gran Canaria,Las Palmas,Santa María de Guía de Gran Canaria,13871,42.62,325.45753167527
Santa María de Huerta,Soria,Santa María de Huerta,265,49.1547,5.3911426577723
Santa María de la Alameda,Madrid,Santa María de la Alameda,1436,74.4079,19.2990260442776
Santa María de la Isla,León,Santa María de la Isla,468,12.7495,36.707321855759
Santa María de la Vega,Zamora,Santa María de la Vega,289,17.8817,16.1617743279442
Santa María de las Hoyas,Soria,Santa María de las Hoyas,87,45.4098,1.91588599817661
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,66,22.3960,2.94695481335953
Santa María de los Llanos,Cuenca,Santa María de los Llanos,681,43.01,15.833527086724
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles,882,4.44,198.648648648649
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès,180,51.71,3.48095146006575
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles,129,25.2985,5.09911654841196
Santa María de Ordás,León,Santa María de Ordás,332,45.5834,7.28335315048899
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera,9666,16.95,570.265486725664
Santa María de Sando,Salamanca,Santa María de Sando,100,13.890,7.19942404607631
Santa María de Valverde,Zamora,Santa María de Valverde,54,9.7471,5.54010936586267
Santa María del Arroyo,Ávila,Santa María del Arroyo,105,11.1339,9.4306577210142
Santa María del Berrocal,Ávila,Santa María del Berrocal,373,28.3450,13.1592873522667
Santa María del Camí,Illes Balears,Santa María del Camí,7507,37.6187,199.555008546282
Santa María del Campo,Burgos,Santa María del Campo,518,60.3190,8.58767552512475
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus,534,93.6346,5.70302003746478
Santa María del Cubillo,Ávila,Santa María del Cubillo,314,65.77,4.77421316709746
Santa María del Invierno,Burgos,Santa María del Invierno,66,16.1797,4.07918564621099
Santa María del Mercadillo,Burgos,Santa María del Mercadillo,104,30.2077,3.44283080141818
Santa María del Monte de Cea,León,Santa María del Monte de Cea,217,92.2224,2.35300751227468
Santa María del Páramo,León,Santa María del Páramo,3109,20.0789,154.839159515711
Santa María del Tiétar,Ávila,Santa María del Tiétar,484,11.98,40.4006677796327
Santa María del Val,Cuenca,Santa María del Val,62,47.06,1.31746706332342
Santa María la Real de Nieva,Segovia,Santa María la Real de Nieva,926,179.747,5.15168542451334
Santa María Rivarredonda,Burgos,Santa María Rivarredonda,95,11.765,8.07479813004675
Santa Marina del Rey,León,Santa Marina del Rey,1848,45.6128,40.5149431738459
Santa Marta,Badajoz,Santa Marta,4094,119.7338,34.192517067027
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,301,39.6816,7.58537962178944
Santa Marta de Tormes,Salamanca,Santa Marta de Tormes,14646,9.98,1467.53507014028
Santa Marta del Cerro,Segovia,Santa Marta del Cerro,40,14.8507,2.69347572841684
Santa Olalla,Toledo,Santa Olalla,3391,72.6076,46.7030999509693
Santa Olalla de Bureba,Burgos,Santa Olalla de Bureba,35,10.7354,3.26024181679304
Santa Olalla del Cala,Huelva,Santa Olalla del Cala,2034,202.92,10.0236546422235
Santa Oliva,Tarragona,Santa Oliva,3450,9.4565,364.828424892931
Santa Pau,Girona,Santa Pau,1585,48.60,32.6131687242798
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda,26033,15.68,1660.26785714286
Santa Pola,Alicante,Santa Pola,34148,58.1610,587.128832035213
Santa Susanna,Barcelona,Santa Susanna,3650,12.62,289.223454833597
Santa Úrsula,Santa Cruz de Tenerife,Santa Úrsula,14987,22.37,669.95976754582
Santacara,Navarra,Santacara,865,33.9557,25.474368073696
Santaella,Córdoba,Santaella,4611,225.80,20.4207263064659
Santaliestra y San Quílez,Huesca,Santaliestra y San Quílez,75,23.3354,3.21400104562167
Santander,Cantabria,Santander,172221,36.08,4773.30931263858
Santanyí,Illes Balears,Santanyí,12342,124.8631,98.8442542272297
Santas Martas,León,Santas Martas,728,118.8000,6.12794612794613
Santed,Zaragoza,Santed,64,17.8060,3.59429405818264
Santervás de Campos,Valladolid,Santervás de Campos,110,54.0051,2.03684466837391
Santervás de la Vega,Palencia,Santervás de la Vega,413,70.6758,5.84358436692616
Santiago de Alcántara,Cáceres,Santiago de Alcántara,488,95.667,5.10102752255219
Santiago de Calatrava,Jaén,Santiago de Calatrava,670,47.54,14.0933950357594
Santiago de Compostela,A Coruña,Santiago de Compostela,97858,220.01,444.788873233035
Santiago de la Puebla,Salamanca,Santiago de la Puebla,297,53.3348,5.56859686358625
Santiago del Campo,Cáceres,Santiago del Campo,234,73.3345,3.19085832725388
Santiago del Collado,Ávila,Santiago del Collado,168,42.6867,3.93565208835539
Santiago del Teide,Santa Cruz de Tenerife,Santiago del Teide,11115,52.11,213.298791018998
Santiago del Tormes,Ávila,Santiago del Tormes,110,68.4502,1.60700772240256
Santiago Millas,León,Santiago Millas,343,39.691,8.64175757728452
Santiago-Pontones,Jaén,Santiago-Pontones,2832,682.34,4.15042354251546
Santibáñez de Béjar,Salamanca,Santibáñez de Béjar,462,29.7964,15.5052288195889
Santibáñez de Ecla,Palencia,Santibáñez de Ecla,48,25.5338,1.87986120358114
Santibáñez de Esgueva,Burgos,Santibáñez de Esgueva,85,22.2504,3.82015604213857
Santibáñez de la Peña,Palencia,Santibáñez de la Peña,1002,111.7352,8.9676306123764
Santibáñez de la Sierra,Salamanca,Santibáñez de la Sierra,178,13.6074,13.0811176271734
Santibáñez de Tera,Zamora,Santibáñez de Tera,369,18.95,19.4722955145119
Santibáñez de Valcorba,Valladolid,Santibáñez de Valcorba,181,24.1659,7.48989278280552
Santibáñez de Vidriales,Zamora,Santibáñez de Vidriales,918,75.8803,12.0980017211318
Santibáñez del Val,Burgos,Santibáñez del Val,54,14.9599,3.60964979712431
Santibáñez el Alto,Cáceres,Santibáñez el Alto,354,99.0722,3.57315170148639
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,748,46.1547,16.20636684888
Santillana del Mar,Cantabria,Santillana del Mar,4231,28.5,148.456140350877
Santiponce,Sevilla,Santiponce,8491,8.35,1016.88622754491
Santiso,A Coruña,Santiso,1529,67.3874,22.6897016356173
Santisteban del Puerto,Jaén,Santisteban del Puerto,4472,372.89,11.9928128938829
Santiurde de Reinosa,Cantabria,Santiurde de Reinosa,244,31.14,7.83558124598587
Santiurde de Toranzo,Cantabria,Santiurde de Toranzo,1695,36.32,46.6685022026432
Santiuste,Guadalajara,Santiuste,15,10.5332,1.42406865909695
Santiuste de Pedraza,Segovia,Santiuste de Pedraza,85,29.04,2.92699724517906
Santiuste de San Juan Bautista,Segovia,Santiuste de San Juan Bautista,535,45.5708,11.7399738428994
Santiz,Salamanca,Santiz,253,27.0525,9.35218556510489
Santo Adriano,Asturias,Santo Adriano,277,22.6000,12.2566371681416
Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada,6222,40.0873,155.211251443724
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,72,13.3443,5.39556215013152
Santo Domingo de Pirón,Segovia,Santo Domingo de Pirón,59,27.5420,2.14218284801394
Santo Domingo de Silos,Burgos,Santo Domingo de Silos,262,78.9113,3.3201835478569
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla,1094,53.8002,20.334496897781
Santo Tomé,Jaén,Santo Tomé,2118,73.4765,28.8255428606425
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,69,8.4157,8.19896146488112
Santo Tomé del Puerto,Segovia,Santo Tomé del Puerto,259,56.79,4.56066208839584
Santomera,Murcia,Santomera,16154,44.12,366.137805983681
Santoña,Cantabria,Santoña,11011,11.34,970.987654320988
Santorcaz,Madrid,Santorcaz,925,27.9844,33.054130158231
Santos (Los),Salamanca,Los Santos,595,44.3189,13.4254234649326
Santos de la Humosa (Los),Madrid,Los Santos de la Humosa,2729,34.8884,78.2208413111521
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,8064,108.6222,74.2389677248297
Santovenia,Zamora,Santovenia,235,32.8623,7.15105150887187
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,2079,30.2710,68.6795943312081
Santovenia de Pisuerga,Valladolid,Santovenia de Pisuerga,4604,14.13,325.831564048125
Santoyo,Palencia,Santoyo,188,34.6929,5.41897621703576
Santpedor,Barcelona,Santpedor,7566,16.75,451.701492537313
Santurde de Rioja,La Rioja,Santurde de Rioja,278,15.4319,18.0146320284605
Santurdejo,La Rioja,Santurdejo,99,18.3495,5.39524237717649
Santurtzi,Bizkaia,Santurtzi,46085,8.87,5195.603156708
Sanxenxo,Pontevedra,Sanxenxo,17635,45.0820,391.17607914467
Sanzoles,Zamora,Sanzoles,471,25.6556,18.3585649916587
Sardón de Duero,Valladolid,Sardón de Duero,602,19.6706,30.6040486817891
Sardón de los Frailes,Salamanca,Sardón de los Frailes,99,32.4645,3.04948482188236
Sargentes de la Lora,Burgos,Sargentes de la Lora,115,86.21,1.3339519777288
Sariego,Asturias,Sariego,1297,25.7177,50.4321926144251
Sariegos,León,Sariegos,5170,36.3542,142.211903989085
Sariñena,Huesca,Sariñena,4173,275.5656,15.1433996115625
Saro,Cantabria,Saro,519,18.0154,28.8086859020616
Sarracín,Burgos,Sarracín,257,9.6097,26.7438109410283
Sarral,Tarragona,Sarral,1549,52.25,29.6459330143541
Sarreaus,Ourense,Sarreaus,1114,77.2895,14.4133420451678
Sarria,Lugo,Sarria,13257,184.6181,71.8076938285033
Sarrià de Ter,Girona,Sarrià de Ter,5231,4.26,1227.93427230047
Sarriés/Sartze,Navarra,Sarriés/Sartze,61,22.9507,2.65787100175594
Sarrión,Teruel,Sarrión,1194,140.4380,8.50197240063231
Sarroca de Bellera,Lleida,Sarroca de Bellera,120,86.91,1.38073869520193
Sarroca de Lleida,Lleida,Sarroca de Lleida,357,41.54,8.59412614347617
Sartaguda,Navarra,Sartaguda,1287,14.9059,86.3416499506907
Sartajada,Toledo,Sartajada,97,15.31,6.33572828216852
Sasamón,Burgos,Sasamón,963,113.108,8.51398663224529
Sástago,Zaragoza,Sástago,1122,300.98,3.7278224466742
Saúca,Guadalajara,Saúca,54,48.9607,1.10292540752073
Saucedilla,Cáceres,Saucedilla,869,60.4134,14.3842260160825
Saucejo (El),Sevilla,El Saucejo,4247,92.1972,46.0643056405184
Saucelle,Salamanca,Saucelle,275,45.9941,5.97902774486293
Sauquillo de Cabezas,Segovia,Sauquillo de Cabezas,141,20.2753,6.95427441270906
Saus Camallera i Llampaies,Girona,Saus Camallera i Llampaies,865,11.44,75.6118881118881
Sauzal (El),Santa Cruz de Tenerife,El Sauzal,8918,18.20,490
Savallà del Comtat,Tarragona,Savallà del Comtat,53,14.64,3.62021857923497
Saviñao (O),Lugo,O Saviñao,3589,196.5518,18.2598175137546
Sax,Alicante,Sax,9935,63.49,156.481335643408
