codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia
19288,Tortuero,Guadalajara,Castilla-La Mancha,Tortuero,0,1
18179,Torvizcón,Granada,Andalucía,Torvizcón,1,1
9392,Tosantos,Burgos,Castilla y León,Tosantos,2,2
17201,Toses,Girona,Cataluña,Toses,1,1
50264,Tosos,Zaragoza,Aragón,Tosos,2,1
17202,Tossa de Mar,Girona,Cataluña,Tossa de Mar,1,1
29092,Totalán,Málaga,Andalucía,Totalán,1,2
30039,Totana,Murcia,Región de Murcia,Totana,1,2
45174,Totanés,Toledo,Castilla-La Mancha,Totanés,0,2
15085,Touro,A Coruña,Galicia,Touro,1,3
46246,Tous,Valencia,Comunidad Valenciana,Tous,1,0
27061,Trabada,Lugo,Galicia,Trabada,1,2
24171,Trabadelo,León,Castilla y León,Trabadelo,2,1
37328,Trabanca,Salamanca,Castilla y León,Trabanca,0,2
49223,Trabazos,Zamora,Castilla y León,Trabazos,3,2
16215,Tragacete,Cuenca,Castilla-La Mancha,Tragacete,2,2
19289,Traíd,Guadalajara,Castilla-La Mancha,Traíd,0,1
12121,Traiguera,Castellón,Comunidad Valenciana,Traiguera,1,2
44234,Tramacastiel,Teruel,Aragón,Tramacastiel,2,1
44235,Tramacastilla,Teruel,Aragón,Tramacastilla,2,1
22239,Tramaced,Huesca,Aragón,Tramaced,2,1
6134,Trasierra,Badajoz,Extremadura,Trasierra,3,0
32082,Trasmiras,Ourense,Galicia,Trasmiras,2,2
50265,Trasmoz,Zaragoza,Aragón,Trasmoz,2,1
50266,Trasobares,Zaragoza,Aragón,Trasobares,2,1
47173,Traspinedo,Valladolid,Castilla y León,Traspinedo,3,0
15086,Trazo,A Coruña,Galicia,Trazo,1,3
11037,Trebujena,Cádiz,Andalucía,Trebujena,1,0
49224,Trefacio,Zamora,Castilla y León,Trefacio,3,2
37329,Tremedal de Tormes,Salamanca,Castilla y León,Tremedal de Tormes,0,2
25234,Tremp,Lleida,Cataluña,Tremp,2,1
28903,Tres Cantos,Madrid,Comunidad de Madrid,Tres Cantos,3,2
4901,Tres Villas (Las),Almería,Andalucía,Las Tres Villas,1,2
40207,Trescasas,Segovia,Castilla y León,Trescasas,3,1
16216,Tresjuncos,Cuenca,Castilla-La Mancha,Tresjuncos,2,2
9394,Trespaderne,Burgos,Castilla y León,Trespaderne,2,2
39088,Tresviso,Cantabria,Cantabria,Tresviso,1,1
42188,Trévago,Soria,Castilla y León,Trévago,3,1
18180,Trevélez,Granada,Andalucía,Trevélez,1,1
26155,Treviana,La Rioja,La Rioja,Treviana,2,2
27062,Triacastela,Lugo,Galicia,Triacastela,1,2
16217,Tribaldos,Cuenca,Castilla-La Mancha,Tribaldos,2,2
26157,Tricio,La Rioja,La Rioja,Tricio,2,2
21070,Trigueros,Huelva,Andalucía,Trigueros,1,0
47174,Trigueros del Valle,Valladolid,Castilla y León,Trigueros del Valle,3,0
19290,Trijueque,Guadalajara,Castilla-La Mancha,Trijueque,0,1
19291,Trillo,Guadalajara,Castilla-La Mancha,Trillo,0,1
34185,Triollo,Palencia,Castilla y León,Triollo,2,2
44236,Tronchón,Teruel,Aragón,Tronchón,2,1
24172,Truchas,León,Castilla y León,Truchas,2,1
48087,Trucios-Turtzioz,Bizkaia,País Vasco,Trucios-Turtzioz,1,2
6135,Trujillanos,Badajoz,Extremadura,Trujillanos,3,0
10195,Trujillo,Cáceres,Extremadura,Trujillo,0,3
9395,Tubilla del Agua,Burgos,Castilla y León,Tubilla del Agua,2,2
9396,Tubilla del Lago,Burgos,Castilla y León,Tubilla del Lago,2,2
39089,Tudanca,Cantabria,Cantabria,Tudanca,1,1
31232,Tudela,Navarra,Comunidad Foral de Navarra,Tudela,2,2
47175,Tudela de Duero,Valladolid,Castilla y León,Tudela de Duero,3,0
26158,Tudelilla,La Rioja,La Rioja,Tudelilla,2,2
46247,Tuéjar,Valencia,Comunidad Valenciana,Tuéjar,1,0
36055,Tui,Pontevedra,Galicia,Tui,1,3
35030,Tuineje,Las Palmas,Islas Canarias,Tuineje,1,2
31233,Tulebras,Navarra,Comunidad Foral de Navarra,Tulebras,2,2
24173,Turcia,León,Castilla y León,Turcia,2,1
40208,Turégano,Segovia,Castilla y León,Turégano,3,1
46248,Turís,Valencia,Comunidad Valenciana,Turís,1,0
45175,Turleque,Toledo,Castilla-La Mancha,Turleque,0,2
18181,Turón,Granada,Andalucía,Turón,1,1
4093,Turre,Almería,Andalucía,Turre,1,2
4094,Turrillas,Almería,Andalucía,Turrillas,1,2
23092,Úbeda,Jaén,Andalucía,Úbeda,2,2
48088,Ubide,Bizkaia,País Vasco,Ubide,1,2
11038,Ubrique,Cádiz,Andalucía,Ubrique,1,0
31234,Ucar,Navarra,Comunidad Foral de Navarra,Ucar,2,2
19293,Uceda,Guadalajara,Castilla-La Mancha,Uceda,0,1
42189,Ucero,Soria,Castilla y León,Ucero,3,1
16218,Uclés,Cuenca,Castilla-La Mancha,Uclés,2,2
39090,Udías,Cantabria,Cantabria,Udías,1,1
48065,Ugao-Miraballes,Bizkaia,País Vasco,Ugao-Miraballes,1,2
45176,Ugena,Toledo,Castilla-La Mancha,Ugena,0,2
18182,Ugíjar,Granada,Andalucía,Ugíjar,1,1
31123,Uharte Arakil,Navarra,Comunidad Foral de Navarra,Uharte Arakil,2,2
19294,Ujados,Guadalajara,Castilla-La Mancha,Ujados,0,1
31235,Ujué/Uxue,Navarra,Comunidad Foral de Navarra,Ujué/Uxue,2,2
30040,Ulea,Murcia,Región de Murcia,Ulea,1,2
4095,Uleila del Campo,Almería,Andalucía,Uleila del Campo,1,2
17204,Ullà,Girona,Cataluña,Ullà,1,1
8290,Ullastrell,Barcelona,Cataluña,Ullastrell,1,2
17205,Ullastret,Girona,Cataluña,Ullastret,1,1
43156,Ulldecona,Tarragona,Cataluña,Ulldecona,1,2
43157,Ulldemolins,Tarragona,Cataluña,Ulldemolins,1,2
17203,Ultramort,Girona,Cataluña,Ultramort,1,1
31236,Ultzama,Navarra,Comunidad Foral de Navarra,Ultzama,2,2
41094,Umbrete,Sevilla,Andalucía,Umbrete,2,0
5249,Umbrías,Ávila,Castilla y León,Umbrías,0,1
50267,Uncastillo,Zaragoza,Aragón,Uncastillo,2,1
31237,Unciti,Navarra,Comunidad Foral de Navarra,Unciti,2,2
50268,Undués de Lerda,Zaragoza,Aragón,Undués de Lerda,2,1
30041,Unión (La),Murcia,Región de Murcia,La Unión,1,2
47176,Unión de Campos (La),Valladolid,Castilla y León,La Unión de Campos,3,0
31238,Unzué/Untzue,Navarra,Comunidad Foral de Navarra,Unzué/Untzue,2,2
16219,Uña,Cuenca,Castilla-La Mancha,Uña,2,2
49225,Uña de Quintana,Zamora,Castilla y León,Uña de Quintana,3,2
9398,Úrbel del Castillo,Burgos,Castilla y León,Úrbel del Castillo,2,2
45177,Urda,Toledo,Castilla-La Mancha,Urda,0,2
31239,Urdazubi/Urdax,Navarra,Comunidad Foral de Navarra,Urdazubi/Urdax,2,2
31240,Urdiain,Navarra,Comunidad Foral de Navarra,Urdiain,2,2
24174,Urdiales del Páramo,León,Castilla y León,Urdiales del Páramo,2,1
48089,Urduliz,Bizkaia,País Vasco,Urduliz,1,2
48074,Urduña/Orduña,Bizkaia,País Vasco,Urduña/Orduña,1,2
1054,Urkabustaiz,Álava,País Vasco,Urkabustaiz,2,2
20072,Urnieta,Gipuzkoa,País Vasco,Urnieta,1,2
47177,Urones de Castroponce,Valladolid,Castilla y León,Urones de Castroponce,3,0
4096,Urrácal,Almería,Andalucía,Urrácal,1,2
31241,Urraul Alto,Navarra,Comunidad Foral de Navarra,Urraul Alto,2,2
31242,Urraul Bajo,Navarra,Comunidad Foral de Navarra,Urraul Bajo,2,2
44237,Urrea de Gaén,Teruel,Aragón,Urrea de Gaén,2,1
50269,Urrea de Jalón,Zaragoza,Aragón,Urrea de Jalón,2,1
20077,Urretxu,Gipuzkoa,País Vasco,Urretxu,1,2
50270,Urriés,Zaragoza,Aragón,Urriés,2,1
31244,Urroz,Navarra,Comunidad Foral de Navarra,Urroz,2,2
31243,Urroz-Villa,Navarra,Comunidad Foral de Navarra,Urroz-Villa,2,2
47178,Urueña,Valladolid,Castilla y León,Urueña,3,0
40210,Urueñas,Segovia,Castilla y León,Urueñas,3,1
26160,Uruñuela,La Rioja,La Rioja,Uruñuela,2,2
17206,Urús,Girona,Cataluña,Urús,1,1
31245,Urzainqui/Urzainki,Navarra,Comunidad Foral de Navarra,Urzainqui/Urzainki,2,2
6136,Usagre,Badajoz,Extremadura,Usagre,3,0
50271,Used,Zaragoza,Aragón,Used,2,1
12122,Useras/Useres (les),Castellón,Comunidad Valenciana,Les Useras/Useres,1,2
20073,Usurbil,Gipuzkoa,País Vasco,Usurbil,1,2
19296,Utande,Guadalajara,Castilla-La Mancha,Utande,0,1
50272,Utebo,Zaragoza,Aragón,Utebo,2,1
31246,Uterga,Navarra,Comunidad Foral de Navarra,Uterga,2,2
46249,Utiel,Valencia,Comunidad Valenciana,Utiel,1,0
41095,Utrera,Sevilla,Andalucía,Utrera,2,0
44238,Utrillas,Teruel,Aragón,Utrillas,2,1
31247,Uztárroz/Uztarroze,Navarra,Comunidad Foral de Navarra,Uztárroz/Uztarroze,2,2
8291,Vacarisses,Barcelona,Cataluña,Vacarisses,1,2
42190,Vadillo,Soria,Castilla y León,Vadillo,3,1
49226,Vadillo de la Guareña,Zamora,Castilla y León,Vadillo de la Guareña,3,2
5251,Vadillo de la Sierra,Ávila,Castilla y León,Vadillo de la Sierra,0,1
9400,Vadocondes,Burgos,Castilla y León,Vadocondes,2,2
17014,Vajol (La),Girona,Cataluña,La Vajol,1,1
24185,Val de San Lorenzo,León,Castilla y León,Val de San Lorenzo,2,1
50274,Val de San Martín,Zaragoza,Aragón,Val de San Martín,2,1
39095,Val de San Vicente,Cantabria,Cantabria,Val de San Vicente,1,1
15088,Val do Dubra,A Coruña,Galicia,Val do Dubra,1,3
44239,Valacloche,Teruel,Aragón,Valacloche,2,1
27063,Valadouro (O),Lugo,Galicia,O Valadouro,1,2
44240,Valbona,Teruel,Aragón,Valbona,2,1
47179,Valbuena de Duero,Valladolid,Castilla y León,Valbuena de Duero,3,0
34186,Valbuena de Pisuerga,Palencia,Castilla y León,Valbuena de Pisuerga,2,2
49227,Valcabado,Zamora,Castilla y León,Valcabado,3,2
39091,Valdáliga,Cantabria,Cantabria,Valdáliga,1,1
28155,Valdaracete,Madrid,Comunidad de Madrid,Valdaracete,3,2
19297,Valdarachas,Guadalajara,Castilla-La Mancha,Valdarachas,0,1
10196,Valdastillas,Cáceres,Extremadura,Valdastillas,0,3
34192,Valde-Ucieza,Palencia,Castilla y León,Valde-Ucieza,2,2
44241,Valdealgorfa,Teruel,Aragón,Valdealgorfa,2,1
9403,Valdeande,Burgos,Castilla y León,Valdeande,2,2
47180,Valdearcos de la Vega,Valladolid,Castilla y León,Valdearcos de la Vega,3,0
19298,Valdearenas,Guadalajara,Castilla-La Mancha,Valdearenas,0,1
19299,Valdeavellano,Guadalajara,Castilla-La Mancha,Valdeavellano,0,1
42191,Valdeavellano de Tera,Soria,Castilla y León,Valdeavellano de Tera,3,1
28156,Valdeavero,Madrid,Comunidad de Madrid,Valdeavero,3,2
19300,Valdeaveruelo,Guadalajara,Castilla-La Mancha,Valdeaveruelo,0,1
6137,Valdecaballeros,Badajoz,Extremadura,Valdecaballeros,3,0
10197,Valdecañas de Tajo,Cáceres,Extremadura,Valdecañas de Tajo,0,3
37330,Valdecarros,Salamanca,Castilla y León,Valdecarros,0,2
5252,Valdecasa,Ávila,Castilla y León,Valdecasa,0,1
16906,Valdecolmenas (Los),Cuenca,Castilla-La Mancha,Los Valdecolmenas,2,2
19301,Valdeconcha,Guadalajara,Castilla-La Mancha,Valdeconcha,0,1
44243,Valdecuenca,Teruel,Aragón,Valdecuenca,2,1
49228,Valdefinjas,Zamora,Castilla y León,Valdefinjas,3,2
24175,Valdefresno,León,Castilla y León,Valdefresno,2,1
10198,Valdefuentes,Cáceres,Extremadura,Valdefuentes,0,3
37331,Valdefuentes de Sangusín,Salamanca,Castilla y León,Valdefuentes de Sangusín,0,2
24176,Valdefuentes del Páramo,León,Castilla y León,Valdefuentes del Páramo,2,1
2075,Valdeganga,Albacete,Castilla-La Mancha,Valdeganga,2,2
42192,Valdegeña,Soria,Castilla y León,Valdegeña,3,1
1055,Valdegovía/Gaubea,Álava,País Vasco,Valdegovía/Gaubea,2,2
19302,Valdegrudas,Guadalajara,Castilla-La Mancha,Valdegrudas,0,1
37332,Valdehijaderos,Salamanca,Castilla y León,Valdehijaderos,0,2
50273,Valdehorna,Zaragoza,Aragón,Valdehorna,2,1
10199,Valdehúncar,Cáceres,Extremadura,Valdehúncar,0,3
6901,Valdelacalzada,Badajoz,Extremadura,Valdelacalzada,3,0
37333,Valdelacasa,Salamanca,Castilla y León,Valdelacasa,0,2
10200,Valdelacasa de Tajo,Cáceres,Extremadura,Valdelacasa de Tajo,0,3
37334,Valdelageve,Salamanca,Castilla y León,Valdelageve,0,2
42193,Valdelagua del Cerro,Soria,Castilla y León,Valdelagua del Cerro,3,1
28157,Valdelaguna,Madrid,Comunidad de Madrid,Valdelaguna,3,2
21071,Valdelarco,Huelva,Andalucía,Valdelarco,1,0
19303,Valdelcubo,Guadalajara,Castilla-La Mancha,Valdelcubo,0,1
44244,Valdelinares,Teruel,Aragón,Valdelinares,2,1
37335,Valdelosa,Salamanca,Castilla y León,Valdelosa,0,2
44245,Valdeltormo,Teruel,Aragón,Valdeltormo,2,1
24177,Valdelugueros,León,Castilla y León,Valdelugueros,2,1
26161,Valdemadera,La Rioja,La Rioja,Valdemadera,2,2
42194,Valdemaluque,Soria,Castilla y León,Valdemaluque,3,1
28158,Valdemanco,Madrid,Comunidad de Madrid,Valdemanco,3,2
13086,Valdemanco del Esteras,Ciudad Real,Castilla-La Mancha,Valdemanco del Esteras,3,2
28159,Valdemaqueda,Madrid,Comunidad de Madrid,Valdemaqueda,3,2
16224,Valdemeca,Cuenca,Castilla-La Mancha,Valdemeca,2,2
37336,Valdemierque,Salamanca,Castilla y León,Valdemierque,0,2
24178,Valdemora,León,Castilla y León,Valdemora,2,1
10201,Valdemorales,Cáceres,Extremadura,Valdemorales,0,3
28160,Valdemorillo,Madrid,Comunidad de Madrid,Valdemorillo,3,2
16225,Valdemorillo de la Sierra,Cuenca,Castilla-La Mancha,Valdemorillo de la Sierra,2,2
28161,Valdemoro,Madrid,Comunidad de Madrid,Valdemoro,3,2
16227,Valdemoro-Sierra,Cuenca,Castilla-La Mancha,Valdemoro-Sierra,2,2
42195,Valdenebro,Soria,Castilla y León,Valdenebro,3,1
47181,Valdenebro de los Valles,Valladolid,Castilla y León,Valdenebro de los Valles,3,0
19304,Valdenuño Fernández,Guadalajara,Castilla-La Mancha,Valdenuño Fernández,0,1
10202,Valdeobispo,Cáceres,Extremadura,Valdeobispo,0,3
39092,Valdeolea,Cantabria,Cantabria,Valdeolea,1,1
16228,Valdeolivas,Cuenca,Castilla-La Mancha,Valdeolivas,2,2
34189,Valdeolmillos,Palencia,Castilla y León,Valdeolmillos,2,2
28162,Valdeolmos-Alalpardo,Madrid,Comunidad de Madrid,Valdeolmos-Alalpardo,3,2
13087,Valdepeñas,Ciudad Real,Castilla-La Mancha,Valdepeñas,3,2
23093,Valdepeñas de Jaén,Jaén,Andalucía,Valdepeñas de Jaén,2,2
19305,Valdepeñas de la Sierra,Guadalajara,Castilla-La Mancha,Valdepeñas de la Sierra,0,1
24179,Valdepiélago,León,Castilla y León,Valdepiélago,2,1
28163,Valdepiélagos,Madrid,Comunidad de Madrid,Valdepiélagos,3,2
24180,Valdepolo,León,Castilla y León,Valdepolo,2,1
42196,Valdeprado,Soria,Castilla y León,Valdeprado,3,1
39093,Valdeprado del Río,Cantabria,Cantabria,Valdeprado del Río,1,1
40211,Valdeprados,Segovia,Castilla y León,Valdeprados,3,1
24181,Valderas,León,Castilla y León,Valderas,2,1
34190,Valderrábano,Palencia,Castilla y León,Valderrábano,2,2
19306,Valderrebollo,Guadalajara,Castilla-La Mancha,Valderrebollo,0,1
39094,Valderredible,Cantabria,Cantabria,Valderredible,1,1
24182,Valderrey,León,Castilla y León,Valderrey,2,1
44246,Valderrobres,Teruel,Aragón,Valderrobres,2,1
42197,Valderrodilla,Soria,Castilla y León,Valderrodilla,3,1
37337,Valderrodrigo,Salamanca,Castilla y León,Valderrodrigo,0,2
18914,Valderrubio,Granada,Andalucía,Valderrubio,1,1
24183,Valderrueda,León,Castilla y León,Valderrueda,2,1
33034,Valdés,Asturias,Principado de Asturias,Valdés,1,1
24184,Valdesamario,León,Castilla y León,Valdesamario,2,1
49229,Valdescorriel,Zamora,Castilla y León,Valdescorriel,3,2
19307,Valdesotos,Guadalajara,Castilla-La Mancha,Valdesotos,0,1
47182,Valdestillas,Valladolid,Castilla y León,Valdestillas,3,0
6138,Valdetorres,Badajoz,Extremadura,Valdetorres,3,0
28164,Valdetorres de Jarama,Madrid,Comunidad de Madrid,Valdetorres de Jarama,3,2
16902,Valdetórtola,Cuenca,Castilla-La Mancha,Valdetórtola,2,2
40212,Valdevacas de Montejo,Segovia,Castilla y León,Valdevacas de Montejo,3,1
40213,Valdevacas y Guijar,Segovia,Castilla y León,Valdevacas y Guijar,3,1
45179,Valdeverdeja,Toledo,Castilla-La Mancha,Valdeverdeja,0,2
24187,Valdevimbre,León,Castilla y León,Valdevimbre,2,1
9405,Valdezate,Burgos,Castilla y León,Valdezate,2,2
28165,Valdilecha,Madrid,Comunidad de Madrid,Valdilecha,3,2
9406,Valdorros,Burgos,Castilla y León,Valdorros,2,2
15087,Valdoviño,A Coruña,Galicia,Valdoviño,1,3
37338,Valdunciel,Salamanca,Castilla y León,Valdunciel,0,2
47183,Valdunquillo,Valladolid,Castilla y León,Valdunquillo,3,0
46250,Valencia,Valencia,Comunidad Valenciana,Valencia,1,0
10203,Valencia de Alcántara,Cáceres,Extremadura,Valencia de Alcántara,0,3
24188,Valencia de Don Juan,León,Castilla y León,Valencia de Don Juan,2,1
6139,Valencia de las Torres,Badajoz,Extremadura,Valencia de las Torres,3,0
6140,Valencia del Mombuey,Badajoz,Extremadura,Valencia del Mombuey,3,0
6141,Valencia del Ventoso,Badajoz,Extremadura,Valencia del Ventoso,3,0
41096,Valencina de la Concepción,Sevilla,Andalucía,Valencina de la Concepción,2,0
14063,Valenzuela,Córdoba,Andalucía,Valenzuela,2,2
13088,Valenzuela de Calatrava,Ciudad Real,Castilla-La Mancha,Valenzuela de Calatrava,3,2
16903,Valeras (Las),Cuenca,Castilla-La Mancha,Las Valeras,2,2
37339,Valero,Salamanca,Castilla y León,Valero,0,2
22242,Valfarta,Huesca,Aragón,Valfarta,2,1
19308,Valfermoso de Tajuña,Guadalajara,Castilla-La Mancha,Valfermoso de Tajuña,0,1
36056,Valga,Pontevedra,Galicia,Valga,1,3
26162,Valgañón,La Rioja,La Rioja,Valgañón,2,2
19309,Valhermoso,Guadalajara,Castilla-La Mancha,Valhermoso,0,1
16231,Valhermoso de la Fuente,Cuenca,Castilla-La Mancha,Valhermoso de la Fuente,2,2
44247,Valjunquera,Teruel,Aragón,Valjunquera,2,1
12124,Vall d'Alba,Castellón,Comunidad Valenciana,Vall d'Alba,1,2
3134,Vall d'Alcalà (la),Alicante,Comunidad Valenciana,la Vall d'Alcalà,1,3
3135,Vall d'Ebo (la),Alicante,Comunidad Valenciana,la Vall d'Ebo,1,3
17207,Vall d'en Bas (La),Girona,Cataluña,La Vall d'en Bas,1,1
12126,Vall d'Uixó (la),Castellón,Comunidad Valenciana,la Vall d'Uixó,1,2
12125,Vall de Almonacid,Castellón,Comunidad Valenciana,Vall de Almonacid,1,2
17208,Vall de Bianya (La),Girona,Cataluña,La Vall de Bianya,1,1
25043,Vall de Boí (La),Lleida,Cataluña,La Vall de Boí,2,1
25901,Vall de Cardós,Lleida,Cataluña,Vall de Cardós,2,1
3136,Vall de Gallinera,Alicante,Comunidad Valenciana,Vall de Gallinera,1,3
3137,Vall de Laguar (la),Alicante,Comunidad Valenciana,la Vall de Laguar,1,3
17209,Vall-llobrega,Girona,Cataluña,Vall-llobrega,1,1
46251,Vallada,Valencia,Comunidad Valenciana,Vallada,1,0
47186,Valladolid,Valladolid,Castilla y León,Valladolid,3,0
46252,Vallanca,Valencia,Comunidad Valenciana,Vallanca,1,0
9408,Vallarta de Bureba,Burgos,Castilla y León,Vallarta de Bureba,2,2
12123,Vallat,Castellón,Comunidad Valenciana,Vallat,1,2
8292,Vallbona d'Anoia,Barcelona,Cataluña,Vallbona d'Anoia,1,2
25238,Vallbona de les Monges,Lleida,Cataluña,Vallbona de les Monges,2,1
8293,Vallcebre,Barcelona,Cataluña,Vallcebre,1,2
43158,Vallclara,Tarragona,Cataluña,Vallclara,1,2
7063,Valldemossa,Illes Balears,Islas Baleares,Valldemossa,1,2
18902,Valle (El),Granada,Andalucía,El Valle,1,1
29093,Valle de Abdalajís,Málaga,Andalucía,Valle de Abdalajís,1,2
16173,Valle de Altomira (El),Cuenca,Castilla-La Mancha,El Valle de Altomira,2,2
22243,Valle de Bardají,Huesca,Aragón,Valle de Bardají,2,1
34196,Valle de Cerrato,Palencia,Castilla y León,Valle de Cerrato,2,2
31086,Valle de Egüés/Eguesibar,Navarra,Comunidad Foral de Navarra,Valle de Egüés/Eguesibar,2,2
22901,Valle de Hecho,Huesca,Aragón,Valle de Hecho,2,1
6146,Valle de la Serena,Badajoz,Extremadura,Valle de la Serena,3,0
9904,Valle de las Navas,Burgos,Castilla y León,Valle de las Navas,2,2
22244,Valle de Lierp,Huesca,Aragón,Valle de Lierp,2,1
9908,Valle de Losa,Burgos,Castilla y León,Valle de Losa,2,2
9409,Valle de Manzanedo,Burgos,Castilla y León,Valle de Manzanedo,2,2
6147,Valle de Matamoros,Badajoz,Extremadura,Valle de Matamoros,3,0
9410,Valle de Mena,Burgos,Castilla y León,Valle de Mena,2,2
9411,Valle de Oca,Burgos,Castilla y León,Valle de Oca,2,2
31194,Valle de Ollo/Ollaran,Navarra,Comunidad Foral de Navarra,Valle de Ollo/Ollaran,2,2
6148,Valle de Santa Ana,Badajoz,Extremadura,Valle de Santa Ana,3,0
9902,Valle de Santibáñez,Burgos,Castilla y León,Valle de Santibáñez,2,2
9905,Valle de Sedano,Burgos,Castilla y León,Valle de Sedano,2,2
40218,Valle de Tabladillo,Segovia,Castilla y León,Valle de Tabladillo,3,1
9412,Valle de Tobalina,Burgos,Castilla y León,Valle de Tobalina,2,2
48080,Valle de Trápaga-Trapagaran,Bizkaia,País Vasco,Valle de Trápaga-Trapagaran,1,2
9413,Valle de Valdebezana,Burgos,Castilla y León,Valle de Valdebezana,2,2
9414,Valle de Valdelaguna,Burgos,Castilla y León,Valle de Valdelaguna,2,2
9415,Valle de Valdelucio,Burgos,Castilla y León,Valle de Valdelucio,2,2
39101,Valle de Villaverde,Cantabria,Cantabria,Valle de Villaverde,1,1
31260,Valle de Yerri/Deierri,Navarra,Comunidad Foral de Navarra,Valle de Yerri/Deierri,2,2
9416,Valle de Zamanzas,Burgos,Castilla y León,Valle de Zamanzas,2,2
34902,Valle del Retortillo,Palencia,Castilla y León,Valle del Retortillo,2,2
18907,Valle del Zalabí,Granada,Andalucía,Valle del Zalabí,1,1
38049,Valle Gran Rey,Santa Cruz de Tenerife,Islas Canarias,Valle Gran Rey,1,2
24191,Vallecillo,León,Castilla y León,Vallecillo,2,1
44249,Vallecillo (El),Teruel,Aragón,El Vallecillo,2,1
38050,Vallehermoso,Santa Cruz de Tenerife,Islas Canarias,Vallehermoso,1,2
9417,Vallejera,Burgos,Castilla y León,Vallejera,2,2
37343,Vallejera de Riofrío,Salamanca,Castilla y León,Vallejera de Riofrío,0,2
40219,Vallelado,Segovia,Castilla y León,Vallelado,3,1
40220,Valleruela de Pedraza,Segovia,Castilla y León,Valleruela de Pedraza,3,1
40221,Valleruela de Sepúlveda,Segovia,Castilla y León,Valleruela de Sepúlveda,3,1
46253,Vallés,Valencia,Comunidad Valenciana,Vallés,1,0
9418,Valles de Palenzuela,Burgos,Castilla y León,Valles de Palenzuela,2,2
49230,Vallesa de la Guareña,Zamora,Castilla y León,Vallesa de la Guareña,3,2
35032,Valleseco,Las Palmas,Islas Canarias,Valleseco,1,2
25240,Vallfogona de Balaguer,Lleida,Cataluña,Vallfogona de Balaguer,2,1
17170,Vallfogona de Ripollès,Girona,Cataluña,Vallfogona de Ripollès,1,1
43159,Vallfogona de Riucorb,Tarragona,Cataluña,Vallfogona de Riucorb,1,2
8294,Vallgorguina,Barcelona,Cataluña,Vallgorguina,1,2
12127,Vallibona,Castellón,Comunidad Valenciana,Vallibona,1,2
8295,Vallirana,Barcelona,Cataluña,Vallirana,1,2
43160,Vallmoll,Tarragona,Cataluña,Vallmoll,1,2
8296,Vallromanes,Barcelona,Cataluña,Vallromanes,1,2
43161,Valls,Tarragona,Cataluña,Valls,1,2
25239,Valls d'Aguilar (Les),Lleida,Cataluña,Les Valls d'Aguilar,2,1
25906,Valls de Valira (Les),Lleida,Cataluña,Les Valls de Valira,2,1
9419,Valluércanes,Burgos,Castilla y León,Valluércanes,2,2
50275,Valmadrid,Zaragoza,Aragón,Valmadrid,2,1
9407,Valmala,Burgos,Castilla y León,Valmala,2,2
45180,Valmojado,Toledo,Castilla-La Mancha,Valmojado,0,2
18183,Válor,Granada,Andalucía,Válor,1,1
47184,Valoria la Buena,Valladolid,Castilla y León,Valoria la Buena,3,0
50276,Valpalmas,Zaragoza,Aragón,Valpalmas,2,1
37340,Valsalabroso,Salamanca,Castilla y León,Valsalabroso,0,2
16234,Valsalobre,Cuenca,Castilla-La Mancha,Valsalobre,2,2
40214,Valseca,Segovia,Castilla y León,Valseca,3,1
14064,Valsequillo,Córdoba,Andalucía,Valsequillo,2,2
35031,Valsequillo de Gran Canaria,Las Palmas,Islas Canarias,Valsequillo de Gran Canaria,1,2
19310,Valtablado del Río,Guadalajara,Castilla-La Mancha,Valtablado del Río,0,1
42198,Valtajeros,Soria,Castilla y León,Valtajeros,3,1
40215,Valtiendas,Segovia,Castilla y León,Valtiendas,3,1
31249,Valtierra,Navarra,Comunidad Foral de Navarra,Valtierra,2,2
50277,Valtorres,Zaragoza,Aragón,Valtorres,2,1
38048,Valverde,Santa Cruz de Tenerife,Islas Canarias,Valverde,1,2
28166,Valverde de Alcalá,Madrid,Comunidad de Madrid,Valverde de Alcalá,3,2
6142,Valverde de Burguillos,Badajoz,Extremadura,Valverde de Burguillos,3,0
47185,Valverde de Campos,Valladolid,Castilla y León,Valverde de Campos,3,0
16236,Valverde de Júcar,Cuenca,Castilla-La Mancha,Valverde de Júcar,2,2
10204,Valverde de la Vera,Cáceres,Extremadura,Valverde de la Vera,0,3
24189,Valverde de la Virgen,León,Castilla y León,Valverde de la Virgen,2,1
6143,Valverde de Leganés,Badajoz,Extremadura,Valverde de Leganés,3,0
6144,Valverde de Llerena,Badajoz,Extremadura,Valverde de Llerena,3,0
19311,Valverde de los Arroyos,Guadalajara,Castilla-La Mancha,Valverde de los Arroyos,0,1
6145,Valverde de Mérida,Badajoz,Extremadura,Valverde de Mérida,3,0
37341,Valverde de Valdelacasa,Salamanca,Castilla y León,Valverde de Valdelacasa,0,2
21072,Valverde del Camino,Huelva,Andalucía,Valverde del Camino,1,0
10205,Valverde del Fresno,Cáceres,Extremadura,Valverde del Fresno,0,3
40216,Valverde del Majano,Segovia,Castilla y León,Valverde del Majano,3,1
24190,Valverde-Enrique,León,Castilla y León,Valverde-Enrique,2,1
16237,Valverdejo,Cuenca,Castilla-La Mancha,Valverdejo,2,2
