codigo_ine,num_centros_salud,num_centros_urgencias,num_hospitales,num_colegios,num_universidades,linea_costa_provincia,linea_montana_provincia,poblacion,superficie,densidad_poblacion,feb_avg_min_temp,feb_avg_max_temp,feb_avg_temp,feb_avg_humidity,feb_avg_wind,feb_avg_min_rain,feb_avg_max_rain,feb_avg_rain,feb_avg_clouds,feb_avg_sunshine_hours,jul_avg_min_temp,jul_avg_max_temp,jul_avg_temp,jul_avg_humidity,jul_avg_wind,jul_avg_min_rain,jul_avg_max_rain,jul_avg_rain,jul_avg_clouds,jul_avg_sunshine_hours,kms_capital_provincia,altitud,renta_bruta_media,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
49096,1,0,0,0,0,3,2,149,16.64,8.96,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,19.02,706,16878,0,0,0,0,1151,118790,5,497,50.28,12.1,44.2,388,2.0,0.0,99.0,100.0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
23051,1,0,0,4,0,2,2,3302,8.99,367.38,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3,15.73,745,16213,545.62,52,0,0,989,105216,6,496,52.28,19.64,42.01,479,100.0,95.0,100.0,100.0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
12070,1,0,0,1,0,1,2,664,19.5,34.05,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0,98.18,319,19448,424.81,35,0,0,1133,115966,8,653,57.36,10.55,51.31,929,100.0,100.0,100.0,100.0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
50129,1,0,0,1,0,2,1,282,42.81,6.59,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,97.5,763,19366,0,0,2.59,1,1674,154117,9,720,59.3,8.5,54.26,1632,70.0,0.0,100.0,100.0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
46144,1,0,0,3,0,1,0,772,103.09,7.49,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,115.46,585,20105,0,0,2.71,2,1445,163450,11,1042,59.18,12.36,51.87,3312,99.0,0.0,98.0,98.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10103,1,0,0,0,0,0,3,457,177.05,2.58,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,72.87,490,15773,228.34,6,0,0,1132,119586,6,497,54.28,17.78,44.63,452,63.0,0.0,100.0,100.0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
10104,1,1,0,6,0,0,3,6499,62.53,103.93,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,115.47,436,18459,730.15,99,3.51,4,1132,119586,6,497,54.28,17.78,44.63,452,93.0,93.0,100.0,100.0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0
9183,1,0,0,0,0,2,2,42,21.56,1.95,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,57.59,1062,22478,196.85,1,0,0,1445,138383,8,633,58.94,9.7,53.23,677,0.0,0.0,96.0,86.0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9184,0,0,0,0,0,2,2,10,17.45,0.57,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,51.63,993,22478,371.43,1,0,0,1445,138383,8,633,58.94,9.7,53.23,677,0.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10105,1,1,0,3,0,0,3,2843,61.51,46.22,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,146.8,619,19615,1003.9,188,4.71,6,1132,119586,6,497,54.28,17.78,44.63,452,100.0,0.0,100.0,100.0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10106,1,0,0,0,0,0,3,136,28.47,4.78,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,60.38,351,15773,691.67,2,0,0,1132,119586,6,497,54.28,17.78,44.63,452,9.0,0.0,100.0,100.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44128,1,0,0,0,0,2,1,60,29.23,2.05,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0,60.21,1267,18797,0,0,0,0,1068,103002,6,501,57.96,9.07,52.7,425,95.0,0.0,100.0,81.0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0
50130,1,0,0,0,0,2,1,413,43.0,9.61,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,66.46,658,19366,0,0,21.12,55212,1674,154117,9,720,59.3,8.5,54.26,1632,100.0,100.0,100.0,99.0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22131,1,0,0,0,0,2,1,94,8.9,10.56,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,116.68,946,22933,1323.88,11,0,0,1513,123979,8,636,57.78,10.87,51.5,526,95.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
18106,0,0,0,0,0,1,1,609,9.87,61.7,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,57.9,974,16108,539.68,3,0,0,1691,181669,8,760,58.31,22.18,45.37,697,100.0,0.0,100.0,100.0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44129,1,0,0,0,0,2,1,45,10.84,4.15,-0.78,19.46,8.29,71.54,17.21,0,3.0,0.02,30.08,94.3,13.76,38.72,25.49,48.87,17.57,0,3.0,0.01,12.64,245.5,159.37,225,18797,0,0,0,0,1068,103002,6,501,57.96,9.07,52.7,425,95.0,0.0,100.0,100.0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
50131,1,0,0,0,0,2,1,275,46.05,5.97,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,23.31,513,19366,0,0,0,0,1674,154117,9,720,59.3,8.5,54.26,1632,95.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
31134,1,0,0,0,0,2,2,181,30.84,5.87,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,70.48,977,15693,0,0,0,0,1691,164441,10,981,58.7,8.76,53.56,1155,10.0,10.0,100.0,99.0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3082,3,1,0,17,0,1,3,27983,68.59,407.97,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3,88.18,60,24759,0,0,0,0,1663,176931,9,845,57.08,14.13,49.01,1773,49.0,49.0,100.0,100.0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
31135,1,0,0,0,0,2,2,125,46.6,2.68,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,53.29,459,16812,748.85,1,0,0,1691,164441,10,981,58.7,8.76,53.56,1155,93.0,0.0,97.5,97.0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
18107,1,0,0,2,0,1,1,1045,79.52,13.14,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,45.49,913,13858,628.65,28,0,0,1691,181669,8,760,58.31,22.18,45.37,697,100.0,45.0,100.0,100.0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
11020,25,3,5,133,1,1,0,212801,1187.92,179.14,2.27,21.71,12.52,79.5,11.95,0,12.0,0.04,29.2,129.9,15.74,38.75,25.6,59.24,10.91,0,0.9,0.0,7.67,345.5,32.24,48,24645,1333.37,2130,0,131,1593,158397,9,712,55.05,21.7,43.1,804,67.67,33.85,94.04,94.44,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
6070,4,1,0,10,0,3,0,9171,739.93,12.39,-1.23,19.97,9.55,78.77,11.95,0,12.0,0.44,34.2,139.6,12.09,40.81,25.89,44.56,10.26,0,0.9,0.0,6.59,379.3,74.81,486,20796,602.77,41,3.57,3,1149,126096,7,530,56.6,16.14,47.46,534,68.25,25.0,100.0,99.75,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
18108,1,0,0,0,0,1,1,954,82.75,11.53,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,69.24,1235,16108,377.06,23,0,0,1691,181669,8,760,58.31,22.18,45.37,697,97.0,0.0,100.0,100.0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12071,2,0,0,2,0,1,2,1650,78.27,21.08,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0,78.83,493,21089,765.63,28,0,0,1133,115966,8,653,57.36,10.55,51.31,929,62.0,62.0,100.0,100.0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
10107,1,0,0,1,0,0,3,1256,58.95,21.31,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,117.41,611,14354,685.16,20,3.42,2,1132,119586,6,497,54.28,17.78,44.63,452,100.0,97.0,100.0,100.0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
18109,2,0,0,1,0,1,1,985,13.91,70.83,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,82.53,140,16108,2075.29,21,6.0,1,1691,181669,8,760,58.31,22.18,45.37,697,100.0,84.0,100.0,100.0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
3083,1,1,0,6,0,1,3,6861,163.76,41.9,2.82,22.95,12.68,64.49,13.61,0,3.0,0.01,20.51,128.7,18.05,35.48,26.22,66.97,10.8,0,3.0,0.01,10.71,286.3,27.15,421,22436,0,0,0,0,1663,176931,9,845,57.08,14.13,49.01,1773,96.0,96.0,100.0,100.0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
23052,1,1,0,2,0,2,2,1249,48.04,26.0,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3,39.6,630,14306,376.11,13,2.43,1,989,105216,6,496,52.28,19.64,42.01,479,48.25,25.0,97.5,98.5,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
11021,3,1,0,6,0,1,0,6665,298.42,22.33,6.74,19.86,13.92,76.79,20.52,0,3.0,0.05,42.67,59.0,17.0,32.47,23.44,70.79,16.38,0,0.9,0.0,21.77,165.2,164.1,59,19622,1729.78,127,6.26,7,1593,158397,9,712,55.05,21.7,43.1,804,100.0,92.0,100.0,100.0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
29063,1,0,0,0,0,1,2,388,27.17,14.28,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8,133.14,539,15618,816.52,7,5.36,1,2630,301594,11,1055,56.97,17.76,46.85,1851,82.0,63.0,100.0,100.0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
19157,1,0,0,0,0,0,1,51,10.64,4.79,-2.49,18.01,7.57,72.61,11.99,0,3.0,0.04,28.16,124.8,14.29,38.5,27.08,35.86,12.74,0,3.0,0.01,5.59,356.0,54.1,833,20180,344.34,2,0,0,1372,146012,8,691,62.89,11.65,55.57,663,100.0,0.0,100.0,100.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
24086,3,0,0,0,0,2,1,270,51.47,5.25,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,61.02,795,18440,97.5,2,0,0,1237,130467,6,586,53.21,10.62,47.56,660,99.0,0.0,100.0,91.0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
23053,1,1,0,13,0,2,2,11583,148.78,77.85,-2.82,19.32,8.38,75.13,7.63,0,12.0,0.09,37.65,108.9,13.6,40.55,28.09,36.08,7.24,0,0.9,0.0,7.38,353.3,77.54,656,13901,654.5,73,3.4,5,989,105216,6,496,52.28,19.64,42.01,479,100.0,100.0,100.0,100.0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
17086,1,1,0,4,0,1,1,3340,57.31,58.28,-0.59,20.14,9.69,68.47,16.52,0,3.0,0.04,38.23,115.1,16.6,35.21,25.51,56.07,15.55,0,3.0,0.02,21.88,273.7,64.72,126,27988,1299.18,47,0,0,2169,193575,11,941,63.76,8.26,58.49,1248,40.6,1.8,94.6,90.8,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0
8103,1,0,0,3,0,1,2,825,31.06,26.56,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6,74.59,397,30746,1297.49,11,0,0,2946,272259,16,1367,61.29,9.18,55.67,11030,83.0,73.5,100.0,100.0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
44130,1,0,0,0,0,2,1,34,26.2,1.3,1.89,23.34,11.46,62.96,11.3,0,3.0,0.04,28.33,135.6,17.32,34.63,26.26,62.23,8.71,0,12.0,0.02,15.65,272.0,52.5,1339,18797,0,0,0,0,1068,103002,6,501,57.96,9.07,52.7,425,95.0,0.0,99.0,60.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,3,0,0,4,0,2,2,363,67.97,5.34,-4.51,18.82,7.2,72.8,16.02,0,0.9,0.02,26.72,127.3,13.04,38.14,25.87,43.43,13.07,0,12.0,0.01,4.51,388.4,39.28,659,16604,475.09,12,0,0,1300,152281,7,659,58.07,12.41,50.86,532,20.0,20.0,99.8,94.2,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
44131,1,0,0,0,0,2,1,36,28.23,1.28,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,99.11,764,18797,0,0,0,0,1068,103002,6,501,57.96,9.07,52.7,425,95.0,0.0,100.0,44.0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25910,1,1,0,0,0,2,1,100,68.56,1.46,0.35,18.97,10.23,71.47,10.8,0,12.0,0.06,28.22,121.7,16.51,33.57,25.31,66.02,9.94,0,12.0,0.06,16.28,226.6,155.18,1455,23784,1588.11,4,0,0,1159,114344,7,654,60.66,10.3,54.42,796,0.0,0.0,100.0,100.0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
50132,1,0,0,2,0,2,1,1132,6.52,173.62,-1.18,19.45,8.19,71.44,16.85,0,3.0,0.02,30.54,93.4,13.48,38.71,25.44,49.07,17.03,0,12.0,0.02,12.69,244.1,18.26,220,24384,0,0,0,0,1674,154117,9,720,59.3,8.5,54.26,1632,99.0,0.0,100.0,100.0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0
40105,1,0,0,0,0,3,1,46,13.89,3.31,-3.63,17.89,7.29,71.71,10.87,0,3.0,0.04,28.94,122.1,13.56,38.27,26.79,35.39,9.68,0,3.0,0.02,5.98,347.5,19.36,913,21066,0,0,0,0,1329,133270,9,790,59.18,7.74,54.6,427,93.0,0.0,100.0,100.0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
40106,1,0,0,0,0,3,1,188,21.63,8.69,-4.28,15.81,5.51,78.68,15.48,0,3.0,0.14,38.19,102.5,9.62,36.18,22.39,51.34,12.46,0,3.0,0.03,10.35,343.3,43.41,855,21066,0,0,0,0,1329,133270,9,790,59.18,7.74,54.6,427,34.0,0.0,99.0,50.0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
29064,1,0,0,2,0,1,2,553,39.32,14.06,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8,117.03,599,15618,2015.5,21,5.09,1,2630,301594,11,1055,56.97,17.76,46.85,1851,100.0,0.0,100.0,99.0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
17087,1,0,0,0,0,1,1,327,8.31,39.35,0.78,18.94,10.33,72.33,11.23,0,12.0,0.07,34.52,107.1,17.51,32.89,25.31,66.34,9.4,0,12.0,0.09,17.22,247.9,18.87,127,31051,0,0,0,0,2169,193575,11,941,63.76,8.26,58.49,1248,73.75,0.0,100.0,100.0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30022,3,2,0,16,0,1,2,26234,969.71,27.05,2.41,23.26,12.49,63.65,11.27,0,3.0,0.02,26.17,135.7,17.76,37.93,26.77,62.42,9.58,0,3.0,0.0,11.66,314.9,72.29,512,19955,735.4,295,5.62,1,1148,119550,9,792,59.93,12.18,52.63,1164,40.79,33.43,95.0,97.21,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
18111,1,0,0,2,0,1,1,3928,3.69,1064.96,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,5.08,761,25575,982.65,56,0,0,1691,181669,8,760,58.31,22.18,45.37,697,100.0,100.0,100.0,100.0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5108,1,0,0,0,0,0,1,40,15.02,2.66,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,88.93,999,17345,547.26,2,0,0,1022,99417,6,520,52.78,14.86,44.94,374,50.0,0.0,93.0,99.5,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25118,1,0,0,1,0,2,1,397,76.71,5.18,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8,38.59,589,23784,324.59,3,0,0,1159,114344,7,654,60.66,10.3,54.42,796,51.0,0.0,100.0,98.0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
25119,1,0,0,3,0,2,1,3569,47.33,75.41,-2.72,19.42,8.12,76.11,10.55,0,3.0,0.05,25.44,134.0,14.37,37.58,25.68,57.9,10.44,0,12.0,0.02,13.57,291.8,21.04,267,25264,698.28,18,0,0,1159,114344,7,654,60.66,10.3,54.42,796,90.0,77.0,100.0,100.0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
9189,1,0,0,0,0,2,2,123,75.81,1.62,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1,101.84,737,22478,316.42,26,0,0,1445,138383,8,633,58.94,9.7,53.23,677,0.0,0.0,99.44,93.0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
9190,1,0,0,0,0,2,2,87,45.7,1.9,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3,115.07,680,22478,414.31,8,0,0,1445,138383,8,633,58.94,9.7,53.23,677,36.2,0.0,99.8,99.8,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9191,0,0,0,0,0,2,2,31,25.04,1.24,-6.49,15.05,4.15,83.12,15.7,0,3.0,0.15,49.37,68.1,6.63,34.52,19.49,64.88,13.9,0,12.0,0.03,23.43,214.8,47.41,1004,22478,0,0,0,0,1445,138383,8,633,58.94,9.7,53.23,677,57.0,0.0,100.0,100.0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
9192,1,0,0,0,0,2,2,62,30.99,2.0,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3,110.82,707,22478,667.29,7,4.5,1,1445,138383,8,633,58.94,9.7,53.23,677,45.0,0.0,100.0,100.0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31136,1,0,0,0,0,2,2,585,31.51,18.56,-3.52,17.19,6.93,81.04,11.27,0,3.0,0.17,42.83,81.1,10.76,36.9,21.58,67.67,11.59,0,12.0,0.04,27.63,169.0,14.62,625,20134,1066.77,5,8.89,1,1691,164441,10,981,58.7,8.76,53.56,1155,42.93,0.0,97.57,84.21,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49097,3,0,0,0,0,3,2,70,50.9,1.38,-6.82,15.19,4.06,79.42,12.02,0,3.0,0.1,35.07,96.2,5.68,34.37,20.33,56.78,9.0,0,12.0,0.03,14.24,269.8,99.98,984,16878,0,0,0,0,1151,118790,5,497,50.28,12.1,44.2,388,0.0,0.0,100.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18112,1,0,0,0,0,1,1,136,14.99,9.08,-4.3,18.82,7.19,76.1,6.34,0,3.0,0.12,32.88,126.1,12.74,39.26,27.04,37.42,6.8,0,0.9,0.0,6.43,335.0,97.07,1269,16108,976.52,3,0,0,1691,181669,8,760,58.31,22.18,45.37,697,100.0,0.0,100.0,99.0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
37167,1,0,0,1,0,0,2,199,21.74,9.15,-5.68,16.77,4.97,79.31,13.68,0,3.0,0.03,36.9,97.9,8.18,36.16,22.48,49.47,8.93,0,12.0,0.02,10.34,293.0,22.66,797,17879,8791.67,1,0,0,1673,156058,9,801,55.83,10.3,50.08,538,24.5,0.0,99.5,99.5,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
29065,1,0,0,0,0,1,2,235,33.66,6.98,3.59,20.34,12.35,75.09,14.44,0,3.0,0.03,37.03,91.8,15.66,34.53,24.03,64.14,12.06,0,3.0,0.02,18.8,234.8,107.89,652,15618,756.1,1,0,0,2630,301594,11,1055,56.97,17.76,46.85,1851,100.0,31.0,100.0,100.0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
48022,1,1,0,0,0,1,2,2759,137.82,20.02,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1,60.19,188,31528,0,0,0,0,2853,269369,13,1124,56.71,9.28,51.45,1671,88.5,63.73,100.0,99.92,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
48907,0,0,0,1,0,1,2,439,11.9,36.89,-0.51,19.32,8.52,77.3,11.7,0,3.0,0.16,46.24,70.5,11.32,35.92,20.79,77.29,8.28,0,12.0,0.04,44.96,96.1,36.47,31,5659,0,0,0,0,2853,269369,13,1124,56.71,9.28,51.45,1671,63.25,19.0,98.0,97.5,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,0,0,0,0,0,2,2,175,12.52,13.98,-3.77,18.24,6.37,80.47,11.74,0,3.0,0.06,43.43,63.3,9.71,37.14,21.97,64.86,10.26,0,3.0,0.01,29.14,168.6,51.5,682,38972,0,0,0,0,2564,242404,12,986,57.62,9.42,52.19,777,100.0,100.0,100.0,100.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,1,0,0,4,0,2,2,396,84.32,4.7,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3,36.68,783,38297,0,0,0,0,2564,242404,12,986,57.62,9.42,52.19,777,92.4,39.25,100.0,98.8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40107,1,0,0,0,0,3,1,102,20.96,4.87,-2.11,18.04,7.71,70.46,11.52,0,3.0,0.04,29.26,119.4,14.3,38.49,27.05,36.06,10.33,0,3.0,0.01,5.5,357.0,50.3,1065,21066,0,0,0,0,1329,133270,9,790,59.18,7.74,54.6,427,100.0,0.0,100.0,100.0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1028,1,1,0,4,0,2,2,1532,38.11,40.2,-3.31,17.78,6.96,82.07,10.44,0,3.0,0.08,50.46,44.4,9.02,35.75,20.22,74.43,10.37,0,3.0,0.04,40.26,95.3,48.24,527,35152,0,0,0,0,2564,242404,12,986,57.62,9.42,52.19,777,100.0,100.0,100.0,100.0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
13050,1,0,0,0,0,3,2,563,34.14,16.49,-2.19,18.07,7.72,70.85,11.74,0,3.0,0.04,28.85,122.3,14.51,38.63,27.12,35.48,10.51,0,3.0,0.01,5.46,362.1,62.44,653,16766,604.97,12,0,0,936,96893,5,461,55.64,17.1,46.12,496,100.0,0.0,100.0,100.0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0
