municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Molinos de Duero,Soria,Molinos de Duero,-,0
Momblona,Soria,Momblona,-,0
Monteagudo de las Vicarías,Soria,Monteagudo de las Vicarías,-,0
Montejo de Tiermes,Soria,Montejo de Tiermes,-,0
Montenegro de Cameros,Soria,Montenegro de Cameros,-,0
Morón de Almazán,Soria,Morón de Almazán,-,0
Muriel de la Fuente,Soria,Muriel de la Fuente,-,0
Muriel Viejo,Soria,Muriel Viejo,-,0
Nafría de Ucero,Soria,Nafría de Ucero,-,0
Narros,Soria,Narros,-,0
Navaleno,Soria,Navaleno,-,0
Nepas,Soria,Nepas,-,0
Nolay,Soria,Nolay,-,0
Noviercas,Soria,Noviercas,-,0
Ólvega,Soria,Ólvega,-,0
Oncala,Soria,Oncala,-,0
Pinilla del Campo,Soria,Pinilla del Campo,-,0
Portillo de Soria,Soria,Portillo de Soria,-,0
Póveda de Soria (La),Soria,La Póveda de Soria,-,0
Pozalmuro,Soria,Pozalmuro,-,0
Quintana Redonda,Soria,Quintana Redonda,-,0
Quintanas de Gormaz,Soria,Quintanas de Gormaz,-,0
Quiñonería,Soria,Quiñonería,-,0
Rábanos (Los),Soria,Los Rábanos,-,0
Rebollar,Soria,Rebollar,-,0
Recuerda,Soria,Recuerda,-,0
Rello,Soria,Rello,-,0
Renieblas,Soria,Renieblas,-,0
Retortillo de Soria,Soria,Retortillo de Soria,-,0
Reznos,Soria,Reznos,-,0
Riba de Escalote (La),Soria,La Riba de Escalote,-,0
Rioseco de Soria,Soria,Rioseco de Soria,-,0
Rollamienta,Soria,Rollamienta,-,0
Royo (El),Soria,El Royo,-,0
Salduero,Soria,Salduero,-,0
San Esteban de Gormaz,Soria,San Esteban de Gormaz,-,0
San Felices,Soria,San Felices,-,0
San Leonardo de Yagüe,Soria,San Leonardo de Yagüe,-,0
San Pedro Manrique,Soria,San Pedro Manrique,-,0
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,-,0
Santa María de Huerta,Soria,Santa María de Huerta,-,0
Santa María de las Hoyas,Soria,Santa María de las Hoyas,-,0
Serón de Nágima,Soria,Serón de Nágima,-,0
Soliedra,Soria,Soliedra,-,0
Soria,Soria,Soria,-,0
Sotillo del Rincón,Soria,Sotillo del Rincón,-,0
Suellacabras,Soria,Suellacabras,-,0
Tajahuerce,Soria,Tajahuerce,-,0
Tajueco,Soria,Tajueco,-,0
Talveila,Soria,Talveila,-,0
Tardelcuende,Soria,Tardelcuende,-,0
Taroda,Soria,Taroda,-,0
Tejado,Soria,Tejado,-,0
Torlengua,Soria,Torlengua,-,0
Torreblacos,Soria,Torreblacos,-,0
Torrubia de Soria,Soria,Torrubia de Soria,-,0
Trévago,Soria,Trévago,-,0
Ucero,Soria,Ucero,-,0
Vadillo,Soria,Vadillo,-,0
Valdeavellano de Tera,Soria,Valdeavellano de Tera,-,0
Valdegeña,Soria,Valdegeña,-,0
Valdelagua del Cerro,Soria,Valdelagua del Cerro,-,0
Valdemaluque,Soria,Valdemaluque,-,0
Valdenebro,Soria,Valdenebro,-,0
Valdeprado,Soria,Valdeprado,-,0
Valderrodilla,Soria,Valderrodilla,-,0
Valtajeros,Soria,Valtajeros,-,0
Velamazán,Soria,Velamazán,-,0
Velilla de la Sierra,Soria,Velilla de la Sierra,-,0
Velilla de los Ajos,Soria,Velilla de los Ajos,-,0
Viana de Duero,Soria,Viana de Duero,-,0
Villaciervos,Soria,Villaciervos,-,0
Villanueva de Gormaz,Soria,Villanueva de Gormaz,-,0
Villar del Ala,Soria,Villar del Ala,-,0
Villar del Campo,Soria,Villar del Campo,-,0
Villar del Río,Soria,Villar del Río,-,0
Villares de Soria (Los),Soria,Los Villares de Soria,-,0
Villasayas,Soria,Villasayas,-,0
Villaseca de Arciel,Soria,Villaseca de Arciel,-,0
Vinuesa,Soria,Vinuesa,-,0
Vizmanos,Soria,Vizmanos,-,0
Vozmediano,Soria,Vozmediano,-,0
Yanguas,Soria,Yanguas,-,0
Yelo,Soria,Yelo,-,0
Aiguamúrcia,Tarragona,Aiguamúrcia,-,0
Albinyana,Tarragona,Albinyana,-,0
Albiol (L'),Tarragona,L' Albiol,-,0
Alcanar,Tarragona,Alcanar,-,0
Alcover,Tarragona,Alcover,-,0
Aldea (L'),Tarragona,L' Aldea,-,0
Aldover,Tarragona,Aldover,-,0
Aleixar (L'),Tarragona,L' Aleixar,-,0
Alfara de Carles,Tarragona,Alfara de Carles,-,0
Alforja,Tarragona,Alforja,-,0
Alió,Tarragona,Alió,-,0
Almoster,Tarragona,Almoster,-,0
Altafulla,Tarragona,Altafulla,-,0
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,-,0
Ampolla (L'),Tarragona,L' Ampolla,-,0
Amposta,Tarragona,Amposta,-,0
Arboç (L'),Tarragona,L' Arboç,-,0
Arbolí,Tarragona,Arbolí,-,0
Argentera (L'),Tarragona,L' Argentera,-,0
Arnes,Tarragona,Arnes,-,0
Ascó,Tarragona,Ascó,-,0
Banyeres del Penedès,Tarragona,Banyeres del Penedès,-,0
Barberà de la Conca,Tarragona,Barberà de la Conca,-,0
Batea,Tarragona,Batea,-,0
Bellmunt del Priorat,Tarragona,Bellmunt del Priorat,-,0
Bellvei,Tarragona,Bellvei,-,0
Benifallet,Tarragona,Benifallet,-,0
Benissanet,Tarragona,Benissanet,-,0
Bisbal de Falset (La),Tarragona,La Bisbal de Falset,-,0
Bisbal del Penedès (La),Tarragona,La Bisbal del Penedès,-,0
Blancafort,Tarragona,Blancafort,-,0
Bonastre,Tarragona,Bonastre,-,0
Borges del Camp (Les),Tarragona,Les Borges del Camp,-,0
Bot,Tarragona,Bot,-,0
Botarell,Tarragona,Botarell,-,0
Bràfim,Tarragona,Bràfim,-,0
Cabacés,Tarragona,Cabacés,-,0
Cabra del Camp,Tarragona,Cabra del Camp,-,0
Calafell,Tarragona,Calafell,-,0
Camarles,Tarragona,Camarles,-,0
Cambrils,Tarragona,Cambrils,-,0
Canonja (La),Tarragona,La Canonja,-,0
Capafonts,Tarragona,Capafonts,-,0
Capçanes,Tarragona,Capçanes,-,0
Caseres,Tarragona,Caseres,-,0
Castellvell del Camp,Tarragona,Castellvell del Camp,-,0
Catllar (El),Tarragona,El Catllar,-,0
Colldejou,Tarragona,Colldejou,-,0
Conesa,Tarragona,Conesa,-,0
Constantí,Tarragona,Constantí,-,0
Corbera d'Ebre,Tarragona,Corbera d'Ebre,-,0
Cornudella de Montsant,Tarragona,Cornudella de Montsant,-,0
Creixell,Tarragona,Creixell,-,0
Cunit,Tarragona,Cunit,-,0
Deltebre,Tarragona,Deltebre,-,0
Duesaigües,Tarragona,Duesaigües,-,0
Espluga de Francolí (L'),Tarragona,L' Espluga de Francolí,-,0
Falset,Tarragona,Falset,-,0
Fatarella (La),Tarragona,La Fatarella,-,0
Febró (La),Tarragona,La Febró,-,0
Figuera (La),Tarragona,La Figuera,-,0
Figuerola del Camp,Tarragona,Figuerola del Camp,-,0
Flix,Tarragona,Flix,-,0
Forès,Tarragona,Forès,-,0
Freginals,Tarragona,Freginals,-,0
Galera (La),Tarragona,La Galera,-,0
Gandesa,Tarragona,Gandesa,-,0
Garcia,Tarragona,Garcia,-,0
Garidells (Els),Tarragona,Els Garidells,-,0
Ginestar,Tarragona,Ginestar,-,0
Godall,Tarragona,Godall,-,0
Gratallops,Tarragona,Gratallops,-,0
Guiamets (Els),Tarragona,Els Guiamets,-,0
Horta de Sant Joan,Tarragona,Horta de Sant Joan,-,0
Lloar (El),Tarragona,El Lloar,-,0
Llorac,Tarragona,Llorac,-,0
Llorenç del Penedès,Tarragona,Llorenç del Penedès,-,0
Marçà,Tarragona,Marçà,-,0
Margalef,Tarragona,Margalef,-,0
Mas de Barberans,Tarragona,Mas de Barberans,-,0
Masdenverge,Tarragona,Masdenverge,-,0
Masllorenç,Tarragona,Masllorenç,-,0
Masó (La),Tarragona,La Masó,-,0
Maspujols,Tarragona,Maspujols,-,0
Masroig (El),Tarragona,El Masroig,-,0
Milà (El),Tarragona,El Milà,-,0
Miravet,Tarragona,Miravet,-,0
Molar (El),Tarragona,El Molar,-,0
Montblanc,Tarragona,Montblanc,-,0
Montbrió del Camp,Tarragona,Montbrió del Camp,-,0
Montferri,Tarragona,Montferri,-,0
Montmell (El),Tarragona,El Montmell,-,0
Mont-ral,Tarragona,Mont-ral,-,0
Mont-roig del Camp,Tarragona,Mont-roig del Camp,-,0
Móra d'Ebre,Tarragona,Móra d'Ebre,-,0
Móra la Nova,Tarragona,Móra la Nova,-,0
Morell (El),Tarragona,El Morell,-,0
Morera de Montsant (La),Tarragona,La Morera de Montsant,-,0
Nou de Gaià (La),Tarragona,La Nou de Gaià,-,0
Nulles,Tarragona,Nulles,-,0
Pallaresos (Els),Tarragona,Els Pallaresos,-,0
Palma d'Ebre (La),Tarragona,La Palma d'Ebre,-,0
Passanant i Belltall,Tarragona,Passanant i Belltall,-,0
Paüls,Tarragona,Paüls,-,0
Perafort,Tarragona,Perafort,-,0
Perelló (El),Tarragona,El Perelló,-,0
Piles (Les),Tarragona,Les Piles,-,0
Pinell de Brai (El),Tarragona,El Pinell de Brai,-,0
Pira,Tarragona,Pira,-,0
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,-,0
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,-,0
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,-,0
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,-,0
Poboleda,Tarragona,Poboleda,-,0
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,-,0
Pontils,Tarragona,Pontils,-,0
Porrera,Tarragona,Porrera,-,0
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta,-,0
Prades,Tarragona,Prades,-,0
Prat de Comte,Tarragona,Prat de Comte,-,0
Pratdip,Tarragona,Pratdip,-,0
Puigpelat,Tarragona,Puigpelat,-,0
Querol,Tarragona,Querol,-,0
Rasquera,Tarragona,Rasquera,-,0
Renau,Tarragona,Renau,-,0
Reus,Tarragona,Reus,-,0
Riba (La),Tarragona,La Riba,-,0
Riba-roja d'Ebre,Tarragona,Riba-roja d'Ebre,-,0
Riera de Gaià (La),Tarragona,La Riera de Gaià,-,0
Riudecanyes,Tarragona,Riudecanyes,-,0
Riudecols,Tarragona,Riudecols,-,0
Riudoms,Tarragona,Riudoms,-,0
Rocafort de Queralt,Tarragona,Rocafort de Queralt,-,0
Roda de Berà,Tarragona,Roda de Berà,-,0
Rodonyà,Tarragona,Rodonyà,-,0
Roquetes,Tarragona,Roquetes,-,0
Rourell (El),Tarragona,El Rourell,-,0
Salomó,Tarragona,Salomó,-,0
Salou,Tarragona,Salou,-,0
Sant Carles de la Ràpita,Tarragona,Sant Carles de la Ràpita,-,0
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys,-,0
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja,-,0
Santa Bàrbara,Tarragona,Santa Bàrbara,-,0
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,-,0
Santa Oliva,Tarragona,Santa Oliva,-,0
Sarral,Tarragona,Sarral,-,0
Savallà del Comtat,Tarragona,Savallà del Comtat,-,0
Secuita (La),Tarragona,La Secuita,-,0
Selva del Camp (La),Tarragona,La Selva del Camp,-,0
Senan,Tarragona,Senan,-,0
Sénia (La),Tarragona,La Sénia,-,0
Solivella,Tarragona,Solivella,-,0
Tarragona,Tarragona,Tarragona,-,0
Tivenys,Tarragona,Tivenys,-,0
Tivissa,Tarragona,Tivissa,-,0
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,-,0
Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol,-,0
Torredembarra,Tarragona,Torredembarra,-,0
Torroja del Priorat,Tarragona,Torroja del Priorat,-,0
Tortosa,Tarragona,Tortosa,-,0
Ulldecona,Tarragona,Ulldecona,-,0
Ulldemolins,Tarragona,Ulldemolins,-,0
Vallclara,Tarragona,Vallclara,-,0
Vallfogona de Riucorb,Tarragona,Vallfogona de Riucorb,-,0
Vallmoll,Tarragona,Vallmoll,-,0
Valls,Tarragona,Valls,-,0
Vandellòs i l'Hospitalet de l'Infant,Tarragona,Vandellòs i l'Hospitalet de l'Infant,-,0
Vendrell (El),Tarragona,El Vendrell,-,0
Vespella de Gaià,Tarragona,Vespella de Gaià,-,0
Vilabella,Tarragona,Vilabella,-,0
Vilalba dels Arcs,Tarragona,Vilalba dels Arcs,-,0
Vilallonga del Camp,Tarragona,Vilallonga del Camp,-,0
Vilanova de Prades,Tarragona,Vilanova de Prades,-,0
Vilanova d'Escornalbou,Tarragona,Vilanova d'Escornalbou,-,0
Vilaplana,Tarragona,Vilaplana,-,0
Vila-rodona,Tarragona,Vila-rodona,-,0
Vila-seca,Tarragona,Vila-seca,-,0
Vilaverd,Tarragona,Vilaverd,-,0
Vilella Alta (La),Tarragona,La Vilella Alta,-,0
Vilella Baixa (La),Tarragona,La Vilella Baixa,-,0
Vimbodí i Poblet,Tarragona,Vimbodí i Poblet,-,0
Vinebre,Tarragona,Vinebre,-,0
Vinyols i els Arcs,Tarragona,Vinyols i els Arcs,-,0
Xerta,Tarragona,Xerta,-,0
Ababuj,Teruel,Ababuj,-,0
Abejuela,Teruel,Abejuela,-,0
Aguatón,Teruel,Aguatón,-,0
Aguaviva,Teruel,Aguaviva,-,0
Aguilar del Alfambra,Teruel,Aguilar del Alfambra,-,0
Alacón,Teruel,Alacón,-,0
Alba,Teruel,Alba,-,0
Albalate del Arzobispo,Teruel,Albalate del Arzobispo,-,0
Albarracín,Teruel,Albarracín,-,0
Albentosa,Teruel,Albentosa,-,0
Alcaine,Teruel,Alcaine,-,0
Alcalá de la Selva,Teruel,Alcalá de la Selva,-,0
Alcañiz,Teruel,Alcañiz,820.12,104
Alcorisa,Teruel,Alcorisa,-,0
Alfambra,Teruel,Alfambra,-,0
Aliaga,Teruel,Aliaga,-,0
Allepuz,Teruel,Allepuz,-,0
Alloza,Teruel,Alloza,-,0
Allueva,Teruel,Allueva,-,0
Almohaja,Teruel,Almohaja,-,0
Alobras,Teruel,Alobras,-,0
Alpeñés,Teruel,Alpeñés,-,0
Anadón,Teruel,Anadón,-,0
Andorra,Teruel,Andorra,-,0
Arcos de las Salinas,Teruel,Arcos de las Salinas,-,0
Arens de Lledó,Teruel,Arens de Lledó,-,0
Argente,Teruel,Argente,-,0
Ariño,Teruel,Ariño,-,0
Azaila,Teruel,Azaila,-,0
Bádenas,Teruel,Bádenas,-,0
Báguena,Teruel,Báguena,-,0
Bañón,Teruel,Bañón,-,0
Barrachina,Teruel,Barrachina,-,0
Bea,Teruel,Bea,-,0
Beceite,Teruel,Beceite,-,0
Bello,Teruel,Bello,-,0
Belmonte de San José,Teruel,Belmonte de San José,-,0
Berge,Teruel,Berge,-,0
Bezas,Teruel,Bezas,-,0
Blancas,Teruel,Blancas,-,0
Blesa,Teruel,Blesa,-,0
Bordón,Teruel,Bordón,-,0
Bronchales,Teruel,Bronchales,-,0
Bueña,Teruel,Bueña,-,0
Burbáguena,Teruel,Burbáguena,-,0
Cabra de Mora,Teruel,Cabra de Mora,-,0
Calaceite,Teruel,Calaceite,-,0
Calamocha,Teruel,Calamocha,-,0
Calanda,Teruel,Calanda,-,0
Calomarde,Teruel,Calomarde,-,0
Camañas,Teruel,Camañas,-,0
Camarena de la Sierra,Teruel,Camarena de la Sierra,-,0
Camarillas,Teruel,Camarillas,-,0
Caminreal,Teruel,Caminreal,-,0
Cantavieja,Teruel,Cantavieja,-,0
Cañada de Benatanduz,Teruel,Cañada de Benatanduz,-,0
Cañada de Verich (La),Teruel,La Cañada de Verich,-,0
Cañada Vellida,Teruel,Cañada Vellida,-,0
Cañizar del Olivar,Teruel,Cañizar del Olivar,-,0
Cascante del Río,Teruel,Cascante del Río,-,0
Castejón de Tornos,Teruel,Castejón de Tornos,-,0
Castel de Cabra,Teruel,Castel de Cabra,-,0
Castellar (El),Teruel,El Castellar,-,0
Castellote,Teruel,Castellote,-,0
Castelnou,Teruel,Castelnou,-,0
Castelserás,Teruel,Castelserás,-,0
Cedrillas,Teruel,Cedrillas,-,0
Celadas,Teruel,Celadas,-,0
Cella,Teruel,Cella,-,0
Cerollera (La),Teruel,La Cerollera,-,0
Codoñera (La),Teruel,La Codoñera,-,0
Corbalán,Teruel,Corbalán,-,0
Cortes de Aragón,Teruel,Cortes de Aragón,-,0
Cosa,Teruel,Cosa,-,0
Cretas,Teruel,Cretas,-,0
Crivillén,Teruel,Crivillén,-,0
Cuba (La),Teruel,La Cuba,-,0
Cubla,Teruel,Cubla,-,0
Cucalón,Teruel,Cucalón,-,0
Cuervo (El),Teruel,El Cuervo,-,0
Cuevas de Almudén,Teruel,Cuevas de Almudén,-,0
Cuevas Labradas,Teruel,Cuevas Labradas,-,0
Ejulve,Teruel,Ejulve,-,0
Escorihuela,Teruel,Escorihuela,-,0
Escucha,Teruel,Escucha,-,0
Estercuel,Teruel,Estercuel,-,0
Ferreruela de Huerva,Teruel,Ferreruela de Huerva,-,0
Fonfría,Teruel,Fonfría,-,0
Formiche Alto,Teruel,Formiche Alto,-,0
Fórnoles,Teruel,Fórnoles,-,0
Fortanete,Teruel,Fortanete,-,0
Foz-Calanda,Teruel,Foz-Calanda,-,0
Fresneda (La),Teruel,La Fresneda,-,0
Frías de Albarracín,Teruel,Frías de Albarracín,-,0
Fuenferrada,Teruel,Fuenferrada,-,0
Fuentes Calientes,Teruel,Fuentes Calientes,-,0
Fuentes Claras,Teruel,Fuentes Claras,-,0
Fuentes de Rubielos,Teruel,Fuentes de Rubielos,-,0
Fuentespalda,Teruel,Fuentespalda,-,0
Galve,Teruel,Galve,-,0
Gargallo,Teruel,Gargallo,-,0
Gea de Albarracín,Teruel,Gea de Albarracín,-,0
Ginebrosa (La),Teruel,La Ginebrosa,-,0
Griegos,Teruel,Griegos,-,0
Guadalaviar,Teruel,Guadalaviar,-,0
Gúdar,Teruel,Gúdar,-,0
Híjar,Teruel,Híjar,-,0
Hinojosa de Jarque,Teruel,Hinojosa de Jarque,-,0
Hoz de la Vieja (La),Teruel,La Hoz de la Vieja,-,0
Huesa del Común,Teruel,Huesa del Común,-,0
Iglesuela del Cid (La),Teruel,La Iglesuela del Cid,-,0
Jabaloyas,Teruel,Jabaloyas,-,0
Jarque de la Val,Teruel,Jarque de la Val,-,0
Jatiel,Teruel,Jatiel,-,0
Jorcas,Teruel,Jorcas,-,0
Josa,Teruel,Josa,-,0
Lagueruela,Teruel,Lagueruela,-,0
Lanzuela,Teruel,Lanzuela,-,0
Libros,Teruel,Libros,-,0
Lidón,Teruel,Lidón,-,0
Linares de Mora,Teruel,Linares de Mora,-,0
Lledó,Teruel,Lledó,-,0
Loscos,Teruel,Loscos,-,0
Maicas,Teruel,Maicas,-,0
Manzanera,Teruel,Manzanera,-,0
Martín del Río,Teruel,Martín del Río,-,0
Mas de las Matas,Teruel,Mas de las Matas,-,0
Mata de los Olmos (La),Teruel,La Mata de los Olmos,-,0
Mazaleón,Teruel,Mazaleón,-,0
Mezquita de Jarque,Teruel,Mezquita de Jarque,-,0
Mirambel,Teruel,Mirambel,-,0
Miravete de la Sierra,Teruel,Miravete de la Sierra,-,0
Molinos,Teruel,Molinos,-,0
Monforte de Moyuela,Teruel,Monforte de Moyuela,-,0
Monreal del Campo,Teruel,Monreal del Campo,-,0
Monroyo,Teruel,Monroyo,-,0
Montalbán,Teruel,Montalbán,-,0
Monteagudo del Castillo,Teruel,Monteagudo del Castillo,-,0
Monterde de Albarracín,Teruel,Monterde de Albarracín,-,0
Mora de Rubielos,Teruel,Mora de Rubielos,-,0
Moscardón,Teruel,Moscardón,-,0
Mosqueruela,Teruel,Mosqueruela,-,0
Muniesa,Teruel,Muniesa,-,0
Noguera de Albarracín,Teruel,Noguera de Albarracín,-,0
Nogueras,Teruel,Nogueras,-,0
Nogueruelas,Teruel,Nogueruelas,-,0
Obón,Teruel,Obón,-,0
Odón,Teruel,Odón,-,0
Ojos Negros,Teruel,Ojos Negros,-,0
Olba,Teruel,Olba,-,0
Oliete,Teruel,Oliete,-,0
Olmos (Los),Teruel,Los Olmos,-,0
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,-,0
Orrios,Teruel,Orrios,-,0
Palomar de Arroyos,Teruel,Palomar de Arroyos,-,0
Pancrudo,Teruel,Pancrudo,-,0
Parras de Castellote (Las),Teruel,Las Parras de Castellote,-,0
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,-,0
Peracense,Teruel,Peracense,-,0
Peralejos,Teruel,Peralejos,-,0
Perales del Alfambra,Teruel,Perales del Alfambra,-,0
Pitarque,Teruel,Pitarque,-,0
Plou,Teruel,Plou,-,0
Pobo (El),Teruel,El Pobo,-,0
Portellada (La),Teruel,La Portellada,-,0
Pozondón,Teruel,Pozondón,-,0
Pozuel del Campo,Teruel,Pozuel del Campo,-,0
Puebla de Híjar (La),Teruel,La Puebla de Híjar,-,0
Puebla de Valverde (La),Teruel,La Puebla de Valverde,-,0
Puertomingalvo,Teruel,Puertomingalvo,-,0
Ráfales,Teruel,Ráfales,-,0
Rillo,Teruel,Rillo,-,0
Riodeva,Teruel,Riodeva,-,0
Ródenas,Teruel,Ródenas,-,0
Royuela,Teruel,Royuela,-,0
Rubiales,Teruel,Rubiales,-,0
Rubielos de la Cérida,Teruel,Rubielos de la Cérida,-,0
Rubielos de Mora,Teruel,Rubielos de Mora,-,0
Salcedillo,Teruel,Salcedillo,-,0
Saldón,Teruel,Saldón,-,0
Samper de Calanda,Teruel,Samper de Calanda,-,0
San Agustín,Teruel,San Agustín,-,0
San Martín del Río,Teruel,San Martín del Río,-,0
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,-,0
Santa Eulalia,Teruel,Santa Eulalia,-,0
Sarrión,Teruel,Sarrión,-,0
Segura de los Baños,Teruel,Segura de los Baños,-,0
Seno,Teruel,Seno,-,0
Singra,Teruel,Singra,-,0
Terriente,Teruel,Terriente,-,0
Teruel,Teruel,Teruel,-,0
Toril y Masegoso,Teruel,Toril y Masegoso,-,0
Tormón,Teruel,Tormón,-,0
Tornos,Teruel,Tornos,-,0
Torralba de los Sisones,Teruel,Torralba de los Sisones,-,0
Torre de Arcas,Teruel,Torre de Arcas,-,0
Torre de las Arcas,Teruel,Torre de las Arcas,-,0
Torre del Compte,Teruel,Torre del Compte,-,0
Torre los Negros,Teruel,Torre los Negros,-,0
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz,-,0
Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar,-,0
Torrelacárcel,Teruel,Torrelacárcel,-,0
Torremocha de Jiloca,Teruel,Torremocha de Jiloca,-,0
Torres de Albarracín,Teruel,Torres de Albarracín,-,0
Torrevelilla,Teruel,Torrevelilla,-,0
Torrijas,Teruel,Torrijas,-,0
Torrijo del Campo,Teruel,Torrijo del Campo,-,0
Tramacastiel,Teruel,Tramacastiel,-,0
Tramacastilla,Teruel,Tramacastilla,-,0
Tronchón,Teruel,Tronchón,-,0
Urrea de Gaén,Teruel,Urrea de Gaén,-,0
Utrillas,Teruel,Utrillas,-,0
Valacloche,Teruel,Valacloche,-,0
Valbona,Teruel,Valbona,-,0
Valdealgorfa,Teruel,Valdealgorfa,-,0
Valdecuenca,Teruel,Valdecuenca,-,0
Valdelinares,Teruel,Valdelinares,-,0
Valdeltormo,Teruel,Valdeltormo,-,0
Valderrobres,Teruel,Valderrobres,-,0
Valjunquera,Teruel,Valjunquera,-,0
Vallecillo (El),Teruel,El Vallecillo,-,0
Veguillas de la Sierra,Teruel,Veguillas de la Sierra,-,0
Villafranca del Campo,Teruel,Villafranca del Campo,-,0
Villahermosa del Campo,Teruel,Villahermosa del Campo,-,0
Villanueva del Rebollar de la Sierra,Teruel,Villanueva del Rebollar de la Sierra,-,0
Villar del Cobo,Teruel,Villar del Cobo,-,0
Villar del Salz,Teruel,Villar del Salz,-,0
Villarluengo,Teruel,Villarluengo,-,0
Villarquemado,Teruel,Villarquemado,-,0
Villarroya de los Pinares,Teruel,Villarroya de los Pinares,-,0
Villastar,Teruel,Villastar,-,0
Villel,Teruel,Villel,-,0
Vinaceite,Teruel,Vinaceite,-,0
Visiedo,Teruel,Visiedo,-,0
Vivel del Río Martín,Teruel,Vivel del Río Martín,-,0
Zoma (La),Teruel,La Zoma,-,0
Ajofrín,Toledo,Ajofrín,-,0
Alameda de la Sagra,Toledo,Alameda de la Sagra,-,0
Albarreal de Tajo,Toledo,Albarreal de Tajo,-,0
Alcabón,Toledo,Alcabón,-,0
Alcañizo,Toledo,Alcañizo,-,0
Alcaudete de la Jara,Toledo,Alcaudete de la Jara,-,0
Alcolea de Tajo,Toledo,Alcolea de Tajo,-,0
Aldea en Cabo,Toledo,Aldea en Cabo,-,0
Aldeanueva de Barbarroya,Toledo,Aldeanueva de Barbarroya,-,0
Aldeanueva de San Bartolomé,Toledo,Aldeanueva de San Bartolomé,-,0
Almendral de la Cañada,Toledo,Almendral de la Cañada,-,0
Almonacid de Toledo,Toledo,Almonacid de Toledo,-,0
Almorox,Toledo,Almorox,-,0
Añover de Tajo,Toledo,Añover de Tajo,-,0
Arcicóllar,Toledo,Arcicóllar,-,0
Argés,Toledo,Argés,-,0
Azután,Toledo,Azután,-,0
Barcience,Toledo,Barcience,-,0
Bargas,Toledo,Bargas,-,0
Belvís de la Jara,Toledo,Belvís de la Jara,-,0
Borox,Toledo,Borox,-,0
Buenaventura,Toledo,Buenaventura,-,0
Burguillos de Toledo,Toledo,Burguillos de Toledo,-,0
Burujón,Toledo,Burujón,-,0
Cabañas de la Sagra,Toledo,Cabañas de la Sagra,-,0
Cabañas de Yepes,Toledo,Cabañas de Yepes,-,0
Cabezamesada,Toledo,Cabezamesada,-,0
Calera y Chozas,Toledo,Calera y Chozas,-,0
Caleruela,Toledo,Caleruela,-,0
Calzada de Oropesa,Toledo,Calzada de Oropesa,-,0
Camarena,Toledo,Camarena,-,0
Camarenilla,Toledo,Camarenilla,-,0
Campillo de la Jara (El),Toledo,El Campillo de la Jara,-,0
Camuñas,Toledo,Camuñas,-,0
Cardiel de los Montes,Toledo,Cardiel de los Montes,-,0
Carmena,Toledo,Carmena,-,0
Carpio de Tajo (El),Toledo,El Carpio de Tajo,-,0
Carranque,Toledo,Carranque,-,0
Carriches,Toledo,Carriches,-,0
Casar de Escalona (El),Toledo,El Casar de Escalona,-,0
Casarrubios del Monte,Toledo,Casarrubios del Monte,-,0
Casasbuenas,Toledo,Casasbuenas,-,0
Castillo de Bayuela,Toledo,Castillo de Bayuela,-,0
Cazalegas,Toledo,Cazalegas,-,0
Cebolla,Toledo,Cebolla,-,0
Cedillo del Condado,Toledo,Cedillo del Condado,-,0
Cerralbos (Los),Toledo,Los Cerralbos,-,0
Cervera de los Montes,Toledo,Cervera de los Montes,-,0
Chozas de Canales,Toledo,Chozas de Canales,-,0
Chueca,Toledo,Chueca,-,0
Ciruelos,Toledo,Ciruelos,-,0
Cobeja,Toledo,Cobeja,-,0
Cobisa,Toledo,Cobisa,-,0
Consuegra,Toledo,Consuegra,-,0
Corral de Almaguer,Toledo,Corral de Almaguer,-,0
Cuerva,Toledo,Cuerva,-,0
Domingo Pérez,Toledo,Domingo Pérez,-,0
Dosbarrios,Toledo,Dosbarrios,-,0
Erustes,Toledo,Erustes,-,0
Escalona,Toledo,Escalona,-,0
Escalonilla,Toledo,Escalonilla,-,0
Espinoso del Rey,Toledo,Espinoso del Rey,-,0
Esquivias,Toledo,Esquivias,-,0
Estrella (La),Toledo,La Estrella,-,0
Fuensalida,Toledo,Fuensalida,-,0
Gálvez,Toledo,Gálvez,-,0
