municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Agurain/Salvatierra,Álava,Agurain/Salvatierra,1397.02,38
Alegría-Dulantzi,Álava,Alegría-Dulantzi,1675.25,44
Amurrio,Álava,Amurrio,1747.25,31
Añana,Álava,Añana,703.5,9
Aramaio,Álava,Aramaio,1472.3,9
Armiñón,Álava,Armiñón,1213.58,18
Arraia-Maeztu,Álava,Arraia-Maeztu,1010.65,10
Arratzua-Ubarrundia,Álava,Arratzua-Ubarrundia,1836.28,19
Artziniega,Álava,Artziniega,1161.19,22
Asparrena,Álava,Asparrena,1294.4,22
Ayala/Aiara,Álava,Ayala/Aiara,-,0
Baños de Ebro/Mañueta,Álava,Baños de Ebro/Mañueta,-,0
Barrundia,Álava,Barrundia,1637.08,11
Berantevilla,Álava,Berantevilla,685.7,8
Bernedo,Álava,Bernedo,841.69,27
Campezo/Kanpezu,Álava,Campezo/Kanpezu,-,0
Elburgo/Burgelu,Álava,Elburgo/Burgelu,-,0
Elciego,Álava,Elciego,1023.46,13
Elvillar/Bilar,Álava,Elvillar/Bilar,-,0
Erriberabeitia,Álava,Erriberabeitia,-,0
Erriberagoitia/Ribera Alta,Álava,Erriberagoitia/Ribera Alta,993.97,18
Harana/Valle de Arana,Álava,Harana/Valle de Arana,707.41,2
Iruña Oka/Iruña de Oca,Álava,Iruña Oka/Iruña de Oca,1882.08,28
Iruraiz-Gauna,Álava,Iruraiz-Gauna,1026.35,6
Kripan,Álava,Kripan,-,0
Kuartango,Álava,Kuartango,-,0
Labastida/Bastida,Álava,Labastida/Bastida,-,0
Lagrán,Álava,Lagrán,543.88,6
Laguardia,Álava,Laguardia,856.71,19
Lanciego/Lantziego,Álava,Lanciego/Lantziego,-,0
Lantarón,Álava,Lantarón,1077.87,20
Lapuebla de Labarca,Álava,Lapuebla de Labarca,957.59,27
Laudio/Llodio,Álava,Laudio/Llodio,1680.0,77
Legutio,Álava,Legutio,-,0
Leza,Álava,Leza,1300.95,3
Moreda de Álava/Moreda Araba,Álava,Moreda de Álava/Moreda Araba,-,0
Navaridas,Álava,Navaridas,777.79,7
Okondo,Álava,Okondo,1375.87,11
Oyón-Oion,Álava,Oyón-Oion,-,0
Peñacerrada-Urizaharra,Álava,Peñacerrada-Urizaharra,-,0
Samaniego,Álava,Samaniego,973.6,11
San Millán/Donemiliaga,Álava,San Millán/Donemiliaga,-,0
Urkabustaiz,Álava,Urkabustaiz,-,0
Valdegovía/Gaubea,Álava,Valdegovía/Gaubea,-,0
Villabuena de Álava/Eskuernaga,Álava,Villabuena de Álava/Eskuernaga,-,0
Vitoria-Gasteiz,Álava,Vitoria-Gasteiz,2779.63,1802
Yécora/Iekora,Álava,Yécora/Iekora,-,0
Zalduondo,Álava,Zalduondo,602.74,1
Zambrana,Álava,Zambrana,1550.46,16
Zigoitia,Álava,Zigoitia,1838.58,25
Zuia,Álava,Zuia,-,0
Abengibre,Albacete,Abengibre,789.76,13
Alatoz,Albacete,Alatoz,945.38,3
Albacete,Albacete,Albacete,1447.44,2470
Albatana,Albacete,Albatana,213.28,4
Alborea,Albacete,Alborea,395.31,20
Alcadozo,Albacete,Alcadozo,222.91,6
Alcalá del Júcar,Albacete,Alcalá del Júcar,586.47,16
Alcaraz,Albacete,Alcaraz,inf,34
Almansa,Albacete,Almansa,777.25,321
Alpera,Albacete,Alpera,400.38,10
Ayna,Albacete,Ayna,451.25,17
Balazote,Albacete,Balazote,834.11,16
Ballestero (El),Albacete,El Ballestero,386.39,9
Balsa de Ves,Albacete,Balsa de Ves,309.91,9
Barrax,Albacete,Barrax,534.82,19
Bienservida,Albacete,Bienservida,403.01,8
Bogarra,Albacete,Bogarra,414.93,23
Bonete,Albacete,Bonete,585.95,3
Bonillo (El),Albacete,El Bonillo,437.24,26
Carcelén,Albacete,Carcelén,306.53,7
Casas de Juan Núñez,Albacete,Casas de Juan Núñez,541.11,33
Casas de Lázaro,Albacete,Casas de Lázaro,432.85,3
Casas de Ves,Albacete,Casas de Ves,436.69,17
Casas-Ibáñez,Albacete,Casas-Ibáñez,721.81,18
Caudete,Albacete,Caudete,545.69,215
Cenizate,Albacete,Cenizate,870.83,3
Chinchilla de Monte-Aragón,Albacete,Chinchilla de Monte-Aragón,951.7,118
Corral-Rubio,Albacete,Corral-Rubio,1111.11,1
Cotillas,Albacete,Cotillas,353.34,9
Elche de la Sierra,Albacete,Elche de la Sierra,515.79,67
Férez,Albacete,Férez,427.14,15
Fuensanta,Albacete,Fuensanta,523.85,17
Fuente-Álamo,Albacete,Fuente-Álamo,329.03,9
Fuentealbilla,Albacete,Fuentealbilla,460.46,12
Gineta (La),Albacete,La Gineta,656.51,46
Golosalvo,Albacete,Golosalvo,189.99,4
Hellín,Albacete,Hellín,806.88,208
Herrera (La),Albacete,La Herrera,nan,0
Higueruela,Albacete,Higueruela,446.47,18
Hoya-Gonzalo,Albacete,Hoya-Gonzalo,578.36,8
Jorquera,Albacete,Jorquera,475.09,12
Letur,Albacete,Letur,476.26,20
Lezuza,Albacete,Lezuza,502.52,12
Liétor,Albacete,Liétor,inf,14
Madrigueras,Albacete,Madrigueras,635.48,17
Mahora,Albacete,Mahora,482.79,19
Masegoso,Albacete,Masegoso,488.33,6
Minaya,Albacete,Minaya,246.8,20
Molinicos,Albacete,Molinicos,503.03,26
Montalvos,Albacete,Montalvos,nan,0
Montealegre del Castillo,Albacete,Montealegre del Castillo,507.66,11
Motilleja,Albacete,Motilleja,inf,24
Munera,Albacete,Munera,590.77,9
Navas de Jorquera,Albacete,Navas de Jorquera,450.58,2
Nerpio,Albacete,Nerpio,598.59,22
Ontur,Albacete,Ontur,543.58,13
Ossa de Montiel,Albacete,Ossa de Montiel,1103.93,27
Paterna del Madera,Albacete,Paterna del Madera,516.48,2
Peñas de San Pedro,Albacete,Peñas de San Pedro,454.01,5
Peñascosa,Albacete,Peñascosa,370.26,5
Pétrola,Albacete,Pétrola,762.55,2
Povedilla,Albacete,Povedilla,361.94,2
Pozo Cañada,Albacete,Pozo Cañada,665.21,28
Pozohondo,Albacete,Pozohondo,inf,24
Pozo-Lorente,Albacete,Pozo-Lorente,534.12,8
Pozuelo,Albacete,Pozuelo,406.07,8
Recueja (La),Albacete,La Recueja,360.22,4
Riópar,Albacete,Riópar,724.04,31
Robledo,Albacete,Robledo,562.89,10
Roda (La),Albacete,La Roda,692.45,389
Salobre,Albacete,Salobre,469.06,9
San Pedro,Albacete,San Pedro,inf,10
Socovos,Albacete,Socovos,505.94,14
Tarazona de la Mancha,Albacete,Tarazona de la Mancha,572.63,20
Tobarra,Albacete,Tobarra,inf,102
Valdeganga,Albacete,Valdeganga,476.09,13
Vianos,Albacete,Vianos,224.36,3
Villa de Ves,Albacete,Villa de Ves,270.0,1
Villalgordo del Júcar,Albacete,Villalgordo del Júcar,555.23,23
Villamalea,Albacete,Villamalea,631.26,15
Villapalacios,Albacete,Villapalacios,342.36,5
Villarrobledo,Albacete,Villarrobledo,560.14,266
Villatoya,Albacete,Villatoya,inf,5
Villavaliente,Albacete,Villavaliente,nan,0
Villaverde de Guadalimar,Albacete,Villaverde de Guadalimar,516.67,6
Viveros,Albacete,Viveros,379.32,5
Yeste,Albacete,Yeste,1287.87,71
Agost,Alicante,Agost,926.19,90
Agres,Alicante,Agres,inf,23
Aigües,Alicante,Aigües,-,0
Albatera,Alicante,Albatera,963.39,139
Alcalalí,Alicante,Alcalalí,1660.47,93
Alcocer de Planes,Alicante,Alcocer de Planes,711.51,8
Alcoleja,Alicante,Alcoleja,-,0
Alcoy/Alcoi,Alicante,Alcoy/Alcoi,-,0
Alfafara,Alicante,Alfafara,609.82,4
Alfàs del Pi (l'),Alicante,L' Alfàs del Pi,-,0
Algorfa,Alicante,Algorfa,2734.38,330
Algueña,Alicante,Algueña,inf,53
Alicante/Alacant,Alicante,Alicante/Alacant,-,0
Almoradí,Alicante,Almoradí,919.83,405
Almudaina,Alicante,Almudaina,284.63,5
Alqueria d'Asnar (l'),Alicante,L' Alqueria d'Asnar,-,0
Altea,Alicante,Altea,3024.01,2217
Aspe,Alicante,Aspe,931.87,478
Atzúbia (l'),Alicante,L' Atzúbia,-,0
Balones,Alicante,Balones,301.08,3
Banyeres de Mariola,Alicante,Banyeres de Mariola,-,0
Benasau,Alicante,Benasau,638.94,4
Beneixama,Alicante,Beneixama,947.95,16
Benejúzar,Alicante,Benejúzar,777.18,72
Benferri,Alicante,Benferri,845.88,47
Beniarbeig,Alicante,Beniarbeig,1741.46,82
Beniardá,Alicante,Beniardá,1002.47,6
Beniarrés,Alicante,Beniarrés,888.02,7
Benidoleig,Alicante,Benidoleig,1015.86,45
Benidorm,Alicante,Benidorm,2563.91,3976
Benifallim,Alicante,Benifallim,1002.26,6
Benifato,Alicante,Benifato,1473.24,6
Benigembla,Alicante,Benigembla,-,0
Benijófar,Alicante,Benijófar,2592.23,312
Benilloba,Alicante,Benilloba,527.39,15
Benillup,Alicante,Benillup,168.47,1
Benimantell,Alicante,Benimantell,5768.04,16
Benimarfull,Alicante,Benimarfull,692.14,9
Benimassot,Alicante,Benimassot,-,0
Benimeli,Alicante,Benimeli,1519.72,11
Benissa,Alicante,Benissa,3540.65,845
Benitachell/Poble Nou de Benitatxell (el),Alicante,El Benitachell/Poble Nou de Benitatxell,-,0
Biar,Alicante,Biar,767.38,177
Bigastro,Alicante,Bigastro,1559.96,127
Bolulla,Alicante,Bolulla,1186.81,23
Busot,Alicante,Busot,1781.36,188
Callosa de Segura,Alicante,Callosa de Segura,873.01,193
Callosa d'en Sarrià,Alicante,Callosa d'en Sarrià,-,0
Calp,Alicante,Calp,-,0
Campello (el),Alicante,El Campello,2572.82,1389
Campo de Mirra/Camp de Mirra (el),Alicante,El Campo de Mirra/Camp de Mirra,-,0
Cañada,Alicante,Cañada,631.28,20
Castalla,Alicante,Castalla,1078.18,167
Castell de Castells,Alicante,Castell de Castells,839.71,18
Castell de Guadalest (el),Alicante,El Castell de Guadalest,-,0
Catral,Alicante,Catral,1531.81,137
Cocentaina,Alicante,Cocentaina,inf,216
Confrides,Alicante,Confrides,inf,35
Cox,Alicante,Cox,765.98,55
Crevillent,Alicante,Crevillent,-,0
Daya Nueva,Alicante,Daya Nueva,2038.47,164
Daya Vieja,Alicante,Daya Vieja,1933.76,36
Dénia,Alicante,Dénia,2598.49,3327
Dolores,Alicante,Dolores,2039.96,182
Elche/Elx,Alicante,Elche/Elx,-,0
Elda,Alicante,Elda,726.91,610
Facheca,Alicante,Facheca,1027.22,8
Famorca,Alicante,Famorca,319.25,2
Finestrat,Alicante,Finestrat,3840.39,1436
Fondó de les Neus (el)/Hondón de las Nieves,Alicante,El Fondó de les Neus/Hondón de las Nieves,1195.29,99
Formentera del Segura,Alicante,Formentera del Segura,1328.76,247
Gaianes,Alicante,Gaianes,-,0
Gata de Gorgos,Alicante,Gata de Gorgos,1212.25,97
Gorga,Alicante,Gorga,inf,3
Granja de Rocamora,Alicante,Granja de Rocamora,767.56,15
Guardamar del Segura,Alicante,Guardamar del Segura,1837.23,1521
Hondón de los Frailes,Alicante,Hondón de los Frailes,1025.13,45
Ibi,Alicante,Ibi,945.5,267
Jacarilla,Alicante,Jacarilla,1163.46,67
Jávea/Xàbia,Alicante,Jávea/Xàbia,-,0
Jijona/Xixona,Alicante,Jijona/Xixona,-,0
Llíber,Alicante,Llíber,2924.51,35
Lorcha/Orxa (l'),Alicante,L' Lorcha/Orxa,-,0
Millena,Alicante,Millena,1787.05,2
Monforte del Cid,Alicante,Monforte del Cid,1882.18,279
Monóvar/Monòver,Alicante,Monóvar/Monòver,-,0
Montesinos (Los),Alicante,Los Montesinos,2085.98,308
Murla,Alicante,Murla,1808.84,29
Muro de Alcoy,Alicante,Muro de Alcoy,-,0
Mutxamel,Alicante,Mutxamel,1616.16,777
Novelda,Alicante,Novelda,inf,397
Nucia (la),Alicante,La Nucia,1837.0,1153
Ondara,Alicante,Ondara,1654.52,145
Onil,Alicante,Onil,821.36,120
Orba,Alicante,Orba,1688.04,85
Orihuela,Alicante,Orihuela,2236.11,4817
Orxeta,Alicante,Orxeta,1517.28,43
Parcent,Alicante,Parcent,1976.21,35
Pedreguer,Alicante,Pedreguer,1967.13,484
Pego,Alicante,Pego,951.1,366
Penàguila,Alicante,Penàguila,-,0
Petrer,Alicante,Petrer,940.46,246
Pilar de la Horadada,Alicante,Pilar de la Horadada,2371.41,1760
Pinós (el)/Pinoso,Alicante,El Pinós/Pinoso,1091.36,165
Planes,Alicante,Planes,560.18,19
Poblets (els),Alicante,Els Poblets,2011.01,151
Polop,Alicante,Polop,2472.1,653
Quatretondeta,Alicante,Quatretondeta,-,0
Rafal,Alicante,Rafal,628.03,35
Ràfol d'Almúnia (el),Alicante,El Ràfol d'Almúnia,-,0
Redován,Alicante,Redován,830.27,63
Relleu,Alicante,Relleu,1180.31,67
Rojales,Alicante,Rojales,1902.15,232
Romana (la),Alicante,La Romana,1385.18,112
Sagra,Alicante,Sagra,1038.39,29
Salinas,Alicante,Salinas,750.17,58
San Fulgencio,Alicante,San Fulgencio,1921.13,349
San Isidro,Alicante,San Isidro,795.31,49
San Miguel de Salinas,Alicante,San Miguel de Salinas,2326.46,572
San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,San Vicente del Raspeig/Sant Vicent del Raspeig,-,0
Sanet y Negrals,Alicante,Sanet y Negrals,1492.17,45
Sant Joan d'Alacant,Alicante,Sant Joan d'Alacant,-,0
Santa Pola,Alicante,Santa Pola,2110.88,1330
Sax,Alicante,Sax,917.05,168
Sella,Alicante,Sella,1459.91,34
Senija,Alicante,Senija,1086.04,12
Tàrbena,Alicante,Tàrbena,-,0
Teulada,Alicante,Teulada,1765.54,171
Tibi,Alicante,Tibi,1027.5,70
Tollos,Alicante,Tollos,262.5,1
Tormos,Alicante,Tormos,1504.57,10
Torremanzanas/Torre de les Maçanes (la),Alicante,La Torremanzanas/Torre de les Maçanes,-,0
Torrevieja,Alicante,Torrevieja,1789.38,6652
Vall d'Alcalà (la),Alicante,La Vall d'Alcalà,-,0
Vall de Gallinera,Alicante,Vall de Gallinera,813.04,36
Vall de Laguar (la),Alicante,La Vall de Laguar,-,0
Vall d'Ebo (la),Alicante,La Vall d'Ebo,-,0
Verger (el),Alicante,El Verger,1779.87,258
Villajoyosa/Vila Joiosa (la),Alicante,La Villajoyosa/Vila Joiosa,-,0
Villena,Alicante,Villena,931.49,527
Xaló,Alicante,Xaló,-,0
Abla,Almería,Abla,692.91,39
Abrucena,Almería,Abrucena,613.33,62
Adra,Almería,Adra,921.28,209
Albanchez,Almería,Albanchez,inf,20
Alboloduy,Almería,Alboloduy,494.67,7
Albox,Almería,Albox,774.71,290
Alcolea,Almería,Alcolea,1127.31,32
Alcóntar,Almería,Alcóntar,298.3,1
Alcudia de Monteagud,Almería,Alcudia de Monteagud,731.18,5
Alhabia,Almería,Alhabia,562.66,11
Alhama de Almería,Almería,Alhama de Almería,859.09,79
Alicún,Almería,Alicún,345.91,3
Almería,Almería,Almería,1570.81,2426
Almócita,Almería,Almócita,366.67,1
Alsodux,Almería,Alsodux,797.76,5
Antas,Almería,Antas,961.9,35
Arboleas,Almería,Arboleas,inf,87
Armuña de Almanzora,Almería,Armuña de Almanzora,inf,38
Bacares,Almería,Bacares,652.67,3
Balanegra,Almería,Balanegra,939.06,51
Bayárcal,Almería,Bayárcal,685.2,7
Bayarque,Almería,Bayarque,576.22,3
Bédar,Almería,Bédar,1680.91,49
Beires,Almería,Beires,369.57,1
Benahadux,Almería,Benahadux,916.06,63
Benitagla,Almería,Benitagla,nan,0
Benizalón,Almería,Benizalón,268.88,3
Bentarique,Almería,Bentarique,656.69,2
Berja,Almería,Berja,597.81,195
Canjáyar,Almería,Canjáyar,673.07,40
Cantoria,Almería,Cantoria,763.98,82
Carboneras,Almería,Carboneras,1281.15,239
Castro de Filabres,Almería,Castro de Filabres,466.66,1
Chercos,Almería,Chercos,322.21,4
Chirivel,Almería,Chirivel,613.62,40
Cóbdar,Almería,Cóbdar,858.3,3
Cuevas del Almanzora,Almería,Cuevas del Almanzora,1477.89,646
Dalías,Almería,Dalías,976.47,54
Ejido (El),Almería,El Ejido,1345.09,2558
Enix,Almería,Enix,958.86,34
Felix,Almería,Felix,inf,19
Fines,Almería,Fines,789.27,36
Fiñana,Almería,Fiñana,511.67,47
Fondón,Almería,Fondón,990.37,76
Gádor,Almería,Gádor,653.06,62
Gallardos (Los),Almería,Los Gallardos,1122.46,94
Garrucha,Almería,Garrucha,1473.26,433
Gérgal,Almería,Gérgal,598.95,28
Huécija,Almería,Huécija,871.89,14
Huércal de Almería,Almería,Huércal de Almería,1116.51,157
Huércal-Overa,Almería,Huércal-Overa,inf,394
Íllar,Almería,Íllar,589.52,22
Instinción,Almería,Instinción,881.66,21
Laroya,Almería,Laroya,399.73,5
Láujar de Andarax,Almería,Láujar de Andarax,859.58,50
Líjar,Almería,Líjar,680.35,7
Lubrín,Almería,Lubrín,670.68,46
Lucainena de las Torres,Almería,Lucainena de las Torres,930.38,20
Lúcar,Almería,Lúcar,795.55,37
Macael,Almería,Macael,526.31,105
María,Almería,María,403.56,24
Mojácar,Almería,Mojácar,2177.12,612
Mojonera (La),Almería,La Mojonera,721.96,50
Nacimiento,Almería,Nacimiento,432.26,10
Níjar,Almería,Níjar,2033.38,294
Ohanes,Almería,Ohanes,600.19,67
Olula de Castro,Almería,Olula de Castro,578.15,2
Olula del Río,Almería,Olula del Río,760.69,147
Oria,Almería,Oria,737.04,50
Padules,Almería,Padules,693.88,8
Partaloa,Almería,Partaloa,1004.28,7
Paterna del Río,Almería,Paterna del Río,710.54,48
Pechina,Almería,Pechina,931.52,65
Pulpí,Almería,Pulpí,1565.69,198
Purchena,Almería,Purchena,514.63,34
Rágol,Almería,Rágol,533.86,5
Rioja,Almería,Rioja,793.16,24
Roquetas de Mar,Almería,Roquetas de Mar,1575.84,2564
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,-,0
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,844.69,6
Senés,Almería,Senés,960.75,15
Serón,Almería,Serón,661.55,43
Sierro,Almería,Sierro,701.53,8
Somontín,Almería,Somontín,448.02,30
Sorbas,Almería,Sorbas,722.86,73
Suflí,Almería,Suflí,2169.19,2
Tabernas,Almería,Tabernas,inf,101
Taberno,Almería,Taberno,743.12,44
Tahal,Almería,Tahal,841.88,6
Terque,Almería,Terque,638.65,17
Tíjola,Almería,Tíjola,640.78,56
Tres Villas (Las),Almería,Las Tres Villas,463.47,16
Turre,Almería,Turre,1190.84,197
Turrillas,Almería,Turrillas,388.89,3
Uleila del Campo,Almería,Uleila del Campo,637.7,15
Urrácal,Almería,Urrácal,510.01,19
Velefique,Almería,Velefique,636.04,9
Vélez-Blanco,Almería,Vélez-Blanco,669.42,87
Vélez-Rubio,Almería,Vélez-Rubio,696.39,193
Vera,Almería,Vera,1542.16,1475
Viator,Almería,Viator,1031.07,109
Vícar,Almería,Vícar,959.87,485
Zurgena,Almería,Zurgena,928.02,140
Adanero,Ávila,Adanero,611.61,6
Adrada (La),Ávila,La Adrada,800.95,112
Albornos,Ávila,Albornos,322.86,4
Aldeanueva de Santa Cruz,Ávila,Aldeanueva de Santa Cruz,527.07,3
Aldeaseca,Ávila,Aldeaseca,702.48,1
Aldehuela (La),Ávila,La Aldehuela,564.68,9
Amavida,Ávila,Amavida,298.75,3
Arenal (El),Ávila,El Arenal,745.78,25
Arenas de San Pedro,Ávila,Arenas de San Pedro,774.7,220
Arevalillo,Ávila,Arevalillo,709.4,2
Arévalo,Ávila,Arévalo,861.97,122
Aveinte,Ávila,Aveinte,355.56,1
Avellaneda,Ávila,Avellaneda,nan,0
Ávila,Ávila,Ávila,1274.94,850
Barco de Ávila (El),Ávila,El Barco de Ávila,826.38,60
Barraco (El),Ávila,El Barraco,-,0
Barromán,Ávila,Barromán,231.48,5
Becedas,Ávila,Becedas,446.39,5
Becedillas,Ávila,Becedillas,337.04,6
Bercial de Zapardiel,Ávila,Bercial de Zapardiel,347.37,1
Berlanas (Las),Ávila,Las Berlanas,290.55,8
Bernuy-Zapardiel,Ávila,Bernuy-Zapardiel,nan,0
Berrocalejo de Aragona,Ávila,Berrocalejo de Aragona,448.63,5
Blascomillán,Ávila,Blascomillán,223.72,2
Blasconuño de Matacabras,Ávila,Blasconuño de Matacabras,nan,0
Blascosancho,Ávila,Blascosancho,595.91,12
Bohodón (El),Ávila,El Bohodón,820.77,1
Bohoyo,Ávila,Bohoyo,468.69,11
Bonilla de la Sierra,Ávila,Bonilla de la Sierra,559.76,7
Brabos,Ávila,Brabos,158.67,3
Bularros,Ávila,Bularros,156.24,2
Burgohondo,Ávila,Burgohondo,644.01,31
Cabezas de Alambre,Ávila,Cabezas de Alambre,378.87,3
Cabezas del Pozo,Ávila,Cabezas del Pozo,nan,0
Cabezas del Villar,Ávila,Cabezas del Villar,431.46,2
Cabizuela,Ávila,Cabizuela,139.13,1
Canales,Ávila,Canales,nan,0
Candeleda,Ávila,Candeleda,1597.05,108
Cantiveros,Ávila,Cantiveros,226.63,3
Cardeñosa,Ávila,Cardeñosa,438.43,8
Carrera (La),Ávila,La Carrera,386.14,3
Casas del Puerto,Ávila,Casas del Puerto,-,0
Casasola,Ávila,Casasola,553.56,5
Casavieja,Ávila,Casavieja,781.86,42
Casillas,Ávila,Casillas,620.38,12
Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel,109.24,1
Cebreros,Ávila,Cebreros,940.74,134
Cepeda la Mora,Ávila,Cepeda la Mora,inf,3
Chamartín,Ávila,Chamartín,266.67,1
Cillán,Ávila,Cillán,150.9,2
Cisla,Ávila,Cisla,497.27,1
Colilla (La),Ávila,La Colilla,628.31,12
Collado de Contreras,Ávila,Collado de Contreras,321.18,2
Collado del Mirón,Ávila,Collado del Mirón,443.35,3
Constanzana,Ávila,Constanzana,nan,0
Crespos,Ávila,Crespos,481.31,6
Cuevas del Valle,Ávila,Cuevas del Valle,743.76,10
Diego del Carpio,Ávila,Diego del Carpio,291.41,6
Donjimeno,Ávila,Donjimeno,420.62,2
Donvidas,Ávila,Donvidas,nan,0
Espinosa de los Caballeros,Ávila,Espinosa de los Caballeros,191.64,1
Flores de Ávila,Ávila,Flores de Ávila,374.08,6
Fontiveros,Ávila,Fontiveros,744.88,13
Fresnedilla,Ávila,Fresnedilla,315.28,4
Fresno (El),Ávila,El Fresno,1047.17,4
Fuente el Saúz,Ávila,Fuente el Saúz,172.78,4
Fuentes de Año,Ávila,Fuentes de Año,352.94,1
Gallegos de Altamiros,Ávila,Gallegos de Altamiros,286.69,3
Gallegos de Sobrinos,Ávila,Gallegos de Sobrinos,146.15,1
Garganta del Villar,Ávila,Garganta del Villar,73.68,1
Gavilanes,Ávila,Gavilanes,581.49,11
Gemuño,Ávila,Gemuño,nan,0
Gil García,Ávila,Gil García,-,0
Gilbuena,Ávila,Gilbuena,270.26,6
Gimialcón,Ávila,Gimialcón,nan,0
Gotarrendura,Ávila,Gotarrendura,995.52,4
Grandes y San Martín,Ávila,Grandes y San Martín,nan,0
Guisando,Ávila,Guisando,804.81,21
Gutierre-Muñoz,Ávila,Gutierre-Muñoz,250.0,1
Hernansancho,Ávila,Hernansancho,449.46,3
Herradón de Pinares,Ávila,Herradón de Pinares,-,0
Herreros de Suso,Ávila,Herreros de Suso,618.75,1
Higuera de las Dueñas,Ávila,Higuera de las Dueñas,562.74,6
Hija de Dios (La),Ávila,La Hija de Dios,137.58,2
Horcajada (La),Ávila,La Horcajada,456.75,7
Horcajo de las Torres,Ávila,Horcajo de las Torres,300.58,2
Hornillo (El),Ávila,El Hornillo,729.24,11
Hoyo de Pinares (El),Ávila,El Hoyo de Pinares,612.94,75
Hoyocasero,Ávila,Hoyocasero,662.88,9
Hoyorredondo,Ávila,Hoyorredondo,250.0,1
Hoyos de Miguel Muñoz,Ávila,Hoyos de Miguel Muñoz,513.33,2
Hoyos del Collado,Ávila,Hoyos del Collado,800.0,1
Hoyos del Espino,Ávila,Hoyos del Espino,1050.47,5
Hurtumpascual,Ávila,Hurtumpascual,361.63,2
Junciana,Ávila,Junciana,547.26,2
Langa,Ávila,Langa,281.57,4
Lanzahíta,Ávila,Lanzahíta,545.04,23
Llanos de Tormes (Los),Ávila,Los Llanos de Tormes,622.19,3
Losar del Barco (El),Ávila,El Losar del Barco,-,0
Madrigal de las Altas Torres,Ávila,Madrigal de las Altas Torres,607.43,13
Maello,Ávila,Maello,1041.04,79
Malpartida de Corneja,Ávila,Malpartida de Corneja,570.31,2
Mamblas,Ávila,Mamblas,1761.57,1
Mancera de Arriba,Ávila,Mancera de Arriba,41.43,1
Manjabálago y Ortigosa de Rioalmar,Ávila,Manjabálago y Ortigosa de Rioalmar,-,0
Marlín,Ávila,Marlín,nan,0
Martiherrero,Ávila,Martiherrero,908.34,4
Martínez,Ávila,Martínez,288.36,5
Mediana de Voltoya,Ávila,Mediana de Voltoya,901.94,4
Medinilla,Ávila,Medinilla,351.44,3
Mengamuñoz,Ávila,Mengamuñoz,222.13,2
Mesegar de Corneja,Ávila,Mesegar de Corneja,343.31,2
Mijares,Ávila,Mijares,736.51,22
Mingorría,Ávila,Mingorría,606.86,13
Mirón (El),Ávila,El Mirón,487.17,3
Mironcillo,Ávila,Mironcillo,720.72,1
Mirueña de los Infanzones,Ávila,Mirueña de los Infanzones,294.34,2
Mombeltrán,Ávila,Mombeltrán,582.53,35
Monsalupe,Ávila,Monsalupe,125.91,2
Moraleja de Matacabras,Ávila,Moraleja de Matacabras,193.33,1
Muñana,Ávila,Muñana,475.15,10
Muñico,Ávila,Muñico,332.46,4
Muñogalindo,Ávila,Muñogalindo,573.62,8
Muñogrande,Ávila,Muñogrande,251.51,3
Muñomer del Peco,Ávila,Muñomer del Peco,145.0,1
Muñopepe,Ávila,Muñopepe,528.09,3
Muñosancho,Ávila,Muñosancho,90.91,1
Muñotello,Ávila,Muñotello,147.14,3
Narrillos del Álamo,Ávila,Narrillos del Álamo,168.7,2
Narrillos del Rebollar,Ávila,Narrillos del Rebollar,104.85,4
Narros de Saldueña,Ávila,Narros de Saldueña,65.45,1
Narros del Castillo,Ávila,Narros del Castillo,1422.76,1
Narros del Puerto,Ávila,Narros del Puerto,nan,0
Nava de Arévalo,Ávila,Nava de Arévalo,165.18,4
Nava del Barco,Ávila,Nava del Barco,324.58,5
Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja,236.11,4
Navadijos,Ávila,Navadijos,nan,0
Navaescurial,Ávila,Navaescurial,454.55,1
Navahondilla,Ávila,Navahondilla,917.8,13
Navalacruz,Ávila,Navalacruz,604.3,4
Navalmoral,Ávila,Navalmoral,455.0,21
Navalonguilla,Ávila,Navalonguilla,331.93,6
Navalosa,Ávila,Navalosa,326.47,4
Navalperal de Pinares,Ávila,Navalperal de Pinares,818.61,46
Navalperal de Tormes,Ávila,Navalperal de Tormes,440.64,3
Navaluenga,Ávila,Navaluenga,1048.89,130
Navaquesera,Ávila,Navaquesera,550.0,2
Navarredonda de Gredos,Ávila,Navarredonda de Gredos,901.37,20
Navarredondilla,Ávila,Navarredondilla,506.59,4
Navarrevisca,Ávila,Navarrevisca,382.28,3
Navas del Marqués (Las),Ávila,Las Navas del Marqués,763.91,107
Navatalgordo,Ávila,Navatalgordo,377.99,6
Navatejares,Ávila,Navatejares,696.73,4
Neila de San Miguel,Ávila,Neila de San Miguel,279.86,3
Niharra,Ávila,Niharra,707.14,2
Ojos-Albos,Ávila,Ojos-Albos,nan,0
Orbita,Ávila,Orbita,561.25,1
Oso (El),Ávila,El Oso,177.3,2
Padiernos,Ávila,Padiernos,570.53,3
