municipio,provincia,municipio_nombre_humano,lat,lon
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,42.35446,-5.30929
Santa Elena de Jamuz,León,Santa Elena de Jamuz,42.264258,-5.930187
Santa María de la Isla,León,Santa María de la Isla,42.356341,-5.928436
Santa María de Ordás,León,Santa María de Ordás,42.72653,-5.82301
Santa María del Monte de Cea,León,Santa María del Monte de Cea,42.49137,-5.11689
Santa María del Páramo,León,Santa María del Páramo,42.356278,-5.747656
Santa Marina del Rey,León,Santa Marina del Rey,42.51334,-5.86065
Santas Martas,León,Santas Martas,42.431009,-5.370648
Santiago Millas,León,Santiago Millas,42.3838,-6.10538
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,42.549756,-5.639994
Sariegos,León,Sariegos,42.65,-5.63333
Sena de Luna,León,Sena de Luna,42.92906,-5.95267
Sobrado,León,Sobrado,42.51667,-6.85
Soto de la Vega,León,Soto de la Vega,42.320288,-5.905636
Soto y Amío,León,Soto y Amío,42.77477,-5.88693
Toral de los Guzmanes,León,Toral de los Guzmanes,42.241764,-5.567268
Toral de los Vados,León,Toral de los Vados,42.54311,-6.7771
Toreno,León,Toreno,42.696579,-6.512185
Torre del Bierzo,León,Torre del Bierzo,42.60769,-6.36675
Trabadelo,León,Trabadelo,42.64874,-6.88
Truchas,León,Truchas,42.26093,-6.43605
Turcia,León,Turcia,42.553118,-5.862112
Urdiales del Páramo,León,Urdiales del Páramo,42.386376,-5.790531
Val de San Lorenzo,León,Val de San Lorenzo,42.417405,-6.123137
Valdefresno,León,Valdefresno,42.59492,-5.49355
Valdefuentes del Páramo,León,Valdefuentes del Páramo,42.323902,-5.830153
Valdelugueros,León,Valdelugueros,42.98376,-5.41521
Valdemora,León,Valdemora,42.19541,-5.42747
Valdepiélago,León,Valdepiélago,42.86896,-5.39763
Valdepolo,León,Valdepolo,42.576792,-5.262841
Valderas,León,Valderas,42.076497,-5.443631
Valderrey,León,Valderrey,42.39408,-6.02151
Valderrueda,León,Valderrueda,42.847796,-4.960578
Valdesamario,León,Valdesamario,42.72094,-5.95104
Valdevimbre,León,Valdevimbre,42.41959,-5.61975
Valencia de Don Juan,León,Valencia de Don Juan,42.29456,-5.517597
Vallecillo,León,Vallecillo,42.35604,-5.21088
Valverde de la Virgen,León,Valverde de la Virgen,42.56823,-5.68461
Valverde-Enrique,León,Valverde-Enrique,42.30459,-5.2999
Vecilla (La),León,La Vecilla,42.84852,-5.40643
Vega de Espinareda,León,Vega de Espinareda,42.72537,-6.65439
Vega de Infanzones,León,Vega de Infanzones,42.48116,-5.53295
Vega de Valcarce,León,Vega de Valcarce,42.66068,-6.93784
Vegacervera,León,Vegacervera,42.88808,-5.53549
Vegaquemada,León,Vegaquemada,42.8187,-5.33242
Vegas del Condado,León,Vegas del Condado,42.683322,-5.426568
Villablino,León,Villablino,42.938054,-6.31776
Villabraz,León,Villabraz,42.24658,-5.44593
Villadangos del Páramo,León,Villadangos del Páramo,42.536877,-5.748391
Villademor de la Vega,León,Villademor de la Vega,42.268484,-5.567787
Villafranca del Bierzo,León,Villafranca del Bierzo,42.606586,-6.812957
Villagatón,León,Villagatón,42.634111,-6.203337
Villamandos,León,Villamandos,42.18058,-5.59397
Villamanín,León,Villamanín,42.93333,-5.65
Villamañán,León,Villamañán,42.321955,-5.582642
Villamartín de Don Sancho,León,Villamartín de Don Sancho,42.56943,-5.06056
Villamejil,León,Villamejil,42.56205,-6.02514
Villamol,León,Villamol,42.42766,-5.04832
Villamontán de la Valduerna,León,Villamontán de la Valduerna,42.30962,-5.99656
Villamoratiel de las Matas,León,Villamoratiel de las Matas,42.39755,-5.30064
Villanueva de las Manzanas,León,Villanueva de las Manzanas,42.47264,-5.48043
Villaobispo de Otero,León,Villaobispo de Otero,42.487036,-6.047347
Villaornate y Castro,León,Villaornate y Castro,42.187662,-5.529522
Villaquejida,León,Villaquejida,42.145,-5.59699
Villaquilambre,León,Villaquilambre,42.636014,-5.561907
Villarejo de Órbigo,León,Villarejo de Órbigo,42.44558,-5.90462
Villares de Órbigo,León,Villares de Órbigo,42.476109,-5.896001
Villasabariego,León,Villasabariego,42.53288,-5.41322
Villaselán,León,Villaselán,42.56105,-5.0482
Villaturiel,León,Villaturiel,42.51819,-5.48615
Villazala,León,Villazala,42.390729,-5.847057
Villazanzo de Valderaduey,León,Villazanzo de Valderaduey,42.53592,-4.96462
Zotes del Páramo,León,Zotes del Páramo,42.27268,-5.73617
Abella de la Conca,Lleida,Abella de la Conca,42.16163,1.09228
Àger,Lleida,Àger,42.0,0.76667
Agramunt,Lleida,Agramunt,41.783427,1.10004
Aitona,Lleida,Aitona,41.493249,0.45876
Alamús (Els),Lleida,Els Alamús,41.60584,0.76456
Alàs i Cerc,Lleida,Alàs i Cerc,42.35,1.51667
Albagés (L'),Lleida,L' Albagés,41.45,0.75
Albatàrrec,Lleida,Albatàrrec,41.572357,0.604729
Albesa,Lleida,Albesa,41.752952,0.659074
Albi (L'),Lleida,L' Albi,41.41667,0.93333
Alcanó,Lleida,Alcanó,41.48064,0.61659
Alcarràs,Lleida,Alcarràs,41.565846,0.524235
Alcoletge,Lleida,Alcoletge,41.653794,0.690828
Alfarràs,Lleida,Alfarràs,41.830623,0.569296
Alfés,Lleida,Alfés,41.52143,0.6205
Algerri,Lleida,Algerri,41.815044,0.636325
Alguaire,Lleida,Alguaire,41.73593,0.587556
Alins,Lleida,Alins,42.58453,1.35697
Almacelles,Lleida,Almacelles,41.730809,0.438299
Almatret,Lleida,Almatret,41.30556,0.42418
Almenar,Lleida,Almenar,41.796584,0.57046
Alòs de Balaguer,Lleida,Alòs de Balaguer,41.91667,0.96667
Alpicat,Lleida,Alpicat,41.666134,0.555544
Alt Àneu,Lleida,Alt Àneu,42.67742,1.06655
Anglesola,Lleida,Anglesola,41.656929,1.08227
Arbeca,Lleida,Arbeca,41.542714,0.924267
Arres,Lleida,Arres,42.75,0.73333
Arsèguel,Lleida,Arsèguel,42.34998,1.58418
Artesa de Lleida,Lleida,Artesa de Lleida,41.553186,0.703313
Artesa de Segre,Lleida,Artesa de Segre,41.894038,1.046955
Aspa,Lleida,Aspa,41.49472,0.67277
Avellanes i Santa Linya (Les),Lleida,Les Avellanes i Santa Linya,41.91809,0.791555
Baix Pallars,Lleida,Baix Pallars,42.3308,1.07052
Balaguer,Lleida,Balaguer,41.789551,0.810449
Barbens,Lleida,Barbens,41.677688,1.016784
Baronia de Rialb (La),Lleida,La Baronia de Rialb,41.93182,1.19489
Bassella,Lleida,Bassella,42.01667,1.3
Bausen,Lleida,Bausen,42.83454,0.71687
Belianes,Lleida,Belianes,41.560949,1.015981
Bellaguarda,Lleida,Bellaguarda,41.33333,0.73333
Bellcaire d'Urgell,Lleida,Bellcaire d'Urgell,41.758284,0.906839
Bell-lloc d'Urgell,Lleida,Bell-lloc d'Urgell,41.631829,0.781562
Bellmunt d'Urgell,Lleida,Bellmunt d'Urgell,41.768089,0.950415
Bellpuig,Lleida,Bellpuig,41.626591,1.01215
Bellver de Cerdanya,Lleida,Bellver de Cerdanya,42.369586,1.777061
Bellvís,Lleida,Bellvís,41.67271,0.817711
Benavent de Segrià,Lleida,Benavent de Segrià,41.69566,0.633972
Biosca,Lleida,Biosca,41.84186,1.35889
Bòrdes (Es),Lleida,Es Bòrdes,42.73333,0.71667
Borges Blanques (Les),Lleida,Les Borges Blanques,41.519919,0.86883
Bossòst,Lleida,Bossòst,42.785261,0.692317
Bovera,Lleida,Bovera,41.31667,0.65
Cabanabona,Lleida,Cabanabona,41.8515,1.21579
Cabó,Lleida,Cabó,42.23595,1.24244
Camarasa,Lleida,Camarasa,41.87486,0.87814
Canejan,Lleida,Canejan,42.83836,0.739
Castell de Mur,Lleida,Castell de Mur,42.09872,0.84849
Castellar de la Ribera,Lleida,Castellar de la Ribera,42.01327,1.393373
Castelldans,Lleida,Castelldans,41.497593,0.765883
Castellnou de Seana,Lleida,Castellnou de Seana,41.646861,0.97042
Castelló de Farfanya,Lleida,Castelló de Farfanya,41.81667,0.73333
Castellserà,Lleida,Castellserà,41.745645,0.987765
Cava,Lleida,Cava,42.31834,1.61469
Cervera,Lleida,Cervera,41.67152,1.267435
Cervià de les Garrigues,Lleida,Cervià de les Garrigues,41.41667,0.86667
Ciutadilla,Lleida,Ciutadilla,41.56113,1.13935
Clariana de Cardener,Lleida,Clariana de Cardener,41.93333,1.63333
Cogul (El),Lleida,El Cogul,41.46667,0.68333
Coll de Nargó,Lleida,Coll de Nargó,42.17473,1.31694
Coma i la Pedra (La),Lleida,La Coma i la Pedra,42.178718,1.584463
Conca de Dalt,Lleida,Conca de Dalt,42.25133,0.99973
Corbins,Lleida,Corbins,41.68904,0.693046
Cubells,Lleida,Cubells,41.843686,0.956658
Espluga Calba (L'),Lleida,L' Espluga Calba,41.396057,1.101078
Espot,Lleida,Espot,42.57838,1.08666
Estamariu,Lleida,Estamariu,42.38129,1.53
Estaràs,Lleida,Estaràs,41.70171,1.37727
Esterri d'Àneu,Lleida,Esterri d'Àneu,42.627714,1.123328
Esterri de Cardós,Lleida,Esterri de Cardós,42.59254,1.2626
Farrera,Lleida,Farrera,42.49654,1.27216
Fígols i Alinyà,Lleida,Fígols i Alinyà,42.187921,1.391872
Floresta (La),Lleida,La Floresta,41.500877,0.92448
Fondarella,Lleida,Fondarella,41.63469,0.87343
Foradada,Lleida,Foradada,41.872831,1.015003
Fuliola (La),Lleida,La Fuliola,41.7155,1.016168
Fulleda,Lleida,Fulleda,41.46334,1.02395
Gavet de la Conca,Lleida,Gavet de la Conca,42.07874,0.97131
Gimenells i el Pla de la Font,Lleida,Gimenells i el Pla de la Font,41.68689,0.35465
Golmés,Lleida,Golmés,41.631996,0.931817
Gósol,Lleida,Gósol,42.23697,1.6601
Granadella (La),Lleida,La Granadella,41.35,0.66667
Granja d'Escarp (La),Lleida,La Granja d'Escarp,41.418938,0.352533
Granyanella,Lleida,Granyanella,41.6559,1.21482
Granyena de les Garrigues,Lleida,Granyena de les Garrigues,41.43333,0.65
Granyena de Segarra,Lleida,Granyena de Segarra,41.61667,1.25
Guimerà,Lleida,Guimerà,41.568189,1.185533
Guingueta d'Àneu (La),Lleida,La Guingueta d'Àneu,42.6072,1.15194
Guissona,Lleida,Guissona,41.783974,1.287773
Guixers,Lleida,Guixers,42.14378,1.63933
Isona i Conca Dellà,Lleida,Isona i Conca Dellà,42.118738,1.046001
Ivars de Noguera,Lleida,Ivars de Noguera,41.85,0.6
Ivars d'Urgell,Lleida,Ivars d'Urgell,41.680265,0.988193
Ivorra,Lleida,Ivorra,41.76667,1.4
Josa i Tuixén,Lleida,Josa i Tuixén,42.24745,1.60824
Juncosa,Lleida,Juncosa,41.37033,0.7765
Juneda,Lleida,Juneda,41.549748,0.823783
Les,Lleida,Les,42.8086,0.71674
Linyola,Lleida,Linyola,41.709902,0.90301
Lladorre,Lleida,Lladorre,42.62138,1.24893
Lladurs,Lleida,Lladurs,42.07264,1.46811
Llardecans,Lleida,Llardecans,41.37429,0.54969
Llavorsí,Lleida,Llavorsí,42.49515,1.21101
Lleida,Lleida,Lleida,41.61674,0.62218
Lles de Cerdanya,Lleida,Lles de Cerdanya,42.39025,1.68692
Llimiana,Lleida,Llimiana,42.07476,0.91621
Llobera,Lleida,Llobera,41.921226,1.458305
Maials,Lleida,Maials,41.364815,0.506768
Maldà,Lleida,Maldà,41.55,1.03333
Massalcoreig,Lleida,Massalcoreig,41.4527,0.3592
Massoteres,Lleida,Massoteres,41.8,1.31667
Menàrguens,Lleida,Menàrguens,41.730725,0.743186
Miralcamp,Lleida,Miralcamp,41.604716,0.880115
Mollerussa,Lleida,Mollerussa,41.627355,0.893298
Molsosa (La),Lleida,La Molsosa,41.78072,1.52493
Montellà i Martinet,Lleida,Montellà i Martinet,42.33453,1.70132
Montferrer i Castellbò,Lleida,Montferrer i Castellbò,42.341445,1.434287
Montgai,Lleida,Montgai,41.8,0.96667
Montoliu de Lleida,Lleida,Montoliu de Lleida,41.559288,0.588892
Montoliu de Segarra,Lleida,Montoliu de Segarra,41.589709,1.266865
Montornès de Segarra,Lleida,Montornès de Segarra,41.6,1.23333
Nalec,Lleida,Nalec,41.55,1.11667
Naut Aran,Lleida,Naut Aran,42.68617,0.90603
Navès,Lleida,Navès,41.99162,1.63877
Odèn,Lleida,Odèn,42.11819,1.44068
Oliana,Lleida,Oliana,42.067307,1.313503
Oliola,Lleida,Oliola,41.87566,1.17631
Olius,Lleida,Olius,41.976481,1.558531
Oluges (Les),Lleida,Les Oluges,41.7,1.33333
Omellons (Els),Lleida,Els Omellons,41.5,0.96667
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,41.50041,1.07524
Organyà,Lleida,Organyà,42.21667,1.33333
Os de Balaguer,Lleida,Os de Balaguer,41.87314,0.72017
Ossó de Sió,Lleida,Ossó de Sió,41.75484,1.159
Palau d'Anglesola (El),Lleida,El Palau d'Anglesola,41.647765,0.885618
Penelles,Lleida,Penelles,41.75,0.96667
Peramola,Lleida,Peramola,42.05771,1.26767
Pinell de Solsonès,Lleida,Pinell de Solsonès,41.95305,1.37391
Pinós,Lleida,Pinós,41.836651,1.549743
Plans de Sió (Els),Lleida,Els Plans de Sió,41.741019,1.210361
Poal (El),Lleida,El Poal,41.677884,0.855778
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,41.36683,0.91508
Pobla de Segur (La),Lleida,La Pobla de Segur,42.243747,0.968375
Pont de Bar (El),Lleida,El Pont de Bar,42.3711,1.60538
Pont de Suert (El),Lleida,El Pont de Suert,42.40815,0.74171
Ponts,Lleida,Ponts,41.915106,1.186026
Portella (La),Lleida,La Portella,41.73333,0.65
Prats i Sansor,Lleida,Prats i Sansor,42.369022,1.848201
Preixana,Lleida,Preixana,41.608406,1.037541
Preixens,Lleida,Preixens,41.7964,1.05057
Prullans,Lleida,Prullans,42.37877,1.73773
Puiggròs,Lleida,Puiggròs,41.55,0.9
Puigverd d'Agramunt,Lleida,Puigverd d'Agramunt,41.76667,1.13333
Puigverd de Lleida,Lleida,Puigverd de Lleida,41.542408,0.735089
Rialp,Lleida,Rialp,42.442747,1.135102
Ribera d'Ondara,Lleida,Ribera d'Ondara,41.627577,1.34149
Ribera d'Urgellet,Lleida,Ribera d'Urgellet,42.28133,1.37711
Riner,Lleida,Riner,41.92883,1.55908
Riu de Cerdanya,Lleida,Riu de Cerdanya,42.34541,1.82631
Rosselló,Lleida,Rosselló,41.694017,0.594279
Salàs de Pallars,Lleida,Salàs de Pallars,42.23183,0.9106
Sanaüja,Lleida,Sanaüja,41.88333,1.31667
Sant Esteve de la Sarga,Lleida,Sant Esteve de la Sarga,42.08753,0.76617
Sant Guim de Freixenet,Lleida,Sant Guim de Freixenet,41.655755,1.420775
Sant Guim de la Plana,Lleida,Sant Guim de la Plana,41.76285,1.3237
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,42.136904,1.586042
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,41.564947,1.070229
Sant Ramon,Lleida,Sant Ramon,41.725139,1.361671
Sarroca de Bellera,Lleida,Sarroca de Bellera,42.4121,0.89846
Sarroca de Lleida,Lleida,Sarroca de Lleida,41.459245,0.561895
Senterada,Lleida,Senterada,42.32549,0.93641
Sentiu de Sió (La),Lleida,La Sentiu de Sió,41.801777,0.874938
Seròs,Lleida,Seròs,41.463591,0.410557
Seu d'Urgell (La),Lleida,La Seu d'Urgell,42.356205,1.458447
Sidamon,Lleida,Sidamon,41.627053,0.834391
Soleràs (El),Lleida,El Soleràs,41.41667,0.68333
Solsona,Lleida,Solsona,41.992172,1.515028
Soriguera,Lleida,Soriguera,42.38247,1.13003
Sort,Lleida,Sort,42.41211,1.131395
Soses,Lleida,Soses,41.533824,0.48729
Sudanell,Lleida,Sudanell,41.55663,0.56708
Sunyer,Lleida,Sunyer,41.51667,0.6
Talarn,Lleida,Talarn,42.20472,0.872006
Talavera,Lleida,Talavera,41.58157,1.3383
Tàrrega,Lleida,Tàrrega,41.649719,1.13881
Tarrés,Lleida,Tarrés,41.42279,1.02166
Tarroja de Segarra,Lleida,Tarroja de Segarra,41.73333,1.28333
Térmens,Lleida,Térmens,41.71807,0.760962
Tírvia,Lleida,Tírvia,42.51667,1.25
Tiurana,Lleida,Tiurana,41.97527,1.25608
Torà,Lleida,Torà,41.809911,1.404208
Torms (Els),Lleida,Els Torms,41.38333,0.71667
Tornabous,Lleida,Tornabous,41.699706,1.053167
Torre de Cabdella (La),Lleida,La Torre de Cabdella,42.42216,0.98238
Torrebesses,Lleida,Torrebesses,41.43333,0.6
Torrefarrera,Lleida,Torrefarrera,41.671701,0.609784
Torrefeta i Florejacs,Lleida,Torrefeta i Florejacs,41.80757,1.26601
Torregrossa,Lleida,Torregrossa,41.580219,0.827213
Torrelameu,Lleida,Torrelameu,41.7,0.7
Torres de Segre,Lleida,Torres de Segre,41.534845,0.513746
Torre-serona,Lleida,Torre-serona,41.66667,0.63333
Tremp,Lleida,Tremp,42.166267,0.895248
Vall de Boí (La),Lleida,La Vall de Boí,42.50368,0.80415
Vall de Cardós,Lleida,Vall de Cardós,42.59409,1.21745
Vallbona de les Monges,Lleida,Vallbona de les Monges,41.52631,1.08872
Vallfogona de Balaguer,Lleida,Vallfogona de Balaguer,41.751525,0.818189
Valls d'Aguilar (Les),Lleida,Les Valls d'Aguilar,42.307193,1.20993
Valls de Valira (Les),Lleida,Les Valls de Valira,42.37579,1.45208
Vansa i Fórnols (La),Lleida,La Vansa i Fórnols,42.24173,1.49487
Verdú,Lleida,Verdú,41.609331,1.14214
Vielha e Mijaran,Lleida,Vielha e Mijaran,42.703374,0.795577
Vilagrassa,Lleida,Vilagrassa,41.65,1.15
Vilaller,Lleida,Vilaller,42.47624,0.71686
Vilamòs,Lleida,Vilamòs,42.74818,0.71911
Vilanova de Bellpuig,Lleida,Vilanova de Bellpuig,41.613466,0.962853
Vilanova de la Barca,Lleida,Vilanova de la Barca,41.691321,0.727033
Vilanova de l'Aguda,Lleida,Vilanova de l'Aguda,41.91667,1.25
Vilanova de Meià,Lleida,Vilanova de Meià,41.9965,1.02482
Vilanova de Segrià,Lleida,Vilanova de Segrià,41.715025,0.597205
Vila-sana,Lleida,Vila-sana,41.66259,0.92731
Vilosell (El),Lleida,El Vilosell,41.38333,0.95
Vinaixa,Lleida,Vinaixa,41.43333,0.98333
Ábalos,La Rioja,Ábalos,42.57154,-2.70956
Agoncillo,La Rioja,Agoncillo,42.445522,-2.29202
Aguilar del Río Alhama,La Rioja,Aguilar del Río Alhama,41.96212,-1.9934
Ajamil de Cameros,La Rioja,Ajamil de Cameros,42.16706,-2.48752
Albelda de Iregua,La Rioja,Albelda de Iregua,42.356907,-2.47193
Alberite,La Rioja,Alberite,42.405388,-2.439928
Alcanadre,La Rioja,Alcanadre,42.40492,-2.12073
Aldeanueva de Ebro,La Rioja,Aldeanueva de Ebro,42.227648,-1.892058
Alesanco,La Rioja,Alesanco,42.41409,-2.81666
Alesón,La Rioja,Alesón,42.40554,-2.68938
Alfaro,La Rioja,Alfaro,42.176996,-1.748532
Almarza de Cameros,La Rioja,Almarza de Cameros,42.2165,-2.59873
Anguciana,La Rioja,Anguciana,42.577495,-2.902757
Anguiano,La Rioja,Anguiano,42.26381,-2.76463
Arenzana de Abajo,La Rioja,Arenzana de Abajo,42.38599,-2.7194
Arenzana de Arriba,La Rioja,Arenzana de Arriba,42.38745,-2.69494
Arnedillo,La Rioja,Arnedillo,42.21221,-2.23602
Arnedo,La Rioja,Arnedo,42.21667,-2.1
Arrúbal,La Rioja,Arrúbal,42.43486,-2.25143
Ausejo,La Rioja,Ausejo,42.3421,-2.1671
Autol,La Rioja,Autol,42.21423,-1.999428
Azofra,La Rioja,Azofra,42.424,-2.80086
Badarán,La Rioja,Badarán,42.367627,-2.808639
Bañares,La Rioja,Bañares,42.467117,-2.910908
Baños de Río Tobía,La Rioja,Baños de Río Tobía,42.332389,-2.761299
Baños de Rioja,La Rioja,Baños de Rioja,42.5123,-2.94635
Berceo,La Rioja,Berceo,42.33906,-2.85239
Bergasa,La Rioja,Bergasa,42.25285,-2.13221
Bergasillas Bajera,La Rioja,Bergasillas Bajera,42.24462,-2.1583
Bezares,La Rioja,Bezares,42.37036,-2.67076
Bobadilla,La Rioja,Bobadilla,42.31873,-2.75992
Brieva de Cameros,La Rioja,Brieva de Cameros,42.16462,-2.7945
Briñas,La Rioja,Briñas,42.60106,-2.83192
Briones,La Rioja,Briones,42.543823,-2.7835
Cabezón de Cameros,La Rioja,Cabezón de Cameros,42.19716,-2.51989
Calahorra,La Rioja,Calahorra,42.302939,-2.517555
Camprovín,La Rioja,Camprovín,42.34753,-2.712425
Canales de la Sierra,La Rioja,Canales de la Sierra,42.14233,-3.02458
Canillas de Río Tuerto,La Rioja,Canillas de Río Tuerto,42.3995,-2.84091
Cañas,La Rioja,Cañas,42.3924,-2.84649
Cárdenas,La Rioja,Cárdenas,42.37464,-2.76726
Casalarreina,La Rioja,Casalarreina,42.547624,-2.910776
Castañares de Rioja,La Rioja,Castañares de Rioja,42.511744,-2.931079
Castroviejo,La Rioja,Castroviejo,42.32938,-2.66122
Cellorigo,La Rioja,Cellorigo,42.62703,-3.00016
Cenicero,La Rioja,Cenicero,42.482969,-2.634933
Cervera del Río Alhama,La Rioja,Cervera del Río Alhama,42.006698,-1.954462
Cidamón,La Rioja,Cidamón,42.49518,-2.87834
Cihuri,La Rioja,Cihuri,42.56498,-2.92287
Cirueña,La Rioja,Cirueña,42.41214,-2.89593
Clavijo,La Rioja,Clavijo,42.34897,-2.42666
Cordovín,La Rioja,Cordovín,42.38557,-2.815
Corera,La Rioja,Corera,42.34344,-2.22023
Cornago,La Rioja,Cornago,42.06444,-2.09486
Corporales,La Rioja,Corporales,42.43208,-2.99535
Cuzcurrita de Río Tirón,La Rioja,Cuzcurrita de Río Tirón,42.548556,-2.978119
Daroca de Rioja,La Rioja,Daroca de Rioja,42.37115,-2.58187
Enciso,La Rioja,Enciso,42.14946,-2.26953
Entrena,La Rioja,Entrena,42.386533,-2.528704
Estollo,La Rioja,Estollo,42.32953,-2.85092
Ezcaray,La Rioja,Ezcaray,42.326575,-3.013921
Foncea,La Rioja,Foncea,42.61528,-3.03897
Fonzaleche,La Rioja,Fonzaleche,42.58114,-3.01218
Fuenmayor,La Rioja,Fuenmayor,42.466436,-2.561491
Galbárruli,La Rioja,Galbárruli,42.62181,-2.96087
Galilea,La Rioja,Galilea,42.34703,-2.23605
Gallinero de Cameros,La Rioja,Gallinero de Cameros,42.17229,-2.61793
Gimileo,La Rioja,Gimileo,42.54992,-2.82237
Grañón,La Rioja,Grañón,42.44992,-3.02767
Grávalos,La Rioja,Grávalos,42.10836,-1.99874
Haro,La Rioja,Haro,42.575359,-2.847925
Herce,La Rioja,Herce,42.21423,-2.16488
Herramélluri,La Rioja,Herramélluri,42.50295,-3.01954
Hervías,La Rioja,Hervías,42.44781,-2.88714
Hormilla,La Rioja,Hormilla,42.43828,-2.77447
Hormilleja,La Rioja,Hormilleja,42.45628,-2.73155
Hornillos de Cameros,La Rioja,Hornillos de Cameros,42.21001,-2.4196
Hornos de Moncalvillo,La Rioja,Hornos de Moncalvillo,42.39198,-2.5855
Huércanos,La Rioja,Huércanos,42.428095,-2.69504
Igea,La Rioja,Igea,42.06777,-2.01094
Jalón de Cameros,La Rioja,Jalón de Cameros,42.21804,-2.49004
Laguna de Cameros,La Rioja,Laguna de Cameros,42.17455,-2.54282
Lagunilla del Jubera,La Rioja,Lagunilla del Jubera,42.33414,-2.32116
Lardero,La Rioja,Lardero,42.426432,-2.458121
Ledesma de la Cogolla,La Rioja,Ledesma de la Cogolla,42.32032,-2.719
Leiva,La Rioja,Leiva,42.50281,-3.04701
Leza de Río Leza,La Rioja,Leza de Río Leza,42.32952,-2.40606
Logroño,La Rioja,Logroño,42.464869,-2.451918
Lumbreras de Cameros,La Rioja,Lumbreras de Cameros,42.10477,-2.62189
Manjarrés,La Rioja,Manjarrés,42.39152,-2.67512
Mansilla de la Sierra,La Rioja,Mansilla de la Sierra,42.15342,-2.94502
Manzanares de Rioja,La Rioja,Manzanares de Rioja,42.3961,-2.8959
Matute,La Rioja,Matute,42.29888,-2.79564
Medrano,La Rioja,Medrano,42.38361,-2.55394
Munilla,La Rioja,Munilla,42.189,-2.29506
Murillo de Río Leza,La Rioja,Murillo de Río Leza,42.400717,-2.323837
Muro de Aguas,La Rioja,Muro de Aguas,42.13364,-2.11175
Muro en Cameros,La Rioja,Muro en Cameros,42.22509,-2.53038
Nájera,La Rioja,Nájera,42.416369,-2.730585
Nalda,La Rioja,Nalda,42.33467,-2.4871
Navajún,La Rioja,Navajún,41.96667,-2.1
Navarrete,La Rioja,Navarrete,42.430145,-2.56346
Nestares,La Rioja,Nestares,42.27014,-2.61993
Nieva de Cameros,La Rioja,Nieva de Cameros,42.21835,-2.667
Ochánduri,La Rioja,Ochánduri,42.52525,-3.00415
Ocón,La Rioja,Ocón,42.29898,-2.2402
Ojacastro,La Rioja,Ojacastro,42.3472,-3.0049
Ollauri,La Rioja,Ollauri,42.54256,-2.83448
Ortigosa de Cameros,La Rioja,Ortigosa de Cameros,42.17568,-2.70513
Pazuengos,La Rioja,Pazuengos,42.31776,-2.92539
Pedroso,La Rioja,Pedroso,42.29959,-2.7189
Pinillos,La Rioja,Pinillos,42.19951,-2.59709
Pradejón,La Rioja,Pradejón,42.336927,-2.07197
Pradillo,La Rioja,Pradillo,42.1766,-2.64185
Préjano,La Rioja,Préjano,42.18648,-2.17998
Quel,La Rioja,Quel,42.228156,-2.050488
Rabanera,La Rioja,Rabanera,42.18955,-2.48654
Rasillo de Cameros (El),La Rioja,El Rasillo de Cameros,42.19349,-2.716912
Redal (El),La Rioja,El Redal,42.33746,-2.20204
Ribafrecha,La Rioja,Ribafrecha,42.355103,-2.387377
Rincón de Soto,La Rioja,Rincón de Soto,42.232915,-1.852705
Robres del Castillo,La Rioja,Robres del Castillo,42.27593,-2.29245
Rodezno,La Rioja,Rodezno,42.52576,-2.84597
Sajazarra,La Rioja,Sajazarra,42.58884,-2.96124
San Asensio,La Rioja,San Asensio,42.498986,-2.749556
San Millán de la Cogolla,La Rioja,San Millán de la Cogolla,42.32974,-2.86185
San Millán de Yécora,La Rioja,San Millán de Yécora,42.54705,-3.09681
San Román de Cameros,La Rioja,San Román de Cameros,42.23255,-2.47436
San Torcuato,La Rioja,San Torcuato,42.48219,-2.88923
San Vicente de la Sonsierra,La Rioja,San Vicente de la Sonsierra,42.562329,-2.758922
Santa Coloma,La Rioja,Santa Coloma,42.36717,-2.65598
Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera,42.28366,-2.33779
Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera,42.2096,-2.19174
Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada,42.437487,-2.953111
Santurde de Rioja,La Rioja,Santurde de Rioja,42.389594,-2.986696
Santurdejo,La Rioja,Santurdejo,42.37696,-2.95437
Sojuela,La Rioja,Sojuela,42.36988,-2.54525
Sorzano,La Rioja,Sorzano,42.34306,-2.52872
Sotés,La Rioja,Sotés,42.39076,-2.6054
Soto en Cameros,La Rioja,Soto en Cameros,42.28591,-2.42597
Terroba,La Rioja,Terroba,42.25808,-2.44375
Tirgo,La Rioja,Tirgo,42.54587,-2.9494
Tobía,La Rioja,Tobía,42.332389,-2.761299
Tormantos,La Rioja,Tormantos,42.49431,-3.07446
Torre en Cameros,La Rioja,Torre en Cameros,42.24133,-2.51805
Torrecilla en Cameros,La Rioja,Torrecilla en Cameros,42.25532,-2.63109
