municipio,provincia,municipio_nombre_humano,lat,lon
Sant Cebrià de Vallalta,Barcelona,Sant Cebrià de Vallalta,41.619861,2.600738
Sant Celoni,Barcelona,Sant Celoni,41.686636,2.489442
Sant Climent de Llobregat,Barcelona,Sant Climent de Llobregat,41.336103,1.997091
Sant Cugat del Vallès,Barcelona,Sant Cugat del Vallès,41.471349,2.081398
Sant Cugat Sesgarrigues,Barcelona,Sant Cugat Sesgarrigues,41.361038,1.764484
Sant Esteve de Palautordera,Barcelona,Sant Esteve de Palautordera,41.703263,2.436219
Sant Esteve Sesrovires,Barcelona,Sant Esteve Sesrovires,41.493495,1.872702
Sant Feliu de Codines,Barcelona,Sant Feliu de Codines,41.689415,2.16297
Sant Feliu de Llobregat,Barcelona,Sant Feliu de Llobregat,41.382246,2.048811
Sant Feliu Sasserra,Barcelona,Sant Feliu Sasserra,41.95,2.03333
Sant Fost de Campsentelles,Barcelona,Sant Fost de Campsentelles,41.522217,2.220305
Sant Fruitós de Bages,Barcelona,Sant Fruitós de Bages,41.751519,1.872893
Sant Hipòlit de Voltregà,Barcelona,Sant Hipòlit de Voltregà,42.012228,2.242763
Sant Iscle de Vallalta,Barcelona,Sant Iscle de Vallalta,41.654107,2.569281
Sant Jaume de Frontanyà,Barcelona,Sant Jaume de Frontanyà,42.18742,2.02389
Sant Joan de Vilatorrada,Barcelona,Sant Joan de Vilatorrada,41.73926,1.802822
Sant Joan Despí,Barcelona,Sant Joan Despí,41.368263,2.060764
Sant Julià de Cerdanyola,Barcelona,Sant Julià de Cerdanyola,42.243751,1.97636
Sant Julià de Vilatorta,Barcelona,Sant Julià de Vilatorta,41.923958,2.320305
Sant Just Desvern,Barcelona,Sant Just Desvern,41.382692,2.075829
Sant Llorenç d'Hortons,Barcelona,Sant Llorenç d'Hortons,41.465757,1.823102
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall,41.684391,2.050667
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars,42.03333,2.08333
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles,41.76617,2.20566
Sant Martí de Tous,Barcelona,Sant Martí de Tous,41.55,1.51667
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca,41.385513,1.611223
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles,41.68333,1.5
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages,41.838709,1.739512
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes,41.259338,1.774521
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles,41.45113,1.705987
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló,42.071789,1.933194
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor,41.68333,2.38333
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera,41.73333,1.58333
Sant Pol de Mar,Barcelona,Sant Pol de Mar,41.602525,2.620289
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona,41.46235,1.66391
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora,42.101701,2.216336
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès,41.532697,2.084986
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja,41.729046,2.149768
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia,41.41667,1.78333
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort,41.9,2.38333
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola,41.68333,1.76667
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet,41.664403,1.857659
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt,41.576274,2.505557
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló,42.062676,2.272585
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts,41.385978,2.000922
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà,42.0,2.23333
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló,41.361555,2.003404
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet,41.453431,2.209092
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga,41.902398,2.280224
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer,41.91058,2.18903
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana,41.65,2.23333
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès,41.38333,1.71667
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui,41.556596,1.60491
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos,41.310336,1.66369
Santa Maria de Besora,Barcelona,Santa Maria de Besora,42.12705,2.25848
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles,41.51667,2.25
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès,42.0,1.98333
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles,41.50448,1.5102
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera,41.694513,2.443936
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló,41.87509,2.035379
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda,41.53333,2.18333
Santa Susanna,Barcelona,Santa Susanna,41.73333,2.4
Santpedor,Barcelona,Santpedor,41.784082,1.840928
Sentmenat,Barcelona,Sentmenat,41.612478,2.138657
Seva,Barcelona,Seva,41.83603,2.283494
Sitges,Barcelona,Sitges,41.230643,1.785764
Sobremunt,Barcelona,Sobremunt,42.03597,2.16502
Sora,Barcelona,Sora,42.11236,2.16083
Subirats,Barcelona,Subirats,41.4,1.83333
Súria,Barcelona,Súria,41.833359,1.75573
Tagamanent,Barcelona,Tagamanent,41.73747,2.2672
Talamanca,Barcelona,Talamanca,41.738004,1.975215
Taradell,Barcelona,Taradell,41.875818,2.285575
Tavèrnoles,Barcelona,Tavèrnoles,41.95592,2.32533
Tavertet,Barcelona,Tavertet,41.99572,2.4186
Teià,Barcelona,Teià,41.497251,2.31983
Terrassa,Barcelona,Terrassa,41.567133,2.017361
Tiana,Barcelona,Tiana,41.47663,2.269792
Tona,Barcelona,Tona,41.849465,2.228366
Tordera,Barcelona,Tordera,41.698049,2.717785
Torelló,Barcelona,Torelló,42.049856,2.26059
Torre de Claramunt (La),Barcelona,La Torre de Claramunt,41.53044,1.66117
Torrelavit,Barcelona,Torrelavit,41.45,1.73333
Torrelles de Foix,Barcelona,Torrelles de Foix,41.38333,1.56667
Torrelles de Llobregat,Barcelona,Torrelles de Llobregat,41.350622,1.978463
Ullastrell,Barcelona,Ullastrell,41.525302,1.956932
Vacarisses,Barcelona,Vacarisses,41.6,1.91667
Vallbona d'Anoia,Barcelona,Vallbona d'Anoia,41.518461,1.707702
Vallcebre,Barcelona,Vallcebre,42.20347,1.81816
Vallgorguina,Barcelona,Vallgorguina,41.64822,2.50996
Vallirana,Barcelona,Vallirana,41.38676,1.93205
Vallromanes,Barcelona,Vallromanes,41.536932,2.298002
Veciana,Barcelona,Veciana,41.672325,1.482873
Vic,Barcelona,Vic,41.923104,2.256585
Vilada,Barcelona,Vilada,42.13695,1.93162
Viladecans,Barcelona,Viladecans,41.321979,2.010207
Viladecavalls,Barcelona,Viladecavalls,41.559685,1.953131
Vilafranca del Penedès,Barcelona,Vilafranca del Penedès,41.34337,1.698646
Vilalba Sasserra,Barcelona,Vilalba Sasserra,41.65,2.45
Vilanova de Sau,Barcelona,Vilanova de Sau,41.947,2.3844
Vilanova del Camí,Barcelona,Vilanova del Camí,41.574955,1.644977
Vilanova del Vallès,Barcelona,Vilanova del Vallès,41.555357,2.296782
Vilanova i la Geltrú,Barcelona,Vilanova i la Geltrú,41.22392,1.72511
Vilassar de Dalt,Barcelona,Vilassar de Dalt,41.513249,2.358651
Vilassar de Mar,Barcelona,Vilassar de Mar,41.505941,2.391612
Vilobí del Penedès,Barcelona,Vilobí del Penedès,41.388613,1.661603
Viver i Serrateix,Barcelona,Viver i Serrateix,41.9502,1.79864
Abajas,Burgos,Abajas,42.6231,-3.58086
Adrada de Haza,Burgos,Adrada de Haza,41.59454,-3.82326
Aguas Cándidas,Burgos,Aguas Cándidas,42.71652,-3.50258
Aguilar de Bureba,Burgos,Aguilar de Bureba,42.591397,-3.325796
Albillos,Burgos,Albillos,42.2768,-3.78908
Alcocero de Mola,Burgos,Alcocero de Mola,42.47222,-3.3579
Alfoz de Bricia,Burgos,Alfoz de Bricia,42.90051,-3.8761
Alfoz de Quintanadueñas,Burgos,Alfoz de Quintanadueñas,42.384486,-3.73538
Alfoz de Santa Gadea,Burgos,Alfoz de Santa Gadea,42.945412,-3.953661
Altable,Burgos,Altable,42.60276,-3.07719
Altos (Los),Burgos,Los Altos,42.745232,-3.607229
Ameyugo,Burgos,Ameyugo,42.65617,-3.0617
Anguix,Burgos,Anguix,41.75331,-3.93125
Aranda de Duero,Burgos,Aranda de Duero,41.667132,-3.698658
Arandilla,Burgos,Arandilla,41.73778,-3.42914
Arauzo de Miel,Burgos,Arauzo de Miel,41.85878,-3.38773
Arauzo de Salce,Burgos,Arauzo de Salce,41.81919,-3.41191
Arauzo de Torre,Burgos,Arauzo de Torre,41.79818,-3.42314
Arcos,Burgos,Arcos,42.26435,-3.75406
Arenillas de Riopisuerga,Burgos,Arenillas de Riopisuerga,42.3568,-4.233993
Arija,Burgos,Arija,42.9935,-3.94497
Arlanzón,Burgos,Arlanzón,42.32267,-3.45784
Arraya de Oca,Burgos,Arraya de Oca,42.41488,-3.39781
Atapuerca,Burgos,Atapuerca,42.37757,-3.5079
Ausines (Los),Burgos,Los Ausines,42.215932,-3.587735
Avellanosa de Muñó,Burgos,Avellanosa de Muñó,41.98349,-3.82553
Bahabón de Esgueva,Burgos,Bahabón de Esgueva,41.86162,-3.7298
Balbases (Los),Burgos,Los Balbases,42.21507,-4.06481
Baños de Valdearados,Burgos,Baños de Valdearados,41.7701,-3.55589
Bañuelos de Bureba,Burgos,Bañuelos de Bureba,42.50258,-3.27958
Barbadillo de Herreros,Burgos,Barbadillo de Herreros,42.14974,-3.17702
Barbadillo del Mercado,Burgos,Barbadillo del Mercado,42.03858,-3.35669
Barbadillo del Pez,Burgos,Barbadillo del Pez,42.11879,-3.22802
Barrio de Muñó,Burgos,Barrio de Muñó,42.17584,-4.00715
Barrios de Bureba (Los),Burgos,Los Barrios de Bureba,42.64607,-3.39139
Barrios de Colina,Burgos,Barrios de Colina,42.39595,-3.46001
Basconcillos del Tozo,Burgos,Basconcillos del Tozo,42.70236,-3.98938
Bascuñana,Burgos,Bascuñana,42.42548,-3.08231
Belbimbre,Burgos,Belbimbre,42.16873,-4.0128
Belorado,Burgos,Belorado,42.418376,-3.195192
Berberana,Burgos,Berberana,42.91784,-3.06063
Berlangas de Roa,Burgos,Berlangas de Roa,41.68913,-3.87284
Berzosa de Bureba,Burgos,Berzosa de Bureba,42.62678,-3.26652
Bozoó,Burgos,Bozoó,42.74933,-3.08547
Brazacorta,Burgos,Brazacorta,41.71737,-3.36711
Briviesca,Burgos,Briviesca,42.550301,-3.324216
Bugedo,Burgos,Bugedo,42.64912,-3.01786
Buniel,Burgos,Buniel,42.31197,-3.8223
Burgos,Burgos,Burgos,42.343288,-3.693108
Busto de Bureba,Burgos,Busto de Bureba,42.6591,-3.26512
Cabañes de Esgueva,Burgos,Cabañes de Esgueva,41.83023,-3.78824
Cabezón de la Sierra,Burgos,Cabezón de la Sierra,41.93434,-3.24154
Caleruega,Burgos,Caleruega,41.82548,-3.48593
Campillo de Aranda,Burgos,Campillo de Aranda,41.609055,-3.731442
Campolara,Burgos,Campolara,42.11953,-3.4274
Canicosa de la Sierra,Burgos,Canicosa de la Sierra,41.93673,-3.04089
Cantabrana,Burgos,Cantabrana,42.342869,-3.694385
Carazo,Burgos,Carazo,41.969444,-3.353889
Carcedo de Bureba,Burgos,Carcedo de Bureba,42.57818,-3.4983
Carcedo de Burgos,Burgos,Carcedo de Burgos,42.285798,-3.639468
Cardeñadijo,Burgos,Cardeñadijo,42.30217,-3.66779
Cardeñajimeno,Burgos,Cardeñajimeno,42.33038,-3.62103
Cardeñuela Riopico,Burgos,Cardeñuela Riopico,42.36019,-3.5582
Carrias,Burgos,Carrias,42.48141,-3.28319
Cascajares de Bureba,Burgos,Cascajares de Bureba,42.67884,-3.23768
Cascajares de la Sierra,Burgos,Cascajares de la Sierra,42.06177,-3.39936
Castellanos de Castro,Burgos,Castellanos de Castro,42.32806,-4.03417
Castil de Peones,Burgos,Castil de Peones,42.48348,-3.38461
Castildelgado,Burgos,Castildelgado,42.43756,-3.08389
Castrillo de la Reina,Burgos,Castrillo de la Reina,41.98714,-3.2356
Castrillo de la Vega,Burgos,Castrillo de la Vega,41.651698,-3.780214
Castrillo de Riopisuerga,Burgos,Castrillo de Riopisuerga,42.51476,-4.25337
Castrillo del Val,Burgos,Castrillo del Val,42.337531,-3.57135
Castrillo Mota de Judíos,Burgos,Castrillo Mota de Judíos,42.30782,-4.17283
Castrojeriz,Burgos,Castrojeriz,42.288053,-4.142424
Cavia,Burgos,Cavia,42.279424,-3.845342
Cayuela,Burgos,Cayuela,42.27223,-3.81895
Cebrecos,Burgos,Cebrecos,41.98408,-3.59661
Celada del Camino,Burgos,Celada del Camino,42.26359,-3.93362
Cerezo de Río Tirón,Burgos,Cerezo de Río Tirón,42.4914,-3.136
Cerratón de Juarros,Burgos,Cerratón de Juarros,42.42227,-3.37347
Ciadoncha,Burgos,Ciadoncha,42.15814,-3.93235
Cillaperlata,Burgos,Cillaperlata,42.7807,-3.37599
Cilleruelo de Abajo,Burgos,Cilleruelo de Abajo,41.88405,-3.79722
Cilleruelo de Arriba,Burgos,Cilleruelo de Arriba,41.90487,-3.66102
Ciruelos de Cervera,Burgos,Ciruelos de Cervera,41.90562,-3.53015
Cogollos,Burgos,Cogollos,42.19982,-3.70005
Condado de Treviño,Burgos,Condado de Treviño,42.726558,-2.692982
Contreras,Burgos,Contreras,42.02004,-3.41084
Coruña del Conde,Burgos,Coruña del Conde,41.76566,-3.39059
Covarrubias,Burgos,Covarrubias,42.05926,-3.51956
Cubillo del Campo,Burgos,Cubillo del Campo,42.16854,-3.61025
Cubo de Bureba,Burgos,Cubo de Bureba,42.64011,-3.20626
Cueva de Roa (La),Burgos,La Cueva de Roa,41.66683,-3.94118
Cuevas de San Clemente,Burgos,Cuevas de San Clemente,42.13009,-3.5684
Encío,Burgos,Encío,42.67115,-3.0868
Espinosa de Cervera,Burgos,Espinosa de Cervera,41.89683,-3.46858
Espinosa de los Monteros,Burgos,Espinosa de los Monteros,43.07732,-3.551038
Espinosa del Camino,Burgos,Espinosa del Camino,42.4059,-3.2802
Estépar,Burgos,Estépar,42.27731,-3.89946
Fontioso,Burgos,Fontioso,41.94273,-3.73872
Frandovínez,Burgos,Frandovínez,42.31032,-3.83783
Fresneda de la Sierra Tirón,Burgos,Fresneda de la Sierra Tirón,42.31535,-3.13596
Fresneña,Burgos,Fresneña,42.41366,-3.13452
Fresnillo de las Dueñas,Burgos,Fresnillo de las Dueñas,41.647,-3.64558
Fresno de Río Tirón,Burgos,Fresno de Río Tirón,42.467034,-3.18587
Fresno de Rodilla,Burgos,Fresno de Rodilla,42.42054,-3.48507
Frías,Burgos,Frías,42.76225,-3.29394
Fuentebureba,Burgos,Fuentebureba,42.634,-3.2351
Fuentecén,Burgos,Fuentecén,41.62852,-3.86867
Fuentelcésped,Burgos,Fuentelcésped,41.59162,-3.64064
Fuentelisendo,Burgos,Fuentelisendo,41.62274,-3.90129
Fuentemolinos,Burgos,Fuentemolinos,41.60477,-3.85005
Fuentenebro,Burgos,Fuentenebro,41.52873,-3.75449
Fuentespina,Burgos,Fuentespina,41.634044,-3.686798
Galbarros,Burgos,Galbarros,42.52729,-3.43827
Gallega (La),Burgos,La Gallega,41.89861,-3.26406
Grijalba,Burgos,Grijalba,42.43002,-4.11896
Grisaleña,Burgos,Grisaleña,42.59122,-3.26416
Gumiel de Izán,Burgos,Gumiel de Izán,41.77303,-3.68755
Gumiel de Mercado,Burgos,Gumiel de Mercado,41.75589,-3.8027
Hacinas,Burgos,Hacinas,41.98514,-3.28709
Haza,Burgos,Haza,41.61667,-3.81667
Hontanas,Burgos,Hontanas,42.31312,-4.04529
Hontangas,Burgos,Hontangas,41.58216,-3.7955
Hontoria de la Cantera,Burgos,Hontoria de la Cantera,42.18879,-3.64251
Hontoria de Valdearados,Burgos,Hontoria de Valdearados,41.74488,-3.51983
Hontoria del Pinar,Burgos,Hontoria del Pinar,41.84838,-3.16245
Hormazas (Las),Burgos,Las Hormazas,42.5275,-3.926667
Hornillos del Camino,Burgos,Hornillos del Camino,42.33863,-3.9256
Horra (La),Burgos,La Horra,41.74139,-3.8756
Hortigüela,Burgos,Hortigüela,42.06842,-3.42578
Hoyales de Roa,Burgos,Hoyales de Roa,41.65893,-3.86202
Huérmeces,Burgos,Huérmeces,42.5225,-3.77072
Huerta de Arriba,Burgos,Huerta de Arriba,42.11672,-3.08212
Huerta de Rey,Burgos,Huerta de Rey,41.8391,-3.34755
Humada,Burgos,Humada,42.66667,-4.08333
Hurones,Burgos,Hurones,42.417764,-3.587166
Ibeas de Juarros,Burgos,Ibeas de Juarros,42.335439,-3.498621
Ibrillos,Burgos,Ibrillos,42.45431,-3.08238
Iglesiarrubia,Burgos,Iglesiarrubia,41.97383,-3.84701
Iglesias,Burgos,Iglesias,42.312016,-3.984506
Isar,Burgos,Isar,42.3614,-3.9304
Itero del Castillo,Burgos,Itero del Castillo,42.28988,-4.24441
Jaramillo de la Fuente,Burgos,Jaramillo de la Fuente,42.11472,-3.31239
Jaramillo Quemado,Burgos,Jaramillo Quemado,42.08568,-3.35868
Junta de Traslaloma,Burgos,Junta de Traslaloma,43.051425,-3.392922
Junta de Villalba de Losa,Burgos,Junta de Villalba de Losa,42.9501,-3.06996
Jurisdicción de Lara,Burgos,Jurisdicción de Lara,42.142185,-3.460174
Jurisdicción de San Zadornil,Burgos,Jurisdicción de San Zadornil,42.83902,-3.15819
Lerma,Burgos,Lerma,42.023659,-3.755581
Llano de Bureba,Burgos,Llano de Bureba,42.62435,-3.4589
Madrigal del Monte,Burgos,Madrigal del Monte,42.14464,-3.67571
Madrigalejo del Monte,Burgos,Madrigalejo del Monte,42.12442,-3.72509
Mahamud,Burgos,Mahamud,42.11981,-3.9406
Mambrilla de Castrejón,Burgos,Mambrilla de Castrejón,41.66634,-3.98448
Mambrillas de Lara,Burgos,Mambrillas de Lara,42.09446,-3.46194
Mamolar,Burgos,Mamolar,41.92762,-3.36228
Manciles,Burgos,Manciles,42.45728,-3.94461
Mazuela,Burgos,Mazuela,42.20767,-3.9192
Mecerreyes,Burgos,Mecerreyes,42.09536,-3.57393
Medina de Pomar,Burgos,Medina de Pomar,42.930478,-3.48517
Melgar de Fernamental,Burgos,Melgar de Fernamental,42.40407,-4.243837
Merindad de Cuesta-Urria,Burgos,Merindad de Cuesta-Urria,42.845481,-3.426259
Merindad de Montija,Burgos,Merindad de Montija,43.06106,-3.48217
Merindad de Río Ubierna,Burgos,Merindad de Río Ubierna,42.59358,-3.681353
Merindad de Sotoscueva,Burgos,Merindad de Sotoscueva,43.02907,-3.64511
Merindad de Valdeporres,Burgos,Merindad de Valdeporres,43.077473,-3.789763
Merindad de Valdivielso,Burgos,Merindad de Valdivielso,42.82363,-3.54439
Milagros,Burgos,Milagros,41.575,-3.69907
Miranda de Ebro,Burgos,Miranda de Ebro,42.686895,-2.9424
Miraveche,Burgos,Miraveche,42.67396,-3.19947
Modúbar de la Emparedada,Burgos,Modúbar de la Emparedada,42.26118,-3.65965
Monasterio de la Sierra,Burgos,Monasterio de la Sierra,42.0518,-3.19314
Monasterio de Rodilla,Burgos,Monasterio de Rodilla,42.45776,-3.46966
Moncalvillo,Burgos,Moncalvillo,41.95413,-3.19886
Monterrubio de la Demanda,Burgos,Monterrubio de la Demanda,42.14894,-3.11335
Montorio,Burgos,Montorio,42.58469,-3.77724
Moradillo de Roa,Burgos,Moradillo de Roa,41.55164,-3.79118
Nava de Roa,Burgos,Nava de Roa,41.61326,-3.96442
Navas de Bureba,Burgos,Navas de Bureba,42.6809,-3.32698
Nebreda,Burgos,Nebreda,41.96881,-3.6343
Neila,Burgos,Neila,42.06016,-2.99691
Olmedillo de Roa,Burgos,Olmedillo de Roa,41.78362,-3.9342
Olmillos de Muñó,Burgos,Olmillos de Muñó,42.20322,-3.93911
Oña,Burgos,Oña,42.734,-3.41459
Oquillas,Burgos,Oquillas,41.83085,-3.70564
Orbaneja Riopico,Burgos,Orbaneja Riopico,42.36083,-3.58223
Padilla de Abajo,Burgos,Padilla de Abajo,42.40774,-4.17652
Padilla de Arriba,Burgos,Padilla de Arriba,42.43803,-4.19094
Padrones de Bureba,Burgos,Padrones de Bureba,42.70582,-3.53296
Palacios de la Sierra,Burgos,Palacios de la Sierra,41.96392,-3.12788
Palacios de Riopisuerga,Burgos,Palacios de Riopisuerga,42.34395,-4.25686
Palazuelos de la Sierra,Burgos,Palazuelos de la Sierra,42.21162,-3.46014
Palazuelos de Muñó,Burgos,Palazuelos de Muñó,42.19692,-3.98984
Pampliega,Burgos,Pampliega,42.20582,-3.98666
Pancorbo,Burgos,Pancorbo,42.629676,-3.111785
Pardilla,Burgos,Pardilla,41.55183,-3.71089
Partido de la Sierra en Tobalina,Burgos,Partido de la Sierra en Tobalina,42.72464,-3.23942
Pedrosa de Duero,Burgos,Pedrosa de Duero,41.71289,-3.98804
Pedrosa de Río Úrbel,Burgos,Pedrosa de Río Úrbel,42.416015,-3.841172
Pedrosa del Páramo,Burgos,Pedrosa del Páramo,42.44208,-3.9719
Pedrosa del Príncipe,Burgos,Pedrosa del Príncipe,42.24918,-4.19849
Peñaranda de Duero,Burgos,Peñaranda de Duero,41.68849,-3.47863
Peral de Arlanza,Burgos,Peral de Arlanza,42.064475,-4.067068
Piérnigas,Burgos,Piérnigas,42.5903,-3.41337
Pineda de la Sierra,Burgos,Pineda de la Sierra,42.2156,-3.2969
Pineda Trasmonte,Burgos,Pineda Trasmonte,41.9092,-3.69566
Pinilla de los Barruecos,Burgos,Pinilla de los Barruecos,41.91791,-3.30371
Pinilla de los Moros,Burgos,Pinilla de los Moros,42.06815,-3.32706
Pinilla Trasmonte,Burgos,Pinilla Trasmonte,41.87324,-3.61971
Poza de la Sal,Burgos,Poza de la Sal,42.66542,-3.5014
Prádanos de Bureba,Burgos,Prádanos de Bureba,42.50264,-3.34752
Pradoluengo,Burgos,Pradoluengo,42.323726,-3.200385
Presencio,Burgos,Presencio,42.18656,-3.90135
Puebla de Arganzón (La),Burgos,La Puebla de Arganzón,42.76622,-2.83059
Puentedura,Burgos,Puentedura,42.04134,-3.58227
Quemada,Burgos,Quemada,41.70073,-3.57476
Quintana del Pidio,Burgos,Quintana del Pidio,41.75886,-3.75121
Quintanabureba,Burgos,Quintanabureba,42.58665,-3.36684
Quintanaélez,Burgos,Quintanaélez,42.66921,-3.29877
Quintanaortuño,Burgos,Quintanaortuño,42.45,-3.68333
Quintanapalla,Burgos,Quintanapalla,42.40914,-3.53296
Quintanar de la Sierra,Burgos,Quintanar de la Sierra,41.986702,-3.031937
Quintanavides,Burgos,Quintanavides,42.48084,-3.42449
Quintanilla de la Mata,Burgos,Quintanilla de la Mata,41.98855,-3.76756
Quintanilla del Agua y Tordueles,Burgos,Quintanilla del Agua y Tordueles,42.051315,-3.645675
Quintanilla del Coco,Burgos,Quintanilla del Coco,41.98333,-3.51667
Quintanilla San García,Burgos,Quintanilla San García,42.5485,-3.19321
Quintanilla Vivar,Burgos,Quintanilla Vivar,42.41585,-3.68849
Quintanillas (Las),Burgos,Las Quintanillas,42.3725,-3.843889
Rabanera del Pinar,Burgos,Rabanera del Pinar,41.89375,-3.19665
Rábanos,Burgos,Rábanos,42.31971,-3.27029
Rabé de las Calzadas,Burgos,Rabé de las Calzadas,42.34065,-3.83414
Rebolledo de la Torre,Burgos,Rebolledo de la Torre,42.68931,-4.22693
Redecilla del Camino,Burgos,Redecilla del Camino,42.43804,-3.06547
Redecilla del Campo,Burgos,Redecilla del Campo,42.46675,-3.11531
Regumiel de la Sierra,Burgos,Regumiel de la Sierra,41.955008,-2.989327
Reinoso,Burgos,Reinoso,42.50915,-3.38466
Retuerta,Burgos,Retuerta,42.03316,-3.49918
Revilla del Campo,Burgos,Revilla del Campo,42.21081,-3.54289
Revilla Vallejera,Burgos,Revilla Vallejera,42.14674,-4.13379
Revilla y Ahedo (La),Burgos,La Revilla y Ahedo,41.99754,-3.35232
Revillarruz,Burgos,Revillarruz,42.23006,-3.65246
Rezmondo,Burgos,Rezmondo,42.51565,-4.23877
Riocavado de la Sierra,Burgos,Riocavado de la Sierra,42.15209,-3.19759
Roa,Burgos,Roa,41.696705,-3.929606
Rojas,Burgos,Rojas,42.57781,-3.44195
Royuela de Río Franco,Burgos,Royuela de Río Franco,42.00217,-3.95547
Rubena,Burgos,Rubena,42.38746,-3.57485
Rublacedo de Abajo,Burgos,Rublacedo de Abajo,42.55332,-3.50236
Rucandio,Burgos,Rucandio,42.7511,-3.54166
Salas de Bureba,Burgos,Salas de Bureba,42.6919,-3.47359
Salas de los Infantes,Burgos,Salas de los Infantes,42.018566,-3.280383
Saldaña de Burgos,Burgos,Saldaña de Burgos,42.25838,-3.69707
Salinillas de Bureba,Burgos,Salinillas de Bureba,42.55243,-3.38753
San Adrián de Juarros,Burgos,San Adrián de Juarros,42.27427,-3.47551
San Juan del Monte,Burgos,San Juan del Monte,41.68313,-3.52337
San Mamés de Burgos,Burgos,San Mamés de Burgos,42.33685,-3.79397
San Martín de Rubiales,Burgos,San Martín de Rubiales,41.64191,-3.99134
San Millán de Lara,Burgos,San Millán de Lara,42.13621,-3.34515
San Vicente del Valle,Burgos,San Vicente del Valle,42.33756,-3.1621
Santa Cecilia,Burgos,Santa Cecilia,42.05225,-3.80345
Santa Cruz de la Salceda,Burgos,Santa Cruz de la Salceda,41.59591,-3.59317
Santa Cruz del Valle Urbión,Burgos,Santa Cruz del Valle Urbión,42.30558,-3.2214
Santa Gadea del Cid,Burgos,Santa Gadea del Cid,42.71531,-3.05885
Santa Inés,Burgos,Santa Inés,42.04013,-3.70322
Santa María del Campo,Burgos,Santa María del Campo,42.132034,-3.972097
Santa María del Invierno,Burgos,Santa María del Invierno,42.44288,-3.43782
Santa María del Mercadillo,Burgos,Santa María del Mercadillo,41.869547,-3.558141
Santa María Rivarredonda,Burgos,Santa María Rivarredonda,42.64048,-3.18046
Santa Olalla de Bureba,Burgos,Santa Olalla de Bureba,42.47721,-3.44109
Santibáñez de Esgueva,Burgos,Santibáñez de Esgueva,41.83143,-3.75316
Santibáñez del Val,Burgos,Santibáñez del Val,41.97354,-3.48142
Santo Domingo de Silos,Burgos,Santo Domingo de Silos,41.964,-3.4174
Sargentes de la Lora,Burgos,Sargentes de la Lora,42.76917,-3.87278
Sarracín,Burgos,Sarracín,42.25813,-3.68608
Sasamón,Burgos,Sasamón,42.41687,-4.04288
Sequera de Haza (La),Burgos,La Sequera de Haza,41.56398,-3.81715
Solarana,Burgos,Solarana,41.97936,-3.66828
Sordillos,Burgos,Sordillos,42.46197,-4.10726
Sotillo de la Ribera,Burgos,Sotillo de la Ribera,41.77717,-3.82525
Sotragero,Burgos,Sotragero,42.40996,-3.71312
Sotresgudo,Burgos,Sotresgudo,42.57935,-4.17725
Susinos del Páramo,Burgos,Susinos del Páramo,42.47108,-3.92555
Tamarón,Burgos,Tamarón,42.27386,-3.99154
Tardajos,Burgos,Tardajos,42.34909,-3.817
Tejada,Burgos,Tejada,41.95249,-3.53514
Terradillos de Esgueva,Burgos,Terradillos de Esgueva,41.81885,-3.84318
