municipio,provincia,codigo_ine,municipio_nombre_humano,renta_bruta_media
Cadaqués,Girona,17032,Cadaqués,28235
Cádiar,Granada,18035,Cádiar,15773
Cádiz,Cádiz,11012,Cádiz,29055
Cadreita,Navarra,31064,Cadreita,15898
Cadrete,Zaragoza,50066,Cadrete,28366
Cájar,Granada,18036,Cájar,29297
Cala,Huelva,21016,Cala,18714
Calabazas de Fuentidueña,Segovia,40037,Calabazas de Fuentidueña,-
Calaceite,Teruel,44049,Calaceite,-
Calaf,Barcelona,8031,Calaf,27257
Calafell,Tarragona,43037,Calafell,27383
Calahorra,La Rioja,26036,Calahorra,25002
Calahorra (La),Granada,18114,La Calahorra,-
Calahorra de Boedo,Palencia,34041,Calahorra de Boedo,-
Calamocha,Teruel,44050,Calamocha,22646
Calamonte,Badajoz,6025,Calamonte,16655
Calanda,Teruel,44051,Calanda,20482
Calañas,Huelva,21017,Calañas,21715
Calasparra,Murcia,30013,Calasparra,18278
Calatañazor,Soria,42046,Calatañazor,-
Calatayud,Zaragoza,50067,Calatayud,24182
Calatorao,Zaragoza,50068,Calatorao,20525
Calcena,Zaragoza,50069,Calcena,-
Caldas de Reis,Pontevedra,36005,Caldas de Reis,21162
Caldearenas,Huesca,22072,Caldearenas,-
Calders,Barcelona,8034,Calders,31630
Caldes d'Estrac,Barcelona,8032,Caldes d'Estrac,38376
Caldes de Malavella,Girona,17033,Caldes de Malavella,29699
Caldes de Montbui,Barcelona,8033,Caldes de Montbui,32448
Calella,Barcelona,8035,Calella,26970
Calera de León,Badajoz,6026,Calera de León,-
Calera y Chozas,Toledo,45028,Calera y Chozas,19622
Caleruega,Burgos,9064,Caleruega,-
Caleruela,Toledo,45029,Caleruela,-
Calicasas,Granada,18037,Calicasas,-
Càlig,Castellón,12034,Càlig,19603
Calldetenes,Barcelona,8037,Calldetenes,28388
Calles,Valencia,46079,Calles,-
Callosa d'en Sarrià,Alicante,3048,Callosa d'en Sarrià,19215
Callosa de Segura,Alicante,3049,Callosa de Segura,19444
Callús,Barcelona,8038,Callús,28926
Calmarza,Zaragoza,50070,Calmarza,-
Calomarde,Teruel,44052,Calomarde,-
Calonge de Segarra,Barcelona,8036,Calonge de Segarra,-
Calonge i Sant Antoni,Girona,17034,Calonge i Sant Antoni,31305
Calp,Alicante,3047,Calp,22168
Caltojar,Soria,42048,Caltojar,-
Calvarrasa de Abajo,Salamanca,37069,Calvarrasa de Abajo,20995
Calvarrasa de Arriba,Salamanca,37070,Calvarrasa de Arriba,-
Calvià,Illes Balears,7011,Calvià,32426
Calvos de Randín,Ourense,32016,Calvos de Randín,-
Calzada de Béjar (La),Salamanca,37071,La Calzada de Béjar,-
Calzada de Calatrava,Ciudad Real,13027,Calzada de Calatrava,19563
Calzada de Don Diego,Salamanca,37072,Calzada de Don Diego,-
Calzada de los Molinos,Palencia,34042,Calzada de los Molinos,-
Calzada de Oropesa,Toledo,45030,Calzada de Oropesa,-
Calzada de Valdunciel,Salamanca,37073,Calzada de Valdunciel,-
Calzada del Coto,León,24031,Calzada del Coto,-
Calzadilla,Cáceres,10040,Calzadilla,-
Calzadilla de los Barros,Badajoz,6027,Calzadilla de los Barros,-
Calzadilla de Tera,Zamora,49032,Calzadilla de Tera,-
Camaleño,Cantabria,39015,Camaleño,-
Camañas,Teruel,44053,Camañas,-
Camarasa,Lleida,25062,Camarasa,-
Camarena,Toledo,45031,Camarena,20539
Camarena de la Sierra,Teruel,44054,Camarena de la Sierra,-
Camarenilla,Toledo,45032,Camarenilla,-
Camargo,Cantabria,39016,Camargo,26123
Camarillas,Teruel,44055,Camarillas,-
Camariñas,A Coruña,15016,Camariñas,17836
Camarles,Tarragona,43903,Camarles,21099
Camarma de Esteruelas,Madrid,28032,Camarma de Esteruelas,28480
Camarzana de Tera,Zamora,49033,Camarzana de Tera,-
Camas,Sevilla,41021,Camas,23633
Cambados,Pontevedra,36006,Cambados,19275
Cambil,Jaén,23018,Cambil,13239
Cambre,A Coruña,15017,Cambre,40774
Cambrils,Tarragona,43038,Cambrils,31256
Caminomorisco,Cáceres,10041,Caminomorisco,16105
Caminreal,Teruel,44056,Caminreal,-
Camós,Girona,17035,Camós,-
Campana (La),Sevilla,41022,La Campana,15314
Campanario,Badajoz,6028,Campanario,17361
Campanet,Illes Balears,7012,Campanet,28712
Campaspero,Valladolid,47030,Campaspero,18910
Campazas,León,24032,Campazas,-
Campdevànol,Girona,17036,Campdevànol,27049
Campelles,Girona,17037,Campelles,-
Campello (El),Alicante,3050,El Campello,30292
Campezo/Kanpezu,Álava,1017,Campezo/Kanpezu,34187
Campillo (El),Huelva,21018,El Campillo,20364
Campillo (El),Valladolid,47031,El Campillo,-
Campillo de Altobuey,Cuenca,16042,Campillo de Altobuey,16467
Campillo de Aragón,Zaragoza,50071,Campillo de Aragón,-
Campillo de Aranda,Burgos,9065,Campillo de Aranda,-
Campillo de Arenas,Jaén,23019,Campillo de Arenas,16130
Campillo de Azaba,Salamanca,37074,Campillo de Azaba,-
Campillo de Deleitosa,Cáceres,10042,Campillo de Deleitosa,-
Campillo de Dueñas,Guadalajara,19059,Campillo de Dueñas,-
Campillo de la Jara (El),Toledo,45033,El Campillo de la Jara,-
Campillo de Llerena,Badajoz,6029,Campillo de Llerena,14476
Campillo de Ranas,Guadalajara,19060,Campillo de Ranas,-
Campillos,Málaga,29032,Campillos,20215
Campillos-Paravientos,Cuenca,16043,Campillos-Paravientos,-
Campillos-Sierra,Cuenca,16044,Campillos-Sierra,-
Campins,Barcelona,8039,Campins,-
Campisábalos,Guadalajara,19061,Campisábalos,-
Campllong,Girona,17038,Campllong,-
Campo,Huesca,22074,Campo,-
Campo de Criptana,Ciudad Real,13028,Campo de Criptana,20863
Campo de Mirra/Camp de Mirra (El),Alicante,3051,El Campo de Mirra/Camp de Mirra,-
Campo de Peñaranda (El),Salamanca,37077,El Campo de Peñaranda,-
Campo de San Pedro,Segovia,40039,Campo de San Pedro,-
Campo de Villavidel,León,24033,Campo de Villavidel,-
Campo Lameiro,Pontevedra,36007,Campo Lameiro,18999
Campo Lugar,Cáceres,10043,Campo Lugar,-
Campo Real,Madrid,28033,Campo Real,25649
Campofrío,Huelva,21019,Campofrío,-
Campolara,Burgos,9066,Campolara,-
Camponaraya,León,24034,Camponaraya,20823
Campoo de Enmedio,Cantabria,39027,Campoo de Enmedio,25370
Campoo de Yuso,Cantabria,39017,Campoo de Yuso,-
Camporredondo,Valladolid,47032,Camporredondo,-
Camporrélls,Huesca,22075,Camporrélls,-
Camporrobles,Valencia,46080,Camporrobles,17711
Campos,Illes Balears,7013,Campos,26062
Campos del Paraíso,Cuenca,16901,Campos del Paraíso,-
Campos del Río,Murcia,30014,Campos del Río,17952
Campotéjar,Granada,18038,Campotéjar,16279
Camprodon,Girona,17039,Camprodon,30990
Camprovín,La Rioja,26037,Camprovín,-
Camuñas,Toledo,45034,Camuñas,17345
Canal de Berdún,Huesca,22076,Canal de Berdún,-
Canalejas de Peñafiel,Valladolid,47033,Canalejas de Peñafiel,-
Canalejas del Arroyo,Cuenca,16045,Canalejas del Arroyo,-
Canales,Ávila,5046,Canales,-
Canales de la Sierra,La Rioja,26038,Canales de la Sierra,-
Canals,Valencia,46081,Canals,19786
Candamo,Asturias,33010,Candamo,23090
Candasnos,Huesca,22077,Candasnos,-
Candelaria,Santa Cruz de Tenerife,38011,Candelaria,27010
Candelario,Salamanca,37078,Candelario,-
Candeleda,Ávila,5047,Candeleda,16665
Candilichera,Soria,42049,Candilichera,-
Candín,León,24036,Candín,-
Canejan,Lleida,25063,Canejan,-
Canena,Jaén,23020,Canena,17938
Canencia,Madrid,28034,Canencia,-
Canet d'Adri,Girona,17040,Canet d'Adri,-
Canet d'En Berenguer,Valencia,46082,Canet d'En Berenguer,33143
Canet de Mar,Barcelona,8040,Canet de Mar,29050
Canet lo Roig,Castellón,12036,Canet lo Roig,-
Canfranc,Huesca,22078,Canfranc,-
Cangas,Pontevedra,36008,Cangas,24870
Cangas de Onís,Asturias,33012,Cangas de Onís,19914
Cangas del Narcea,Asturias,33011,Cangas del Narcea,23645
Canicosa de la Sierra,Burgos,9067,Canicosa de la Sierra,-
Caniles,Granada,18039,Caniles,16575
Canillas de Abajo,Salamanca,37079,Canillas de Abajo,-
Canillas de Aceituno,Málaga,29033,Canillas de Aceituno,15055
Canillas de Albaida,Málaga,29034,Canillas de Albaida,-
Canillas de Esgueva,Valladolid,47034,Canillas de Esgueva,-
Canillas de Río Tuerto,La Rioja,26039,Canillas de Río Tuerto,-
Canjáyar,Almería,4030,Canjáyar,15070
Canonja (La),Tarragona,43907,La Canonja,25983
Canovelles,Barcelona,8041,Canovelles,27483
Cànoves i Samalús,Barcelona,8042,Cànoves i Samalús,31436
Canredondo,Guadalajara,19064,Canredondo,-
Cantabrana,Burgos,9068,Cantabrana,-
Cantagallo,Salamanca,37080,Cantagallo,-
Cantalapiedra,Salamanca,37081,Cantalapiedra,-
Cantalejo,Segovia,40040,Cantalejo,21779
Cantallops,Girona,17041,Cantallops,-
Cantalojas,Guadalajara,19065,Cantalojas,-
Cantalpino,Salamanca,37082,Cantalpino,-
Cantaracillo,Salamanca,37083,Cantaracillo,-
Cantavieja,Teruel,44059,Cantavieja,-
Cantillana,Sevilla,41023,Cantillana,18273
Cantimpalos,Segovia,40041,Cantimpalos,22226
Cantiveros,Ávila,5048,Cantiveros,-
Cantoria,Almería,4031,Cantoria,19179
Canyelles,Barcelona,8043,Canyelles,29418
Cañada,Alicante,3052,Cañada,21622
Cañada de Benatanduz,Teruel,44060,Cañada de Benatanduz,-
Cañada de Calatrava,Ciudad Real,13029,Cañada de Calatrava,-
Cañada de Verich (La),Teruel,44061,La Cañada de Verich,-
Cañada del Hoyo,Cuenca,16046,Cañada del Hoyo,-
Cañada Juncosa,Cuenca,16047,Cañada Juncosa,-
Cañada Rosal,Sevilla,41901,Cañada Rosal,16576
Cañada Vellida,Teruel,44062,Cañada Vellida,-
Cañamaque,Soria,42050,Cañamaque,-
Cañamares,Cuenca,16048,Cañamares,-
Cañamero,Cáceres,10044,Cañamero,15305
Cáñar,Granada,18040,Cáñar,-
Cañas,La Rioja,26040,Cañas,-
Cañavate (El),Cuenca,16049,El Cañavate,-
Cañaveral,Cáceres,10045,Cañaveral,16893
Cañaveral de León,Huelva,21020,Cañaveral de León,-
Cañaveras,Cuenca,16050,Cañaveras,-
Cañaveruelas,Cuenca,16051,Cañaveruelas,-
Cañete,Cuenca,16052,Cañete,-
Cañete de las Torres,Córdoba,14014,Cañete de las Torres,15770
Cañete la Real,Málaga,29035,Cañete la Real,16740
Cañiza (A),Pontevedra,36009,A Cañiza,18084
Cañizal,Zamora,49034,Cañizal,-
Cañizar,Guadalajara,19066,Cañizar,-
Cañizar del Olivar,Teruel,44063,Cañizar del Olivar,-
Cañizares,Cuenca,16053,Cañizares,-
Cañizo,Zamora,49035,Cañizo,-
Capafonts,Tarragona,43039,Capafonts,-
Caparroso,Navarra,31065,Caparroso,17709
Capçanes,Tarragona,43040,Capçanes,-
Capdepera,Illes Balears,7014,Capdepera,23235
Capdesaso,Huesca,22079,Capdesaso,-
Capela (A),A Coruña,15018,A Capela,22681
Capella,Huesca,22080,Capella,-
Capellades,Barcelona,8044,Capellades,27957
Capileira,Granada,18042,Capileira,-
Capilla,Badajoz,6030,Capilla,-
Capillas,Palencia,34045,Capillas,-
Capmany,Girona,17042,Capmany,-
Capolat,Barcelona,8045,Capolat,-
Carabantes,Soria,42051,Carabantes,-
Carabaña,Madrid,28035,Carabaña,23219
Carabias,Segovia,40161,Carabias,-
Caracena,Soria,42052,Caracena,-
Caracuel de Calatrava,Ciudad Real,13030,Caracuel de Calatrava,-
Carataunas,Granada,18043,Carataunas,-
Caravaca de la Cruz,Murcia,30015,Caravaca de la Cruz,21417
Caravia,Asturias,33013,Caravia,-
Carazo,Burgos,9070,Carazo,-
Carbajales de Alba,Zamora,49036,Carbajales de Alba,-
Carbajo,Cáceres,10046,Carbajo,-
Carbajosa de la Sagrada,Salamanca,37085,Carbajosa de la Sagrada,38382
Carballeda de Avia,Ourense,32018,Carballeda de Avia,16435
Carballeda de Valdeorras,Ourense,32017,Carballeda de Valdeorras,21541
Carballedo,Lugo,27009,Carballedo,16115
Carballiño (O),Ourense,32019,O Carballiño,20100
Carballo,A Coruña,15019,Carballo,21824
Carbellino,Zamora,49037,Carbellino,-
Carboneras,Almería,4032,Carboneras,23911
Carboneras de Guadazaón,Cuenca,16055,Carboneras de Guadazaón,-
Carbonero el Mayor,Segovia,40043,Carbonero el Mayor,21684
Carboneros,Jaén,23021,Carboneros,-
Carcaboso,Cáceres,10047,Carcaboso,16505
Carcabuey,Córdoba,14015,Carcabuey,16085
Carcaixent,Valencia,46083,Carcaixent,22044
Cárcar,Navarra,31066,Cárcar,15323
Carcastillo,Navarra,31067,Carcastillo,16319
Carcedo de Bureba,Burgos,9071,Carcedo de Bureba,-
Carcedo de Burgos,Burgos,9072,Carcedo de Burgos,-
Carcelén,Albacete,2020,Carcelén,-
Càrcer,Valencia,46084,Càrcer,19500
Cárcheles,Jaén,23901,Cárcheles,16711
Cardedeu,Barcelona,8046,Cardedeu,34012
Cárdenas,La Rioja,26041,Cárdenas,-
Cardenete,Cuenca,16056,Cardenete,-
Cardeña,Córdoba,14016,Cardeña,15965
Cardeñadijo,Burgos,9073,Cardeñadijo,27153
Cardeñajimeno,Burgos,9074,Cardeñajimeno,35666
Cardeñosa,Ávila,5049,Cardeñosa,-
Cardeñosa de Volpejera,Palencia,34046,Cardeñosa de Volpejera,-
Cardeñuela Riopico,Burgos,9075,Cardeñuela Riopico,-
Cardiel de los Montes,Toledo,45035,Cardiel de los Montes,-
Cardona,Barcelona,8047,Cardona,27631
Cardoso de la Sierra (El),Guadalajara,19067,El Cardoso de la Sierra,-
Carenas,Zaragoza,50072,Carenas,-
Cariñena,Zaragoza,50073,Cariñena,22598
Cariño,A Coruña,15901,Cariño,19374
Carlet,Valencia,46085,Carlet,22714
Carlota (La),Córdoba,14017,La Carlota,18024
Carme,Barcelona,8048,Carme,-
Carmena,Toledo,45036,Carmena,-
Cármenes,León,24037,Cármenes,-
Carmona,Sevilla,41024,Carmona,21660
Carmonita,Badajoz,6031,Carmonita,-
Carnota,A Coruña,15020,Carnota,19494
Carolina (La),Jaén,23024,La Carolina,21029
Carpio,Valladolid,47035,Carpio,-
Carpio (El),Córdoba,14018,El Carpio,18510
Carpio de Azaba,Salamanca,37086,Carpio de Azaba,-
Carpio de Tajo (El),Toledo,45037,El Carpio de Tajo,17693
Carracedelo,León,24038,Carracedelo,22384
Carral,A Coruña,15021,Carral,22913
Carranque,Toledo,45038,Carranque,25803
Carrascal de Barregas,Salamanca,37087,Carrascal de Barregas,28769
Carrascal del Obispo,Salamanca,37088,Carrascal del Obispo,-
Carrascal del Río,Segovia,40044,Carrascal del Río,-
Carrascalejo,Cáceres,10048,Carrascalejo,-
Carrascalejo (El),Badajoz,6032,El Carrascalejo,-
Carrascosa,Cuenca,16057,Carrascosa,-
Carrascosa de Abajo,Soria,42053,Carrascosa de Abajo,-
Carrascosa de Haro,Cuenca,16058,Carrascosa de Haro,-
Carrascosa de la Sierra,Soria,42054,Carrascosa de la Sierra,-
Carratraca,Málaga,29036,Carratraca,-
Carreño,Asturias,33014,Carreño,26791
Carrera (La),Ávila,5051,La Carrera,-
Carrias,Burgos,9076,Carrias,-
Carriches,Toledo,45039,Carriches,-
Carrícola,Valencia,46086,Carrícola,-
Carrión de Calatrava,Ciudad Real,13031,Carrión de Calatrava,20218
Carrión de los Céspedes,Sevilla,41025,Carrión de los Céspedes,19331
Carrión de los Condes,Palencia,34047,Carrión de los Condes,20449
Carrizo,León,24039,Carrizo,19585
Carrizosa,Ciudad Real,13032,Carrizosa,14098
Carrocera,León,24040,Carrocera,-
Cartagena,Murcia,30016,Cartagena,26593
Cartajima,Málaga,29037,Cartajima,-
Cártama,Málaga,29038,Cártama,20641
Cartaya,Huelva,21021,Cartaya,19813
Cartelle,Ourense,32020,Cartelle,17478
Cartes,Cantabria,39018,Cartes,23160
Carucedo,León,24041,Carucedo,-
Casa de Uceda,Guadalajara,19070,Casa de Uceda,-
Casabermeja,Málaga,29039,Casabermeja,19541
Casafranca,Salamanca,37089,Casafranca,-
Casalarreina,La Rioja,26042,Casalarreina,21930
Casar (El),Guadalajara,19071,El Casar,31917
Casar de Cáceres,Cáceres,10049,Casar de Cáceres,19009
Casar de Escalona (El),Toledo,45040,El Casar de Escalona,19620
Casar de Palomero,Cáceres,10050,Casar de Palomero,14680
Casarabonela,Málaga,29040,Casarabonela,17818
Casarejos,Soria,42055,Casarejos,-
Casares,Málaga,29041,Casares,22769
Casares de las Hurdes,Cáceres,10051,Casares de las Hurdes,-
Casariche,Sevilla,41026,Casariche,16115
Casarrubios del Monte,Toledo,45041,Casarrubios del Monte,23289
Casarrubuelos,Madrid,28036,Casarrubuelos,26484
Casas Altas,Valencia,46087,Casas Altas,-
Casas Bajas,Valencia,46088,Casas Bajas,-
Casas de Benítez,Cuenca,16060,Casas de Benítez,-
Casas de Don Antonio,Cáceres,10052,Casas de Don Antonio,-
Casas de Don Gómez,Cáceres,10053,Casas de Don Gómez,-
Casas de Don Pedro,Badajoz,6033,Casas de Don Pedro,15367
Casas de Fernando Alonso,Cuenca,16061,Casas de Fernando Alonso,15594
Casas de Garcimolina,Cuenca,16062,Casas de Garcimolina,-
Casas de Guijarro,Cuenca,16063,Casas de Guijarro,-
Casas de Haro,Cuenca,16064,Casas de Haro,-
Casas de Juan Núñez,Albacete,2021,Casas de Juan Núñez,18112
Casas de Lázaro,Albacete,2022,Casas de Lázaro,-
Casas de los Pinos,Cuenca,16065,Casas de los Pinos,-
Casas de Millán,Cáceres,10056,Casas de Millán,-
Casas de Miravete,Cáceres,10057,Casas de Miravete,-
Casas de Reina,Badajoz,6034,Casas de Reina,-
Casas de San Galindo,Guadalajara,19073,Casas de San Galindo,-
Casas de Ves,Albacete,2023,Casas de Ves,-
Casas del Castañar,Cáceres,10054,Casas del Castañar,-
Casas del Conde (Las),Salamanca,37090,Las Casas del Conde,-
Casas del Monte,Cáceres,10055,Casas del Monte,-
Casas del Puerto,Ávila,5052,Casas del Puerto,-
Casas-Ibáñez,Albacete,2024,Casas-Ibáñez,20133
Casasbuenas,Toledo,45042,Casasbuenas,-
Casaseca de Campeán,Zamora,49038,Casaseca de Campeán,-
Casaseca de las Chanas,Zamora,49039,Casaseca de las Chanas,-
Casasimarro,Cuenca,16066,Casasimarro,17172
Casasola,Ávila,5053,Casasola,-
Casasola de Arión,Valladolid,47036,Casasola de Arión,-
Casatejada,Cáceres,10058,Casatejada,18976
Casavieja,Ávila,5054,Casavieja,16703
Casbas de Huesca,Huesca,22081,Casbas de Huesca,-
Cascajares de Bureba,Burgos,9077,Cascajares de Bureba,-
Cascajares de la Sierra,Burgos,9078,Cascajares de la Sierra,-
Cascante,Navarra,31068,Cascante,16561
Cascante del Río,Teruel,44064,Cascante del Río,-
Cáseda,Navarra,31069,Cáseda,20658
Caseres,Tarragona,43041,Caseres,-
Casillas,Ávila,5055,Casillas,-
Casillas de Coria,Cáceres,10059,Casillas de Coria,-
Casillas de Flores,Salamanca,37091,Casillas de Flores,-
Casinos,Valencia,46089,Casinos,20633
Casla,Segovia,40045,Casla,-
Caso,Asturias,33015,Caso,19451
Caspe,Zaragoza,50074,Caspe,19790
Caspueñas,Guadalajara,19074,Caspueñas,-
Cassà de la Selva,Girona,17044,Cassà de la Selva,29033
Casserres,Barcelona,8049,Casserres,29226
Castalla,Alicante,3053,Castalla,22284
Castañar de Ibor,Cáceres,10060,Castañar de Ibor,14769
Castañares de Rioja,La Rioja,26043,Castañares de Rioja,-
Castañeda,Cantabria,39019,Castañeda,23298
Castaño del Robledo,Huelva,21022,Castaño del Robledo,-
Cástaras,Granada,18044,Cástaras,-
Castejón,Cuenca,16067,Castejón,-
Castejón,Navarra,31070,Castejón,17055
Castejón de Alarba,Zaragoza,50075,Castejón de Alarba,-
Castejón de Henares,Guadalajara,19075,Castejón de Henares,-
Castejón de las Armas,Zaragoza,50076,Castejón de las Armas,-
Castejón de Monegros,Huesca,22083,Castejón de Monegros,-
Castejón de Sos,Huesca,22084,Castejón de Sos,-
Castejón de Tornos,Teruel,44065,Castejón de Tornos,-
Castejón de Valdejasa,Zaragoza,50077,Castejón de Valdejasa,-
Castejón del Puente,Huesca,22082,Castejón del Puente,-
Castel de Cabra,Teruel,44066,Castel de Cabra,-
Castelflorite,Huesca,22085,Castelflorite,-
Castell (Es),Illes Balears,7064,Es Castell,26639
Castell de Cabres,Castellón,12037,Castell de Cabres,-
Castell de Castells,Alicante,3054,Castell de Castells,-
Castell de Guadalest (El),Alicante,3075,El Castell de Guadalest,-
Castell de l'Areny,Barcelona,8057,Castell de l'Areny,-
Castell de Mur,Lleida,25904,Castell de Mur,-
Castell-Platja d'Aro,Girona,17048,Castell-Platja d'Aro,30335
Castellanos de Castro,Burgos,9079,Castellanos de Castro,-
Castellanos de Moriscos,Salamanca,37092,Castellanos de Moriscos,22904
Castellanos de Villiquera,Salamanca,37185,Castellanos de Villiquera,-
Castellanos de Zapardiel,Ávila,5056,Castellanos de Zapardiel,-
Castellar,Jaén,23025,Castellar,15018
Castellar (El),Teruel,44070,El Castellar,-
Castellar de la Frontera,Cádiz,11013,Castellar de la Frontera,22015
Castellar de la Muela,Guadalajara,19076,Castellar de la Muela,-
Castellar de la Ribera,Lleida,25064,Castellar de la Ribera,-
Castellar de n'Hug,Barcelona,8052,Castellar de n'Hug,-
Castellar de Santiago,Ciudad Real,13033,Castellar de Santiago,15474
Castellar del Riu,Barcelona,8050,Castellar del Riu,-
Castellar del Vallès,Barcelona,8051,Castellar del Vallès,31793
Castellbell i el Vilar,Barcelona,8053,Castellbell i el Vilar,26263
Castellbisbal,Barcelona,8054,Castellbisbal,30904
Castellcir,Barcelona,8055,Castellcir,-
Castelldans,Lleida,25067,Castelldans,-
Castelldefels,Barcelona,8056,Castelldefels,45020
Castellet i la Gornal,Barcelona,8058,Castellet i la Gornal,26575
Castellfollit de la Roca,Girona,17046,Castellfollit de la Roca,-
Castellfollit de Riubregós,Barcelona,8060,Castellfollit de Riubregós,-
Castellfollit del Boix,Barcelona,8059,Castellfollit del Boix,-
Castellfort,Castellón,12038,Castellfort,-
Castellgalí,Barcelona,8061,Castellgalí,28864
Castellnou de Bages,Barcelona,8062,Castellnou de Bages,31886
Castellnou de Seana,Lleida,25068,Castellnou de Seana,-
Castellnovo,Castellón,12039,Castellnovo,-
Castelló,Valencia,46257,Castelló,19993
Castelló d'Empúries,Girona,17047,Castelló d'Empúries,27129
Castelló de Farfanya,Lleida,25069,Castelló de Farfanya,-
Castelló de Rugat,Valencia,46090,Castelló de Rugat,20308
Castellolí,Barcelona,8063,Castellolí,-
Castellón de la Plana,Castellón,12040,Castellón de la Plana,28143
Castellonet de la Conquesta,Valencia,46091,Castellonet de la Conquesta,-
Castellote,Teruel,44071,Castellote,-
Castellserà,Lleida,25070,Castellserà,-
Castellterçol,Barcelona,8064,Castellterçol,28841
Castellvell del Camp,Tarragona,43042,Castellvell del Camp,36843
Castellví de la Marca,Barcelona,8065,Castellví de la Marca,26833
Castellví de Rosanes,Barcelona,8066,Castellví de Rosanes,36039
Castelnou,Teruel,44067,Castelnou,-
Castelserás,Teruel,44068,Castelserás,-
Castielfabib,Valencia,46092,Castielfabib,-
Castiello de Jaca,Huesca,22086,Castiello de Jaca,-
Castigaleu,Huesca,22087,Castigaleu,-
Castil de Peones,Burgos,9083,Castil de Peones,-
Castil de Vela,Palencia,34048,Castil de Vela,-
Castilblanco,Badajoz,6035,Castilblanco,-
Castilblanco de los Arroyos,Sevilla,41027,Castilblanco de los Arroyos,18367
Castildelgado,Burgos,9082,Castildelgado,-
Castilfalé,León,24042,Castilfalé,-
Castilforte,Guadalajara,19078,Castilforte,-
Castilfrío de la Sierra,Soria,42056,Castilfrío de la Sierra,-
Castiliscar,Zaragoza,50078,Castiliscar,-
Castillazuelo,Huesca,22088,Castillazuelo,-
Castilleja de Guzmán,Sevilla,41028,Castilleja de Guzmán,31446
Castilleja de la Cuesta,Sevilla,41029,Castilleja de la Cuesta,24442
Castilleja del Campo,Sevilla,41030,Castilleja del Campo,-
Castilléjar,Granada,18045,Castilléjar,16808
Castillejo de Iniesta,Cuenca,16068,Castillejo de Iniesta,-
Castillejo de Martín Viejo,Salamanca,37096,Castillejo de Martín Viejo,-
Castillejo de Mesleón,Segovia,40046,Castillejo de Mesleón,-
Castillejo de Robledo,Soria,42058,Castillejo de Robledo,-
Castillejo-Sierra,Cuenca,16070,Castillejo-Sierra,-
Castillo de Bayuela,Toledo,45043,Castillo de Bayuela,-
Castillo de Garcimuñoz,Cuenca,16072,Castillo de Garcimuñoz,-
Castillo de las Guardas (El),Sevilla,41031,El Castillo de las Guardas,18270
Castillo de Locubín,Jaén,23026,Castillo de Locubín,15506
Castillo de Villamalefa,Castellón,12041,Castillo de Villamalefa,-
Castillo-Albaráñez,Cuenca,16071,Castillo-Albaráñez,-
Castillonroy,Huesca,22089,Castillonroy,-
Castillonuevo,Navarra,31071,Castillonuevo,-
Castilnuevo,Guadalajara,19079,Castilnuevo,-
Castilruiz,Soria,42057,Castilruiz,-
Castraz,Salamanca,37097,Castraz,-
Castrejón de la Peña,Palencia,34049,Castrejón de la Peña,-
Castrejón de Trabancos,Valladolid,47037,Castrejón de Trabancos,-
Castrelo de Miño,Ourense,32022,Castrelo de Miño,17933
Castrelo do Val,Ourense,32021,Castrelo do Val,-
Castril,Granada,18046,Castril,14117
Castrillo de Cabrera,León,24043,Castrillo de Cabrera,-
Castrillo de Don Juan,Palencia,34050,Castrillo de Don Juan,-
Castrillo de Duero,Valladolid,47038,Castrillo de Duero,-
Castrillo de la Guareña,Zamora,49040,Castrillo de la Guareña,-
Castrillo de la Reina,Burgos,9084,Castrillo de la Reina,-
Castrillo de la Valduerna,León,24044,Castrillo de la Valduerna,-
Castrillo de la Vega,Burgos,9085,Castrillo de la Vega,-
Castrillo de Onielo,Palencia,34051,Castrillo de Onielo,-
Castrillo de Riopisuerga,Burgos,9088,Castrillo de Riopisuerga,-
Castrillo de Villavega,Palencia,34052,Castrillo de Villavega,-
Castrillo del Val,Burgos,9086,Castrillo del Val,-
Castrillo Mota de Judíos,Burgos,9090,Castrillo Mota de Judíos,-
Castrillo-Tejeriego,Valladolid,47039,Castrillo-Tejeriego,-
Castrillón,Asturias,33016,Castrillón,30330
Castro Caldelas,Ourense,32023,Castro Caldelas,18808
Castro de Filabres,Almería,4033,Castro de Filabres,-
Castro de Fuentidueña,Segovia,40047,Castro de Fuentidueña,-
Castro de Rei,Lugo,27010,Castro de Rei,18270
Castro del Río,Córdoba,14019,Castro del Río,17332
Castro-Urdiales,Cantabria,39020,Castro-Urdiales,31314
Castrobol,Valladolid,47040,Castrobol,-
Castrocalbón,León,24046,Castrocalbón,-
Castrocontrigo,León,24047,Castrocontrigo,-
Castrodeza,Valladolid,47041,Castrodeza,-
Castrogonzalo,Zamora,49041,Castrogonzalo,-
Castrojeriz,Burgos,9091,Castrojeriz,-
Castrojimeno,Segovia,40048,Castrojimeno,-
Castromembibre,Valladolid,47042,Castromembibre,-
Castromocho,Palencia,34053,Castromocho,-
Castromonte,Valladolid,47043,Castromonte,-
Castronuevo,Zamora,49042,Castronuevo,-
Castronuevo de Esgueva,Valladolid,47044,Castronuevo de Esgueva,-
Castronuño,Valladolid,47045,Castronuño,-
Castropodame,León,24049,Castropodame,23396
Castropol,Asturias,33017,Castropol,21443
Castroponce,Valladolid,47046,Castroponce,-
