municipio,provincia,codigo_ine,municipio_nombre_humano,renta_bruta_media
Olivares de Duero,Valladolid,47103,Olivares de Duero,-
Olivares de Júcar,Cuenca,16139,Olivares de Júcar,-
Olivella,Barcelona,8148,Olivella,32872
Olivenza,Badajoz,6095,Olivenza,18073
Ollauri,La Rioja,26111,Ollauri,-
Olleria (L'),Valencia,46183,L' Olleria,22625
Olmeda de Cobeta,Guadalajara,19201,Olmeda de Cobeta,-
Olmeda de Jadraque (La),Guadalajara,19202,La Olmeda de Jadraque,-
Olmeda de la Cuesta,Cuenca,16140,Olmeda de la Cuesta,-
Olmeda de las Fuentes,Madrid,28101,Olmeda de las Fuentes,-
Olmeda del Rey,Cuenca,16141,Olmeda del Rey,-
Olmedilla de Alarcón,Cuenca,16142,Olmedilla de Alarcón,-
Olmedilla de Eliz,Cuenca,16143,Olmedilla de Eliz,-
Olmedillo de Roa,Burgos,9235,Olmedillo de Roa,-
Olmedo,Valladolid,47104,Olmedo,22665
Olmedo de Camaces,Salamanca,37223,Olmedo de Camaces,-
Olmillos de Castro,Zamora,49138,Olmillos de Castro,-
Olmillos de Muñó,Burgos,9236,Olmillos de Muñó,-
Olmos (Los),Teruel,44173,Los Olmos,-
Olmos de Esgueva,Valladolid,47105,Olmos de Esgueva,-
Olmos de Ojeda,Palencia,34114,Olmos de Ojeda,-
Olmos de Peñafiel,Valladolid,47106,Olmos de Peñafiel,-
Olocau,Valencia,46182,Olocau,27116
Olocau del Rey,Castellón,12083,Olocau del Rey,-
Olombrada,Segovia,40149,Olombrada,-
Olóriz/Oloritz,Navarra,31192,Olóriz/Oloritz,21780
Olost,Barcelona,8149,Olost,29264
Olot,Girona,17114,Olot,28632
Oluges (Les),Lleida,25152,Les Oluges,-
Olula de Castro,Almería,4068,Olula de Castro,-
Olula del Río,Almería,4069,Olula del Río,21025
Olvan,Barcelona,8144,Olvan,-
Ólvega,Soria,42134,Ólvega,23325
Olvena,Huesca,22164,Olvena,-
Olvera,Cádiz,11024,Olvera,17847
Olvés,Zaragoza,50194,Olvés,-
Omañas (Las),León,24104,Las Omañas,-
Omellons (Els),Lleida,25153,Els Omellons,-
Omells de na Gaia (Els),Lleida,25154,Els Omells de na Gaia,-
Oncala,Soria,42135,Oncala,-
Onda,Castellón,12084,Onda,24937
Ondara,Alicante,3095,Ondara,20289
Ondarroa,Bizkaia,48073,Ondarroa,40014
Onil,Alicante,3096,Onil,21720
Onís,Asturias,33043,Onís,-
Ontígola,Toledo,45123,Ontígola,26482
Ontinyent,Valencia,46184,Ontinyent,23328
Ontiñena,Huesca,22165,Ontiñena,-
Ontur,Albacete,2056,Ontur,15753
Onzonilla,León,24105,Onzonilla,22985
Oña,Burgos,9238,Oña,20099
Oñati,Gipuzkoa,20059,Oñati,52685
Oquillas,Burgos,9239,Oquillas,-
Orba,Alicante,3097,Orba,19900
Orbada (La),Salamanca,37224,La Orbada,-
Orbaizeta,Navarra,31195,Orbaizeta,18505
Orbaneja Riopico,Burgos,9241,Orbaneja Riopico,-
Orbara,Navarra,31196,Orbara,17599
Orbita,Ávila,5174,Orbita,-
Orcajo,Zaragoza,50195,Orcajo,-
Orce,Granada,18146,Orce,15086
Orcera,Jaén,23065,Orcera,17689
Ordes,A Coruña,15059,Ordes,20970
Ordial (El),Guadalajara,19203,El Ordial,-
Ordis,Girona,17115,Ordis,-
Ordizia,Gipuzkoa,20076,Ordizia,47484
Orea,Guadalajara,19204,Orea,-
Orejana,Segovia,40150,Orejana,-
Orellana de la Sierra,Badajoz,6096,Orellana de la Sierra,-
Orellana la Vieja,Badajoz,6097,Orellana la Vieja,19316
Orendain,Gipuzkoa,20905,Orendain,58615
Orera,Zaragoza,50196,Orera,-
Orés,Zaragoza,50197,Orés,-
Orexa,Gipuzkoa,20060,Orexa,44775
Organyà,Lleida,25155,Organyà,-
Orgaz,Toledo,45124,Orgaz,19978
Órgiva,Granada,18147,Órgiva,20130
Oria,Almería,4070,Oria,15867
Orihuela,Alicante,3099,Orihuela,21482
Orihuela del Tremedal,Teruel,44174,Orihuela del Tremedal,-
Orio,Gipuzkoa,20061,Orio,48894
Orís,Barcelona,8150,Orís,-
Orísoain,Navarra,31197,Orísoain,17819
Oristà,Barcelona,8151,Oristà,-
Orkoien,Navarra,31906,Orkoien,24055
Ormaiztegi,Gipuzkoa,20062,Ormaiztegi,51694
Oronz/Orontze,Navarra,31198,Oronz/Orontze,21498
Oropesa,Toledo,45125,Oropesa,20341
Oropesa del Mar/Orpesa,Castellón,12085,Oropesa del Mar/Orpesa,25011
Oroso,A Coruña,15060,Oroso,22585
Orotava (La),Santa Cruz de Tenerife,38026,La Orotava,22206
Oroz-Betelu/Orotz-Betelu,Navarra,31199,Oroz-Betelu/Orotz-Betelu,18664
Orozko,Bizkaia,48075,Orozko,45682
Orpí,Barcelona,8152,Orpí,-
Orreaga/Roncesvalles,Navarra,31211,Orreaga/Roncesvalles,19393
Orrios,Teruel,44175,Orrios,-
Òrrius,Barcelona,8153,Òrrius,-
Ortigosa de Cameros,La Rioja,26112,Ortigosa de Cameros,-
Ortigosa de Pestaño,Segovia,40151,Ortigosa de Pestaño,-
Ortigosa del Monte,Segovia,40901,Ortigosa del Monte,-
Ortigueira,A Coruña,15061,Ortigueira,19247
Ortuella,Bizkaia,48083,Ortuella,37241
Orusco de Tajuña,Madrid,28102,Orusco de Tajuña,22628
Orxeta,Alicante,3098,Orxeta,-
Os de Balaguer,Lleida,25156,Os de Balaguer,-
Osa de la Vega,Cuenca,16145,Osa de la Vega,-
Oseja,Zaragoza,50198,Oseja,-
Oseja de Sajambre,León,24106,Oseja de Sajambre,-
Osera de Ebro,Zaragoza,50199,Osera de Ebro,-
Oso (El),Ávila,5175,El Oso,-
Osor,Girona,17116,Osor,-
Osornillo,Palencia,34116,Osornillo,-
Osorno la Mayor,Palencia,34901,Osorno la Mayor,20301
Ossa de Montiel,Albacete,2057,Ossa de Montiel,17522
Osso de Cinca,Huesca,22167,Osso de Cinca,-
Ossó de Sió,Lleida,25157,Ossó de Sió,-
Osuna,Sevilla,41068,Osuna,20258
Oteiza,Navarra,31200,Oteiza,18976
Otero,Toledo,45126,Otero,-
Otero de Bodas,Zamora,49139,Otero de Bodas,-
Otero de Herreros,Segovia,40152,Otero de Herreros,-
Otívar,Granada,18148,Otívar,15166
Otos,Valencia,46185,Otos,-
Otxandio,Bizkaia,48072,Otxandio,42725
Ourense,Ourense,32054,Ourense,25963
Ourol,Lugo,27038,Ourol,-
Outeiro de Rei,Lugo,27039,Outeiro de Rei,23133
Outes,A Coruña,15062,Outes,19207
Oviedo,Asturias,33044,Oviedo,30468
Oyón-Oion,Álava,1043,Oyón-Oion,35406
Oza-Cesuras,A Coruña,15902,Oza-Cesuras,20878
Pacs del Penedès,Barcelona,8154,Pacs del Penedès,-
Paderne,A Coruña,15064,Paderne,22100
Paderne de Allariz,Ourense,32055,Paderne de Allariz,18811
Padiernos,Ávila,5176,Padiernos,-
Padilla de Abajo,Burgos,9242,Padilla de Abajo,-
Padilla de Arriba,Burgos,9243,Padilla de Arriba,-
Padrenda,Ourense,32056,Padrenda,16221
Padrón,A Coruña,15065,Padrón,21686
Padrones de Bureba,Burgos,9244,Padrones de Bureba,-
Padul,Granada,18150,Padul,20210
Padules,Almería,4071,Padules,-
Paiporta,Valencia,46186,Paiporta,24361
Pájara,Las Palmas,35015,Pájara,20946
Pajarejos,Segovia,40154,Pajarejos,-
Pajares de Adaja,Ávila,5177,Pajares de Adaja,-
Pajares de la Laguna,Salamanca,37225,Pajares de la Laguna,-
Pajares de la Lampreana,Zamora,49141,Pajares de la Lampreana,-
Pajares de los Oteros,León,24107,Pajares de los Oteros,-
Pajarón,Cuenca,16146,Pajarón,-
Pajaroncillo,Cuenca,16147,Pajaroncillo,-
Palacios de Goda,Ávila,5178,Palacios de Goda,-
Palacios de la Sierra,Burgos,9246,Palacios de la Sierra,-
Palacios de la Valduerna,León,24108,Palacios de la Valduerna,-
Palacios de Riopisuerga,Burgos,9247,Palacios de Riopisuerga,-
Palacios de Sanabria,Zamora,49143,Palacios de Sanabria,-
Palacios del Arzobispo,Salamanca,37226,Palacios del Arzobispo,-
Palacios del Pan,Zamora,49142,Palacios del Pan,-
Palacios del Sil,León,24109,Palacios del Sil,-
Palacios y Villafranca (Los),Sevilla,41069,Los Palacios y Villafranca,18820
Palaciosrubios,Salamanca,37228,Palaciosrubios,-
Palafolls,Barcelona,8155,Palafolls,26032
Palafrugell,Girona,17117,Palafrugell,26547
Palamós,Girona,17118,Palamós,27597
Palanques,Castellón,12087,Palanques,-
Palas de Rei,Lugo,27040,Palas de Rei,18277
Palau d'Anglesola (El),Lleida,25158,El Palau d'Anglesola,27648
Palau de Santa Eulàlia,Girona,17119,Palau de Santa Eulàlia,-
Palau-sator,Girona,17121,Palau-sator,-
Palau-saverdera,Girona,17120,Palau-saverdera,30661
Palau-solità i Plegamans,Barcelona,8156,Palau-solità i Plegamans,32415
Palazuelo de Vedija,Valladolid,47109,Palazuelo de Vedija,-
Palazuelos de Eresma,Segovia,40155,Palazuelos de Eresma,28593
Palazuelos de la Sierra,Burgos,9248,Palazuelos de la Sierra,-
Palazuelos de Muñó,Burgos,9249,Palazuelos de Muñó,-
Palencia,Palencia,34120,Palencia,26719
Palencia de Negrilla,Salamanca,37229,Palencia de Negrilla,-
Palenciana,Córdoba,14048,Palenciana,16075
Palenzuela,Palencia,34121,Palenzuela,-
Pallaresos (Els),Tarragona,43100,Els Pallaresos,34761
Pallejà,Barcelona,8157,Pallejà,34972
Palma,Illes Balears,7040,Palma,31826
Palma d'Ebre (La),Tarragona,43099,La Palma d'Ebre,-
Palma de Cervelló (La),Barcelona,8905,La Palma de Cervelló,34085
Palma de Gandía,Valencia,46187,Palma de Gandía,19945
Palma del Condado (La),Huelva,21054,La Palma del Condado,20442
Palma del Río,Córdoba,14049,Palma del Río,18553
Pálmaces de Jadraque,Guadalajara,19208,Pálmaces de Jadraque,-
Palmar de Troya (El),Sevilla,41904,El Palmar de Troya,14345
Palmas de Gran Canaria (Las),Las Palmas,35016,Las Palmas de Gran Canaria,29482
Palmera,Valencia,46188,Palmera,22063
Palo,Huesca,22168,Palo,-
Palol de Revardit,Girona,17123,Palol de Revardit,-
Palomar (El),Valencia,46189,El Palomar,-
Palomar de Arroyos,Teruel,44176,Palomar de Arroyos,-
Palomares del Campo,Cuenca,16148,Palomares del Campo,-
Palomares del Río,Sevilla,41070,Palomares del Río,29218
Palomas,Badajoz,6098,Palomas,-
Palomeque,Toledo,45127,Palomeque,20550
Palomera,Cuenca,16149,Palomera,-
Palomero,Cáceres,10137,Palomero,-
Palos de la Frontera,Huelva,21055,Palos de la Frontera,18198
Pals,Girona,17124,Pals,30522
Pampaneira,Granada,18151,Pampaneira,-
Pampliega,Burgos,9250,Pampliega,-
Pamplona/Iruña,Navarra,31201,Pamplona/Iruña,24013
Pancorbo,Burgos,9251,Pancorbo,-
Pancrudo,Teruel,44177,Pancrudo,-
Paniza,Zaragoza,50200,Paniza,-
Panticosa,Huesca,22170,Panticosa,-
Pantoja,Toledo,45128,Pantoja,20791
Pantón,Lugo,27041,Pantón,17845
Papatrigo,Ávila,5179,Papatrigo,-
Papiol (El),Barcelona,8158,El Papiol,31478
Paracuellos,Cuenca,16150,Paracuellos,-
Paracuellos de Jarama,Madrid,28104,Paracuellos de Jarama,42879
Paracuellos de Jiloca,Zaragoza,50201,Paracuellos de Jiloca,-
Paracuellos de la Ribera,Zaragoza,50202,Paracuellos de la Ribera,-
Parada de Arriba,Salamanca,37230,Parada de Arriba,-
Parada de Rubiales,Salamanca,37231,Parada de Rubiales,-
Parada de Sil,Ourense,32057,Parada de Sil,-
Paradas,Sevilla,41071,Paradas,17237
Paradela,Lugo,27042,Paradela,15480
Paradinas de San Juan,Salamanca,37232,Paradinas de San Juan,-
Páramo (O),Lugo,27043,O Páramo,15267
Páramo de Boedo,Palencia,34122,Páramo de Boedo,-
Páramo del Sil,León,24110,Páramo del Sil,23906
Parauta,Málaga,29077,Parauta,-
Parcent,Alicante,3100,Parcent,-
Pardilla,Burgos,9253,Pardilla,-
Pardines,Girona,17125,Pardines,-
Pardos,Guadalajara,19209,Pardos,-
Paredes,Cuenca,16151,Paredes,-
Paredes de Escalona,Toledo,45129,Paredes de Escalona,-
Paredes de Nava,Palencia,34123,Paredes de Nava,18340
Paredes de Sigüenza,Guadalajara,19210,Paredes de Sigüenza,-
Pareja,Guadalajara,19211,Pareja,-
Parets del Vallès,Barcelona,8159,Parets del Vallès,30036
Parla,Madrid,28106,Parla,23228
Parlavà,Girona,17126,Parlavà,-
Parra (La),Badajoz,6099,La Parra,13633
Parra de las Vegas (La),Cuenca,16152,La Parra de las Vegas,-
Parral (El),Ávila,5180,El Parral,-
Parras de Castellote (Las),Teruel,44178,Las Parras de Castellote,-
Parres,Asturias,33045,Parres,21733
Parrilla (La),Valladolid,47110,La Parrilla,-
Parrillas,Toledo,45130,Parrillas,-
Partaloa,Almería,4072,Partaloa,15613
Partido de la Sierra en Tobalina,Burgos,9255,Partido de la Sierra en Tobalina,-
Pasaia,Gipuzkoa,20064,Pasaia,35955
Pasarón de la Vera,Cáceres,10138,Pasarón de la Vera,-
Pascualcobo,Ávila,5181,Pascualcobo,-
Paso (El),Santa Cruz de Tenerife,38027,El Paso,21134
Passanant i Belltall,Tarragona,43101,Passanant i Belltall,-
Pastores,Salamanca,37233,Pastores,-
Pastoriza (A),Lugo,27044,A Pastoriza,16614
Pastrana,Guadalajara,19212,Pastrana,-
Pastriz,Zaragoza,50203,Pastriz,25059
Paterna,Valencia,46190,Paterna,29339
Paterna de Rivera,Cádiz,11025,Paterna de Rivera,17126
Paterna del Campo,Huelva,21056,Paterna del Campo,15666
Paterna del Madera,Albacete,2058,Paterna del Madera,-
Paterna del Río,Almería,4073,Paterna del Río,-
Patones,Madrid,28107,Patones,-
Pau,Girona,17128,Pau,-
Paüls,Tarragona,43102,Paüls,-
Pavías,Castellón,12088,Pavías,-
Paymogo,Huelva,21057,Paymogo,14481
Payo (El),Salamanca,37234,El Payo,-
Payo de Ojeda,Palencia,34124,Payo de Ojeda,-
Pazos de Borbén,Pontevedra,36037,Pazos de Borbén,19327
Pazuengos,La Rioja,26113,Pazuengos,-
Peal de Becerro,Jaén,23066,Peal de Becerro,17077
Pechina,Almería,4074,Pechina,19376
Pedernoso (El),Cuenca,16153,El Pedernoso,17705
Pedrafita do Cebreiro,Lugo,27045,Pedrafita do Cebreiro,-
Pedraja de Portillo (La),Valladolid,47111,La Pedraja de Portillo,21992
Pedrajas de San Esteban,Valladolid,47112,Pedrajas de San Esteban,20958
Pedralba,Valencia,46191,Pedralba,19148
Pedralba de la Pradería,Zamora,49145,Pedralba de la Pradería,-
Pedraza,Segovia,40156,Pedraza,-
Pedraza de Alba,Salamanca,37235,Pedraza de Alba,-
Pedraza de Campos,Palencia,34125,Pedraza de Campos,-
Pedregal (El),Guadalajara,19213,El Pedregal,-
Pedreguer,Alicante,3101,Pedreguer,21814
Pedrera,Sevilla,41072,Pedrera,15890
Pedret i Marzà,Girona,17129,Pedret i Marzà,-
Pedrezuela,Madrid,28108,Pedrezuela,31052
Pedro Abad,Córdoba,14050,Pedro Abad,17104
Pedro Bernardo,Ávila,5182,Pedro Bernardo,-
Pedro Martínez,Granada,18152,Pedro Martínez,14370
Pedro Muñoz,Ciudad Real,13061,Pedro Muñoz,18892
Pedro-Rodríguez,Ávila,5183,Pedro-Rodríguez,-
Pedroche,Córdoba,14051,Pedroche,16143
Pedrola,Zaragoza,50204,Pedrola,23819
Pedroñeras (Las),Cuenca,16154,Las Pedroñeras,18247
Pedrosa de Duero,Burgos,9256,Pedrosa de Duero,-
Pedrosa de la Vega,Palencia,34126,Pedrosa de la Vega,-
Pedrosa de Río Úrbel,Burgos,9259,Pedrosa de Río Úrbel,-
Pedrosa del Páramo,Burgos,9257,Pedrosa del Páramo,-
Pedrosa del Príncipe,Burgos,9258,Pedrosa del Príncipe,-
Pedrosa del Rey,Valladolid,47113,Pedrosa del Rey,-
Pedrosas (Las),Zaragoza,50205,Las Pedrosas,-
Pedrosillo de Alba,Salamanca,37236,Pedrosillo de Alba,-
Pedrosillo de los Aires,Salamanca,37237,Pedrosillo de los Aires,-
Pedrosillo el Ralo,Salamanca,37238,Pedrosillo el Ralo,-
Pedroso,La Rioja,26114,Pedroso,-
Pedroso (El),Sevilla,41073,El Pedroso,17567
Pedroso de Acim,Cáceres,10139,Pedroso de Acim,-
Pedroso de la Armuña (El),Salamanca,37239,El Pedroso de la Armuña,-
Pegalajar,Jaén,23067,Pegalajar,16418
Pego,Alicante,3102,Pego,21435
Pego (El),Zamora,49146,El Pego,-
Peguerinos,Ávila,5184,Peguerinos,-
Pelabravo,Salamanca,37240,Pelabravo,23477
Pelahustán,Toledo,45131,Pelahustán,-
Pelarrodríguez,Salamanca,37241,Pelarrodríguez,-
Pelayos,Salamanca,37242,Pelayos,-
Pelayos de la Presa,Madrid,28109,Pelayos de la Presa,23585
Pelayos del Arroyo,Segovia,40157,Pelayos del Arroyo,-
Peleagonzalo,Zamora,49147,Peleagonzalo,-
Peleas de Abajo,Zamora,49148,Peleas de Abajo,-
Peligros,Granada,18153,Peligros,23753
Penagos,Cantabria,39048,Penagos,24877
Penàguila,Alicante,3103,Penàguila,-
Penelles,Lleida,25164,Penelles,-
Peníscola/Peñíscola,Castellón,12089,Peníscola/Peñíscola,23386
Peña (La),Salamanca,37243,La Peña,-
Peñacaballera,Salamanca,37244,Peñacaballera,-
Peñacerrada-Urizaharra,Álava,1044,Peñacerrada-Urizaharra,41967
Peñafiel,Valladolid,47114,Peñafiel,22858
Peñaflor,Sevilla,41074,Peñaflor,17343
Peñaflor de Hornija,Valladolid,47115,Peñaflor de Hornija,-
Peñalba,Huesca,22172,Peñalba,-
Peñalba de Ávila,Ávila,5185,Peñalba de Ávila,-
Peñalén,Guadalajara,19214,Peñalén,-
Peñalsordo,Badajoz,6100,Peñalsordo,-
Peñalver,Guadalajara,19215,Peñalver,-
Peñamellera Alta,Asturias,33046,Peñamellera Alta,-
Peñamellera Baja,Asturias,33047,Peñamellera Baja,17452
Peñaparda,Salamanca,37245,Peñaparda,-
Peñaranda de Bracamonte,Salamanca,37246,Peñaranda de Bracamonte,20452
Peñaranda de Duero,Burgos,9261,Peñaranda de Duero,-
Peñarandilla,Salamanca,37247,Peñarandilla,-
Peñarroya de Tastavins,Teruel,44179,Peñarroya de Tastavins,-
Peñarroya-Pueblonuevo,Córdoba,14052,Peñarroya-Pueblonuevo,23533
Peñarrubia,Cantabria,39049,Peñarrubia,-
Peñas de Riglos (Las),Huesca,22173,Las Peñas de Riglos,-
Peñas de San Pedro,Albacete,2060,Peñas de San Pedro,17152
Peñascosa,Albacete,2059,Peñascosa,-
Peñausende,Zamora,49149,Peñausende,-
Pepino,Toledo,45132,Pepino,31944
Peque,Zamora,49150,Peque,-
Pera (La),Girona,17130,La Pera,-
Peracense,Teruel,44180,Peracense,-
Perafita,Barcelona,8160,Perafita,-
Perafort,Tarragona,43103,Perafort,29315
Peral (El),Cuenca,16155,El Peral,-
Peral de Arlanza,Burgos,9262,Peral de Arlanza,-
Peralada,Girona,17132,Peralada,37956
Peraleda de la Mata,Cáceres,10140,Peraleda de la Mata,18226
Peraleda de San Román,Cáceres,10141,Peraleda de San Román,-
Peraleda del Zaucejo,Badajoz,6101,Peraleda del Zaucejo,-
Peraleja (La),Cuenca,16156,La Peraleja,-
Peralejos,Teruel,44181,Peralejos,-
Peralejos de Abajo,Salamanca,37248,Peralejos de Abajo,-
Peralejos de Arriba,Salamanca,37249,Peralejos de Arriba,-
Peralejos de las Truchas,Guadalajara,19216,Peralejos de las Truchas,-
Perales,Palencia,34127,Perales,-
Perales de Tajuña,Madrid,28110,Perales de Tajuña,21955
Perales del Alfambra,Teruel,44182,Perales del Alfambra,-
Perales del Puerto,Cáceres,10142,Perales del Puerto,-
Peralta de Alcofea,Huesca,22174,Peralta de Alcofea,-
Peralta de Calasanz,Huesca,22175,Peralta de Calasanz,-
Peralta/Azkoien,Navarra,31202,Peralta/Azkoien,20385
Peraltilla,Huesca,22176,Peraltilla,-
Peralveche,Guadalajara,19217,Peralveche,-
Peramola,Lleida,25165,Peramola,-
Peranzanes,León,24112,Peranzanes,-
Perarrúa,Huesca,22177,Perarrúa,-
Perdigón (El),Zamora,49151,El Perdigón,-
Perdiguera,Zaragoza,50206,Perdiguera,-
Pereiro de Aguiar (O),Ourense,43104,O Pereiro de Aguiar,31331
Perelló (El),Tarragona,32058,El Perelló,20743
Pereña de la Ribera,Salamanca,37250,Pereña de la Ribera,-
Pereruela,Zamora,49152,Pereruela,-
Periana,Málaga,29079,Periana,14711
Perilla de Castro,Zamora,49153,Perilla de Castro,-
Pernía (La),Palencia,34904,La Pernía,-
Peromingo,Salamanca,37251,Peromingo,-
Perosillo,Segovia,40158,Perosillo,-
Peroxa (A),Ourense,32059,A Peroxa,17086
Pertusa,Huesca,22178,Pertusa,-
Pesaguero,Cantabria,39050,Pesaguero,-
Pescueza,Cáceres,10143,Pescueza,-
Pesga (La),Cáceres,10144,La Pesga,14451
Pesoz,Asturias,33048,Pesoz,-
Pesquera,Cantabria,39051,Pesquera,-
Pesquera (La),Cuenca,16157,La Pesquera,-
Pesquera de Duero,Valladolid,47116,Pesquera de Duero,-
Petilla de Aragón,Navarra,31203,Petilla de Aragón,20704
Petín,Ourense,32060,Petín,-
Petra,Illes Balears,7041,Petra,25657
Petrer,Alicante,3104,Petrer,21022
Petrés,Valencia,46192,Petrés,-
Pétrola,Albacete,2061,Pétrola,-
Peza (La),Granada,18154,La Peza,16333
Pezuela de las Torres,Madrid,28111,Pezuela de las Torres,-
Pías,Zamora,49154,Pías,-
Picanya,Valencia,46193,Picanya,27830
Picassent,Valencia,46194,Picassent,24906
Picazo (El),Cuenca,16158,El Picazo,-
Picón,Ciudad Real,13062,Picón,-
Piedrabuena,Ciudad Real,13063,Piedrabuena,18162
Piedrahíta,Ávila,5186,Piedrahíta,20698
Piedrahita de Castro,Zamora,49155,Piedrahita de Castro,-
Piedralaves,Ávila,5187,Piedralaves,18019
Piedramillera,Navarra,31204,Piedramillera,17543
Piedras Albas,Cáceres,10145,Piedras Albas,-
Piedratajada,Zaragoza,50207,Piedratajada,-
Piélagos,Cantabria,39052,Piélagos,29243
Piera,Barcelona,8161,Piera,26819
Piérnigas,Burgos,9265,Piérnigas,-
Pilar de la Horadada,Alicante,3902,Pilar de la Horadada,22316
Pilas,Sevilla,41075,Pilas,17414
Piles,Valencia,46195,Piles,21160
Piles (Les),Tarragona,43105,Les Piles,-
Piloña,Asturias,33049,Piloña,20606
Pina de Ebro,Zaragoza,50208,Pina de Ebro,23340
Pina de Montalgrao,Castellón,12090,Pina de Montalgrao,-
Pinar (El),Granada,18910,El Pinar,-
Pinar de El Hierro (El),Santa Cruz de Tenerife,38901,El Pinar de El Hierro,20428
Pinarejo,Cuenca,16159,Pinarejo,-
Pinarejos,Segovia,40159,Pinarejos,-
Pinarnegrillo,Segovia,40160,Pinarnegrillo,-
Pineda de Gigüela,Cuenca,16160,Pineda de Gigüela,-
Pineda de la Sierra,Burgos,9266,Pineda de la Sierra,-
Pineda de Mar,Barcelona,8163,Pineda de Mar,25101
Pineda Trasmonte,Burgos,9267,Pineda Trasmonte,-
Pinedas,Salamanca,37252,Pinedas,-
Pinell de Brai (El),Tarragona,43106,El Pinell de Brai,20211
Pinell de Solsonès,Lleida,25166,Pinell de Solsonès,-
Pinet,Valencia,46196,Pinet,-
Pinilla de Jadraque,Guadalajara,19218,Pinilla de Jadraque,-
Pinilla de los Barruecos,Burgos,9268,Pinilla de los Barruecos,-
Pinilla de los Moros,Burgos,9269,Pinilla de los Moros,-
Pinilla de Molina,Guadalajara,19219,Pinilla de Molina,-
Pinilla de Toro,Zamora,49156,Pinilla de Toro,-
Pinilla del Campo,Soria,42139,Pinilla del Campo,-
Pinilla del Valle,Madrid,28112,Pinilla del Valle,-
Pinilla Trasmonte,Burgos,9270,Pinilla Trasmonte,-
Pinillos,La Rioja,26115,Pinillos,-
Pino (O),A Coruña,15066,O Pino,20286
Pino de Tormes (El),Salamanca,37253,El Pino de Tormes,-
Pino del Oro,Zamora,49157,Pino del Oro,-
Pino del Río,Palencia,34129,Pino del Río,-
Pinofranqueado,Cáceres,10146,Pinofranqueado,15401
Pinós,Lleida,25167,Pinós,-
Pinós (El)/Pinoso,Alicante,3105,El Pinós/Pinoso,19515
Pinos Genil,Granada,18157,Pinos Genil,21784
Pinos Puente,Granada,18158,Pinos Puente,17631
Pinseque,Zaragoza,50209,Pinseque,25027
Pintanos (Los),Zaragoza,50210,Los Pintanos,-
Pinto,Madrid,28113,Pinto,28659
Piña de Campos,Palencia,34130,Piña de Campos,-
Piña de Esgueva,Valladolid,47117,Piña de Esgueva,-
Píñar,Granada,18159,Píñar,15307
Piñel de Abajo,Valladolid,47118,Piñel de Abajo,-
Piñel de Arriba,Valladolid,47119,Piñel de Arriba,-
Piñero (El),Zamora,49158,El Piñero,-
Piñor,Ourense,32061,Piñor,16055
Piñuécar-Gandullas,Madrid,28114,Piñuécar-Gandullas,-
Piornal,Cáceres,10147,Piornal,15092
Pioz,Guadalajara,19220,Pioz,24505
Piqueras,Guadalajara,19221,Piqueras,-
Piqueras del Castillo,Cuenca,16161,Piqueras del Castillo,-
Pira,Tarragona,43107,Pira,-
Piracés,Huesca,22181,Piracés,-
Pitarque,Teruel,44183,Pitarque,-
Pitiegua,Salamanca,37254,Pitiegua,-
Pitillas,Navarra,31205,Pitillas,18303
Pizarra,Málaga,29080,Pizarra,20031
Pizarral,Salamanca,37255,Pizarral,-
Pla de Santa Maria (El),Tarragona,43108,El Pla de Santa Maria,24962
Pla del Penedès (El),Barcelona,8164,El Pla del Penedès,27072
Plan,Huesca,22182,Plan,-
Planes,Alicante,3106,Planes,-
Planes d'Hostoles (Les),Girona,17133,Les Planes d'Hostoles,27711
Planoles,Girona,17134,Planoles,-
Plans de Sió (Els),Lleida,25911,Els Plans de Sió,-
Plasencia,Cáceres,10148,Plasencia,23858
Plasencia de Jalón,Zaragoza,50211,Plasencia de Jalón,-
Plasenzuela,Cáceres,10149,Plasenzuela,-
Pleitas,Zaragoza,50212,Pleitas,-
Plenas,Zaragoza,50213,Plenas,-
Plentzia,Bizkaia,48077,Plentzia,52484
Pliego,Murcia,30032,Pliego,20069
Plou,Teruel,44184,Plou,-
Poal (El),Lleida,25168,El Poal,-
Pobla (Sa),Illes Balears,7044,Sa Pobla,23863
Pobla de Benifassà (La),Castellón,12093,La Pobla de Benifassà,-
Pobla de Cérvoles (La),Lleida,25169,La Pobla de Cérvoles,-
Pobla de Claramunt (La),Barcelona,8165,La Pobla de Claramunt,28051
Pobla de Farnals (La),Valencia,46199,La Pobla de Farnals,27496
Pobla de Lillet (La),Barcelona,8166,La Pobla de Lillet,23367
Pobla de Mafumet (La),Tarragona,43109,La Pobla de Mafumet,25056
Pobla de Massaluca (La),Tarragona,43110,La Pobla de Massaluca,-
Pobla de Montornès (La),Tarragona,43111,La Pobla de Montornès,25407
Pobla de Segur (La),Lleida,25171,La Pobla de Segur,26448
Pobla de Vallbona (La),Valencia,46202,La Pobla de Vallbona,28010
Pobla del Duc (La),Valencia,46200,La Pobla del Duc,18754
Pobla Llarga (La),Valencia,46203,La Pobla Llarga,20138
Pobla Tornesa (La),Castellón,12094,La Pobla Tornesa,27492
Población de Arroyo,Palencia,34131,Población de Arroyo,-
Población de Campos,Palencia,34132,Población de Campos,-
Población de Cerrato,Palencia,34133,Población de Cerrato,-
Pobladura de Pelayo García,León,24113,Pobladura de Pelayo García,-
