municipio,provincia,municipio_nombre_humano,lat,lon,top_3_sitios,sitio_mas_frecuente
Casar de Palomero,Cáceres,Casar de Palomero,40.29483,-6.25698,natural;leisure;sport,natural
Casares de las Hurdes,Cáceres,Casares de las Hurdes,40.43333,-6.28333,natural;catering;tourism,natural
Casas de Don Antonio,Cáceres,Casas de Don Antonio,39.23578,-6.29143,natural;tourism,natural
Casas de Don Gómez,Cáceres,Casas de Don Gómez,40.00932,-6.60073,natural;commercial;accommodation,natural
Casas de Millán,Cáceres,Casas de Millán,39.817491,-6.329281,sport;natural;catering,sport
Casas de Miravete,Cáceres,Casas de Miravete,39.72688,-5.74363,natural;sport;catering,natural
Casas del Castañar,Cáceres,Casas del Castañar,40.10785,-5.90509,catering;service;commercial,catering
Casas del Monte,Cáceres,Casas del Monte,40.203457,-5.960658,commercial;leisure;natural,commercial
Casatejada,Cáceres,Casatejada,39.887505,-5.681793,sport;leisure;tourism,sport
Casillas de Coria,Cáceres,Casillas de Coria,39.96543,-6.63711,natural;sport;leisure,natural
Castañar de Ibor,Cáceres,Castañar de Ibor,39.628869,-5.417838,catering;commercial;building,catering
Ceclavín,Cáceres,Ceclavín,39.821806,-6.772569,sport;catering;leisure,sport
Cedillo,Cáceres,Cedillo,39.65099,-7.49817,leisure;sport;natural,leisure
Cerezo,Cáceres,Cerezo,40.23678,-6.22764,natural;sport;building,natural
Cilleros,Cáceres,Cilleros,40.113164,-6.792239,natural;sport;service,natural
Collado de la Vera,Cáceres,Collado de la Vera,40.05729,-5.72052,sport;natural;accommodation,sport
Conquista de la Sierra,Cáceres,Conquista de la Sierra,39.3507,-5.73464,natural;sport;leisure,natural
Coria,Cáceres,Coria,39.98587,-6.533753,catering;commercial;building,catering
Cuacos de Yuste,Cáceres,Cuacos de Yuste,40.102726,-5.723831,sport;catering;commercial,sport
Cumbre (La),Cáceres,La Cumbre,39.4046,-5.97635,natural;sport;tourism,natural
Deleitosa,Cáceres,Deleitosa,39.643715,-5.646155,natural;service;accommodation,natural
Descargamaría,Cáceres,Descargamaría,40.30446,-6.48666,natural;access;sport,natural
Eljas,Cáceres,Eljas,40.217155,-6.846111,natural;sport;catering,natural
Escurial,Cáceres,Escurial,39.168245,-5.885497,natural;leisure;catering,natural
Fresnedoso de Ibor,Cáceres,Fresnedoso de Ibor,39.68418,-5.50899,natural,natural
Galisteo,Cáceres,Galisteo,39.981585,-6.277335,sport;accommodation;commercial,sport
Garciaz,Cáceres,Garciaz,39.41287,-5.62822,natural;leisure,natural
Garganta la Olla,Cáceres,Garganta la Olla,40.11049,-5.77665,catering;building;service,catering
Garganta (La),Cáceres,La Garganta,40.32888,-5.82321,natural;tourism;leisure,natural
Gargantilla,Cáceres,Gargantilla,40.234975,-5.903079,natural;tourism;leisure,natural
Gargüera,Cáceres,Gargüera,40.0613,-5.92782,natural;sport;catering,natural
Garrovillas de Alconétar,Cáceres,Garrovillas de Alconétar,39.711388,-6.548226,sport;service;catering,sport
Garvín,Cáceres,Garvín,39.71984,-5.34678,natural;leisure;tourism,natural
Gata,Cáceres,Gata,40.237908,-6.596263,commercial;catering;service,commercial
Gordo (El),Cáceres,El Gordo,39.8656,-5.34343,sport;natural,sport
Granja (La),Cáceres,La Granja,40.15566,-6.88673,natural;tourism;accommodation,natural
Guadalupe,Cáceres,Guadalupe,39.452274,-5.327189,catering;commercial;accommodation,catering
Guijo de Coria,Cáceres,Guijo de Coria,40.10098,-6.46383,natural;sport;leisure,natural
Guijo de Galisteo,Cáceres,Guijo de Galisteo,39.972094,-6.377561,sport;leisure;natural,sport
Guijo de Granadilla,Cáceres,Guijo de Granadilla,40.192985,-6.16374,natural;leisure;tourism,natural
Guijo de Santa Bárbara,Cáceres,Guijo de Santa Bárbara,40.1541,-5.65414,natural;catering;building,natural
Herguijuela,Cáceres,Herguijuela,39.37452,-5.76001,natural;sport;access_limited,natural
Hernán-Pérez,Cáceres,Hernán-Pérez,40.212823,-6.464001,natural;leisure;catering,natural
Herrera de Alcántara,Cáceres,Herrera de Alcántara,39.63865,-7.40619,natural;sport;leisure,natural
Herreruela,Cáceres,Herreruela,39.462021,-6.906893,sport;catering;leisure,sport
Hervás,Cáceres,Hervás,40.272294,-5.862741,commercial;catering;leisure,commercial
Higuera,Cáceres,Higuera,39.464967,-6.377459,catering;service;leisure,catering
Hinojal,Cáceres,Hinojal,39.708454,-6.356587,natural;catering;commercial,natural
Holguera,Cáceres,Holguera,39.89814,-6.350222,natural;sport;leisure,natural
Hoyos,Cáceres,Hoyos,40.163439,-6.724292,sport;tourism;catering,sport
Huélaga,Cáceres,Huélaga,40.05582,-6.61568,leisure;sport;natural,leisure
Ibahernando,Cáceres,Ibahernando,39.325162,-5.918215,natural;sport,natural
Jaraicejo,Cáceres,Jaraicejo,39.664956,-5.814435,commercial;catering;natural,commercial
Jaraíz de la Vera,Cáceres,Jaraíz de la Vera,40.03407,-5.75231,sport;service;catering,sport
Jarandilla de la Vera,Cáceres,Jarandilla de la Vera,40.129322,-5.658795,leisure;commercial;entertainment,leisure
Jarilla,Cáceres,Jarilla,39.12942,-6.15018,natural;tourism,natural
Jerte,Cáceres,Jerte,40.222299,-5.750755,leisure;natural;service,leisure
Ladrillar,Cáceres,Ladrillar,40.46576,-6.22427,natural;leisure;tourism,natural
Logrosán,Cáceres,Logrosán,39.336539,-5.490481,service;commercial;catering,service
Losar de la Vera,Cáceres,Losar de la Vera,40.121554,-5.604164,catering;leisure;service,catering
Madrigal de la Vera,Cáceres,Madrigal de la Vera,40.14772,-5.368682,natural;catering;leisure,natural
Madrigalejo,Cáceres,Madrigalejo,39.1372,-5.628575,natural;sport;catering,natural
Madroñera,Cáceres,Madroñera,39.424389,-5.758214,commercial;catering;service,commercial
Majadas,Cáceres,Majadas,39.942646,-5.746874,natural;service;catering,natural
Malpartida de Cáceres,Cáceres,Malpartida de Cáceres,39.445685,-6.509214,catering;service;commercial,catering
Malpartida de Plasencia,Cáceres,Malpartida de Plasencia,39.978067,-6.044828,building;service;commercial,building
Marchagaz,Cáceres,Marchagaz,40.26769,-6.27485,natural;building;catering,natural
Mata de Alcántara,Cáceres,Mata de Alcántara,39.71738,-6.81825,natural;tourism;building,natural
Membrío,Cáceres,Membrío,39.526818,-7.053254,natural;leisure;sport,natural
Mesas de Ibor,Cáceres,Mesas de Ibor,39.75587,-5.54637,natural;commercial;catering,natural
Miajadas,Cáceres,Miajadas,39.150756,-5.907272,leisure;catering;building,leisure
Millanes,Cáceres,Millanes,39.84917,-5.58079,natural;sport;leisure,natural
Mirabel,Cáceres,Mirabel,39.862175,-6.232815,natural;tourism;service,natural
Mohedas de Granadilla,Cáceres,Mohedas de Granadilla,40.268579,-6.202347,natural;sport;building,natural
Monroy,Cáceres,Monroy,39.635988,-6.209761,natural;catering;service,natural
Montánchez,Cáceres,Montánchez,39.225626,-6.149893,natural;leisure;commercial,natural
Montehermoso,Cáceres,Montehermoso,40.088083,-6.350407,service;leisure;commercial,service
Moraleja,Cáceres,Moraleja,40.068705,-6.658929,building;leisure;service,building
Morcillo,Cáceres,Morcillo,40.01884,-6.39746,sport;building;natural,sport
Navaconcejo,Cáceres,Navaconcejo,40.177698,-5.830343,sport;natural;service,sport
Navalmoral de la Mata,Cáceres,Navalmoral de la Mata,39.89158,-5.54064,leisure;sport;building,leisure
Navalvillar de Ibor,Cáceres,Navalvillar de Ibor,39.5839,-5.41328,natural;catering;commercial,natural
Navas del Madroño,Cáceres,Navas del Madroño,39.621833,-6.653625,natural;sport;leisure,natural
Navezuelas,Cáceres,Navezuelas,39.50918,-5.43766,natural;building;sport,natural
Nuñomoral,Cáceres,Nuñomoral,40.40692,-6.24636,natural;building;sport,natural
Oliva de Plasencia,Cáceres,Oliva de Plasencia,40.11227,-6.08648,natural;accommodation;commercial,natural
Palomero,Cáceres,Palomero,40.24688,-6.27706,natural,natural
Pasarón de la Vera,Cáceres,Pasarón de la Vera,40.05175,-5.82124,natural;sport;building,natural
Pedroso de Acim,Cáceres,Pedroso de Acim,39.82522,-6.41251,natural;sport;catering,natural
Peraleda de la Mata,Cáceres,Peraleda de la Mata,39.853305,-5.460702,natural;leisure;sport,natural
Peraleda de San Román,Cáceres,Peraleda de San Román,39.7413,-5.38726,natural;sport;leisure,natural
Perales del Puerto,Cáceres,Perales del Puerto,40.156472,-6.681163,natural;building;catering,natural
Pescueza,Cáceres,Pescueza,39.91807,-6.64589,natural;leisure;sport,natural
Pesga (La),Cáceres,La Pesga,40.326122,-6.175329,natural;sport,natural
Piedras Albas,Cáceres,Piedras Albas,39.78417,-6.92588,natural;sport;commercial,natural
Pinofranqueado,Cáceres,Pinofranqueado,40.301987,-6.331637,commercial;catering;leisure,commercial
Piornal,Cáceres,Piornal,40.115778,-5.84562,catering;sport;commercial,catering
Plasencia,Cáceres,Plasencia,40.036822,-6.086921,leisure;catering;sport,leisure
Plasenzuela,Cáceres,Plasenzuela,39.38194,-6.04786,access_limited;sport;natural,access_limited
Portaje,Cáceres,Portaje,39.91757,-6.56218,natural;sport;leisure,natural
Portezuelo,Cáceres,Portezuelo,39.81233,-6.47433,natural;leisure;tourism,natural
Pozuelo de Zarzón,Cáceres,Pozuelo de Zarzón,40.147514,-6.415008,natural;sport;service,natural
Pueblonuevo de Miramontes,Cáceres,Pueblonuevo de Miramontes,40.0606,-5.37832,natural;access_limited;sport,natural
Puerto de Santa Cruz,Cáceres,Puerto de Santa Cruz,39.31631,-5.85875,sport;natural;tourism,sport
Rebollar,Cáceres,Rebollar,40.15389,-5.89956,natural;sport;accommodation,natural
Riolobos,Cáceres,Riolobos,39.920144,-6.303836,natural;leisure;sport,natural
Robledillo de Gata,Cáceres,Robledillo de Gata,40.32234,-6.47129,natural;access;sport,natural
Robledillo de la Vera,Cáceres,Robledillo de la Vera,40.10093,-5.58896,natural;accommodation;building,natural
Robledillo de Trujillo,Cáceres,Robledillo de Trujillo,39.26956,-5.98001,natural,natural
Robledollano,Cáceres,Robledollano,39.60962,-5.50855,natural,natural
Romangordo,Cáceres,Romangordo,39.74199,-5.70081,natural;sport;catering,natural
Rosalejo,Cáceres,Rosalejo,39.995503,-5.458201,natural;sport;leisure,natural
Ruanes,Cáceres,Ruanes,39.32814,-6.01347,sport,sport
Salorino,Cáceres,Salorino,39.47759,-7.007589,building;sport;leisure,building
Salvatierra de Santiago,Cáceres,Salvatierra de Santiago,39.30419,-6.031861,natural;sport,natural
San Martín de Trevejo,Cáceres,San Martín de Trevejo,40.21241,-6.79534,sport;natural;accommodation,sport
Santa Ana,Cáceres,Santa Ana,39.333946,-5.969985,natural;sport,natural
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,39.33635,-5.84561,natural;sport;tourism,natural
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,40.19167,-6.34003,natural;leisure;commercial,natural
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,39.5115,-6.09881,natural;tourism;catering,natural
Santiago de Alcántara,Cáceres,Santiago de Alcántara,39.60661,-7.24402,natural;tourism;building,natural
Santiago del Campo,Cáceres,Santiago del Campo,39.628357,-6.363441,natural;leisure;activity,natural
Santibáñez el Alto,Cáceres,Santibáñez el Alto,40.18525,-6.54782,natural;tourism;building,natural
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,40.17637,-6.22441,commercial;catering;sport,commercial
Saucedilla,Cáceres,Saucedilla,39.853728,-5.67752,natural;tourism;sport,natural
Segura de Toro,Cáceres,Segura de Toro,40.22427,-5.94836,natural;tourism;catering,natural
Serradilla,Cáceres,Serradilla,39.827864,-6.14118,leisure;commercial;catering,leisure
Serrejón,Cáceres,Serrejón,39.81735,-5.80263,natural;leisure;sport,natural
Sierra de Fuentes,Cáceres,Sierra de Fuentes,39.440386,-6.272645,catering;leisure;service,catering
Talaván,Cáceres,Talaván,39.714993,-6.281074,natural;commercial;service,natural
Talaveruela de la Vera,Cáceres,Talaveruela de la Vera,40.12099,-5.52016,natural;sport;catering,natural
Talayuela,Cáceres,Talayuela,39.990877,-5.608348,sport;leisure;building,sport
Tejeda de Tiétar,Cáceres,Tejeda de Tiétar,40.0179,-5.86953,natural;sport;catering,natural
Tiétar,Cáceres,Tiétar,40.02945,-5.48192,natural;sport;leisure,natural
Toril,Cáceres,Toril,39.89749,-5.7795,natural;sport;building,natural
Tornavacas,Cáceres,Tornavacas,40.254733,-5.689378,natural;sport;tourism,natural
Torno (El),Cáceres,El Torno,40.13578,-5.943982,natural;sport;commercial,natural
Torre de Don Miguel,Cáceres,Torre de Don Miguel,40.22333,-6.57686,catering;commercial;accommodation,catering
Torre de Santa María,Cáceres,Torre de Santa María,39.25441,-6.1161,natural;service;accommodation,natural
Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles,40.24788,-6.41606,natural;sport;leisure,natural
Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa,39.567325,-5.743064,sport;natural;service,sport
Torrejón el Rubio,Cáceres,Torrejón el Rubio,39.77025,-6.01221,accommodation;sport;natural,accommodation
Torrejoncillo,Cáceres,Torrejoncillo,39.89776,-6.468197,sport;leisure;natural,sport
Torremenga,Cáceres,Torremenga,40.04658,-5.77471,natural;sport;service,natural
Torremocha,Cáceres,Torremocha,39.345824,-6.17299,natural;sport;accommodation,natural
Torreorgaz,Cáceres,Torreorgaz,39.3822,-6.249695,catering;sport;service,catering
Torrequemada,Cáceres,Torrequemada,39.36664,-6.22052,natural;tourism;service,natural
Trujillo,Cáceres,Trujillo,39.458784,-5.880444,commercial;building;entertainment,commercial
Valdastillas,Cáceres,Valdastillas,40.13293,-5.87932,leisure;sport;building,leisure
Valdecañas de Tajo,Cáceres,Valdecañas de Tajo,39.75919,-5.61952,natural;tourism;building,natural
Valdefuentes,Cáceres,Valdefuentes,39.276366,-6.124788,natural;service;accommodation,natural
Valdehúncar,Cáceres,Valdehúncar,39.83659,-5.52307,natural;sport,natural
Valdelacasa de Tajo,Cáceres,Valdelacasa de Tajo,39.726541,-5.281909,natural;tourism;leisure,natural
Valdemorales,Cáceres,Valdemorales,39.20588,-6.06622,natural;sport;access_limited,natural
Valdeobispo,Cáceres,Valdeobispo,40.083129,-6.247516,natural;sport;catering,natural
Valencia de Alcántara,Cáceres,Valencia de Alcántara,39.409938,-7.245231,commercial;catering;leisure,commercial
Valverde de la Vera,Cáceres,Valverde de la Vera,40.12268,-5.49541,sport;catering;tourism,sport
Valverde del Fresno,Cáceres,Valverde del Fresno,40.220446,-6.879086,sport;leisure;natural,sport
Vegaviana,Cáceres,Vegaviana,40.040401,-6.717876,sport;natural;building,sport
Viandar de la Vera,Cáceres,Viandar de la Vera,40.12191,-5.53593,natural;sport;leisure,natural
Villa del Campo,Cáceres,Villa del Campo,40.141599,-6.42824,natural;sport;service,natural
Villa del Rey,Cáceres,Villa del Rey,39.65956,-6.82122,natural;building;sport,natural
Villamesías,Cáceres,Villamesías,39.24568,-5.87307,natural;sport,natural
Villamiel,Cáceres,Villamiel,40.15915,-6.797406,natural;accommodation;tourism,natural
Villanueva de la Sierra,Cáceres,Villanueva de la Sierra,40.202464,-6.406564,leisure;sport;building,leisure
Villanueva de la Vera,Cáceres,Villanueva de la Vera,40.130278,-5.461944,commercial;catering;service,commercial
Villar de Plasencia,Cáceres,Villar de Plasencia,40.13773,-6.0279,natural;sport;building,natural
Villar del Pedroso,Cáceres,Villar del Pedroso,39.706283,-5.195219,natural;tourism,natural
Villasbuenas de Gata,Cáceres,Villasbuenas de Gata,40.17879,-6.62641,natural;sport;accommodation,natural
Zarza de Granadilla,Cáceres,Zarza de Granadilla,40.235789,-6.047918,natural;leisure;service,natural
Zarza de Montánchez,Cáceres,Zarza de Montánchez,39.25713,-6.032631,leisure;catering;building,leisure
Zarza la Mayor,Cáceres,Zarza la Mayor,39.876359,-6.861231,tourism;sport;natural,tourism
Zorita,Cáceres,Zorita,39.285188,-5.699297,natural;leisure;sport,natural
Alcalá de los Gazules,Cádiz,Alcalá de los Gazules,36.461701,-5.725044,natural;catering;tourism,natural
Alcalá del Valle,Cádiz,Alcalá del Valle,36.90478,-5.171373,leisure;sport;catering,leisure
Algar,Cádiz,Algar,36.656425,-5.65638,leisure;sport;natural,leisure
Algeciras,Cádiz,Algeciras,36.127604,-5.44932,sport;leisure;accommodation,sport
Algodonales,Cádiz,Algodonales,36.881571,-5.404209,catering;commercial;service,catering
Arcos de la Frontera,Cádiz,Arcos de la Frontera,36.754698,-5.815401,sport;catering;leisure,sport
Barbate,Cádiz,Barbate,36.191218,-5.923583,sport;leisure;catering,sport
Barrios (Los),Cádiz,Los Barrios,36.184277,-5.489849,sport;commercial;building,sport
Benalup-Casas Viejas,Cádiz,Benalup-Casas Viejas,36.345558,-5.815958,access;leisure;building,access
Benaocaz,Cádiz,Benaocaz,36.723103,-5.480761,natural;tourism;leisure,natural
Bornos,Cádiz,Bornos,36.817922,-5.742991,leisure;sport;building,leisure
Bosque (El),Cádiz,El Bosque,36.758655,-5.505452,leisure;catering;accommodation,leisure
Cádiz,Cádiz,Cádiz,36.518753,-6.279529,leisure;commercial;building,leisure
Castellar de la Frontera,Cádiz,Castellar de la Frontera,36.287078,-5.418971,sport;building;service,sport
Chiclana de la Frontera,Cádiz,Chiclana de la Frontera,36.420992,-6.148244,commercial;catering;service,commercial
Chipiona,Cádiz,Chipiona,36.732842,-6.434289,leisure;catering;sport,leisure
Conil de la Frontera,Cádiz,Conil de la Frontera,36.281793,-6.091236,access_limited;commercial;leisure,access_limited
Espera,Cádiz,Espera,36.871896,-5.805104,service;sport;leisure,service
Gastor (El),Cádiz,El Gastor,36.855079,-5.323397,commercial;catering;service,commercial
Grazalema,Cádiz,Grazalema,36.758488,-5.368351,commercial;service;catering,commercial
Jerez de la Frontera,Cádiz,Jerez de la Frontera,36.687916,-6.126648,leisure;building;sport,leisure
Jimena de la Frontera,Cádiz,Jimena de la Frontera,36.431657,-5.448813,tourism;catering;sport,tourism
Línea de la Concepción (La),Cádiz,La Línea de la Concepción,36.166485,-5.349048,sport;building;catering,sport
Medina Sidonia,Cádiz,Medina Sidonia,36.466056,-5.930786,sport;leisure;commercial,sport
Olvera,Cádiz,Olvera,36.934527,-5.259403,commercial;service;catering,commercial
Paterna de Rivera,Cádiz,Paterna de Rivera,36.523235,-5.864429,leisure;tourism;natural,leisure
Prado del Rey,Cádiz,Prado del Rey,36.787994,-5.556229,leisure;sport;activity,leisure
Puerto de Santa María (El),Cádiz,El Puerto de Santa María,36.595032,-6.234054,sport;service;commercial,sport
Puerto Real,Cádiz,Puerto Real,36.532168,-6.191562,leisure;sport;catering,leisure
Puerto Serrano,Cádiz,Puerto Serrano,36.518753,-6.279529,leisure;commercial;building,leisure
Rota,Cádiz,Rota,36.635105,-6.353697,leisure;sport;building,leisure
San Fernando,Cádiz,San Fernando,36.461347,-6.203417,commercial;catering;leisure,commercial
San José del Valle,Cádiz,San José del Valle,36.606232,-5.799889,building;activity;leisure,building
San Martín del Tesorillo,Cádiz,San Martín del Tesorillo,36.341276,-5.32157,leisure;sport;commercial,leisure
San Roque,Cádiz,San Roque,36.210953,-5.385595,leisure;catering;service,leisure
Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda,36.778636,-6.348714,sport;leisure;commercial,sport
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,36.862102,-5.181659,building;tourism;entertainment,building
Tarifa,Cádiz,Tarifa,36.014082,-5.604413,catering;service;commercial,catering
Torre Alháquime,Cádiz,Torre Alháquime,36.91588,-5.23381,sport;catering;service,sport
Trebujena,Cádiz,Trebujena,36.869243,-6.176292,leisure;tourism;catering,leisure
Ubrique,Cádiz,Ubrique,36.677008,-5.445459,catering;leisure;commercial,catering
Vejer de la Frontera,Cádiz,Vejer de la Frontera,36.251431,-5.968254,leisure;catering;commercial,leisure
Villaluenga del Rosario,Cádiz,Villaluenga del Rosario,36.69644,-5.38601,accommodation;commercial;catering,accommodation
Villamartín,Cádiz,Villamartín,36.859722,-5.644071,leisure;natural;activity,leisure
Zahara,Cádiz,Zahara,36.839145,-5.391021,catering;commercial;tourism,catering
Aín,Castellón,Aín,39.892802,-0.348672,natural;tourism;leisure,natural
Albocàsser,Castellón,Albocàsser,40.356897,0.023953,sport;leisure;service,sport
Alcalà de Xivert,Castellón,Alcalà de Xivert,40.3051,0.225807,commercial;catering;building,commercial
Alcora (L'),Castellón,L' Alcora,40.06667,-0.2,sport;catering;natural,sport
Alcudia de Veo,Castellón,Alcudia de Veo,39.91667,-0.35,sport;natural;leisure,sport
Alfondeguilla,Castellón,Alfondeguilla,39.83333,-0.26667,leisure;sport;catering,leisure
Algimia de Almonacid,Castellón,Algimia de Almonacid,39.91667,-0.43333,sport;natural;leisure,sport
Almassora,Castellón,Almassora,39.947883,-0.064248,commercial;service;catering,commercial
Almedíjar,Castellón,Almedíjar,39.86667,-0.4,natural;tourism;leisure,natural
Almenara,Castellón,Almenara,39.753129,-0.224747,leisure;building;service,leisure
Alqueries (Les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,39.895098,-0.108965,commercial;leisure;access,commercial
Altura,Castellón,Altura,39.850324,-0.513293,sport;leisure;service,sport
Arañuel,Castellón,Arañuel,40.06667,-0.48333,natural;sport;catering,natural
Ares del Maestrat,Castellón,Ares del Maestrat,40.45675,-0.13267,natural;tourism;catering,natural
Argelita,Castellón,Argelita,40.05,-0.35,tourism;leisure;sport,tourism
Artana,Castellón,Artana,39.891289,-0.257265,sport;leisure;catering,sport
Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat,40.216194,-0.170998,commercial;catering;service,commercial
Ayódar,Castellón,Ayódar,40.0,-0.36667,natural;sport;leisure,natural
Azuébar,Castellón,Azuébar,39.83333,-0.36667,natural;sport;leisure,natural
Barracas,Castellón,Barracas,40.01667,-0.68333,sport;natural;service,sport
Bejís,Castellón,Bejís,39.9,-0.7,leisure;natural;sport,leisure
Benafer,Castellón,Benafer,39.93333,-0.56667,leisure;commercial;sport,leisure
Benafigos,Castellón,Benafigos,40.27641,-0.20772,natural;tourism;sport,natural
Benassal,Castellón,Benassal,40.379425,-0.142387,tourism;sport;service,tourism
Benicarló,Castellón,Benicarló,40.420695,0.423162,leisure;tourism;building,leisure
Benicasim/Benicàssim,Castellón,Benicasim/Benicàssim,40.050798,0.062834,sport;commercial;natural,sport
Benlloc,Castellón,Benlloc,40.210593,0.026723,commercial;catering;access_limited,commercial
Betxí,Castellón,Betxí,39.927581,-0.199285,service;leisure;sport,service
Borriana/Burriana,Castellón,Borriana/Burriana,39.888399,-0.085748,catering;leisure;building,catering
Borriol,Castellón,Borriol,40.041183,-0.070734,sport;leisure;service,sport
Cabanes,Castellón,Cabanes,40.155395,0.043446,service;leisure;catering,service
Càlig,Castellón,Càlig,40.461524,0.35459,catering;leisure;service,catering
Canet lo Roig,Castellón,Canet lo Roig,40.55142,0.24308,commercial;catering;service,commercial
Castell de Cabres,Castellón,Castell de Cabres,40.669302,0.034428,natural;tourism;leisure,natural
Castellfort,Castellón,Castellfort,40.50208,-0.19133,natural;tourism;leisure,natural
Castellnovo,Castellón,Castellnovo,39.862522,-0.457363,natural;tourism;sport,natural
Castellón de la Plana,Castellón,Castellón de la Plana,39.987142,-0.037787,commercial;catering;tourism,commercial
Castillo de Villamalefa,Castellón,Castillo de Villamalefa,40.13333,-0.38333,natural;tourism;sport,natural
Catí,Castellón,Catí,40.47156,0.02275,leisure;sport;tourism,leisure
Caudiel,Castellón,Caudiel,39.95,-0.56667,leisure;access_limited;commercial,leisure
Cervera del Maestre,Castellón,Cervera del Maestre,40.45366,0.27659,sport;catering;service,sport
Chilches/Xilxes,Castellón,Chilches/Xilxes,39.782299,-0.187765,service;commercial;building,service
Chodos/Xodos,Castellón,Chodos/Xodos,40.24517,-0.28795,natural;sport;building,natural
Chóvar,Castellón,Chóvar,39.85,-0.31667,commercial;leisure;tourism,commercial
Cinctorres,Castellón,Cinctorres,40.58333,-0.21667,catering;leisure;tourism,catering
Cirat,Castellón,Cirat,40.05,-0.45,natural;sport;catering,natural
Cortes de Arenoso,Castellón,Cortes de Arenoso,40.18812,-0.54195,natural;sport;leisure,natural
Costur,Castellón,Costur,40.11971,-0.17385,natural;leisure;sport,natural
Coves de Vinromà (Les),Castellón,Les Coves de Vinromà,40.30912,0.118132,sport;service;commercial,sport
Culla,Castellón,Culla,40.3365,-0.16569,tourism;building;accommodation,tourism
Eslida,Castellón,Eslida,39.88333,-0.3,sport;natural;leisure,sport
Espadilla,Castellón,Espadilla,40.03333,-0.35,leisure;sport;natural,leisure
Fanzara,Castellón,Fanzara,40.01667,-0.31667,natural;sport;tourism,natural
Figueroles,Castellón,Figueroles,40.11667,-0.23333,sport;leisure;natural,sport
Forcall,Castellón,Forcall,40.64542,-0.19992,natural;catering;leisure,natural
Fuente la Reina,Castellón,Fuente la Reina,40.04921,0.020554,sport;leisure;catering,sport
Fuentes de Ayódar,Castellón,Fuentes de Ayódar,40.03333,-0.41667,natural;sport;leisure,natural
Gaibiel,Castellón,Gaibiel,39.93333,-0.48333,sport;natural;tourism,sport
Geldo,Castellón,Geldo,39.83333,-0.46667,natural;sport;building,natural
Herbers,Castellón,Herbers,40.721,-0.00441,natural;catering;accommodation,natural
Higueras,Castellón,Higueras,39.98333,-0.5,sport;building;tourism,sport
Jana (La),Castellón,La Jana,40.500091,0.23571,sport;tourism;building,sport
Jérica,Castellón,Jérica,39.913351,-0.571448,tourism;sport;catering,tourism
Llosa (La),Castellón,La Llosa,39.76667,-0.2,leisure;sport;tourism,leisure
Llucena/Lucena del Cid,Castellón,Llucena/Lucena del Cid,40.138191,-0.279983,service;sport;catering,service
Ludiente,Castellón,Ludiente,40.08333,-0.36667,natural;sport;commercial,natural
Mata de Morella (La),Castellón,La Mata de Morella,40.608223,-0.27819,natural;sport,natural
Matet,Castellón,Matet,39.93333,-0.46667,sport;natural;tourism,sport
Moncofa,Castellón,Moncofa,39.808477,-0.145696,leisure;sport;service,leisure
Montán,Castellón,Montán,40.03333,-0.55,leisure;natural;sport,leisure
Montanejos,Castellón,Montanejos,40.06667,-0.51667,natural;tourism;catering,natural
Morella,Castellón,Morella,40.619721,-0.101421,catering;natural;tourism,catering
Navajas,Castellón,Navajas,39.87561,-0.507389,sport;building;leisure,sport
Nules,Castellón,Nules,39.853511,-0.159416,sport;service;leisure,sport
Olocau del Rey,Castellón,Olocau del Rey,40.63775,-0.34041,natural;leisure;building,natural
Onda,Castellón,Onda,39.967667,-0.238401,leisure;sport;service,leisure
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa,40.088257,0.141674,leisure;sport;commercial,leisure
Palanques,Castellón,Palanques,40.718,-0.17941,natural;sport;accommodation,natural
Pavías,Castellón,Pavías,39.96667,-0.48333,sport;natural;tourism,sport
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,40.363805,0.392361,sport;commercial;accommodation,sport
Pina de Montalgrao,Castellón,Pina de Montalgrao,40.01667,-0.65,access;leisure;tourism,access
Pobla de Benifassà (La),Castellón,La Pobla de Benifassà,40.65629,0.15793,natural;accommodation;building,natural
Pobla Tornesa (La),Castellón,La Pobla Tornesa,40.109561,-0.008239,natural;sport;catering,natural
Portell de Morella,Castellón,Portell de Morella,40.53267,-0.26249,natural;leisure;sport,natural
Puebla de Arenoso,Castellón,Puebla de Arenoso,40.1,-0.58333,natural;tourism;sport,natural
Ribesalbes,Castellón,Ribesalbes,40.021367,-0.277889,natural;sport;catering,natural
Rossell,Castellón,Rossell,40.61784,0.220729,catering;sport;natural,catering
Sacañet,Castellón,Sacañet,39.86667,-0.71667,natural;sport;leisure,natural
