municipio,provincia,municipio_nombre_humano,codigo_INE,lat,lon
Terzaga,Guadalajara,Terzaga,19267,40.69508,-1.90386
Teulada,Alicante,Teulada,3128,38.729169,0.10546
Teverga,Asturias,Teverga,33072,43.160006,-6.097468
Tiana,Barcelona,Tiana,8282,41.47663,2.269792
Tías,Las Palmas,Tías,35028,28.952036,-13.654604
Tibi,Alicante,Tibi,3129,38.53353,-0.576694
Tiebas-Muruarte de Reta,Navarra,Tiebas-Muruarte de Reta,31228,42.688367,-1.633773
Tiedra,Valladolid,Tiedra,47163,41.65239,-5.26688
Tielmes,Madrid,Tielmes,28146,40.247425,-3.311256
Tiemblo (El),Ávila,El Tiemblo,5241,40.413929,-4.502271
Tierga,Zaragoza,Tierga,50254,41.60623,-1.60545
Tierz,Huesca,Tierz,22228,42.13356,-0.35489
Tierzo,Guadalajara,Tierzo,19268,40.74925,-1.93069
Tiétar,Cáceres,Tiétar,10904,40.02945,-5.48192
Tijarafe,Santa Cruz de Tenerife,Tijarafe,38047,28.7,-17.95
Tíjola,Almería,Tíjola,4092,37.34643,-2.433715
Tinajas,Cuenca,Tinajas,16206,40.32547,-2.58228
Tinajo,Las Palmas,Tinajo,35029,29.072042,-13.674886
Tineo,Asturias,Tineo,33073,43.334147,-6.409225
Tinieblas de la Sierra,Burgos,Tinieblas de la Sierra,9381,42.185188,-3.363838
Tiñosillos,Ávila,Tiñosillos,5242,40.93543,-4.727323
Tirapu,Navarra,Tirapu,31229,42.6574,-1.70263
Tirgo,La Rioja,Tirgo,26148,42.54587,-2.9494
Tírig,Castellón,Tírig,12111,40.42316,0.07792
Tírvia,Lleida,Tírvia,25221,42.51667,1.25
Titaguas,Valencia,Titaguas,46241,39.865701,-1.08152
Titulcia,Madrid,Titulcia,28147,40.137889,-3.570694
Tiurana,Lleida,Tiurana,25222,41.97527,1.25608
Tivenys,Tarragona,Tivenys,43149,40.90787,0.51236
Tivissa,Tarragona,Tivissa,43150,41.042465,0.732312
Toba (La),Guadalajara,La Toba,19269,41.00482,-2.98012
Tobar,Burgos,Tobar,9382,42.349774,-3.671651
Tobarra,Albacete,Tobarra,2074,38.592141,-1.690738
Tobed,Zaragoza,Tobed,50255,41.33866,-1.39975
Tobía,La Rioja,Tobía,26149,42.332389,-2.761299
Toboso (El),Toledo,El Toboso,45167,39.513676,-2.996615
Tocina,Sevilla,Tocina,41092,37.609404,-5.734312
Todolella,Castellón,Todolella,12112,40.64675,-0.24675
Toén,Ourense,Toén,32081,42.31765,-7.95435
Toga,Castellón,Toga,12113,40.05,-0.36667
Tojos (Los),Cantabria,Los Tojos,39086,43.15483,-4.25352
Tolbaños,Ávila,Tolbaños,5243,40.75168,-4.58191
Toledo,Toledo,Toledo,45168,39.866667,-4.033333
Tollos,Alicante,Tollos,3130,38.75629,-0.27466
Tolocirio,Segovia,Tolocirio,40201,41.13425,-4.65121
Tolosa,Gipuzkoa,Tolosa,20071,43.134795,-2.073343
Tolox,Málaga,Tolox,29090,36.687793,-4.904452
Tolva,Huesca,Tolva,22229,42.11473,0.56494
Tomares,Sevilla,Tomares,41093,37.374676,-6.043812
Tomelloso,Ciudad Real,Tomelloso,13082,39.160601,-3.018661
Tomiño,Pontevedra,Tomiño,36054,41.98772,-8.75502
Tona,Barcelona,Tona,8283,41.849465,2.228366
Topas,Salamanca,Topas,37323,41.197032,-5.694835
Toques,A Coruña,Toques,15083,42.98333,-7.96667
Torà,Lleida,Torà,25223,41.809911,1.404208
Toral de los Guzmanes,León,Toral de los Guzmanes,24168,42.241764,-5.567268
Toral de los Vados,León,Toral de los Vados,24206,42.54311,-6.7771
Torás,Castellón,Torás,12114,39.919208,-0.684699
Tordehumos,Valladolid,Tordehumos,47164,41.814498,-5.157422
Tordellego,Guadalajara,Tordellego,19271,40.72165,-1.67036
Tordelrábano,Guadalajara,Tordelrábano,19270,41.21827,-2.75792
Tordera,Barcelona,Tordera,8284,41.698049,2.717785
Tordesillas,Valladolid,Tordesillas,47165,41.501611,-4.999609
Tordesilos,Guadalajara,Tordesilos,19272,40.67074,-1.59372
Tordillos,Salamanca,Tordillos,37324,40.85266,-5.35278
Tordoia,A Coruña,Tordoia,15084,43.08618,-8.54182
Tordómar,Burgos,Tordómar,9384,42.0463,-3.86514
Torelló,Barcelona,Torelló,8285,42.049856,2.26059
Toreno,León,Toreno,24169,42.696579,-6.512185
Torija,Guadalajara,Torija,19274,40.744092,-3.02996
Toril,Cáceres,Toril,10182,39.89749,-5.7795
Toril y Masegoso,Teruel,Toril y Masegoso,44217,40.229652,-1.506548
Torla-Ordesa,Huesca,Torla-Ordesa,22230,42.62802,-0.11209
Torlengua,Soria,Torlengua,42184,41.45483,-2.16183
Tormantos,La Rioja,Tormantos,26150,42.49431,-3.07446
Tormellas,Ávila,Tormellas,5244,40.30404,-5.51185
Tormón,Teruel,Tormón,44218,40.20266,-1.35406
Tormos,Alicante,Tormos,3131,38.80143,-0.0716
Torms (Els),Lleida,Els Torms,25224,41.38333,0.71667
Tornabous,Lleida,Tornabous,25225,41.699706,1.053167
Tornadizo (El),Salamanca,El Tornadizo,37325,40.54296,-5.8915
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,5245,40.62757,-4.61426
Tornavacas,Cáceres,Tornavacas,10183,40.254733,-5.689378
Torno (El),Cáceres,El Torno,10184,40.13578,-5.943982
Tornos,Teruel,Tornos,44219,40.96046,-1.433865
Toro,Zamora,Toro,49219,41.523749,-5.393229
Toro (El),Castellón,El Toro,12115,39.98333,-0.75
Torquemada,Palencia,Torquemada,34182,42.034676,-4.321418
Torralba,Cuenca,Torralba,16209,40.30253,-2.28546
Torralba de Aragón,Huesca,Torralba de Aragón,22232,41.93487,-0.51053
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,13083,39.017436,-3.749216
Torralba de los Frailes,Zaragoza,Torralba de los Frailes,50256,41.03622,-1.66046
Torralba de los Sisones,Teruel,Torralba de los Sisones,44220,40.89084,-1.45866
Torralba de Oropesa,Toledo,Torralba de Oropesa,45169,39.93384,-5.15404
Torralba de Ribota,Zaragoza,Torralba de Ribota,50257,41.41803,-1.68429
Torralba del Pinar,Castellón,Torralba del Pinar,12116,39.98333,-0.43333
Torralba del Río,Navarra,Torralba del Río,31230,42.614254,-2.35382
Torralbilla,Zaragoza,Torralbilla,50258,41.21009,-1.338
Torre (La),Ávila,La Torre,5247,40.5916,-4.96491
Torre Alháquime,Cádiz,Torre Alháquime,11036,36.91588,-5.23381
Torre d'En Besora (la),Castellón,la Torre d'En Besora,12119,40.32649,-0.07949
Torre d'en Doménec (la),Castellón,la Torre d'en Doménec,12120,40.267426,0.074319
Torre de Arcas,Teruel,Torre de Arcas,44223,40.75137,-0.06892
Torre de Cabdella (La),Lleida,La Torre de Cabdella,25227,42.42216,0.98238
Torre de Claramunt (La),Barcelona,La Torre de Claramunt,8286,41.53044,1.66117
Torre de Don Miguel,Cáceres,Torre de Don Miguel,10187,40.22333,-6.57686
Torre de Esgueva,Valladolid,Torre de Esgueva,47169,41.76821,-4.20004
Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán,45171,40.169034,-4.214673
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,43151,41.11667,0.86667
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,13084,38.583863,-3.06115
Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol,43152,41.18333,0.63333
Torre de las Arcas,Teruel,Torre de las Arcas,44224,40.84166,-0.71783
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,6131,38.618778,-6.7956
Torre de Peñafiel,Valladolid,Torre de Peñafiel,47170,41.53646,-4.08833
Torre de Santa María,Cáceres,Torre de Santa María,10188,39.25441,-6.1161
Torre del Bierzo,León,Torre del Bierzo,24170,42.60769,-6.36675
Torre del Burgo,Guadalajara,Torre del Burgo,19279,40.79176,-3.07723
Torre del Compte,Teruel,Torre del Compte,44225,40.93625,0.10934
Torre del Valle (La),Zamora,La Torre del Valle,49220,42.09056,-5.72366
Torre en Cameros,La Rioja,Torre en Cameros,26153,42.24133,-2.51805
Torre la Ribera,Huesca,Torre la Ribera,22233,42.378032,0.540751
Torre los Negros,Teruel,Torre los Negros,44227,40.85308,-1.09782
Torre Val de San Pedro,Segovia,Torre Val de San Pedro,40206,41.07534,-3.87116
Torre-Cardela,Granada,Torre-Cardela,18178,37.504841,-3.356384
Torre-Pacheco,Murcia,Torre-Pacheco,30037,37.742581,-0.954129
Torre-serona,Lleida,Torre-serona,25233,41.66667,0.63333
Torreadrada,Segovia,Torreadrada,40202,41.44474,-3.84
Torrebaja,Valencia,Torrebaja,46242,40.099566,-1.261384
Torrebesses,Lleida,Torrebesses,25226,41.43333,0.6
Torreblacos,Soria,Torreblacos,42185,41.66927,-2.87881
Torreblanca,Castellón,Torreblanca,12117,40.21956,0.196572
Torreblascopedro,Jaén,Torreblascopedro,23085,37.997668,-3.638384
Torrecaballeros,Segovia,Torrecaballeros,40203,40.997087,-4.02114
Torrecampo,Córdoba,Torrecampo,14062,38.473355,-4.678981
Torrechiva,Castellón,Torrechiva,12118,40.05,-0.4
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz,44221,40.961472,-0.091589
Torrecilla de la Abadesa,Valladolid,Torrecilla de la Abadesa,47166,41.48498,-5.08762
Torrecilla de la Jara,Toledo,Torrecilla de la Jara,45170,39.70425,-4.77186
Torrecilla de la Orden,Valladolid,Torrecilla de la Orden,47167,41.219087,-5.222951
Torrecilla de la Torre,Valladolid,Torrecilla de la Torre,47168,41.66716,-5.04982
Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles,10185,40.24788,-6.41606
Torrecilla del Monte,Burgos,Torrecilla del Monte,9386,42.0949,-3.69356
Torrecilla del Pinar,Segovia,Torrecilla del Pinar,40204,41.3736,-4.03838
Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar,44222,40.90978,-1.07244
Torrecilla en Cameros,La Rioja,Torrecilla en Cameros,26151,42.25532,-2.63109
Torrecilla sobre Alesanco,La Rioja,Torrecilla sobre Alesanco,26152,42.40825,-2.83379
Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa,10186,39.567325,-5.743064
Torrecuadrada de Molina,Guadalajara,Torrecuadrada de Molina,19277,40.74946,-1.80707
Torrecuadradilla,Guadalajara,Torrecuadradilla,19278,40.85364,-2.53216
Torredelcampo,Jaén,Torredelcampo,23086,37.771854,-3.897124
Torredembarra,Tarragona,Torredembarra,43153,41.142372,1.397307
Torredonjimeno,Jaén,Torredonjimeno,23087,37.764707,-3.951773
Torrefarrera,Lleida,Torrefarrera,25228,41.671701,0.609784
Torrefeta i Florejacs,Lleida,Torrefeta i Florejacs,25907,41.80757,1.26601
Torregalindo,Burgos,Torregalindo,9387,41.58299,-3.75222
Torregamones,Zamora,Torregamones,49221,41.487,-6.18335
Torregrossa,Lleida,Torregrossa,25230,41.580219,0.827213
Torrehermosa,Zaragoza,Torrehermosa,50259,41.242619,-2.126583
Torreiglesias,Segovia,Torreiglesias,40205,41.10236,-4.0328
Torrejón de Ardoz,Madrid,Torrejón de Ardoz,28148,40.460689,-3.473215
Torrejón de la Calzada,Madrid,Torrejón de la Calzada,28149,40.1999,-3.800129
Torrejón de Velasco,Madrid,Torrejón de Velasco,28150,40.187783,-3.775788
Torrejón del Rey,Guadalajara,Torrejón del Rey,19280,40.64325,-3.33376
Torrejón el Rubio,Cáceres,Torrejón el Rubio,10190,39.77025,-6.01221
Torrejoncillo,Cáceres,Torrejoncillo,10189,39.89776,-6.468197
Torrejoncillo del Rey,Cuenca,Torrejoncillo del Rey,16211,40.0084,-2.57107
Torrelacárcel,Teruel,Torrelacárcel,44226,40.614264,-1.300251
Torrelaguna,Madrid,Torrelaguna,28151,40.826912,-3.535764
Torrelameu,Lleida,Torrelameu,25231,41.7,0.7
Torrelapaja,Zaragoza,Torrelapaja,50260,41.58133,-1.95181
Torrelara,Burgos,Torrelara,9388,42.16673,-3.51689
Torrelavega,Cantabria,Torrelavega,39087,43.348568,-4.047804
Torrelavit,Barcelona,Torrelavit,8287,41.45,1.73333
Torrella,Valencia,Torrella,46243,38.987786,-0.56792
Torrellas,Zaragoza,Torrellas,50261,41.897046,-1.769113
Torrelles de Foix,Barcelona,Torrelles de Foix,8288,41.38333,1.56667
Torrelles de Llobregat,Barcelona,Torrelles de Llobregat,8289,41.350622,1.978463
Torrelobatón,Valladolid,Torrelobatón,47171,41.64942,-5.02526
Torrelodones,Madrid,Torrelodones,28152,40.578632,-3.928787
Torremanzanas/Torre de les Maçanes (la),Alicante,La Torremanzanas/Torre de les Maçanes,3132,38.604168,-0.415178
Torremayor,Badajoz,Torremayor,6132,38.900898,-6.538429
Torremejía,Badajoz,Torremejía,6133,38.789071,-6.376616
Torremenga,Cáceres,Torremenga,10191,40.04658,-5.77471
Torremocha,Cáceres,Torremocha,10192,39.345824,-6.17299
Torremocha de Jadraque,Guadalajara,Torremocha de Jadraque,19281,41.01881,-2.89918
Torremocha de Jarama,Madrid,Torremocha de Jarama,28153,40.839836,-3.497557
Torremocha de Jiloca,Teruel,Torremocha de Jiloca,44228,40.59001,-1.29658
Torremocha del Campo,Guadalajara,Torremocha del Campo,19282,40.97819,-2.61881
Torremocha del Pinar,Guadalajara,Torremocha del Pinar,19283,40.88954,-2.04497
Torremochuela,Guadalajara,Torremochuela,19284,40.76528,-1.8419
Torremolinos,Málaga,Torremolinos,29901,36.628269,-4.500889
Torremontalbo,La Rioja,Torremontalbo,26154,42.5,-2.68333
Torremormojón,Palencia,Torremormojón,34184,41.96018,-4.77765
Torrent,Girona,Torrent,17197,41.951089,3.129436
Torrent,Valencia,Torrent,46244,39.436186,-0.466962
Torrente de Cinca,Huesca,Torrente de Cinca,22234,41.471196,0.339151
Torrenueva,Ciudad Real,Torrenueva,13085,38.640404,-3.363944
Torrenueva Costa,Granada,Torrenueva Costa,18916,36.706169,-3.49135
Torreorgaz,Cáceres,Torreorgaz,10193,39.3822,-6.249695
Torrepadre,Burgos,Torrepadre,9389,42.04388,-3.93701
Torreperogil,Jaén,Torreperogil,23088,38.035354,-3.289615
Torrequemada,Cáceres,Torrequemada,10194,39.36664,-6.22052
Torres,Jaén,Torres,23090,37.785118,-3.508904
Torres de Albánchez,Jaén,Torres de Albánchez,23091,38.4155,-2.67785
Torres de Albarracín,Teruel,Torres de Albarracín,44229,40.42709,-1.53242
Torres de Alcanadre,Huesca,Torres de Alcanadre,22235,41.96727,-0.11096
Torres de Barbués,Huesca,Torres de Barbués,22236,41.9605,-0.4335
Torres de Berrellén,Zaragoza,Torres de Berrellén,50262,41.756259,-1.064897
Torres de Cotillas (Las),Murcia,Las Torres de Cotillas,30038,38.021981,-1.243774
Torres de la Alameda,Madrid,Torres de la Alameda,28154,40.411663,-3.378182
Torres de Segre,Lleida,Torres de Segre,25232,41.534845,0.513746
Torres del Carrizal,Zamora,Torres del Carrizal,49222,41.617302,-5.671458
Torres del Río,Navarra,Torres del Río,31231,42.55162,-2.27285
Torres Torres,Valencia,Torres Torres,46245,39.73333,-0.35
Torresandino,Burgos,Torresandino,9390,41.8292,-3.90981
Torrescárcela,Valladolid,Torrescárcela,47172,41.48455,-4.3192
Torresmenudas,Salamanca,Torresmenudas,37327,41.10249,-5.78475
Torrevelilla,Teruel,Torrevelilla,44230,40.902,-0.10977
Torrevieja,Alicante,Torrevieja,3133,37.985608,-0.673845
Torrico,Toledo,Torrico,45172,39.829275,-5.225872
Torrijas,Teruel,Torrijas,44231,40.01667,-0.95
Torrijo de la Cañada,Zaragoza,Torrijo de la Cañada,50263,41.47304,-1.87441
Torrijo del Campo,Teruel,Torrijo del Campo,44232,40.823371,-1.337442
Torrijos,Toledo,Torrijos,45173,39.981134,-4.28303
Torroella de Fluvià,Girona,Torroella de Fluvià,17198,42.17522,3.04025
Torroella de Montgrí,Girona,Torroella de Montgrí,17199,42.042257,3.129279
Torroja del Priorat,Tarragona,Torroja del Priorat,43154,41.21667,0.81667
Torrox,Málaga,Torrox,29091,36.759448,-3.952678
Torrubia,Guadalajara,Torrubia,19285,40.96581,-1.90064
Torrubia de Soria,Soria,Torrubia de Soria,42187,41.63045,-2.09151
Torrubia del Campo,Cuenca,Torrubia del Campo,16212,39.89749,-2.96133
Torrubia del Castillo,Cuenca,Torrubia del Castillo,16213,39.65852,-2.31172
Tortellà,Girona,Tortellà,17200,42.232125,2.634296
Tórtola de Henares,Guadalajara,Tórtola de Henares,19286,40.706504,-3.126425
Tórtoles,Ávila,Tórtoles,5246,40.5612,-5.2612
Tórtoles de Esgueva,Burgos,Tórtoles de Esgueva,9391,41.81611,-4.024
Tortosa,Tarragona,Tortosa,43155,40.811095,0.522248
Tortuera,Guadalajara,Tortuera,19287,40.97181,-1.79764
Tortuero,Guadalajara,Tortuero,19288,40.93414,-3.35024
Torvizcón,Granada,Torvizcón,18179,36.88099,-3.2983
Tosantos,Burgos,Tosantos,9392,42.41368,-3.24286
Toses,Girona,Toses,17201,42.32162,2.01582
Tosos,Zaragoza,Tosos,50264,41.31542,-1.07292
Tossa de Mar,Girona,Tossa de Mar,17202,41.722052,2.930896
Totalán,Málaga,Totalán,29092,36.76526,-4.29707
Totana,Murcia,Totana,30039,37.769168,-1.500437
Totanés,Toledo,Totanés,45174,39.71057,-4.22655
Touro,A Coruña,Touro,15085,42.86812,-8.30764
Tous,Valencia,Tous,46246,39.140366,-0.587546
Trabada,Lugo,Trabada,27061,43.44475,-7.19527
Trabadelo,León,Trabadelo,24171,42.64874,-6.88
Trabanca,Salamanca,Trabanca,37328,41.23278,-6.38484
Trabazos,Zamora,Trabazos,49223,41.74793,-6.49094
Tragacete,Cuenca,Tragacete,16215,40.35011,-1.85102
Traíd,Guadalajara,Traíd,19289,40.66817,-1.80971
Traiguera,Castellón,Traiguera,12121,40.524145,0.289751
Tramacastiel,Teruel,Tramacastiel,44234,40.18842,-1.24081
Tramacastilla,Teruel,Tramacastilla,44235,40.43058,-1.57466
Tramaced,Huesca,Tramaced,22239,41.97318,-0.29752
Trasierra,Badajoz,Trasierra,6134,38.18333,-6.0
Trasmiras,Ourense,Trasmiras,32082,42.041874,-7.588835
Trasmoz,Zaragoza,Trasmoz,50265,41.82599,-1.72278
Trasobares,Zaragoza,Trasobares,50266,41.64308,-1.64192
Traspinedo,Valladolid,Traspinedo,47173,41.57509,-4.47569
Trazo,A Coruña,Trazo,15086,43.01667,-8.53333
Trebujena,Cádiz,Trebujena,11037,36.869243,-6.176292
Trefacio,Zamora,Trefacio,49224,42.12165,-6.65407
Tremedal de Tormes,Salamanca,Tremedal de Tormes,37329,41.07423,-6.18164
Tremp,Lleida,Tremp,25234,42.166267,0.895248
Tres Cantos,Madrid,Tres Cantos,28903,40.605507,-3.706718
Tres Villas (Las),Almería,Las Tres Villas,4901,37.158261,-2.715906
Trescasas,Segovia,Trescasas,40207,40.96442,-4.0359
Tresjuncos,Cuenca,Tresjuncos,16216,39.701126,-2.753484
Trespaderne,Burgos,Trespaderne,9394,42.802778,-3.388634
Tresviso,Cantabria,Tresviso,39088,43.25753,-4.66768
Trévago,Soria,Trévago,42188,41.87365,-2.10201
Trevélez,Granada,Trevélez,18180,37.00037,-3.26544
Treviana,La Rioja,Treviana,26155,42.558746,-3.05069
Triacastela,Lugo,Triacastela,27062,42.75565,-7.24136
Tribaldos,Cuenca,Tribaldos,16217,39.97264,-2.89809
Tricio,La Rioja,Tricio,26157,42.40223,-2.71912
Trigueros,Huelva,Trigueros,21070,37.382028,-6.834
Trigueros del Valle,Valladolid,Trigueros del Valle,47174,41.83048,-4.65178
Trijueque,Guadalajara,Trijueque,19290,40.77426,-2.99253
Trillo,Guadalajara,Trillo,19291,40.69971,-2.591617
Triollo,Palencia,Triollo,34185,42.92456,-4.6813
Tronchón,Teruel,Tronchón,44236,40.62092,-0.39833
Truchas,León,Truchas,24172,42.26093,-6.43605
Trucios-Turtzioz,Bizkaia,Trucios-Turtzioz,48087,43.28611,-3.27545
Trujillanos,Badajoz,Trujillanos,6135,38.952801,-6.256589
Trujillo,Cáceres,Trujillo,10195,39.458784,-5.880444
Tubilla del Agua,Burgos,Tubilla del Agua,9395,42.70932,-3.80116
Tubilla del Lago,Burgos,Tubilla del Lago,9396,41.80154,-3.58626
Tudanca,Cantabria,Tudanca,39089,43.15198,-4.37262
Tudela,Navarra,Tudela,31232,42.060419,-1.604482
Tudela de Duero,Valladolid,Tudela de Duero,47175,41.588698,-4.58743
Tudelilla,La Rioja,Tudelilla,26158,42.297789,-2.11598
Tuéjar,Valencia,Tuéjar,46247,39.764554,-1.040491
Tui,Pontevedra,Tui,36055,42.048448,-8.642407
Tuineje,Las Palmas,Tuineje,35030,28.325153,-14.046499
Tulebras,Navarra,Tulebras,31233,41.97695,-1.67618
Turcia,León,Turcia,24173,42.553118,-5.862112
Turégano,Segovia,Turégano,40208,41.155796,-4.007228
Turís,Valencia,Turís,46248,39.390289,-0.711351
Turleque,Toledo,Turleque,45175,39.602258,-3.613353
Turón,Granada,Turón,18181,36.86562,-3.05677
Turre,Almería,Turre,4093,37.152363,-1.894506
Turrillas,Almería,Turrillas,4094,37.02948,-2.26607
Úbeda,Jaén,Úbeda,23092,38.014534,-3.371766
Ubide,Bizkaia,Ubide,48088,43.02396,-2.68759
Ubrique,Cádiz,Ubrique,11038,36.677008,-5.445459
Ucar,Navarra,Ucar,31234,42.65694,-1.70237
Uceda,Guadalajara,Uceda,19293,40.83944,-3.4604
Ucero,Soria,Ucero,42189,41.71685,-3.05154
Uclés,Cuenca,Uclés,16218,39.97938,-2.86143
Udías,Cantabria,Udías,39090,43.3386,-4.24381
Ugao-Miraballes,Bizkaia,Ugao-Miraballes,48065,43.181233,-2.901522
Ugena,Toledo,Ugena,45176,40.157369,-3.875825
Ugíjar,Granada,Ugíjar,18182,36.96418,-3.052402
Uharte Arakil,Navarra,Uharte Arakil,31123,42.920222,-1.969218
Ujados,Guadalajara,Ujados,19294,41.23526,-3.00482
Ujué/Uxue,Navarra,Ujué/Uxue,31235,42.5,-1.5
Ulea,Murcia,Ulea,30040,38.14045,-1.33007
Uleila del Campo,Almería,Uleila del Campo,4095,37.1846,-2.20491
Ullà,Girona,Ullà,17204,42.05,3.11667
Ullastrell,Barcelona,Ullastrell,8290,41.525302,1.956932
Ullastret,Girona,Ullastret,17205,42.0,3.06667
Ulldecona,Tarragona,Ulldecona,43156,40.597946,0.44463
Ulldemolins,Tarragona,Ulldemolins,43157,41.320104,0.878886
Ultramort,Girona,Ultramort,17203,42.0364,3.03455
Ultzama,Navarra,Ultzama,31236,42.999,-1.6773
Umbrete,Sevilla,Umbrete,41094,37.368335,-6.159304
Umbrías,Ávila,Umbrías,5249,40.3153,-5.58037
Uncastillo,Zaragoza,Uncastillo,50267,42.359927,-1.131708
Unciti,Navarra,Unciti,31237,42.74801,-1.50123
Undués de Lerda,Zaragoza,Undués de Lerda,50268,42.56572,-1.16944
Unión (La),Murcia,La Unión,30041,37.620043,-0.880083
Unión de Campos (La),Valladolid,La Unión de Campos,47176,42.0776,-5.32607
Unzué/Untzue,Navarra,Unzué/Untzue,31238,42.65252,-1.62598
Uña,Cuenca,Uña,16219,40.2241,-1.97788
Uña de Quintana,Zamora,Uña de Quintana,49225,42.08662,-6.14475
Úrbel del Castillo,Burgos,Úrbel del Castillo,9398,42.62,-3.843611
